"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.468000050E-3,1.279366970E0,-6.648120284E-2,2.963053882E-1
1.240300003E-2,4.096421003E-1,-4.034808278E-1,-2.360422611E-1
2.233800001E-2,-5.454452038E-1,8.564866334E-2,-1.061466098E0
3.227300011E-2,-1.434036613E0,1.309993744E0,-1.908304811E0
4.220800009E-2,-1.902579427E0,2.614867449E0,-2.441650152E0
5.214300007E-2,-1.816039443E0,3.293265343E0,-2.430677891E0
6.207800005E-2,-1.353046417E0,3.204615355E0,-1.958940983E0
7.201300003E-2,-7.592241764E-1,2.605370045E0,-1.263141513E0
8.194800001E-2,-3.204129934E-1,1.897240281E0,-4.209865630E-1
9.188300010E-2,-4.571541026E-2,1.365347147E0,3.378468454E-1
1.018180001E-1,2.965969443E-1,9.984765053E-1,1.041749358E0
1.117530001E-1,7.389264107E-1,6.217140555E-1,1.760258794E0
1.216880000E-1,1.045023680E0,3.146829903E-1,2.425990343E0
1.316230000E-1,7.875693440E-1,-1.751341112E-2,2.925914288E0
1.415580000E-1,-9.620441794E-1,-1.942242682E-1,2.623859644E0
1.514930001E-1,-1.103909254E0,5.661171079E-1,1.894797087E0
1.614280001E-1,-4.001805782E-1,8.102728128E-1,1.280506730E0
1.713630001E-1,3.518260717E-1,8.887925744E-1,7.709308863E-1
1.812980000E-1,9.564663768E-1,8.805375695E-1,3.463806510E-1
1.912330000E-1,1.316582799E0,7.558443546E-1,3.694837913E-2
2.011680000E-1,1.443306088E0,5.866808891E-1,-6.445147842E-2
2.111030001E-1,1.332396507E0,4.144859910E-1,5.318568274E-2
2.210390001E-1,9.660794735E-1,2.920817733E-1,3.599512279E-1
2.309740001E-1,4.338310361E-1,1.938164830E-1,7.517135143E-1
2.409090000E-1,1.162787806E-2,1.419189423E-1,1.043805003E0
2.508440000E-1,-2.049068660E-1,1.305105388E-1,1.144747019E0
2.607790000E-1,-3.005681336E-1,8.624107391E-2,1.098262310E0
2.707140001E-1,-2.953860760E-1,-8.476962894E-2,9.705044627E-1
2.806490001E-1,-1.882899702E-1,-4.523892105E-1,7.545785904E-1
2.905840001E-1,5.071876198E-2,-1.083221316E0,4.440992475E-1
3.005190000E-1,3.766404092E-1,-1.923235059E0,7.856839895E-2
3.104540000E-1,7.041212320E-1,-2.772537470E0,-2.828961611E-1
3.203890000E-1,9.962627888E-1,-3.033572435E0,-5.585133433E-1
3.303240001E-1,1.338276505E0,-2.053296328E0,-5.835052729E-1
3.402590001E-1,1.596275210E0,-8.710616827E-1,-4.889332652E-1
3.501940001E-1,1.690598726E0,-1.835785806E-1,-4.381668568E-1
3.601290000E-1,1.620766640E0,1.613191515E-1,-4.512743950E-1
3.700640000E-1,1.424158931E0,4.920883179E-1,-4.984267354E-1
3.799990000E-1,1.165272713E0,9.026979804E-1,-5.557702184E-1
3.899340001E-1,9.033986330E-1,1.362671852E0,-5.920557380E-1
3.998690001E-1,6.904696226E-1,1.867937684E0,-5.809197426E-1
4.098040001E-1,5.510827303E-1,2.353766918E0,-5.189697742E-1
4.197390000E-1,4.916803837E-1,2.778937578E0,-3.925090730E-1
4.296740000E-1,4.957471788E-1,3.085901976E0,-2.111922950E-1
4.396090001E-1,5.538219213E-1,3.249457598E0,1.064848527E-2
4.495440001E-1,5.806216598E-1,3.119973898E0,2.646762431E-1
4.594790001E-1,4.501158297E-1,2.333369017E0,5.398620367E-1
4.694140001E-1,2.809200585E-1,1.134541631E0,7.785616517E-1
4.793490000E-1,2.796276212E-1,2.814821601E-1,8.386687040E-1
4.892840000E-1,3.733679354E-1,-1.997847110E-2,8.121047020E-1
4.992190001E-1,4.683538377E-1,1.902432181E-2,8.194041848E-1
5.091540001E-1,5.033920407E-1,1.589411050E-1,8.294487596E-1
5.190890001E-1,4.579923749E-1,2.777798772E-1,8.211783171E-1
5.290240000E-1,3.125484884E-1,3.386435509E-1,7.814053893E-1
5.389590000E-1,6.428755075E-2,3.917696178E-1,7.149496675E-1
5.488940000E-1,-2.160660177E-1,4.477229714E-1,6.548004150E-1
5.588290001E-1,-4.396855235E-1,5.245948434E-1,6.316969991E-1
5.687640001E-1,-5.854895115E-1,5.774976611E-1,6.513977051E-1
5.786990001E-1,-6.870968342E-1,5.251905322E-1,6.424527168E-1
5.886340000E-1,-7.229020596E-1,4.562308490E-1,5.662026405E-1
5.985700000E-1,-6.914746761E-1,4.032209218E-1,4.585094750E-1
6.085050000E-1,-6.348211765E-1,3.457696140E-1,3.553996086E-1
6.184400001E-1,-7.664982080E-1,5.284321681E-2,3.200349510E-1
6.283750001E-1,-1.682496190E0,-7.786700726E-1,3.661284447E-1
6.383100001E-1,-1.594485641E0,5.692706630E-2,3.963944614E-1
6.482450000E-1,-8.279855847E-1,1.157648921E0,3.109209538E-1
6.581800000E-1,-1.111100093E-1,1.191788793E0,2.177330479E-2
6.681150000E-1,2.313400805E-1,3.685241640E-1,-3.210219741E-1
6.780500001E-1,1.687410846E-2,-8.415485620E-1,-5.498479605E-1
6.879850001E-1,-5.705645680E-1,-1.811518788E0,-6.685063243E-1
6.979200001E-1,-1.076415062E0,-2.033820868E0,-7.061846852E-1
7.078550000E-1,-1.332587242E0,-1.790717959E0,-8.004848361E-1
7.177900000E-1,-1.502720714E0,-1.761239171E0,-1.097120166E0
7.277250000E-1,-1.733698368E0,-2.041026592E0,-1.438326240E0
7.376600001E-1,-1.922066092E0,-2.387225628E0,-1.712005973E0
7.475950001E-1,-1.963821411E0,-2.593638659E0,-1.908360481E0
7.575300001E-1,-1.893405795E0,-2.617802858E0,-1.997952223E0
7.674650000E-1,-1.725748181E0,-2.527034998E0,-1.910658240E0
7.774000000E-1,-1.493583322E0,-2.435603619E0,-1.632410884E0
7.873350000E-1,-1.250681639E0,-2.254570723E0,-1.264601707E0
7.972700001E-1,-1.070062041E0,-1.774345994E0,-8.943273425E-1
8.072050001E-1,-1.022538543E0,-1.038500071E0,-5.555111766E-1
8.171400001E-1,-1.111838698E0,-3.058814108E-1,-2.274630368E-1
8.270750000E-1,-1.383838177E0,7.095485926E-2,8.347367495E-2
8.370100000E-1,-1.852734804E0,-1.630680114E-1,2.598857284E-1
8.469450000E-1,-2.151460886E0,-4.304019213E-1,1.333846599E-1
8.568800001E-1,-1.981944799E0,-1.067026928E-1,-3.318291008E-1
8.668150001E-1,-1.603926301E0,5.635548234E-1,-8.925537467E-1
8.767500001E-1,-1.363012433E0,1.397224069E0,-1.280533671E0
8.866850000E-1,-1.189499140E0,1.787043929E0,-1.334845424E0
8.966200000E-1,-9.950749874E-1,1.617140055E0,-1.143093586E0
9.065550001E-1,-6.344049573E-1,9.426675439E-1,-8.890858293E-1
9.164900001E-1,-1.488758177E-1,1.773408055E-1,-8.045374155E-1
9.264250001E-1,3.175438643E-1,-7.151383758E-1,-8.872503638E-1
9.363600001E-1,5.234363079E-1,-1.441366911E0,-1.129701138E0
9.462950000E-1,3.724803627E-1,-1.798203588E0,-1.511250019E0
9.562295000E-1,6.077788025E-2,-1.726081729E0,-1.909427762E0
9.661645001E-1,-1.716905087E-1,-1.339606166E0,-2.210386753E0
9.760995001E-1,-2.228487730E-1,-9.755443335E-1,-2.281286716E0
9.860345001E-1,-1.115909293E-1,-8.778238297E-1,-2.040886164E0
9.959695000E-1,1.286839843E-1,-9.689561129E-1,-1.565361977E0
