"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,6.797609925E-1,-8.497639656E0,1.310323358E0
2.500000000E-3,4.543061256E-1,-8.574381828E0,1.501672268E0
5.000000000E-3,2.123197615E-1,-8.645171165E0,1.673952937E0
7.500000000E-3,-3.395774169E-3,-8.742716789E0,1.834081769E0
1.000000000E-2,-4.973304570E-1,-9.047856331E0,2.155779839E0
1.250000000E-2,-6.656998992E-1,-9.098561287E0,2.238919735E0
1.500000000E-2,-7.445822954E-1,-9.177286148E0,2.260185957E0
1.750000000E-2,-8.400102258E-1,-9.305778503E0,2.278196096E0
2.000000000E-2,-9.172154665E-1,-9.405780792E0,2.253429890E0
2.250000000E-2,-9.762391448E-1,-9.478929520E0,2.193754911E0
2.500000000E-2,-9.991578460E-1,-9.598431587E0,2.076208591E0
2.750000000E-2,-1.004994631E0,-9.699714661E0,1.912030339E0
3.000000000E-2,-9.552776217E-1,-9.819828033E0,1.643498898E0
3.250000000E-2,-9.134616852E-1,-9.894657135E0,1.480636954E0
3.500000000E-2,-8.272509575E-1,-9.951810837E0,1.241659164E0
3.750000000E-2,-7.184591889E-1,-1.006703281E1,9.935310483E-1
4.000000000E-2,-6.516667604E-1,-1.014642143E1,7.955029607E-1
4.250000000E-2,-5.602917671E-1,-1.021551609E1,6.300820708E-1
4.500000000E-2,-4.488685727E-1,-1.022699165E1,4.697488248E-1
4.750000000E-2,-3.172608316E-1,-1.027192879E1,3.868316114E-1
5.000000000E-2,-1.805777699E-1,-1.027967644E1,2.693693042E-1
5.250000000E-2,9.978440590E-3,-1.026173306E1,1.729718149E-1
5.500000000E-2,2.201359123E-1,-1.023913193E1,1.066066846E-1
5.750000000E-2,4.316060245E-1,-1.019859314E1,2.179282345E-2
6.000000000E-2,6.185510755E-1,-1.013741779E1,-4.016372561E-2
6.250000000E-2,8.040525317E-1,-1.009673691E1,-1.179860756E-1
6.500000000E-2,1.005568027E0,-1.001744938E1,-2.225343585E-1
6.750000000E-2,1.262261391E0,-9.945354462E0,-2.918757796E-1
7.000000000E-2,1.493109703E0,-9.817505836E0,-3.385905623E-1
7.250000000E-2,1.703135014E0,-9.670302391E0,-3.916369379E-1
7.500000000E-2,1.903585434E0,-9.567105293E0,-3.999778032E-1
7.750000000E-2,2.125195742E0,-9.419033051E0,-4.063436091E-1
8.000000000E-2,2.379830122E0,-9.310934067E0,-3.716447651E-1
8.250000000E-2,2.505825281E0,-9.113303185E0,-2.695297599E-1
8.500000000E-2,2.624897003E0,-8.946135521E0,-1.603515148E-1
8.750000000E-2,2.701284409E0,-8.710069656E0,8.387938142E-3
