,Time (s),X (rad/s),Y (rad/s),Z (rad/s)
5517,55.00158708,-0.3577803671,1.159695268,0.3806926012
5518,55.01156608,-0.3328421116,1.329630971,0.4436254501
5519,55.02151508,-0.1622083187,0.8444962502,0.5414992571
5520,55.03149408,0.1641368568,-0.06552494317,0.6250035167
5521,55.04144308,0.5748469234,-0.9291769266,0.5665079355
5522,55.05142208,1.087757587,-1.53004384,0.1816092432
5523,55.06140108,1.465721965,-2.092176199,-0.6160162686999999
5524,55.07135008,1.320519567,-2.7100028989999996,-1.6668547390000001
5525,55.08132908,0.10259342939999999,-2.594340086,-2.466599464
5526,55.09127808,-1.688055396,-1.1214048859999999,-1.892557859
5527,55.10125708,-1.95294404,-0.9075708389,-0.4224810004
5528,55.11123708,-0.8031059504000001,-1.781628966,0.2929106355
5529,55.12118508,0.4985992312,-1.882128596,0.42903622979999995
5530,55.13116508,1.4025213719999998,-1.3837056159999999,0.30997556449999997
5531,55.14111308,1.90944767,-1.018367052,0.1153381765
5532,55.15109308,2.188486576,-1.124715686,-0.059421781449999996
5533,55.16104108,2.2574977869999997,-1.542102575,-0.1157393828
5534,55.17102108,2.105410576,-2.22790122,-0.1342780888
5535,55.18100008,1.7630331519999998,-3.1420061589999997,-0.1188354865
5536,55.19094908,1.404782414,-3.837401152,-0.23453663289999999
5537,55.20092808,1.121320605,-3.837816,-0.4158049822
5538,55.21087708,0.8227875232999999,-2.956050634,-0.4139468968
5539,55.22085608,0.4675072134,-1.5387666230000001,-0.2926441729
5540,55.23083508,0.5357376336999999,0.0207548067,-0.1857039332
5541,55.24078408,0.8153855205,1.206204176,-0.11196766789999998
5542,55.25076308,0.9663841128,1.6069457530000002,0.02698308975
5543,55.26071208,1.064834476,1.4229927059999998,0.13702543080000001
5544,55.27069108,1.173635006,0.9954627751999999,0.21350742879999998
5545,55.28067008,1.315916777,0.5389098525,0.2867693901
5546,55.29061908,1.394329786,0.157870084,0.29395461079999996
5547,55.30059808,1.3481210469999998,-0.1151521206,0.2575843632
5548,55.31054708,1.2358917,-0.20976704359999998,0.2710194588
5549,55.32052608,1.16818428,-0.1298573017,0.2895177901
5550,55.33050508,1.145105124,0.02118814364,0.2398703247
5551,55.34045408,1.1202799079999999,0.02836136892,0.16190628710000002
5552,55.35043308,1.059070468,-0.2331600785,0.0729002282
5553,55.36038208,1.004910588,-0.5067460536999999,0.03578774631
5554,55.37036108,0.9645984173000001,-0.6391257644,0.0355817154
5555,55.38034108,0.9137802124,-0.6403231025,0.01906665601
5556,55.39027621,0.8524787426,-0.5443552732,-0.00406326307
5557,55.40025621,0.8061146736,-0.3667083085,-0.02817205898
5558,55.41020421,0.7880764604,-0.1549737751,-0.06106904149
5559,55.42018421,0.7800998092,-0.02805124409,-0.07974100113
5560,55.43013221,0.7871649861,-0.04035787657,-0.05737841874
5561,55.44011221,0.800809145,-0.1555177569,-0.001278661657
5562,55.45009121,0.8118907809,-0.2903102934,0.06717909873
5563,55.46004021,0.811003983,-0.41119411590000005,0.1286038458
5564,55.47001921,0.8072074652,-0.4941536486,0.1724804491
5565,55.47996821,0.7872302532,-0.5508331656000001,0.1940581799
5566,55.48994721,0.7793102264,-0.5879611968999999,0.1791642159
5567,55.49992621,0.786955893,-0.5695730447999999,0.1390580833
5568,55.50987521,0.8140484691,-0.535268724,0.09184321016000001
5569,55.51985421,0.8490653634,-0.5131244659,0.03787025809
5570,55.52980321,0.8876659273999999,-0.46415025,-0.032770562919999996
5571,55.53978221,0.9117771387000001,-0.3628920615,-0.11156497900000001
5572,55.54976121,0.9133656025,-0.2246023268,-0.1988668889
5573,55.55971021,0.9048711657999999,-0.08486759662999999,-0.2918623388
5574,55.56968921,0.8985058665000001,0.01038404182,-0.3646419346
