"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,3.920457602E0,-9.281256676E0,-1.634981155E0
1.818750000E-3,3.864787340E0,-9.240248680E0,-1.685479760E0
3.587500000E-3,3.814815760E0,-9.196990013E0,-1.706922174E0
5.521875000E-3,3.741179705E0,-9.136368752E0,-1.713616371E0
7.518750000E-3,3.637759447E0,-9.062474251E0,-1.714047313E0
9.518750000E-3,3.481140614E0,-8.975632668E0,-1.689549804E0
1.151875000E-2,3.291337967E0,-8.912157059E0,-1.668298960E0
1.351875000E-2,3.164713383E0,-8.877652168E0,-1.666172862E0
1.551875000E-2,3.172997236E0,-8.863659859E0,-1.653291941E0
1.751875000E-2,3.304544210E0,-8.859465599E0,-1.635584474E0
1.998125000E-2,3.502630949E0,-8.861735344E0,-1.629397988E0
2.156406200E-2,3.687147141E0,-8.856937408E0,-1.631839991E0
2.351875000E-2,3.855000019E0,-8.861362457E0,-1.627041936E0
2.551875000E-2,3.999456644E0,-8.859790802E0,-1.613452554E0
2.751875000E-2,4.105653763E0,-8.845809937E0,-1.595093727E0
2.951875000E-2,4.169981003E0,-8.824730873E0,-1.579167604E0
3.154687500E-2,4.193080425E0,-8.795358658E0,-1.573383212E0
3.352031200E-2,4.153767586E0,-8.757233620E0,-1.598752022E0
3.552031200E-2,4.068246365E0,-8.715506554E0,-1.668318033E0
3.751875000E-2,3.978004456E0,-8.652377129E0,-1.761960030E0
3.998281200E-2,3.915343523E0,-8.578807831E0,-1.863139033E0
4.156406200E-2,3.869211912E0,-8.509673119E0,-1.953639865E0
4.351875000E-2,3.805420876E0,-8.436707497E0,-2.025839329E0
4.552031200E-2,3.773300409E0,-8.378078461E0,-2.068121195E0
4.751875000E-2,3.778644085E0,-8.341772079E0,-2.066033125E0
4.951875000E-2,3.784064531E0,-8.324179649E0,-2.057806969E0
5.151875000E-2,3.788527250E0,-8.300563812E0,-2.046199799E0
5.352031200E-2,3.779822111E0,-8.273900986E0,-2.039610863E0
5.552031200E-2,3.761855841E0,-8.241857529E0,-2.047080755E0
5.752031200E-2,3.758398771E0,-8.204957962E0,-2.048766375E0
5.998437500E-2,3.758159161E0,-8.165108681E0,-2.053573847E0
6.156406200E-2,3.753955126E0,-8.103549004E0,-2.062643051E0
6.351875000E-2,3.750842571E0,-8.028831482E0,-2.074681044E0
6.552031200E-2,3.749674320E0,-7.947360992E0,-2.088653564E0
6.751875000E-2,3.735558033E0,-7.867634296E0,-2.099006176E0
6.952031200E-2,3.714527369E0,-7.804829597E0,-2.101199150E0
7.152031200E-2,3.691092730E0,-7.741603374E0,-2.084870815E0
7.352031200E-2,3.672303200E0,-7.681135178E0,-2.059588194E0
7.552031200E-2,3.670541048E0,-7.617439747E0,-2.025284052E0
7.752031200E-2,3.666499853E0,-7.550517082E0,-1.983816385E0
7.998593700E-2,3.640230417E0,-7.470704079E0,-1.943411827E0
8.169531200E-2,3.595506907E0,-7.392969131E0,-1.918627024E0
8.351875000E-2,3.539779186E0,-7.337404728E0,-1.912900090E0
8.555156200E-2,3.482998610E0,-7.280853748E0,-1.920954227E0
8.752031200E-2,3.455398083E0,-7.230144501E0,-1.928270817E0
8.951875000E-2,3.448081255E0,-7.181034565E0,-1.941764593E0
9.152031200E-2,3.449115753E0,-7.140582085E0,-1.957317352E0
9.352031200E-2,3.462255239E0,-7.106728077E0,-1.975369573E0
9.552031200E-2,3.474283457E0,-7.075574875E0,-2.013322592E0
9.752031200E-2,3.484636068E0,-7.058642864E0,-2.063524246E0
9.998125000E-2,3.498244524E0,-7.061870098E0,-2.110996246E0
1.015640620E-1,3.519553185E0,-7.062444687E0,-2.164741516E0
1.035187500E-1,3.537069082E0,-7.050512314E0,-2.222920418E0
1.055187500E-1,3.532146692E0,-7.040973663E0,-2.286136866E0
1.075187500E-1,3.511460781E0,-7.047840118E0,-2.359763384E0
1.095203120E-1,3.475950003E0,-7.059887886E0,-2.430555105E0
1.115187500E-1,3.439232349E0,-7.074281693E0,-2.487268925E0
1.135203120E-1,3.417023897E0,-7.093990803E0,-2.520395279E0
1.155187500E-1,3.389346838E0,-7.125115871E0,-2.538045406E0
1.175187500E-1,3.367923498E0,-7.147879601E0,-2.543839455E0
1.199843750E-1,3.349574566E0,-7.166525841E0,-2.549355507E0
1.215312500E-1,3.330880404E0,-7.188427925E0,-2.553607702E0
1.235187500E-1,3.313948631E0,-7.204392433E0,-2.569572210E0
1.255203120E-1,3.301852942E0,-7.221640110E0,-2.591273308E0
1.275187500E-1,3.279500961E0,-7.251989365E0,-2.619228125E0
1.295187500E-1,3.240274191E0,-7.279340267E0,-2.646157980E0
1.315187500E-1,3.196086884E0,-7.309152603E0,-2.672513247E0
1.335203120E-1,3.150865316E0,-7.346799374E0,-2.697690725E0
1.355187500E-1,3.118629694E0,-7.386370659E0,-2.719908953E0
1.375187500E-1,3.078138828E0,-7.417140961E0,-2.743353128E0
1.399828120E-1,3.057204008E0,-7.440211296E0,-2.764402866E0
1.415640620E-1,3.028971672E0,-7.460687160E0,-2.772303820E0
1.435187500E-1,3.004100561E0,-7.488574505E0,-2.773175001E0
1.455187500E-1,2.972286463E0,-7.527609348E0,-2.774324179E0
1.475203120E-1,2.946505547E0,-7.562679768E0,-2.776402473E0
1.493656250E-1,2.923550129E0,-7.605756283E0,-2.774649858E0
1.515187500E-1,2.912527084E0,-7.634984970E0,-2.770369053E0
1.535187500E-1,2.886890173E0,-7.687159061E0,-2.773308992E0
1.555187500E-1,2.853802204E0,-7.729134083E0,-2.787109375E0
1.575203120E-1,2.818569183E0,-7.773781300E0,-2.800325394E0
1.599843750E-1,2.776747227E0,-7.818170071E0,-2.798802853E0
1.616953120E-1,2.731946945E0,-7.869874954E0,-2.800593615E0
1.635187500E-1,2.692136288E0,-7.897561550E0,-2.806272507E0
1.655484370E-1,2.655514479E0,-7.920220375E0,-2.806138515E0
1.675203120E-1,2.629637957E0,-7.953202724E0,-2.803830624E0
1.695187500E-1,2.615837574E0,-7.995599747E0,-2.801282883E0
1.715187500E-1,2.598915577E0,-8.063488960E0,-2.798199177E0
1.735203120E-1,2.576409817E0,-8.145553589E0,-2.797021151E0
1.755203120E-1,2.576170683E0,-8.232845306E0,-2.796360493E0
1.775203120E-1,2.622177601E0,-8.301884651E0,-2.805123329E0
1.800296870E-1,2.686198473E0,-8.364631653E0,-2.817238092E0
1.815765620E-1,2.745402336E0,-8.425808907E0,-2.832541704E0
1.835187500E-1,2.810246944E0,-8.482331276E0,-2.853658676E0
1.855203120E-1,2.889226913E0,-8.524804115E0,-2.878596783E0
1.875203120E-1,2.980982065E0,-8.553707123E0,-2.908323050E0
1.895203120E-1,3.071329832E0,-8.576547623E0,-2.948057175E0
1.915203120E-1,3.149648905E0,-8.580895424E0,-2.994734526E0
1.935203120E-1,3.224204302E0,-8.570313454E0,-3.034851789E0
1.955203120E-1,3.285227776E0,-8.566712379E0,-3.074882746E0
1.975203120E-1,3.350110531E0,-8.558476448E0,-3.102664948E0
1.999828120E-1,3.425403595E0,-8.550507545E0,-3.116331339E0
2.015296870E-1,3.486120462E0,-8.547538757E0,-3.112998486E0
2.035187500E-1,3.553503036E0,-8.558457375E0,-3.093538284E0
2.055203120E-1,3.618988991E0,-8.573186874E0,-3.069510221E0
2.075187500E-1,3.669085503E0,-8.585368156E0,-3.036154270E0
2.103140620E-1,3.728930950E0,-8.608572006E0,-3.005508661E0
2.114437500E-1,3.819498777E0,-8.629593849E0,-2.979890347E0
2.135203120E-1,3.845509291E0,-8.641584396E0,-2.975083113E0
2.155187500E-1,3.889256001E0,-8.673052788E0,-2.966406345E0
2.175203120E-1,3.918273926E0,-8.704627991E0,-2.972736597E0
2.199812500E-1,3.954378366E0,-8.738376617E0,-2.986019611E0
2.215640620E-1,3.975294113E0,-8.787151337E0,-3.001562834E0
2.235187500E-1,3.982170343E0,-8.829998016E0,-3.010315895E0
2.255203120E-1,3.978071451E0,-8.871446609E0,-3.016990900E0
2.275203120E-1,3.968571186E0,-8.903164864E0,-3.021721840E0
2.297000000E-1,3.941440105E0,-8.931090355E0,-3.035636902E0
2.315718750E-1,3.896879435E0,-8.960194588E0,-3.047196388E0
2.335203120E-1,3.850767136E0,-8.996912003E0,-3.064846516E0
2.355203120E-1,3.811482906E0,-9.027826309E0,-3.079556465E0
2.375203120E-1,3.774037600E0,-9.048138618E0,-3.083252907E0
2.399843750E-1,3.726479292E0,-9.077300072E0,-3.068715334E0
2.416953120E-1,3.663607359E0,-9.113662720E0,-3.059004307E0
2.435187500E-1,3.599529028E0,-9.129225731E0,-3.057769060E0
2.455484370E-1,3.541551113E0,-9.128612518E0,-3.066809654E0
2.475203120E-1,3.502659559E0,-9.116641998E0,-3.089899063E0
2.495187500E-1,3.479627371E0,-9.105255127E0,-3.116024971E0
2.515203120E-1,3.459516048E0,-9.096032143E0,-3.143625259E0
2.535203120E-1,3.454842567E0,-9.090046883E0,-3.158718348E0
2.555203120E-1,3.461948633E0,-9.092105865E0,-3.168572664E0
2.575203120E-1,3.472339392E0,-9.083016396E0,-3.182727337E0
2.599828120E-1,3.483965874E0,-9.072703362E0,-3.196134806E0
2.615640620E-1,3.502391338E0,-9.059391022E0,-3.197389364E0
2.635187500E-1,3.518221855E0,-9.049928665E0,-3.201449871E0
2.655203120E-1,3.527453899E0,-9.045877457E0,-3.220268250E0
2.675203120E-1,3.536551952E0,-9.044767380E0,-3.250684261E0
2.695203120E-1,3.549451828E0,-9.042286873E0,-3.292257071E0
2.715203120E-1,3.574255943E0,-9.043397903E0,-3.331531763E0
2.735203120E-1,3.586772680E0,-9.041069984E0,-3.360587597E0
2.755203120E-1,3.602775574E0,-9.052476883E0,-3.390275955E0
2.775203120E-1,3.631534576E0,-9.068900108E0,-3.417655945E0
2.799859370E-1,3.671211481E0,-9.073497772E0,-3.426686764E0
2.815328120E-1,3.693180561E0,-9.080143929E0,-3.427663565E0
2.835187500E-1,3.712928057E0,-9.096932411E0,-3.418287754E0
2.855203120E-1,3.738900423E0,-9.107265472E0,-3.397850990E0
2.875203120E-1,3.757297277E0,-9.119907379E0,-3.385832310E0
2.895203120E-1,3.789226294E0,-9.138208389E0,-3.377749205E0
2.915203120E-1,3.817008734E0,-9.158414841E0,-3.380277634E0
2.935203120E-1,3.836459160E0,-9.185833931E0,-3.387355089E0
2.955203120E-1,3.853295088E0,-9.203120232E0,-3.397966146E0
2.975203120E-1,3.859204054E0,-9.208176613E0,-3.412225723E0
2.999828120E-1,3.864605427E0,-9.207802773E0,-3.433706522E0
3.015640620E-1,3.868733168E0,-9.198216438E0,-3.462618828E0
3.035187500E-1,3.877783298E0,-9.174236298E0,-3.479502916E0
3.055203120E-1,3.871175051E0,-9.144557953E0,-3.478602886E0
3.075203120E-1,3.845490217E0,-9.118393898E0,-3.465932608E0
3.095187500E-1,3.816357374E0,-9.123191833E0,-3.452276230E0
3.115203120E-1,3.773434401E0,-9.148158073E0,-3.426543236E0
3.135203120E-1,3.730463028E0,-9.195257187E0,-3.389950275E0
3.155203120E-1,3.676919222E0,-9.246722221E0,-3.334385395E0
3.175203120E-1,3.619803190E0,-9.315666199E0,-3.255539894E0
3.199828120E-1,3.563874483E0,-9.409298897E0,-3.167480946E0
3.218843750E-1,3.491052389E0,-9.519642830E0,-3.094965219E0
3.235390620E-1,3.429512024E0,-9.660297394E0,-3.032055378E0
3.255203120E-1,3.378697395E0,-9.822231293E0,-2.971826792E0
3.275203120E-1,3.336827755E0,-1.001810646E1,-2.893143892E0
3.295203120E-1,3.269722939E0,-1.024482727E1,-2.811022758E0
3.315203120E-1,3.190991879E0,-1.051824474E1,-2.721019745E0
3.335203120E-1,3.085991859E0,-1.082617760E1,-2.620913267E0
3.355203120E-1,2.965659380E0,-1.118524075E1,-2.511641979E0
3.375203120E-1,2.839982986E0,-1.159724522E1,-2.411162138E0
3.399812500E-1,2.698495150E0,-1.204963398E1,-2.319741964E0
3.415640620E-1,2.556413651E0,-1.254627705E1,-2.234661579E0
3.435187500E-1,2.427797079E0,-1.304529572E1,-2.137658119E0
3.455203120E-1,2.315576077E0,-1.354353905E1,-1.999493599E0
3.475203120E-1,2.241030216E0,-1.401445007E1,-1.800516248E0
3.495203120E-1,2.181194305E0,-1.444302177E1,-1.552706838E0
3.515203120E-1,2.142341375E0,-1.481230354E1,-1.285437226E0
3.535203120E-1,2.126893759E0,-1.512140465E1,-1.040280581E0
3.555203120E-1,2.146411419E0,-1.537328434E1,-8.451436162E-1
3.575203120E-1,2.212146521E0,-1.557106400E1,-7.271190882E-1
3.599843750E-1,2.341078997E0,-1.571356773E1,-7.354987860E-1
3.615296870E-1,2.556643486E0,-1.572679329E1,-7.938885689E-1
3.635187500E-1,2.794416428E0,-1.563308430E1,-9.414862990E-1
3.655203120E-1,3.043423176E0,-1.546537495E1,-1.179393291E0
3.675203120E-1,3.336492538E0,-1.521675110E1,-1.449334860E0
3.695203120E-1,3.684092283E0,-1.487425613E1,-1.716508508E0
3.715203120E-1,4.051535130E0,-1.446641827E1,-1.969460726E0
3.735203120E-1,4.435823917E0,-1.399463558E1,-2.174059629E0
3.755203120E-1,4.826701164E0,-1.347160816E1,-2.308431864E0
3.775203120E-1,5.167846203E0,-1.291889286E1,-2.363536835E0
3.799875000E-1,5.429503441E0,-1.236958599E1,-2.330698013E0
3.815328120E-1,5.597509384E0,-1.183397388E1,-2.222489595E0
3.835187500E-1,5.661846638E0,-1.133864212E1,-2.033366919E0
3.855203120E-1,5.612296104E0,-1.090567493E1,-1.776650906E0
3.875203120E-1,5.456539154E0,-1.053990841E1,-1.481666088E0
3.895203120E-1,5.225469589E0,-1.025241184E1,-1.178301692E0
3.915203120E-1,4.966082096E0,-1.003364944E1,-8.918497562E-1
3.935203120E-1,4.722323418E0,-9.861113548E0,-6.351721287E-1
3.955203120E-1,4.501175880E0,-9.730159760E0,-4.079624116E-1
3.975203120E-1,4.300455570E0,-9.638078690E0,-2.238865942E-1
3.999843750E-1,4.121876717E0,-9.565237999E0,-7.633672655E-2
4.016937500E-1,3.961331367E0,-9.514548302E0,3.887225688E-2
4.035187500E-1,3.812364101E0,-9.483069420E0,1.184172109E-1
4.055296870E-1,3.669238567E0,-9.468943596E0,1.535162181E-1
4.075203120E-1,3.535306931E0,-9.453026772E0,1.673834175E-1
4.095203120E-1,3.392009258E0,-9.422006607E0,1.820263714E-1
4.115203120E-1,3.240532875E0,-9.382101059E0,2.106897384E-1
4.135203120E-1,3.093155384E0,-9.335203171E0,2.699031234E-1
4.155203120E-1,2.945682049E0,-9.278834343E0,3.593122363E-1
4.175187500E-1,2.818013668E0,-9.203971863E0,4.744828939E-1
4.199828120E-1,2.679667234E0,-9.121601105E0,6.227797270E-1
4.215640620E-1,2.476811171E0,-9.077203751E0,8.073822856E-1
4.235187500E-1,2.340858936E0,-9.014973640E0,9.940150976E-1
4.255203120E-1,2.287812948E0,-8.935591698E0,1.166455030E0
4.275203120E-1,2.242878675E0,-8.857262611E0,1.327862501E0
4.295203120E-1,2.116847992E0,-8.804035187E0,1.510511518E0
4.315187500E-1,1.975273848E0,-8.756227493E0,1.690402269E0
4.335203120E-1,1.832062244E0,-8.709186554E0,1.852853537E0
4.355203120E-1,1.644375920E0,-8.677267075E0,2.012786150E0
4.375203120E-1,1.441769123E0,-8.666311264E0,2.154676199E0
4.399828120E-1,1.261734724E0,-8.665564537E0,2.264981985E0
4.415640620E-1,1.090922832E0,-8.667000771E0,2.356536150E0
4.435187500E-1,8.817653060E-1,-8.684881210E0,2.459074974E0
4.455203120E-1,6.774920821E-1,-8.696008682E0,2.558453560E0
4.475203120E-1,5.216678381E-1,-8.688576698E0,2.648638248E0
4.495203120E-1,4.355819225E-1,-8.648479462E0,2.707689047E0
4.515187500E-1,3.886268437E-1,-8.596495628E0,2.733335733E0
4.535203120E-1,3.567743599E-1,-8.543488503E0,2.724170685E0
4.555203120E-1,3.432806432E-1,-8.502614021E0,2.707277060E0
4.575203120E-1,3.616393805E-1,-8.470197678E0,2.682521105E0
4.599843750E-1,4.150204957E-1,-8.447979927E0,2.649998188E0
4.615312500E-1,5.142266154E-1,-8.427801132E0,2.607888937E0
4.635187500E-1,6.213145256E-1,-8.437272072E0,2.555925369E0
4.655203120E-1,7.195342183E-1,-8.475493431E0,2.486110449E0
4.675187500E-1,8.253004551E-1,-8.517046928E0,2.425948620E0
4.695203120E-1,9.271785021E-1,-8.571873665E0,2.360462666E0
4.715187500E-1,1.008696318E0,-8.644542694E0,2.279212952E0
4.735203120E-1,1.088605165E0,-8.746219635E0,2.187083960E0
4.755203120E-1,1.166493416E0,-8.869828224E0,2.089525223E0
4.775203120E-1,1.270200610E0,-8.993540764E0,1.982207537E0
4.799875000E-1,1.404687762E0,-9.124350548E0,1.845469832E0
4.816968750E-1,1.556710005E0,-9.264152527E0,1.699528813E0
4.835203120E-1,1.699835300E0,-9.386859894E0,1.560559869E0
4.855781250E-1,1.805390835E0,-9.513140678E0,1.454956412E0
4.875203120E-1,1.878471613E0,-9.680178642E0,1.382210970E0
4.895187500E-1,2.072717667E0,-9.808211327E0,1.277785420E0
4.915203120E-1,2.291873455E0,-9.923286438E0,1.106877804E0
4.935203120E-1,2.495035887E0,-1.003722191E1,8.918784261E-1
4.955203120E-1,2.690172911E0,-1.015077305E1,6.719470620E-1
4.975203120E-1,2.869929790E0,-1.026398182E1,4.643027484E-1
4.999828120E-1,3.039889097E0,-1.037449741E1,2.733220458E-1
5.015640620E-1,3.191767931E0,-1.046539021E1,9.914868325E-2
5.035187500E-1,3.342334270E0,-1.053529167E1,-5.533478782E-2
5.055187500E-1,3.481446981E0,-1.059246540E1,-2.142523229E-1
5.075203120E-1,3.616977930E0,-1.062448978E1,-3.781881034E-1
5.093656250E-1,3.732311487E0,-1.063065815E1,-5.402947664E-1
5.115203120E-1,3.781268120E0,-1.063090706E1,-6.183456779E-1
5.135187500E-1,3.860908985E0,-1.062772751E1,-7.525071502E-1
5.155187500E-1,3.847913027E0,-1.064206314E1,-8.298111558E-1
5.175187500E-1,3.841774464E0,-1.063235283E1,-8.703114390E-1
5.199828120E-1,3.880253792E0,-1.054924488E1,-9.119993448E-1
5.217109370E-1,3.904023647E0,-1.044361305E1,-9.318520427E-1
5.233656250E-1,3.899072409E0,-1.024038410E1,-8.981224895E-1
5.255203120E-1,3.887417555E0,-1.016593361E1,-8.712308407E-1
5.275203120E-1,3.859098911E0,-1.000479412E1,-8.007072210E-1
5.295203120E-1,3.808341742E0,-9.864542007E0,-6.924701333E-1
5.315203120E-1,3.747605801E0,-9.711389542E0,-5.677897334E-1
5.335203120E-1,3.680395603E0,-9.530627251E0,-4.540938735E-1
5.355203120E-1,3.614037752E0,-9.333086967E0,-3.396702111E-1
5.375203120E-1,3.544376135E0,-9.132413864E0,-2.270948142E-1
5.399843750E-1,3.481150150E0,-8.945474625E0,-1.108994186E-1
5.415296870E-1,3.426275015E0,-8.768926620E0,2.267787978E-2
5.435187500E-1,3.340150833E0,-8.590299606E0,1.794310510E-1
5.455203120E-1,3.236884117E0,-8.418415070E0,3.488160372E-1
5.475187500E-1,3.141096830E0,-8.258004189E0,5.095340014E-1
5.495203120E-1,3.054081917E0,-8.103549004E0,6.474017501E-1
5.515203120E-1,2.971903324E0,-7.964044094E0,7.775025964E-1
5.535203120E-1,2.907432318E0,-7.841891766E0,8.889287710E-1
5.555203120E-1,2.849703312E0,-7.739870071E0,9.839594364E-1
5.575203120E-1,2.787415743E0,-7.652002811E0,1.077515244E0
5.600250000E-1,2.722255230E0,-7.572869778E0,1.152022839E0
5.617343750E-1,2.681371927E0,-7.477398396E0,1.213582516E0
5.635187500E-1,2.659287691E0,-7.382176399E0,1.252205849E0
5.655703120E-1,2.656596661E0,-7.290238857E0,1.272431970E0
5.675203120E-1,2.674265862E0,-7.202754974E0,1.274845362E0
5.695187500E-1,2.708598614E0,-7.152620316E0,1.255136371E0
5.715203120E-1,2.752106190E0,-7.122625351E0,1.229719520E0
5.735203120E-1,2.784562111E0,-7.111976147E0,1.206907511E0
5.755203120E-1,2.807019472E0,-7.115730286E0,1.184670210E0
5.775203120E-1,2.830827475E0,-7.128649235E0,1.160316229E0
5.799875000E-1,2.852288961E0,-7.158404350E0,1.126759171E0
5.816968750E-1,2.876049042E0,-7.197468281E0,1.093269110E0
5.835937500E-1,2.911521673E0,-7.247248650E0,1.057719946E0
5.855718750E-1,2.953918219E0,-7.295438766E0,1.012210965E0
5.875187500E-1,2.994686604E0,-7.339884758E0,9.657826424E-1
5.895187500E-1,3.047483683E0,-7.403551579E0,9.098541141E-1
5.915187500E-1,3.095290899E0,-7.470388412E0,8.558504581E-1
5.935203120E-1,3.130026102E0,-7.557479382E0,7.977097034E-1
5.955203120E-1,3.168668509E0,-7.639141083E0,7.464259267E-1
5.975187500E-1,3.189469337E0,-7.694274902E0,7.203291059E-1
