"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.359990000E-1,1.005595446E0,3.098191500E0,7.156487465E0
1.379990000E-1,8.356019258E-1,2.899466753E0,7.328875065E0
1.399730000E-1,8.236305118E-1,2.906649590E0,7.395915031E0
1.419620000E-1,8.236305118E-1,2.906649590E0,7.395915031E0
1.439576660E-1,8.236305118E-1,2.925803900E0,7.458166122E0
1.459579160E-1,8.691217303E-1,3.000026226E0,7.570696831E0
1.479581160E-1,9.337671995E-1,3.088614464E0,7.685622215E0
1.499582820E-1,9.481328130E-1,3.160442829E0,7.822095871E0
1.519584240E-1,9.170072675E-1,3.205934048E0,7.975329399E0
1.539585490E-1,8.978530765E-1,3.244242430E0,8.135746002E0
1.559586600E-1,9.074301720E-1,3.258608103E0,8.288979530E0
1.579587600E-1,9.313728809E-1,3.251425266E0,8.420664787E0
1.599588500E-1,9.768640995E-1,3.229876757E0,8.533195496E0
1.619588500E-1,1.039115310E0,3.186779737E0,8.626572609E0
1.639588500E-1,1.067846537E0,3.155654192E0,8.664880753E0
1.659588500E-1,1.108549237E0,3.076643229E0,8.729525566E0
1.679588500E-1,1.144463301E0,2.988054991E0,8.798959732E0
1.699588500E-1,1.170800328E0,2.911438227E0,8.858817101E0
1.719588500E-1,1.177983165E0,2.844398499E0,8.918673515E0
1.739588500E-1,1.175588965E0,2.786935806E0,8.988107681E0
1.759588500E-1,1.166011810E0,2.734261751E0,9.081484795E0
1.779588500E-1,1.266571403E0,2.667222023E0,9.428654671E0
1.799576110E-1,1.266571403E0,2.667222023E0,9.428654671E0
1.819566110E-1,1.266571403E0,2.667222023E0,9.428654671E0
1.839566110E-1,1.300091267E0,2.667222023E0,9.452596664E0
1.859566110E-1,1.393467903E0,2.669616461E0,9.459779739E0
1.879566110E-1,1.458113313E0,2.662433624E0,9.474145889E0
1.899566110E-1,1.450930476E0,2.636096478E0,9.545973778E0
1.919566480E-1,1.417410731E0,2.631308079E0,9.632167816E0
