,Time (s),X (rad/s),Y (rad/s),Z (rad/s)
4498,45.00400283,0.2987602055,-0.12845692039999998,0.040228609
4499,45.01400783,0.3139712512,-0.07746751606,0.04513702169
4500,45.02401383,0.3368504643,-0.01130527444,0.04926838353
4501,45.03401883,0.36049038170000003,0.0590518564,0.05959573016
4502,45.04402483,0.395034492,0.1358438432,0.07943867892
4503,45.05403083,0.42101365329999996,0.19523353870000001,0.1005095243
4504,45.06403583,0.4471717775,0.2367109358,0.1179178134
4505,45.07404183,0.4638331532,0.2469294071,0.1385606527
4506,45.08404683,0.46869421009999995,0.2276092321,0.160037443
4507,45.09405283,0.4688489735,0.1685728729,0.17698372899999998
4508,45.10405783,0.4755209982,0.07073739916,0.188951984
4509,45.11406383,0.4852292836,-0.037145659330000004,0.1985089928
4510,45.12406883,0.5102643967,-0.1432979405,0.2151047587
4511,45.13407483,0.5468522906000001,-0.2193131298,0.2194928378
4512,45.14407983,0.5867221951,-0.26925167440000003,0.2207378596
4513,45.15408583,0.6188701986999999,-0.2770683765,0.2234942764
4514,45.16409083,0.6292101741,-0.22449703510000002,0.2301961184
4515,45.17409683,0.618054986,-0.1434915215,0.2267849743
4516,45.18410183,0.6012057066,-0.09341876954,0.2266275734
4517,45.19410783,0.5822339058,-0.09983506799000001,0.2356977165
4518,45.20411283,0.5489464998,-0.1465538442,0.2511512637
4519,45.21411883,0.5106736422,-0.1864608228,0.2666378319
4520,45.22412383,0.4628278315,-0.2140282691,0.27382066850000003
4521,45.23412983,0.40119761229999995,-0.2148021907,0.2545576692
4522,45.24413483,0.3186393678,-0.19525645670000003,0.2232564837
4523,45.25414083,0.22440919280000002,-0.18008330460000002,0.1804403216
4524,45.26414683,0.1346931607,-0.1454984248,0.1311281621
4525,45.27415183,0.03816611692,-0.1122638434,0.08399263769
4526,45.28415783,-0.04819567129,-0.08428467810000001,0.04362684488
4527,45.29416283,-0.1112699956,-0.05674257874,0.010574093090000002
4528,45.30416921,-0.14597523210000002,-0.01670061983,-0.0020237236749999997
4529,45.31417421,-0.1568841636,0.037117663769999996,-0.01431526709
4530,45.32418021,-0.1607982069,0.09719378501,-0.0296486821
4531,45.33418521,-0.17605492469999998,0.1413848996,-0.04081916064
