"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.136230000E-3,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
4.089355000E-3,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
6.072998000E-3,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
8.056640000E-3,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
1.004028300E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
1.199340800E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
1.397705100E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
1.593017600E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
1.794433600E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
1.992797800E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
2.191162100E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
2.386474600E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
2.584838800E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
2.783203100E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
2.981567400E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
3.176879900E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
3.375244100E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
3.570556600E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
3.768920900E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
3.964233400E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
4.162597600E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
4.357910100E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
4.556274400E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
4.751586900E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
4.949951200E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
5.145263700E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
5.343627900E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
5.538940400E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
5.737304700E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
5.932617200E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
6.130981400E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
6.329345700E-2,-1.722639948E-1,2.382374406E-1,-1.099557430E-2
