"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-3.406466217E0,7.753276978E0,6.161636810E0
9.919000004E-3,-3.403921509E0,7.908204803E0,5.526956635E0
1.983700000E-2,-3.388802948E0,8.158484344E0,5.278922424E0
2.975500000E-2,-3.349584503E0,8.475674744E0,5.248086548E0
3.967299999E-2,-3.055745544E0,8.349038086E0,5.115612030E0
4.959099999E-2,-2.626138916E0,7.854167175E0,4.929548950E0
5.950999999E-2,-2.161056061E0,7.302414551E0,4.856650543E0
6.942799999E-2,-2.001188507E0,6.956334229E0,4.791236572E0
7.934599998E-2,-1.981429596E0,6.892716522E0,4.480033722E0
8.929499998E-2,-1.835483093E0,7.248975677E0,4.355492706E0
9.921299998E-2,-1.953437805E0,7.720046082E0,4.718787231E0
1.091310000E-1,-2.624192963E0,7.719297638E0,5.478307800E0
1.190490000E-1,-2.933599548E0,7.360493774E0,5.656736755E0
1.289680000E-1,-2.126927032E0,6.804998932E0,5.018314362E0
1.388860000E-1,-1.563498688E0,6.166127472E0,5.980363770E0
1.488040000E-1,-1.368903351E0,5.960455170E0,7.346722412E0
1.587220000E-1,-9.291178894E-1,5.750741272E0,6.242768097E0
1.686410000E-1,-5.403762817E-1,5.719007263E0,6.223158875E0
1.785590000E-1,-6.447093201E-1,5.665568390E0,6.328539734E0
1.884770000E-1,-9.219328308E-1,5.747298431E0,7.242389374E0
1.983950000E-1,-1.065634003E0,6.282585297E0,1.062550415E1
2.083130000E-1,-1.083446960E0,6.281687164E0,9.579479370E0
2.182320000E-1,-1.766326904E-2,6.620881805E0,7.856562195E0
2.281111250E-1,6.212081909E-2,6.188431091E0,7.555687866E0
2.380291250E-1,-1.809736633E-1,4.990621948E0,5.853427734E0
2.479471250E-1,-1.055305481E-1,4.425547028E0,5.895190887E0
2.578651250E-1,6.631210327E-2,4.460574188E0,8.005951538E0
2.677841250E-1,5.575904846E-1,4.666994934E0,9.773475952E0
2.777021250E-1,8.479866028E-1,4.769980774E0,9.738149414E0
2.876201250E-1,1.060544586E0,4.556075592E0,8.292306061E0
