"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.200000000E-3,-9.040744305E-1,-1.675273418E0,-2.320921421E-1
1.315800000E-2,-1.031745315E0,-2.284306049E0,-2.345356047E-1
2.323700000E-2,-1.032967091E0,-2.776052713E0,-2.638571560E-1
3.317300000E-2,-8.820832968E-1,-2.987411976E0,-3.133372366E-1
4.340600000E-2,-5.668768287E-1,-2.926936388E0,-4.116865396E-1
5.319300000E-2,-1.459906697E-1,-2.568358421E0,-5.240857601E-1
6.314400000E-2,3.127691150E-1,-1.971543074E0,-6.334306002E-1
7.314600000E-2,6.652383804E-1,-1.495679021E0,-7.934772968E-1
8.326800000E-2,8.191764355E-1,-1.240337372E0,-9.492479563E-1
9.316800000E-2,8.582717776E-1,-1.216513634E0,-9.883432984E-1
1.031940000E-1,8.546066284E-1,-1.407103658E0,-9.547457099E-1
1.135600000E-1,8.191764355E-1,-1.732694745E0,-8.802201748E-1
1.231970000E-1,7.507595420E-1,-2.174350262E0,-7.885903716E-1
1.332350000E-1,6.493558884E-1,-2.734513760E0,-7.103996277E-1
1.431250000E-1,4.990830123E-1,-3.403411150E0,-6.572543383E-1
1.531600000E-1,3.536970913E-1,-4.194481850E0,-7.330016494E-1
1.632880000E-1,1.808222234E-1,-4.845664024E0,-9.315328598E-1
1.732430000E-1,-2.748282067E-2,-5.239061356E0,-1.187485337E0
1.833260000E-1,-2.553355694E-1,-5.380782127E0,-1.433053255E0
1.931930000E-1,-4.624188840E-1,-5.407049179E0,-1.621810555E0
2.036100000E-1,-5.503834486E-1,-5.448587894E0,-1.736653209E0
2.131430000E-1,-5.125098228E-1,-5.378949642E0,-1.767807364E0
2.233020000E-1,-3.878933191E-1,-5.193246365E0,-1.705499172E0
2.331870000E-1,-2.082989216E-1,-4.941569805E0,-1.575384855E0
2.431620000E-1,1.252335012E-1,-4.593376637E0,-1.192372322E0
2.532370000E-1,2.290805876E-1,-3.933642387E0,-9.999498129E-1
2.632000000E-1,2.492391169E-1,-3.504814863E0,-9.125960469E-1
2.732320000E-1,2.449630797E-1,-2.477950335E0,-9.767369032E-1
2.831750000E-1,2.107546329E-1,-1.452307701E0,-1.042099476E0
2.932040000E-1,1.039082557E-2,-1.063186526E0,-9.541348815E-1
3.031770000E-1,-4.373733997E-1,-1.258052468E0,-9.498588443E-1
3.132390000E-1,-8.607029915E-1,-1.478574872E0,-1.015221357E0
3.232890000E-1,-1.053125620E0,-1.412601352E0,-1.123955369E0
3.331800000E-1,-1.136203289E0,-1.420542598E0,-1.353029847E0
3.432980000E-1,-1.260819793E0,-1.437646866E0,-1.667014599E0
3.531770000E-1,-1.469124794E0,-1.307532549E0,-1.918691039E0
3.631510000E-1,-1.808155060E0,-1.014317274E0,-2.094009399E0
3.732630000E-1,-2.211326122E0,-8.854247332E-1,-2.209462881E0
3.831650000E-1,-2.634655714E0,-9.165788889E-1,-2.299870968E0
3.934000000E-1,-2.986514091E0,-9.428461194E-1,-2.391500711E0
4.033020000E-1,-3.138619661E0,-9.642263651E-1,-2.502067327E0
4.131470000E-1,-3.095248222E0,-9.184114933E-1,-2.618131876E0
4.233550000E-1,-2.946197033E0,-8.897008300E-1,-2.652951002E0
4.331800000E-1,-2.728118181E0,-9.086376429E-1,-2.674331427E0
4.431840000E-1,-2.530808687E0,-1.006376028E0,-2.783676386E0
4.531810000E-1,-2.431237698E0,-1.099227548E0,-2.916234016E0
4.631560000E-1,-2.559519291E0,-9.758328199E-1,-2.902795076E0
4.732160000E-1,-2.897938728E0,-7.290432453E-1,-2.773902416E0
4.831520000E-1,-3.197873592E0,-5.366206765E-1,-2.784898043E0
4.931680000E-1,-3.233914614E0,-2.036991268E-1,-2.925396919E0
5.032280000E-1,-3.061650515E0,-3.551937342E-1,-3.051235199E0
5.132540000E-1,-2.922984123E0,-5.714400411E-1,-3.122095585E0
5.232600000E-1,-2.925427675E0,-8.157861233E-1,-3.052457094E0
5.331880000E-1,-3.078754663E0,-1.019204259E0,-2.839265108E0
5.432990000E-1,-3.260792494E0,-1.172531366E0,-2.543606281E0
5.568820000E-1,-3.302942276E0,-1.310586929E0,-2.307812214E0
5.732080000E-1,-2.802032709E0,-1.261106849E0,-2.196634769E0
5.834070000E-1,-2.486215353E0,-9.776654243E-1,-2.288875341E0
5.933410000E-1,-2.311507940E0,-6.850609779E-1,-2.473356724E0
6.037430000E-1,-2.254086733E0,-4.938601255E-1,-2.660892248E0
6.132350000E-1,-2.248588800E0,-4.669820666E-1,-2.741526604E0
6.233080000E-1,-2.290127754E0,-6.044267416E-1,-2.565597296E0
6.331640000E-1,-2.403137684E0,-7.718037963E-1,-2.315142632E0
6.432470000E-1,-2.434902906E0,-8.426641822E-1,-2.084235668E0
6.532370000E-1,-2.331055641E0,-9.074159265E-1,-1.944958329E0
6.631710000E-1,-2.158791780E0,-9.269635677E-1,-1.971836329E0
6.732820000E-1,-2.012183905E0,-8.811486959E-1,-2.133715630E0
6.831820000E-1,-2.035396814E0,-9.116919637E-1,-2.301703691E0
6.931680000E-1,-2.156348228E0,-9.019181132E-1,-2.331635952E0
7.031780000E-1,-2.240036726E0,-8.591575623E-1,-2.207019567E0
7.132650000E-1,-2.276077747E0,-8.200621605E-1,-1.980388522E0
7.232070000E-1,-2.249810696E0,-6.551285386E-1,-1.787355065E0
7.332860000E-1,-2.218656540E0,-4.755341411E-1,-1.731766343E0
7.433130000E-1,-2.053722858E0,-2.849442065E-1,-1.933962703E0
7.532180000E-1,-1.865576386E0,-2.379075885E-1,-2.034144640E0
7.632030000E-1,-1.731186032E0,-2.702834606E-1,-2.144711256E0
7.734440000E-1,-1.708584070E0,-4.443800449E-1,-2.261386395E0
7.832010000E-1,-1.665212631E0,-5.647205114E-1,-2.351183653E0
7.932230000E-1,-1.533876538E0,-6.496307850E-1,-2.378672600E0
8.032050000E-1,-1.491115928E0,-8.261708021E-1,-2.338355541E0
8.131670000E-1,-1.454464078E0,-8.933659792E-1,-2.155706882E0
8.232100000E-1,-1.204009295E0,-9.501764774E-1,-1.872876167E0
8.331720000E-1,-9.804325700E-1,-1.172531366E0,-1.765363932E0
8.431630000E-1,-7.140953541E-1,-1.355180025E0,-1.813011408E0
8.532210000E-1,-4.703601301E-1,-1.450475097E0,-1.927243233E0
8.632480000E-1,-2.767158449E-1,-1.561652541E0,-2.084235668E0
8.732690000E-1,-1.698144376E-1,-1.790727019E0,-2.255277872E0
8.834110000E-1,-1.643166244E-1,-2.016136408E0,-2.340799093E0
8.931970000E-1,-2.528921068E-1,-2.179237366E0,-2.312088251E0
9.040740000E-1,-3.439110219E-1,-2.316071033E0,-2.221069336E0
9.131700000E-1,-3.842281401E-1,-2.446185350E0,-2.102561474E0
9.232390000E-1,-3.133677542E-1,-2.607453823E0,-2.056746721E0
9.331510000E-1,-1.624840498E-1,-2.837139130E0,-2.092787743E0
9.440640000E-1,-2.442849427E-2,-3.185332298E0,-2.201521635E0
9.531970000E-1,1.967047155E-1,-3.534747362E0,-2.450754642E0
9.636080000E-1,3.769099712E-1,-3.809025764E0,-2.686548710E0
9.733100000E-1,4.465486109E-1,-3.923257589E0,-2.740915775E0
9.832480000E-1,5.027482510E-1,-3.939140081E0,-2.706096411E0
9.932090000E-1,7.202162743E-1,-3.772984743E0,-2.409215927E0
1.003330000E0,8.759868741E-1,-3.609883785E0,-2.276047230E0
