"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.612345770E-1,-1.710422710E-2,-1.710422710E-2,4.276056774E-3
2.662395770E-1,-1.588249579E-2,-1.221730467E-2,6.719517522E-3
2.712435770E-1,-1.954768784E-2,-7.330383174E-3,3.054326167E-3
2.762485770E-1,-1.527163107E-2,0.000000000E0,6.719517522E-3
2.811925770E-1,-2.138028294E-2,7.330383174E-3,1.343903504E-2
2.861975770E-1,-1.527163107E-2,1.343903504E-2,1.221730467E-2
2.912025770E-1,-1.710422710E-2,2.382374369E-2,1.832595654E-2
2.962075770E-1,-1.893682219E-2,2.871066704E-2,1.099557430E-2
3.012125770E-1,-1.771509275E-2,3.420845419E-2,1.099557430E-2
3.062165770E-1,-1.527163107E-2,3.298672289E-2,1.038470957E-2
3.112215770E-1,-1.466076635E-2,3.176499158E-2,1.160643995E-2
3.162265770E-1,-1.466076635E-2,3.054326214E-2,1.038470957E-2
3.212315770E-1,-1.282817032E-2,2.565634064E-2,7.330383174E-3
3.262365770E-1,-1.221730467E-2,2.382374369E-2,1.099557430E-2
3.312415770E-1,-1.099557430E-2,2.138028294E-2,9.162978269E-3
3.362465770E-1,-1.710422710E-2,1.893682219E-2,7.941247895E-3
3.412515770E-1,-1.038470957E-2,1.832595654E-2,1.038470957E-2
3.461945770E-1,-1.221730467E-2,2.015855350E-2,7.941247895E-3
3.511995770E-1,-1.893682219E-2,2.199114859E-2,1.221730467E-2
3.562045770E-1,-1.282817032E-2,2.138028294E-2,1.099557430E-2
3.612095770E-1,-1.527163107E-2,1.588249579E-2,1.099557430E-2
3.662145770E-1,-1.954768784E-2,1.527163107E-2,1.466076635E-2
3.712195770E-1,-2.321287990E-2,7.941247895E-3,1.404990070E-2
3.762245770E-1,-2.199114859E-2,1.832595794E-3,1.466076635E-2
3.812285770E-1,-2.076941915E-2,-1.221730467E-2,1.588249579E-2
3.862335770E-1,-3.420845419E-2,-8.552113548E-3,1.221730467E-2
3.912385770E-1,-3.237585723E-2,-8.552113548E-3,1.282817032E-2
3.962435770E-1,-3.359758854E-2,-7.941247895E-3,7.330383174E-3
4.012485770E-1,-3.787364438E-2,-6.719517522E-3,1.221730467E-2
4.061925770E-1,-4.031710699E-2,-3.665191587E-3,1.343903504E-2
4.111975770E-1,-4.092797264E-2,-4.886921961E-3,1.893682219E-2
4.162025770E-1,-4.337143153E-2,-1.832595794E-3,1.282817032E-2
4.212065770E-1,-4.398229718E-2,3.665191587E-3,1.221730467E-2
4.262115770E-1,-4.276056588E-2,7.330383174E-3,1.282817032E-2
4.312165770E-1,-4.520402849E-2,7.941247895E-3,1.282817032E-2
4.362215770E-1,-4.825835302E-2,9.162978269E-3,1.343903504E-2
4.412265770E-1,-4.398229718E-2,5.497787148E-3,1.282817032E-2
4.462315770E-1,-4.459316283E-2,6.108652451E-4,1.343903504E-2
4.512365770E-1,-4.398229718E-2,2.443460980E-3,1.832595654E-2
4.562405770E-1,-4.092797264E-2,6.108652451E-4,1.771509275E-2
4.612455770E-1,-4.092797264E-2,4.276056774E-3,1.527163107E-2
4.662505770E-1,-3.909537569E-2,-2.443460980E-3,1.954768784E-2
4.711945770E-1,-3.909537569E-2,-1.832595794E-3,2.199114859E-2
4.761995770E-1,-4.276056588E-2,-4.276056774E-3,1.527163107E-2
4.812045770E-1,-3.970624134E-2,-1.221730467E-2,1.649336144E-2
4.862095770E-1,-4.153883830E-2,-1.588249579E-2,1.893682219E-2
4.912145770E-1,-4.703662544E-2,-1.099557430E-2,1.466076635E-2
4.962185770E-1,-4.581489414E-2,-1.588249579E-2,1.160643995E-2
5.012235770E-1,-4.703662544E-2,-1.588249579E-2,1.954768784E-2
5.062285770E-1,-4.764748737E-2,-1.038470957E-2,1.771509275E-2
5.112335770E-1,-4.825835302E-2,-1.221730490E-3,1.710422710E-2
5.162385770E-1,-5.253441259E-2,7.941247895E-3,1.221730467E-2
5.212435770E-1,-5.436700583E-2,1.649336144E-2,1.160643995E-2
5.262485770E-1,-4.825835302E-2,2.687807009E-2,5.497787148E-3
5.311915770E-1,-4.948008433E-2,3.787364438E-2,1.282817032E-2
5.361965770E-1,-4.642575979E-2,4.520402849E-2,1.282817032E-2
5.412015770E-1,-4.398229718E-2,5.375614017E-2,1.221730467E-2
5.462065770E-1,-4.276056588E-2,4.825835302E-2,1.221730467E-2
5.512115770E-1,-3.604105115E-2,4.459316283E-2,1.343903504E-2
5.562165770E-1,-3.543018550E-2,4.642575979E-2,1.160643995E-2
5.612215770E-1,-3.298672289E-2,4.337143153E-2,7.941247895E-3
5.662265770E-1,-3.115412779E-2,3.298672289E-2,1.649336144E-2
5.712305770E-1,-2.687807009E-2,3.359758854E-2,1.832595654E-2
5.762355770E-1,-2.626720630E-2,2.504547499E-2,1.649336144E-2
5.812405770E-1,-2.504547499E-2,2.076941915E-2,2.199114859E-2
5.862455770E-1,-2.504547499E-2,1.404990070E-2,1.527163107E-2
5.912505770E-1,-3.237585723E-2,1.282817032E-2,1.710422710E-2
5.961945770E-1,-3.054326214E-2,7.330383174E-3,1.771509275E-2
6.011995770E-1,-3.298672289E-2,4.276056774E-3,1.771509275E-2
6.062035770E-1,-3.726277873E-2,2.443460980E-3,1.771509275E-2
6.112085770E-1,-3.359758854E-2,-3.054326167E-3,2.076941915E-2
6.162135770E-1,-2.993239649E-2,-4.276056774E-3,2.260201424E-2
6.212185770E-1,-3.848451003E-2,-1.282817032E-2,1.282817032E-2
6.262235770E-1,-3.970624134E-2,-1.404990070E-2,1.282817032E-2
6.312285770E-1,-4.214970022E-2,-1.404990070E-2,1.343903504E-2
6.372095770E-1,-4.642575979E-2,-1.282817032E-2,1.710422710E-2
6.422145770E-1,-4.886921868E-2,-9.773843922E-3,1.404990070E-2
6.472195770E-1,-4.337143153E-2,-9.162978269E-3,1.343903504E-2
6.522245770E-1,-4.886921868E-2,-4.276056774E-3,1.588249579E-2
6.572295770E-1,-5.131268129E-2,1.221730490E-3,1.771509275E-2
6.622345770E-1,-4.948008433E-2,8.552113548E-3,1.893682219E-2
6.672385770E-1,-4.703662544E-2,1.343903504E-2,2.199114859E-2
6.722435770E-1,-4.948008433E-2,1.466076635E-2,2.443460934E-2
6.772485770E-1,-5.070181563E-2,1.466076635E-2,2.504547499E-2
6.821925770E-1,-5.681046844E-2,1.221730467E-2,1.527163107E-2
6.871975770E-1,-5.681046844E-2,-6.108652451E-4,1.466076635E-2
6.922025770E-1,-6.047565863E-2,-6.108652335E-3,1.649336144E-2
6.972075770E-1,-6.963863969E-2,-1.221730467E-2,1.527163107E-2
7.022125770E-1,-7.819075137E-2,-2.260201424E-2,1.954768784E-2
7.072195770E-1,-9.224065393E-2,-2.993239649E-2,1.038470957E-2
7.122245770E-1,-9.712757170E-2,-3.970624134E-2,1.160643995E-2
7.172295770E-1,-1.099557430E-1,-3.665191308E-2,1.588249579E-2
7.222345770E-1,-1.148426682E-1,-3.543018550E-2,2.260201424E-2
7.272385770E-1,-1.142318025E-1,-3.054326214E-2,2.260201424E-2
7.322435770E-1,-1.221730486E-1,-2.382374369E-2,2.076941915E-2
7.372485770E-1,-1.252273768E-1,-1.832595654E-2,2.565634064E-2
7.421925770E-1,-1.319468915E-1,-1.588249579E-2,2.076941915E-2
7.471975770E-1,-1.398881376E-1,-1.221730467E-2,1.527163107E-2
7.522025770E-1,-1.459967941E-1,-8.552113548E-3,1.466076635E-2
7.572075770E-1,-1.496619880E-1,-1.404990070E-2,6.719517522E-3
7.622115770E-1,-1.521054506E-1,-1.893682219E-2,9.773843922E-3
7.672165770E-1,-1.551597714E-1,-2.687807009E-2,6.719517522E-3
7.722215770E-1,-1.533271819E-1,-3.481931984E-2,1.221730490E-3
7.772265770E-1,-1.527163088E-1,-4.031710699E-2,0.000000000E0
7.822315770E-1,-1.582140923E-1,-4.153883830E-2,6.108652451E-4
7.872365770E-1,-1.447750628E-1,-2.871066704E-2,-8.552113548E-3
7.922415770E-1,-1.447750628E-1,-1.221730467E-2,-6.719517522E-3
7.972465770E-1,-1.417207420E-1,1.588249579E-2,-6.719517522E-3
8.022505770E-1,-1.362229437E-1,3.848451003E-2,-5.497787148E-3
8.071945770E-1,-1.343903542E-1,5.986479297E-2,-8.552113548E-3
8.121995770E-1,-1.417207420E-1,7.330382615E-2,-1.221730467E-2
8.172045770E-1,-1.484402567E-1,7.147123665E-2,-9.162978269E-3
8.222095770E-1,-1.557706445E-1,6.597344577E-2,-1.221730467E-2
8.272145770E-1,-1.588249654E-1,5.497787148E-2,-2.015855350E-2
8.322195770E-1,-1.563815027E-1,3.909537569E-2,-2.626720630E-2
8.372245770E-1,-1.392772794E-1,1.771509275E-2,-2.687807009E-2
8.420455770E-1,-1.276708394E-1,5.497787148E-3,-3.909537569E-2
8.472335770E-1,-1.227839142E-1,-1.221730490E-3,-4.092797264E-2
8.522385770E-1,-1.197295859E-1,-9.162978269E-3,-4.337143153E-2
8.572435770E-1,-1.172861308E-1,-1.221730467E-2,-4.764748737E-2
8.622485770E-1,-1.203404516E-1,-2.993239649E-2,-5.619960278E-2
8.671925770E-1,-1.288925707E-1,-4.581489414E-2,-5.436700583E-2
8.721975770E-1,-1.417207420E-1,-6.291911751E-2,-5.558873713E-2
8.772015770E-1,-1.478293836E-1,-7.330382615E-2,-5.131268129E-2
8.832445770E-1,-1.539380401E-1,-7.757988572E-2,-5.131268129E-2
8.882495770E-1,-1.545489132E-1,-7.452555746E-2,-4.153883830E-2
8.931935770E-1,-1.466076523E-1,-5.742133409E-2,-3.481931984E-2
8.981975770E-1,-1.423316002E-1,-3.420845419E-2,-2.260201424E-2
9.032025770E-1,-1.215621829E-1,-9.773843922E-3,-6.719517522E-3
9.082075770E-1,-1.087340117E-1,1.343903504E-2,1.221730490E-3
9.132125770E-1,-9.651670605E-2,2.504547499E-2,5.497787148E-3
9.182175770E-1,-8.613199741E-2,3.481931984E-2,1.404990070E-2
9.232225770E-1,-7.757988572E-2,4.031710699E-2,1.404990070E-2
9.282275770E-1,-6.902777404E-2,3.787364438E-2,1.771509275E-2
9.332325770E-1,-5.681046844E-2,2.809980139E-2,9.773843922E-3
9.382365770E-1,-4.764748737E-2,2.321287990E-2,1.527163107E-2
9.432415770E-1,-4.581489414E-2,2.321287990E-2,7.941247895E-3
9.482465770E-1,-4.520402849E-2,2.015855350E-2,9.773843922E-3
9.532515770E-1,-4.703662544E-2,2.199114859E-2,6.108652335E-3
9.581955770E-1,-4.886921868E-2,1.832595654E-2,6.719517522E-3
9.632005770E-1,-5.864306539E-2,3.176499158E-2,-1.221730490E-3
9.682055770E-1,-7.513642311E-2,3.359758854E-2,-4.276056774E-3
9.732095770E-1,-8.429940045E-2,4.214970022E-2,-9.773843922E-3
9.782145770E-1,-8.796459436E-2,5.375614017E-2,-1.771509275E-2
9.832195770E-1,-9.346238524E-2,5.558873713E-2,-1.954768784E-2
9.882245770E-1,-9.224065393E-2,5.436700583E-2,-2.993239649E-2
9.932295770E-1,-8.429940045E-2,4.764748737E-2,-3.420845419E-2
9.982345770E-1,-8.246681094E-2,3.970624134E-2,-3.909537569E-2
1.003239577E0,-8.429940045E-2,2.199114859E-2,-4.276056588E-2
1.008244577E0,-8.063421398E-2,0.000000000E0,-4.581489414E-2
1.013248577E0,-7.880161703E-2,-2.687807009E-2,-5.131268129E-2
1.018192577E0,-7.757988572E-2,-5.497787148E-2,-6.169738993E-2
1.023197577E0,-6.963863969E-2,-7.208210230E-2,-6.536258012E-2
1.028202577E0,-6.291911751E-2,-6.963863969E-2,-7.086037099E-2
1.033207577E0,-5.619960278E-2,-4.948008433E-2,-7.819075137E-2
1.038212577E0,-4.764748737E-2,-1.221730467E-2,-7.696902007E-2
1.043217577E0,-3.481931984E-2,4.031710699E-2,-8.246681094E-2
1.048221577E0,-2.199114859E-2,1.117883399E-1,-7.574728876E-2
1.053226577E0,-1.588249579E-2,1.618792862E-1,-7.513642311E-2
1.058231577E0,-1.038470957E-2,1.905899495E-1,-7.513642311E-2
1.063236577E0,-3.054326167E-3,1.814269722E-1,-7.757988572E-2
1.068241577E0,-5.497787148E-3,1.576032341E-1,-8.674286306E-2
1.073246577E0,-6.108652335E-3,1.191187203E-1,-1.026253626E-1
1.078251577E0,-7.330383174E-3,5.864306539E-2,-1.154535338E-1
1.083195577E0,-1.893682219E-2,1.893682219E-2,-1.386664063E-1
1.088199577E0,-2.199114859E-2,-1.466076635E-2,-1.576032341E-1
1.093204577E0,-2.932153270E-2,-3.298672289E-2,-1.795943826E-1
1.098209577E0,-3.970624134E-2,-2.871066704E-2,-1.924225539E-1
1.103214577E0,-4.398229718E-2,-1.404990070E-2,-2.003637999E-1
1.108219577E0,-4.153883830E-2,4.886921961E-3,-2.034181207E-1
1.113224577E0,-4.642575979E-2,1.954768784E-2,-1.960877478E-1
1.118229577E0,-4.276056588E-2,1.527163107E-2,-1.850921661E-1
1.123234577E0,-4.581489414E-2,1.160643995E-2,-1.777617931E-1
1.128238577E0,-5.314527452E-2,-1.832595794E-3,-1.698205322E-1
1.133243577E0,-6.169738993E-2,-1.710422710E-2,-1.600466967E-1
1.138248577E0,-8.307767659E-2,-4.703662544E-2,-1.392772794E-1
1.143192577E0,-1.093448773E-1,-5.253441259E-2,-1.215621829E-1
1.148197577E0,-1.343903542E-1,-6.414084882E-2,-1.007927656E-1
1.153202577E0,-1.679879427E-1,-3.298672289E-2,-7.574728876E-2
1.158207577E0,-2.076941878E-1,2.748893574E-2,-5.375614017E-2
1.163211577E0,-2.345722616E-1,5.864306539E-2,-2.871066704E-2
1.168216577E0,-2.419026345E-1,3.359758854E-2,1.404990070E-2
1.173221577E0,-2.443460971E-1,-1.588249579E-2,3.848451003E-2
1.178226577E0,-2.449569702E-1,-9.834930301E-2,4.703662544E-2
