,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
3942,20.001956,-1.1204863790000001,-4.647145271,0.38546648619999996
3943,20.006961,-0.9600749016,-4.65193367,-0.0191536136
3944,20.011966,-0.7829039693000001,-4.690241337,-0.43335050340000003
3945,20.016971,-0.5698199868,-4.802768707,-1.04147768
3946,20.021976,-0.3806780577,-4.893748283,-1.628057122
3947,20.027957,-0.1891419291,-4.953603268,-2.446874142
3948,20.032962,0.1101332754,-4.996698856,-3.11964488
3949,20.037967,0.3926490843,-5.049371243,-3.734954596
3950,20.043948,0.6368576288000001,-5.190629482,-4.525041103
3951,20.048953,0.7517793179000001,-5.408501625,-5.090072632
3952,20.053958,0.8331822157,-5.851428986,-5.528211594
3953,20.058963,0.7637503147,-6.548141479,-5.762843609
3954,20.063968,1.280897856,-7.580042362,-6.294356346
3955,20.068973,2.1045033930000003,-8.487444878,-7.1466922760000005
3956,20.073978,2.767697096,-9.710882187000001,-8.480262756
3957,20.078982,3.174711466,-11.29584408,-10.19211674
3958,20.084964,3.0286650660000003,-13.85285091,-12.06677628
3959,20.090945,2.6910827160000004,-16.74983597,-13.95101357
3960,20.09595,3.1627404689999996,-18.59576416,-14.73870564
3961,20.100955,3.7397429939999998,-19.46964836,-14.2143755
3962,20.10596,3.94085598,-19.28050613,-13.23514652
3963,20.110965,4.01507616,-17.62850761,-12.13860226
3964,20.11597,3.541024208,-15.46893692,-11.27429581
3965,20.120975,2.808398485,-13.09149456,-10.11550236
3966,20.125979,2.056619167,-10.73560047,-8.74601841
3967,20.130923,1.1276689770000001,-8.688557625,-7.340622425
3968,20.135867,0.3351882398,-7.055712223,-6.145915985
3969,20.140933,-0.349553436,-5.808333397,-5.13556242
3970,20.145938,-0.9385270476,-4.556165695,-4.218583584
3971,20.150943,-0.8882488012,-3.7205893989999996,-4.410119534
3972,20.155948,-0.4932055473,-3.1627404689999996,-5.324704647
3973,20.160952,0.14604631070000001,-2.892195702,-5.734113216
3974,20.165896,1.022324085,-2.8275523189999996,-5.489904404
3975,20.170962,2.183511972,-2.7533319,-4.4963107110000005
3976,20.175967,3.277662039,-2.703053713,-0.5793967843
3977,20.180972,3.6655228139999996,-2.82276392,3.08373189
3978,20.185977,3.064578056,-3.337517262,4.57771349
3979,20.190982,2.006340981,-4.086902142,3.648763418
3980,20.195926,0.6847416759,-5.114014626,1.7932571169999998
3981,20.20093,-0.9361328483,-6.466738701000001,0.19632454219999998
3982,20.206973,-3.033453465,-8.511386871000001,-1.673547029
3983,20.211978,-4.8291049,-10.49139214,-3.588908434
3984,20.216983,-5.717353821000001,-12.89277649,-4.551377296
3985,20.221926,-5.204994678,-14.71236992,-4.728548527
3986,20.226931,-3.6679170130000003,-16.31887817,-5.851428986
3987,20.231875,-0.3998316824,-17.93735886,-8.863334656000001
3988,20.237979,2.432508945,-21.21741486,-11.02051067
3989,20.242923,2.312798738,-24.45676994,-9.682151794
3990,20.247927,1.429338455,-27.02574921,-8.224082947000001
3991,20.252932,0.4285621047,-27.72485542,-7.017405032999999
3992,20.257937,0.2442085743,-23.32910156,-1.67115283
3993,20.262942,-0.6775590777,-17.5686512,4.781220913
3994,20.267947,-2.995146275,-12.2846489,8.868123055
3995,20.272952,-5.808333397,-7.867346764,8.343792915
3996,20.277896,-7.817068577000001,-4.012681961,4.920084476
3997,20.282961,-8.585607528999999,-0.5195417404,1.139639974
3998,20.287966,-9.382876396,1.824381709,-2.0925323959999997
3999,20.292971,-10.18493366,2.928108692,-3.337517262
4000,20.297976,-10.27830791,2.30801034,-1.74776721
4001,20.303958,-8.55448246,0.1340752989,0.8451532125
4002,20.308962,-5.779603004,-1.824381709,2.446874142
4003,20.313967,-3.27287364,-3.584120035,3.4931402210000004
4004,20.318911,-1.5682021380000002,-5.284003258,3.572149038
4005,20.323977,0.06943184882,-6.888118267,3.2393548489999997
4006,20.328982,1.5921441319999998,-8.451532364,2.779668093
4007,20.333926,2.6072857380000003,-10.52730465,2.616862535
4008,20.338931,3.313575268,-12.17930412,2.604891539
4009,20.344973,3.538630009,-14.34605694,2.5067291259999998
4010,20.349978,3.7421371939999997,-15.52879238,2.363077164
4011,20.354922,3.8881835939999996,-16.21832275,2.056619167
4012,20.359927,4.108449936,-16.53435707,1.8148049119999998
4013,20.364931,4.491522312,-16.36676216,1.455674648
4014,20.369936,4.228160381,-16.06509399,0.3998316824
4015,20.374941,3.0214824680000003,-15.56949329,-0.787692368
4016,20.379946,1.812410712,-14.7794075,-1.9991583819999998
4017,20.384951,0.5147533417,-13.57033539,-3.062183857
4018,20.389956,-0.6296750307,-12.24155331,-3.9480385780000002
4019,20.394961,-1.577778935,-11.06121159,-4.453215122
4020,20.399966,-2.2194249630000003,-10.12268448,-4.546588898
4021,20.40497,-2.3870191569999997,-9.323021889,-3.97676897
4022,20.409914,-2.3295583719999997,-9.009381293999999,-3.289633036
4023,20.41498,-2.159569979,-8.894459723999999,-2.626439333
4024,20.419924,-1.7453730109999999,-8.947132111,-2.1619641780000003
4025,20.424929,-1.462857246,-9.155426979,-1.927332401
4026,20.429934,-1.1994950770000001,-9.500192642,-1.8579005
4027,20.434939,-0.9911994934,-9.737217903,-1.6807296280000001
4028,20.439943,-0.5195417404,-9.907206535,-1.520318031
4029,20.444948,-0.2561795712,-9.957485199,-1.395819545
4030,20.449953,-0.04309562966,-9.979032516,-1.307234168
4031,20.454958,0.23942017559999998,-9.931148529,-1.244984865
4032,20.459963,0.4094084799,-9.883264542000001,-1.101332784
4033,20.464968,0.5051765442,-9.775525092999999,-0.9074024558
4034,20.469973,0.5746083856,-9.660603522999999,-0.8140285611
4035,20.474978,0.7733271718000001,-9.583989143,-0.8116343617
4036,20.479982,1.036689281,-9.54807663,-0.7158663273
4037,20.484926,1.1971008779999999,-9.40681839,-0.4501099288
4038,20.490969,1.00556469,-9.165003777,-0.19632454219999998
4039,20.495974,0.9672574997,-8.901641846,-0.01197100803
4040,20.500978,0.8403648137999999,-8.635885239,0.4596867263
4041,20.50696,0.9145850539,-8.418013573,0.5722141862
4042,20.512941,0.9265560508,-8.379706383,0.07900865376
4043,20.517946,0.9528923035,-8.422801971,-0.5219359994
4044,20.522951,0.9696516990999999,-8.420407295,-1.1923124790000001
4045,20.527956,0.7422025204000001,-8.406042099,-1.434126854
4046,20.532961,0.5027823448,-8.398859977999999,-1.4413094519999998
4047,20.537966,0.4525041282,-8.398859977999999,-1.606509328
4048,20.542971,0.2753331959,-8.341399192999999,-1.675941229
4049,20.547975,-0.06703764945,-8.274360657,-1.391031146
4050,20.55298,-0.2585737705,-8.236053467,-0.9337386489
4051,20.557924,-0.36152446270000005,-8.082824707,-0.4022258818
4052,20.562929,-0.215478152,-7.9319901470000005,-0.1436520964
4053,20.567934,0.009576806799,-7.776367187999999,-0.107739076
4054,20.572939,0.08858546615,-7.666234016000001,-0.2250549644
4055,20.577944,-0.05027823523,-7.829039573999999,-0.6153098345
4056,20.582948,-0.3280056417,-8.118738174,-0.9935936928
4057,20.587953,-0.691924274,-8.396465302000001,-0.806845963
4058,20.592958,-0.9816226959000001,-8.537723541,-0.8307880163
4059,20.597963,-1.177947283,-8.595184326,-1.024718285
4060,20.602968,-1.419761658,-8.676587105,-1.357512355
4061,20.607973,-1.5682021380000002,-8.743624687,-1.7190368180000002
4062,20.612978,-1.644816518,-8.916007042,-2.142810583
4063,20.617983,-1.563413739,-9.210494041,-2.602497339
4064,20.622865,-1.357512355,-9.567230225,-2.93768549
4065,20.628969,-0.9576807022,-9.854534149,-2.964021683
4066,20.63495,-0.7469909190999999,-9.895236015,-2.667140722
4067,20.639955,-0.3280056417,-9.780313492000001,-2.3870191569999997
4068,20.64496,0.1843535304,-9.706093787999999,-2.126051188
4069,20.649965,0.8882488012,-9.706093787999999,-1.838746905
4070,20.65497,1.539471745,-9.651026726,-1.400607944
4071,20.660951,2.480392933,-9.600749016,-0.8331822157
4072,20.665773,3.263296843,-9.512163162,-0.3303998411
4073,20.671938,3.708618402,-9.44512558,-0.1867477298
4074,20.676942,4.005499363,-9.442731857,-0.3734954596
4075,20.681947,4.228160381,-9.507374763,-0.6512228847
4076,20.687929,4.548983097,-9.737217903,-0.6967126726999999
4077,20.692934,4.649539471000001,-9.969455718999999,-0.4836287498
4078,20.697938,4.857835293,-10.13944435,-0.14844051
4079,20.702943,5.147533417,-10.22084713,0.1628057212
4080,20.707948,5.317522049,-10.3309803,0.3016694188
4081,20.712953,5.173870087,-10.50815105,0.0718260482
4082,20.717958,4.65193367,-10.79784966,-0.6105214357
4083,20.722963,3.569754839,-11.14261436,-1.836352706
4084,20.727968,1.6089035269999998,-11.71243477,-3.059789658
4085,20.732973,-0.2992752194,-12.18648624,-4.367023945
4086,20.737916,-1.618480325,-12.33732128,-5.370194435
4087,20.742921,-2.315192938,-12.2607069,-5.880159377999999
4088,20.747926,-2.461239338,-12.24634171,-5.698200226
4089,20.752931,-2.135627985,-12.54322243,-4.802768707
4090,20.757936,-1.163581967,-12.928689,-3.3327288630000003
4091,20.762819,0.6392518282,-13.64694977,-2.22900176
4092,20.767946,1.757344007,-13.94143677,-2.159569979
4093,20.77295,3.155557871,-14.20719242,-2.372653961
4094,20.777833,4.630385876,-14.64054298,-3.062183857
4095,20.782838,4.580107689,-14.73870564,-3.174711466
4096,20.787965,4.307168961,-14.73870564,-3.227383852
4097,20.79297,3.770867586,-14.35084534,-3.186682463
4098,20.798951,3.6894648080000003,-13.68525696,-3.090914488
4099,20.803956,3.6918590069999997,-13.09149456,-3.074155092
4100,20.808961,3.5625722410000003,-12.8592577,-3.500322819
4101,20.813966,3.265691042,-12.90235329,-4.09408474
4102,20.818973,3.1316158769999998,-12.82095051,-4.350264548999999
4103,20.823978,2.655169725,-12.6389904,-4.290409565
