"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.005000014E-3,-2.632668316E-1,-1.097064376E0,-9.611248970E-2
1.498400001E-2,-4.852202833E-1,-1.048759937E0,-5.381030217E-2
2.496300000E-2,-6.083422899E-1,-9.854435325E-1,-3.953414038E-2
3.497300000E-2,-6.549649239E-1,-1.043306589E0,-1.018427908E-1
4.495200000E-2,-6.848651171E-1,-1.109120965E0,-2.522009313E-1
5.493200000E-2,-6.736601591E-1,-1.239606619E0,-3.730469346E-1
6.494200000E-2,-6.131528020E-1,-1.412025571E0,-4.341558814E-1
7.492099999E-2,-5.168129206E-1,-1.508807540E0,-3.923514485E-1
8.490000002E-2,-4.113384783E-1,-1.467097878E0,-4.371823072E-1
9.491000001E-2,-2.371427119E-1,-1.502565384E0,-5.223312974E-1
1.048890000E-1,-3.117609769E-2,-1.402530789E0,-6.139801145E-1
1.148680000E-1,7.439853251E-2,-1.436072230E0,-7.355531454E-1
1.248647500E-1,1.186432689E-1,-1.513108134E0,-8.518061638E-1
1.348437500E-1,2.056564689E-1,-1.509278536E0,-9.542095065E-1
1.448237500E-1,4.188394845E-1,-1.489918709E0,-1.014488101E0
1.548327500E-1,6.943171620E-1,-1.497139573E0,-9.230925441E-1
1.648127500E-1,8.439000845E-1,-1.544458747E0,-7.133146524E-1
1.747917500E-1,8.421032429E-1,-1.568667412E0,-5.628322363E-1
1.848017500E-1,7.345861793E-1,-1.467696309E0,-5.226240754E-1
1.947807500E-1,5.022349954E-1,-1.379301667E0,-5.252987146E-1
2.047597500E-1,2.033436745E-1,-1.384012938E0,-5.411036015E-1
2.147697500E-1,-6.392398477E-2,-1.503519177E0,-6.056631804E-1
2.247487500E-1,-2.331079096E-1,-1.773131251E0,-6.917907000E-1
2.347277500E-1,-2.890167236E-1,-2.167790890E0,-7.448453903E-1
2.447377500E-1,-3.272292614E-1,-2.657881737E0,-8.606731892E-1
2.547167500E-1,-3.912234306E-1,-3.074578285E0,-9.946389794E-1
2.646967500E-1,-5.906613469E-1,-3.003587246E0,-1.200756788E0
2.747057500E-1,1.752882898E-1,-1.399655700E0,-1.542944312E0
2.846857500E-1,1.438378215E0,-1.635891557E0,-1.458574891E0
2.946647500E-1,1.968038917E0,-1.698975205E0,-8.575441241E-1
3.046747500E-1,1.575256467E0,-1.476223350E0,-1.247623488E-1
3.146537500E-1,1.079879761E0,-1.613177180E0,4.272465035E-2
3.246327500E-1,6.363098621E-1,-1.746310592E0,1.151509285E-1
3.346427500E-1,1.818816066E-1,-1.745396376E0,3.563612327E-2
3.446217500E-1,-1.167358309E-1,-1.636656046E0,-2.102534324E-1
3.546007500E-1,-2.247656286E-1,-1.525843978E0,-3.820185363E-1
3.646107500E-1,-4.488385916E-1,-1.574909806E0,-4.681302011E-1
3.745897500E-1,-8.579882979E-1,-1.941157818E0,-6.422971487E-1
3.845697500E-1,-1.142884731E0,-2.029956341E0,-7.100653052E-1
3.945787500E-1,-1.414730430E0,-1.893209457E0,-5.300853848E-1
4.045587500E-1,-1.930260658E0,-1.919970632E0,-7.252174616E-2
4.145377500E-1,-2.298413992E0,-2.037211418E0,6.100150347E-1
4.245477500E-1,-2.581310987E0,-1.980919123E0,1.142982364E0
4.345267500E-1,-2.854799032E0,-1.852454901E0,1.354687691E0
4.445057500E-1,-2.932679176E0,-1.568472505E0,1.444279194E0
4.545157500E-1,-2.985606432E0,-1.658961415E0,1.457356691E0
4.644947500E-1,-3.168704033E0,-1.654587030E0,1.755902767E0
4.744737500E-1,-3.480530739E0,-1.741275907E0,2.190484285E0
4.844837500E-1,-3.613739491E0,-1.703772902E0,2.562521458E0
4.944627500E-1,-3.438192368E0,-1.252767086E0,2.795573473E0
5.044427500E-1,-3.169796467E0,-7.116526365E-1,2.793193340E0
5.144517500E-1,-2.934421539E0,-3.280293345E-1,2.715489626E0
5.244317500E-1,-2.763473511E0,-1.937728971E-1,2.821793795E0
5.344107500E-1,-2.763046503E0,-3.713295758E-1,3.162410975E0
5.444207500E-1,-2.979434490E0,-7.943733931E-1,3.730222225E0
5.543997500E-1,-3.214316607E0,-1.267552376E0,4.432782650E0
5.643787500E-1,-3.282646179E0,-1.978690267E0,5.142437935E0
5.743887500E-1,-3.153573513E0,-2.699641705E0,5.707385063E0
5.843677500E-1,-2.960461378E0,-3.144983768E0,6.054660797E0
5.943777500E-1,-2.897983789E0,-3.109360933E0,6.087984562E0
6.043567500E-1,-2.937901735E0,-2.531836033E0,5.777847767E0
6.143357500E-1,-2.952283621E0,-1.687761784E0,5.282829285E0
6.243457500E-1,-2.857401609E0,-1.036178350E0,4.805095196E0
6.343247500E-1,-2.616797924E0,-8.319028020E-1,4.437414646E0
6.443047500E-1,-2.328270674E0,-8.526362181E-1,4.269336700E0
6.543137500E-1,-2.081049204E0,-1.200152397E0,4.193037033E0
6.642937500E-1,-1.882780790E0,-1.695716858E0,4.155259609E0
6.742727500E-1,-1.846224904E0,-2.191295862E0,4.134629726E0
6.842827500E-1,-1.949755430E0,-2.679212809E0,4.213869095E0
6.942617500E-1,-2.107620001E0,-3.218613386E0,4.346971989E0
7.042407500E-1,-2.269451618E0,-3.702290297E0,4.310030460E0
7.142507500E-1,-2.384432316E0,-3.778681278E0,3.915720463E0
7.242297500E-1,-2.493781328E0,-3.370284081E0,3.063911676E0
7.342097500E-1,-2.567426443E0,-2.688038588E0,1.940230250E0
7.442187500E-1,-2.641778231E0,-2.072774172E0,8.952738643E-1
7.541987500E-1,-2.815464020E0,-1.858591914E0,1.357416362E-1
7.641777500E-1,-2.855090618E0,-1.868959069E0,-1.554885805E-1
7.741877500E-1,-2.818161726E0,-2.331859827E0,-2.485823035E-1
7.841667500E-1,-2.699677706E0,-2.740025759E0,-3.387245834E-1
7.941457500E-1,-2.691344976E0,-2.669089079E0,-6.167748570E-1
8.041557500E-1,-2.918241262E0,-2.479277134E0,-1.006400704E0
8.141347500E-1,-3.165396452E0,-2.291472912E0,-1.147788882E0
8.241137500E-1,-3.296487093E0,-2.033488035E0,-1.417730689E0
8.341237500E-1,-3.020695925E0,-2.137096167E0,-1.659972072E0
8.441027500E-1,-1.133051634E0,-3.107258558E0,-6.688823700E-1
8.540827500E-1,2.186631411E-1,-3.740346432E0,1.767120361E-1
8.640917500E-1,2.154473066E-1,-3.171977282E0,2.808761895E-1
8.740717500E-1,-1.049954146E-1,-1.974740624E0,-6.607688069E-1
8.840507500E-1,-3.421328366E-1,-1.044686556E0,-1.223533750E0
8.940607500E-1,-8.159624934E-1,-8.182687163E-1,-1.019488215E0
9.040397500E-1,-9.288376570E-1,-7.206090093E-1,-8.430783153E-1
9.140187500E-1,-1.192199588E0,-5.052767396E-1,-1.040987372E0
9.240287500E-1,-1.430647731E0,-7.227078825E-2,-1.472240567E0
9.340077500E-1,-1.751048088E0,-9.576998651E-2,-1.426840305E0
9.439867500E-1,-1.868998528E0,-1.333219558E-1,-1.116278887E0
9.539967500E-1,-2.099263668E0,2.968635261E-1,-9.908288121E-1
9.639757500E-1,-3.210942745E0,1.661060214E0,-1.486914515E0
9.739557500E-1,-2.204512835E0,1.240850449E0,-1.053183794E0
9.839647500E-1,-1.772627354E0,2.870104611E-1,-2.758963108E-1
