,Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
0,0.26330815399999996,0.06902777404,-0.2577851415,-0.009773843922
1,0.268313154,0.06597344577,-0.2730567753,-0.02443460934
2,0.274294154,0.07635815442,-0.3017674387,-0.027488935739999994
3,0.279299154,0.0726929605,-0.31398472190000004,-0.03359758854
4,0.284304154,0.07330382615,-0.32498031850000003,-0.034208454189999994
5,0.289309154,0.05375614017000001,-0.32925635579999996,-0.04642575978999999
6,0.294314154,0.025656340640000004,-0.33964106439999997,-0.05864306539
7,0.299319154,0.00244346098,-0.3591887653,-0.08063421398
8,0.304323154,-0.034208454189999994,-0.3750712574,-0.1014036313
9,0.31030515399999997,-0.06291911751,-0.3964515328,-0.1069014147
10,0.315310154,-0.08429940045,-0.4086688459,-0.1075122803
11,0.320315154,-0.09285151957999999,-0.4025602043,-0.1069014147
12,0.325320154,-0.09162978828,-0.38667771219999997,-0.09529497474
13,0.331301154,-0.08368854225,-0.36651915310000005,-0.08246681094
14,0.33630615399999997,-0.06658431142999999,-0.3610213697,-0.0720821023
15,0.341311154,-0.04825835302,-0.3671300113,-0.06352998316000001
16,0.346316154,-0.022602014240000003,-0.3683517575,-0.05497787147999999
17,0.35125915399999996,-0.003054326167,-0.3714060783,-0.04703662544
18,0.357302154,0.01893682219,-0.3958406746,-0.03359758854
19,0.36230715399999996,0.0262672063,-0.44043383,-0.023212879900000004
20,0.367312154,0.021991148590000002,-0.4728097022,-0.01466076635
21,0.372316154,0.006719517522,-0.5088507533,-0.005497787148
22,0.377321154,-0.014049900700000001,-0.530841887,0.015271631069999998
23,0.382326154,-0.03604105115,-0.5448917746999999,0.034819319839999995
24,0.387270154,-0.05497787147999999,-0.5516113043,0.05375614017000001
25,0.39227515399999996,-0.06780604272999999,-0.5485569835,0.07880161702999999
26,0.397280154,-0.08674286306,-0.5974262357,0.08002334833
27,0.402285154,-0.10262536259999999,-0.6188064814,0.07819075137
28,0.40729015399999996,-0.11789698900000001,-0.6224716902,0.08002334833
29,0.41229415399999997,-0.1203404516,-0.6126978397,0.07452555746
30,0.417299154,-0.1191187203,-0.6126978397,0.06536258012
31,0.422304154,-0.1160643995,-0.6108652353,0.03726277873
32,0.42730915399999997,-0.1233947799,-0.6120869517,0.009162978269
33,0.432314154,-0.1215621829,-0.5925393105,-0.010384709570000001
34,0.437319154,-0.1313360333,-0.5754350424,-0.02382374369
35,0.44232415399999997,-0.12767083939999999,-0.5406157374,-0.026878070089999997
36,0.447267154,-0.125838235,-0.48869219420000004,-0.030543262139999996
37,0.45331015399999997,-0.1227839142,-0.4361577928,-0.03298672289
38,0.45825415399999997,-0.1172861308,-0.3982841372,-0.039095375689999996
39,0.463320154,-0.1117883399,-0.37384954090000005,-0.039095375689999996
40,0.46832515399999997,-0.1172861308,-0.3359758854,-0.0262672063
41,0.473268154,-0.1069014147,-0.3231477141,-0.017715092749999998
42,0.478273154,-0.0959058404,-0.326202035,-0.008552113548
43,0.48327815399999996,-0.08185594529,-0.334754169,-0.003665191587
44,0.488283154,-0.052534412589999996,-0.34574973579999996,0.004276056774
45,0.493227154,-0.031154127789999996,-0.36651915310000005,0.004886921961
46,0.49829315399999996,-0.027488935739999994,-0.38912117479999997,0.009162978269
47,0.503298154,-0.03298672289,-0.4092797041,0.02076941915
48,0.508302154,-0.054367005829999995,-0.4263839424,0.04520402848999999
49,0.513246154,-0.07147123665,-0.4263839424,0.06475171447000001
50,0.518312154,-0.09224065392999999,-0.4355469346,0.08185594529
51,0.523317154,-0.11056660859999999,-0.4379903674,0.08613199741000001
52,0.5283221539999999,-0.1295034289,-0.44287729259999997,0.07757988572
53,0.533327154,-0.1545489132,-0.44287729259999997,0.05192354694
54,0.538271154,-0.17226399480000001,-0.4379903674,0.02443460934
55,0.543276154,-0.17715092,-0.4202753007,-0.004276056774
56,0.549318154,-0.18631389739999998,-0.4068362415,-0.02443460934
57,0.554323154,-0.1905899495,-0.3903428912,-0.03665191308
58,0.560304154,-0.1875356287,-0.39278635380000004,-0.04642575978999999
59,0.565309154,-0.1918116808,-0.4019493461,-0.051312681289999995
60,0.570314154,-0.18020524079999997,-0.42455133799999994,-0.05803219973999999
61,0.576295154,-0.1673770845,-0.4386012554,-0.05925392732000001
62,0.581300154,-0.1478293836,-0.4465425014,-0.06475171447000001
63,0.5863051539999999,-0.12461651119999999,-0.4575380683,-0.06352998316000001
64,0.591310154,-0.1160643995,-0.4709770977,-0.06841690837999999
65,0.596315154,-0.1172861308,-0.4673119187,-0.0720821023
66,0.6013201539999999,-0.1233947799,-0.4660901725,-0.0726929605
67,0.607301154,-0.1368338168,-0.45387288929999997,-0.05681046844
68,0.612306154,-0.14172074199999998,-0.4477642179,-0.04948008433
69,0.617311154,-0.1508837193,-0.4471533597,-0.04031710699
70,0.622257154,-0.14110986890000002,-0.46181413530000004,-0.034819319839999995
71,0.6273231539999999,-0.12889257070000001,-0.4954117239,-0.03787364438
72,0.632267154,-0.10995574300000001,-0.5320636034,-0.039095375689999996
73,0.637272154,-0.09529497474,-0.5772676468,-0.035430185499999996
74,0.642277154,-0.07819075137,-0.6285803318,-0.03726277873
75,0.648319154,-0.05681046844,-0.684169054,-0.039095375689999996
76,0.653324154,-0.04337143153,-0.720210135,-0.04948008433
77,0.6582681539999999,-0.035430185499999996,-0.7507534026999999,-0.06963863968999999
78,0.663273154,-0.03604105115,-0.7800748944,-0.08307767659
79,0.668278154,-0.04337143153,-0.8307767509999999,-0.08735372871
80,0.674320154,-0.052534412589999996,-0.8881980776999999,-0.08246681094
81,0.679325154,-0.03604105115,-0.925460875,-0.06658431142999999
82,0.6842691540000001,-0.021991148590000002,-0.9395107627,-0.052534412589999996
83,0.689274154,0.0006108652451,-0.9401215911,-0.03848451003
84,0.6942791540000001,0.01343903504,-0.9285151958,-0.01343903504
85,0.6992841540000001,0.025656340640000004,-0.9297369123,0.015271631069999998
86,0.7042881540000001,0.042760565880000004,-0.9346238375,0.051312681289999995
87,0.709293154,0.06841690837999999,-0.9584475756,0.09529497474
88,0.7142981540000001,0.09162978828,-0.9645562172,0.1466076523
89,0.719181154,0.1093448773,-0.9682214259999999,0.240070045
90,0.725284154,0.125838235,-1.002429843,0.2926044464
91,0.730289154,0.12889257070000001,-1.026864529,0.29871311780000004
92,0.7352941540000001,0.12461651119999999,-1.0305296179999999,0.2706133127
93,0.740299154,0.1093448773,-1.017701507,0.2193006277
94,0.7452431540000001,0.07757988572,-0.9944885969,0.1704314053
95,0.7503091540000001,0.026878070089999997,-0.9816604256999999,0.1319468915
96,0.755314154,-0.01832595654,-0.9743300676000001,0.13866640630000002
97,0.760319154,-0.06414084882,-0.9578366876000001,0.1594358236
98,0.7653231540000001,-0.1136209369,-0.9303477406999999,0.1991420686
99,0.770267154,-0.1521054506,-0.8827002645,0.2474004179
100,0.775272154,-0.1832595766,-0.8210029006,0.29871311780000004
101,0.7802771540000001,-0.21746802329999998,-0.7690793276000001,0.3481931984
102,0.785282154,-0.23335053030000003,-0.7348709106,0.37995818259999997
103,0.790287154,-0.2431243658,-0.7391469479,0.4001167417
104,0.7952921540000001,-0.2553416789,-0.7593054771,0.4239404798
105,0.8002961540000001,-0.23762658239999998,-0.7733554243999999,0.4312708676
106,0.805301154,-0.20097467300000002,-0.778853178,0.39400807020000006
107,0.8103061540000001,-0.1380555481,-0.7495316267000001,0.28344148399999997
108,0.8162881540000001,-0.031764991580000006,-0.7067710757,0.08063421398
109,0.821231154,0.08429940045,-0.7305948137999999,-0.1166752651
110,0.826297154,0.1582140923,-0.8075638412999999,-0.2461786866
111,0.8313021540000001,0.2131919712,-0.8460483551000001,-0.3286454976
112,0.8363071540000001,0.2492330223,-0.8533787727,-0.35796701909999995
113,0.841312154,0.2645046413,-0.8515461683,-0.3451388776
114,0.8463171540000001,0.2431243658,-0.8662069440000001,-0.2981022298
115,0.8513221540000001,0.1820378453,-0.8753699064,-0.2144137025
116,0.856327154,0.07574728876,-0.8790351152,-0.09040805697000001
117,0.862308154,-0.03359758854,-0.9114109278,0.0293215327
118,0.8673131540000001,-0.10445795949999999,-0.9437867998999999,0.1215621829
119,0.872318154,-0.1362229437,-0.9468411206999999,0.19608774780000002
120,0.877323154,-0.1429424733,-0.9566149712,0.2547308207
121,0.8823271540000001,-0.10812314599999999,-0.9767735004000001,0.287106663
122,0.887271154,-0.07024950534,-0.9914342761,0.31398472190000004
123,0.892276154,-0.03359758854,-0.9932668805,0.342695415
124,0.8972811540000001,-0.004276056774,-1.045190454,0.381179899
125,0.902286154,-0.009773843922,-1.102000952,0.4123340547
126,0.907291154,-0.04703662544,-1.147815824,0.44226643439999996
127,0.9122961540000001,-0.1203404516,-1.1685851809999999,0.4667010605
128,0.917301154,-0.2345722616,-1.1533136370000001,0.5064072609
129,0.923282154,-0.4379903674,-1.081231475,0.531452775
130,0.9282871540000001,-0.6267477274000001,-1.045190454,0.5241223574
131,0.9332921540000001,-0.8356636762999999,-1.012814522,0.5149593949
132,0.938297154,-0.9395107627,-0.9205739498000001,0.5253441334000001
133,0.944278154,-1.061683774,-1.059240341,0.5106833577000001
134,0.9492831540000001,-1.156978726,-1.248608589,0.5271766782
135,0.9542881540000001,-1.253495455,-1.420261741,0.5980370641
136,0.959293154,-1.3555099959999999,-1.561371565,0.7232644558
137,0.964297154,-1.4837917090000001,-1.6676621440000001,0.8790351152
138,0.9693021540000001,-1.644449234,-1.7263051269999998,1.034194827
139,0.974307154,-1.852754235,-1.759902716,1.219287038
140,0.980289154,-1.997529387,-1.789835215,1.388496757
141,0.985110154,-2.189951897,-1.8490891459999999,1.533882618
142,0.9902981540000001,-2.258979559,-1.899180055,1.6077973840000002
143,0.995303154,-2.312124968,-1.955379605,1.717142224
144,1.000308154,-2.310903311,-2.004248857,1.8368717430000001
145,1.006290154,-2.249205828,-2.007914066,2.032959461
146,1.012271154,-2.104430676,-1.905899525,2.339613914
147,1.0172761540000002,-1.960877419,-1.976759911,2.521651745
148,1.022281154,-1.8301522730000002,-2.045787811,2.614503145
149,1.0272251540000001,-1.72202909,-2.065946341,2.6499333380000003
150,1.032290154,-1.6267341380000002,-2.011579275,2.608394623
151,1.0372951540000002,-1.5851953030000001,-1.9230037930000001,2.521651745
152,1.043277154,-1.567480206,-1.777006984,2.356107235
153,1.048099154,-1.57297802,-1.6597208980000002,2.2033908369999997
154,1.0532871540000002,-1.596190929,-1.534493446,2.037846565
155,1.059268154,-1.6530013080000001,-1.36100781,1.8234328030000002
156,1.064273154,-1.7024813890000001,-1.1985175609999998,1.670716405
157,1.069278154,-1.794111252,-1.023810148,1.568091035
158,1.074283154,-1.8802431819999998,-0.872926414,1.544267297
159,1.079287154,-1.9798142909999998,-0.7287622094,1.609019041
160,1.0842921540000001,-2.036013842,-0.6542366743,1.7232508659999999
161,1.089297154,-2.070222378,-0.6267477274000001,1.846034765
162,1.094302154,-2.0763309,-0.6395758986,1.9559905530000001
163,1.0993071540000001,-2.0561723709999997,-0.6811147331999999,2.048841953
164,1.104312154,-2.003638029,-0.7373143434999999,2.112982988
165,1.109317154,-1.9211711880000002,-0.7733554243999999,2.1795670990000002
166,1.1143221540000001,-1.8411479,-0.7935139537,2.205834389
167,1.1193261540000001,-1.7574592830000002,-0.8252789378000001,2.210721254
168,1.124270154,-1.677435994,-0.8961393237,2.177734613
169,1.1292751540000001,-1.616960287,-0.9822713137000001,2.131308794
170,1.134280154,-1.57969749,-1.078177214,2.067778826
171,1.139285154,-1.553430319,-1.171028733,1.988366365
172,1.1442901540000001,-1.54304564,-1.251052022,1.888795376
173,1.149295154,-1.576643229,-1.271210551,1.811215401
174,1.154299154,-1.6255123619999998,-1.262047648,1.745852828
175,1.159304154,-1.718363881,-1.217454433,1.689042449
176,1.1643091540000001,-1.88085413,-1.122159481,1.6676621440000001
177,1.169314154,-2.103819847,-1.005484223,1.73180294
178,1.174319154,-2.392759085,-0.8943067193,1.95049274
179,1.1793241540000001,-2.601675034,-0.813672483,2.219884396
180,1.184268154,-2.7721064089999996,-0.7104362845000001,2.524706125
181,1.189273154,-2.905885935,-0.5693264008,2.806314945
182,1.1942771540000001,-2.996294022,-0.4007275999,3.018285275
183,1.199282154,-3.04638505,-0.1991420686,3.1465668680000003
184,1.204287154,-3.050661087,0.006719517522,3.1911599639999997
185,1.2092921540000001,-3.0146200660000004,0.2351831198,3.1435124869999997
186,1.214236154,-2.931542397,0.37995818259999997,3.0268373489999996
187,1.219302154,-2.824029922,0.4770857692,2.861903667
188,1.224246154,-2.6841418740000003,0.5302310586,2.67864418
189,1.2293111540000001,-2.52348423,0.4911356568,2.4678955080000002
190,1.235293154,-2.297464132,0.3237585723,2.195449591
191,1.240298154,-2.096489429,0.133779496,1.992031574
192,1.2453031540000001,-1.8802431819999998,-0.06475171447000001,1.807550311
193,1.250308154,-1.6132950780000002,-0.2968805134,1.627344966
194,1.255312154,-1.458746195,-0.4831944108,1.530217409
195,1.260317154,-1.36100781,-0.6823364496,1.496619821
196,1.2653221540000001,-1.340849161,-0.8368853927,1.523497939
197,1.271304154,-1.4165965319999998,-0.9615018964000001,1.651168704
198,1.276308154,-1.5406022069999998,-1.013425469,1.828930497
199,1.281313154,-1.688431501,-1.036027431,2.058615923
