"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.000000000E0,-5.752620101E-1,-1.407213137E-2,2.736673355E-1
1.005099999E-2,-7.507176995E-1,-2.198917605E-2,2.747011781E-1
2.010099999E-2,-8.939657807E-1,-1.595795453E-1,2.368858308E-1
3.015100000E-2,-9.871345758E-1,-4.978071153E-1,1.496409476E-1
4.020100000E-2,-1.141975045E0,-7.160233259E-1,3.703412414E-2
5.025099999E-2,-1.427003026E0,-6.843327880E-1,-2.221212685E-1
6.030099999E-2,-1.733479381E0,-3.400635421E-1,-6.209346056E-1
7.035099999E-2,-1.785517216E0,-1.063144356E-1,-1.051602960E0
8.040100000E-2,-1.917911649E0,4.635863006E-1,-1.101253629E0
9.045100000E-2,-1.890364885E0,9.217121005E-1,-9.481730461E-1
1.005020000E-1,-1.692295909E0,9.860252142E-1,-8.948024511E-1
1.105520000E-1,-1.373101830E0,7.093635798E-1,-1.044258475E0
1.206020000E-1,-1.052731514E0,2.496610135E-1,-1.277004838E0
1.306520000E-1,-7.976846099E-1,-1.516765654E-1,-1.473330379E0
1.407020000E-1,-5.851922035E-1,-4.698931575E-1,-1.547369003E0
1.507520000E-1,-3.629051149E-1,-8.604335189E-1,-1.397494912E0
1.608020000E-1,-1.575156301E-1,-1.127776504E0,-9.736639261E-1
1.708520000E-1,-1.977614127E-2,-9.903606176E-1,-4.295074344E-1
1.809020000E-1,-1.933051273E-2,-3.805524111E-1,-6.386689097E-2
1.909520000E-1,-1.039742902E-1,3.152913749E-1,-1.231448352E-2
2.010030000E-1,-2.357405871E-1,8.993721008E-1,-1.580902785E-1
2.110530000E-1,-3.889415562E-1,1.347374320E0,-3.672488332E-1
2.211030000E-1,-5.811828375E-1,1.867574930E0,-5.653640628E-1
2.311530000E-1,-7.323784828E-1,2.411295176E0,-7.269012928E-1
2.412030000E-1,-7.356720567E-1,2.928558588E0,-8.351820111E-1
2.512530000E-1,-6.319390535E-1,3.462007284E0,-8.301329613E-1
2.613030000E-1,-4.354570806E-1,4.016267776E0,-7.981855273E-1
2.713530000E-1,-1.127000526E-1,4.611821175E0,-8.330838680E-1
2.814030000E-1,2.857588232E-1,5.314074516E0,-9.625432491E-1
2.914540000E-1,6.442211270E-1,6.116468906E0,-1.189717531E0
3.015040000E-1,8.937522769E-1,6.794674397E0,-1.545692086E0
3.115540000E-1,1.010844350E0,7.175218105E0,-1.968600273E0
3.216040000E-1,1.029690623E0,7.304016113E0,-2.358584881E0
3.316540000E-1,9.759203196E-1,7.152795792E0,-2.736400127E0
3.417040000E-1,8.745914698E-1,6.723602772E0,-3.078388214E0
3.517540000E-1,7.204524875E-1,6.137603760E0,-3.355381489E0
3.618040000E-1,5.077996254E-1,5.511849403E0,-3.568541765E0
3.718540000E-1,2.801957428E-1,5.019737720E0,-3.669250965E0
3.819040000E-1,7.433596998E-2,4.645864010E0,-3.722894907E0
3.919550000E-1,-4.278133065E-2,4.354029179E0,-3.838606596E0
4.020050000E-1,-9.376674891E-2,4.019391060E0,-4.075975895E0
4.120550000E-1,-8.524303883E-2,3.695363998E0,-4.378017902E0
4.221050000E-1,4.691544175E-2,3.490258932E0,-4.611990929E0
4.321550000E-1,2.906109095E-1,3.375489950E0,-4.703293800E0
4.422050000E-1,6.041773558E-1,3.310989380E0,-4.710244656E0
4.522550000E-1,8.912109733E-1,3.146524668E0,-4.679660797E0
4.623050000E-1,1.111340165E0,2.899796963E0,-4.573923588E0
4.723550000E-1,1.270783424E0,2.710347652E0,-4.364408493E0
4.824060000E-1,1.349336743E0,2.655127048E0,-4.052423954E0
4.924560000E-1,1.400374293E0,2.735288143E0,-3.704361439E0
5.025060000E-1,1.526377320E0,2.824726105E0,-3.422420502E0
5.125560000E-1,1.776256323E0,2.910551548E0,-3.247202873E0
5.226060000E-1,2.135393143E0,3.124284029E0,-3.072113752E0
5.326560000E-1,2.554163218E0,3.515644789E0,-2.899340868E0
5.427060000E-1,2.967730284E0,3.830350161E0,-2.711347103E0
5.527560000E-1,3.311721802E0,3.894503117E0,-2.425959110E0
5.628060000E-1,3.525824070E0,3.739983320E0,-2.043206215E0
5.728560000E-1,3.562546730E0,3.443538904E0,-1.630144119E0
5.829070000E-1,3.449047089E0,3.164291859E0,-1.279472351E0
5.929570000E-1,3.220509052E0,2.938283443E0,-9.806622863E-1
6.030070000E-1,2.916694403E0,2.807148457E0,-7.244912982E-1
6.130570000E-1,2.612417459E0,2.370385408E0,-5.689951777E-1
6.231070000E-1,2.342153311E0,1.178314567E0,-6.252897978E-1
6.331570000E-1,1.897762179E0,-2.461551875E-1,-6.370782852E-1
6.432070000E-1,8.522944450E-1,-1.258643508E0,-4.255439341E-1
6.532570000E-1,-3.898110986E-1,-1.346343756E0,-1.686149538E-1
6.633070000E-1,-1.152219296E0,-8.633505106E-1,5.751655251E-2
6.733580000E-1,-1.271892190E0,-2.752118707E-1,1.597987115E-1
6.834080000E-1,-8.856979012E-1,2.854418159E-1,-1.155015826E-1
6.934580000E-1,-2.402027994E-1,7.789066434E-1,-4.455237091E-1
7.035080000E-1,4.485891163E-1,1.063266635E0,-5.811079741E-1
7.135580000E-1,1.073215485E0,1.148461938E0,-6.498356462E-1
7.236080000E-1,1.640666842E0,1.060045719E0,-7.552608252E-1
7.336580000E-1,2.213964224E0,8.328887224E-1,-8.439813852E-1
7.437080000E-1,2.759711504E0,6.370416880E-1,-8.202772141E-1
7.537580000E-1,3.114837408E0,7.392553687E-1,-7.261882424E-1
7.638080000E-1,2.934223890E0,1.573283911E0,-6.557328701E-1
7.738590000E-1,1.793592095E0,2.442378521E0,-7.256600261E-1
7.839090000E-1,7.367497087E-1,2.375292063E0,-8.050944209E-1
7.939590000E-1,1.622898877E-1,1.640850782E0,-8.357993364E-1
8.040090000E-1,-6.476496346E-3,9.432134032E-1,-8.791614771E-1
8.140590000E-1,1.710777879E-1,4.763332903E-1,-8.659819961E-1
8.241090000E-1,6.278975606E-1,2.385829836E-1,-7.232978940E-1
8.341590000E-1,1.193062663E0,2.574943602E-1,-4.700735807E-1
8.442090000E-1,1.629466295E0,5.212597251E-1,-1.662199795E-1
8.542590000E-1,1.790750265E0,9.370518923E-1,1.022439748E-1
8.643100000E-1,1.682169914E0,1.310039043E0,2.636937499E-1
8.743600000E-1,1.448870897E0,1.484353542E0,2.746345401E-1
8.844100000E-1,1.217157245E0,1.414343238E0,1.527981907E-1
8.944600000E-1,1.042551041E0,1.255715847E0,-1.543262880E-2
9.045100000E-1,9.213305116E-1,1.076172709E0,-1.899452657E-1
9.145600000E-1,8.433302641E-1,8.634783030E-1,-3.447678685E-1
9.246100000E-1,7.751378417E-1,6.400130391E-1,-4.989204109E-1
9.346600000E-1,7.316257954E-1,4.722546637E-1,-6.461678743E-1
9.447100000E-1,7.360099554E-1,3.925054371E-1,-7.489891052E-1
9.547610000E-1,7.754825354E-1,5.108523369E-1,-8.343905807E-1
9.648110000E-1,8.195435405E-1,6.957801580E-1,-8.703944087E-1
9.748610000E-1,8.347166181E-1,9.054654837E-1,-8.257632852E-1
9.849110000E-1,8.212891817E-1,1.122593999E0,-7.334408760E-1
9.949604167E-1,7.948911190E-1,1.288513422E0,-6.206663847E-1
1.005010417E0,7.784726620E-1,1.399700046E0,-5.283050537E-1
1.015060417E0,7.818583846E-1,1.467152238E0,-4.463840723E-1
1.025110417E0,7.908251882E-1,1.567696095E0,-3.358562291E-1
1.035160417E0,8.115296364E-1,1.682511926E0,-1.993612498E-1
1.045211417E0,8.421509862E-1,1.780011415E0,-6.007872149E-2
1.055261417E0,8.633422852E-1,1.835845351E0,6.674340367E-2
1.065311417E0,8.764211535E-1,1.885738492E0,1.861484498E-1
1.075361417E0,8.939330578E-1,1.897577286E0,2.906074822E-1
1.085411417E0,9.191293716E-1,1.837149382E0,3.744556308E-1
1.095461417E0,9.419318438E-1,1.733341813E0,4.215928018E-1
1.105511417E0,9.566745758E-1,1.610480547E0,4.251457751E-1
1.115561417E0,9.478757977E-1,1.496341467E0,3.880948126E-1
1.125611417E0,9.138842225E-1,1.409001231E0,3.193415999E-1
1.135662417E0,8.587924242E-1,1.316618323E0,2.335572094E-1
1.145712417E0,8.011316061E-1,1.217848301E0,1.706271917E-1
1.155762417E0,7.410328388E-1,1.148457050E0,1.358063668E-1
1.165812417E0,6.986414790E-1,1.085536480E0,1.054506749E-1
1.175862417E0,6.628919840E-1,1.029721975E0,7.540941238E-2
1.185912417E0,6.327031851E-1,9.765153527E-1,5.665404722E-2
1.195962417E0,5.898784995E-1,9.319462776E-1,5.781891197E-2
1.206012417E0,5.386912823E-1,8.639209270E-1,5.338278040E-2
1.216062417E0,4.820517302E-1,7.856112123E-1,4.503909871E-2
1.226112417E0,4.282629490E-1,7.077183127E-1,3.764346614E-2
1.236163417E0,3.911584616E-1,6.489159465E-1,2.984919213E-2
1.246213417E0,3.792376518E-1,6.399157643E-1,8.600814268E-3
1.256263417E0,3.766922057E-1,6.682446003E-1,-5.067502335E-2
1.266313417E0,3.856033981E-1,6.791433096E-1,-7.729370892E-2
1.276363417E0,3.751664758E-1,6.802818179E-1,-9.629961848E-2
1.286413417E0,3.322049081E-1,7.276181579E-1,-1.974185109E-1
1.296463417E0,2.682847679E-1,7.965074778E-1,-3.195817173E-1
1.306513417E0,2.607557476E-1,8.034194708E-1,-3.098948598E-1
1.316563417E0,2.676783502E-1,8.462175131E-1,-2.604783177E-1
1.326614417E0,2.883006334E-1,8.888960481E-1,-1.946304291E-1
1.336664417E0,3.141679168E-1,9.387612939E-1,-1.052949503E-1
1.346714417E0,3.485924006E-1,9.869424105E-1,-2.084846795E-2
1.356764417E0,3.809575140E-1,1.005059600E0,2.137408778E-2
1.366814417E0,3.930526972E-1,9.693232775E-1,5.462289974E-2
1.376864417E0,3.809073269E-1,9.099813700E-1,7.647094131E-2
1.386914417E0,3.518833220E-1,8.559341431E-1,7.933552563E-2
1.396964417E0,3.183836937E-1,8.174567819E-1,8.070545644E-2
1.407014417E0,2.963740230E-1,8.107178807E-1,8.485407382E-2
1.417065417E0,2.844028473E-1,8.281378746E-1,1.090073436E-1
1.427115417E0,3.149712086E-1,8.804013133E-1,1.466626823E-1
1.437165417E0,4.053663611E-1,9.469516277E-1,1.977911144E-1
1.447215417E0,5.628058910E-1,1.011105776E0,2.742848992E-1
1.457265417E0,7.635541558E-1,1.125473976E0,3.662494421E-1
1.467315417E0,9.528346658E-1,1.306767583E0,4.086486995E-1
1.477365417E0,1.051297665E0,1.532622218E0,3.903450668E-1
1.487415417E0,1.041957974E0,1.714760661E0,3.145791292E-1
1.497465417E0,9.472890496E-1,1.775729775E0,2.288879305E-1
1.507516417E0,7.862613201E-1,1.726856947E0,1.447926015E-1
1.517566417E0,5.866875052E-1,1.615597248E0,6.713961810E-2
1.527616417E0,4.068531096E-1,1.510358453E0,1.737412438E-2
1.537666417E0,2.926935256E-1,1.446790934E0,-1.806269772E-2
1.547716417E0,2.382083386E-1,1.421616912E0,-2.619057149E-2
1.557766417E0,2.249055952E-1,1.414547324E0,-1.953187026E-2
1.567816417E0,2.471224815E-1,1.444016457E0,-2.287573554E-2
1.577866417E0,3.018589616E-1,1.506815195E0,-4.331256822E-2
1.587916417E0,3.481162190E-1,1.557266116E0,-8.231817186E-2
1.597967417E0,3.334981203E-1,1.564821243E0,-1.220016778E-1
1.608017417E0,2.249077111E-1,1.460578442E0,-1.640226245E-1
1.618067417E0,5.177907646E-2,1.260579348E0,-1.912811399E-1
1.628117417E0,-1.402083039E-1,9.851839542E-1,-2.171269357E-1
1.638167417E0,-3.062808812E-1,7.078766823E-1,-2.075848281E-1
1.648217417E0,-3.980124891E-1,4.695667028E-1,-1.314809322E-1
1.658267417E0,-3.525515199E-1,3.369721770E-1,3.793796059E-3
1.668317417E0,-1.895835698E-1,3.474484682E-1,1.726822853E-1
1.678368417E0,3.365511447E-2,4.471684098E-1,3.559146821E-1
1.688418417E0,2.460995615E-1,5.700184107E-1,5.335960388E-1
1.698468417E0,3.915180266E-1,6.722356081E-1,6.932205558E-1
1.708518417E0,4.437485635E-1,7.709238529E-1,8.306209445E-1
1.718568417E0,4.256036282E-1,8.799267411E-1,9.374800324E-1
1.728618417E0,3.643084168E-1,9.870470762E-1,9.913353324E-1
1.738668417E0,2.633735538E-1,1.078844428E0,1.008283734E0
1.748718417E0,1.399667263E-1,1.167335629E0,1.007454634E0
1.758768417E0,2.709290758E-2,1.226278901E0,9.917207956E-1
1.768819417E0,-4.757644981E-2,1.234562635E0,9.483624101E-1
1.778869417E0,-9.603932500E-2,1.197877884E0,8.743350506E-1
1.788919417E0,-1.349560022E-1,1.150218725E0,7.924549580E-1
1.798969417E0,-1.672753245E-1,1.095881701E0,7.142555118E-1
1.809019417E0,-1.852830946E-1,1.043634176E0,6.530278325E-1
1.819069417E0,-1.784936339E-1,1.015897393E0,6.011526585E-1
1.829119417E0,-1.261204332E-1,1.010974050E0,5.518918037E-1
1.839169417E0,-3.054011427E-2,1.034362912E0,5.049765110E-1
1.849219417E0,8.554574102E-2,1.062218547E0,4.713310301E-1
1.859270417E0,2.020907253E-1,1.081336260E0,4.699251652E-1
1.869320417E0,2.991040945E-1,1.073003531E0,4.943045378E-1
1.879370417E0,3.658064306E-1,1.075263262E0,5.235631466E-1
1.889420417E0,4.093250632E-1,1.104646206E0,5.646629930E-1
1.899470417E0,4.311083853E-1,1.118726254E0,6.182484627E-1
1.909520417E0,4.515635669E-1,1.109638810E0,6.832516193E-1
1.919570417E0,4.870238304E-1,1.093349576E0,7.295562625E-1
1.929620417E0,5.473874807E-1,1.067920327E0,7.564587593E-1
1.939670417E0,5.947193503E-1,1.022906542E0,7.898723483E-1
1.949721417E0,6.154484749E-1,9.503865242E-1,8.359241486E-1
1.959771417E0,6.038038135E-1,8.813132048E-1,8.541162014E-1
1.969821417E0,5.691304207E-1,7.960339785E-1,8.421979547E-1
1.979871417E0,5.062241554E-1,6.412587762E-1,8.097369671E-1
1.989921417E0,4.134410620E-1,4.718748629E-1,8.037269711E-1
1.999975042E0,3.284721076E-1,3.505249918E-1,8.377022147E-1
2.010025042E0,3.162085116E-1,2.848503292E-1,8.350334167E-1
2.020075042E0,4.499767125E-1,3.293650746E-1,7.694557309E-1
2.030126042E0,6.755694151E-1,4.743566215E-1,6.323586106E-1
2.040176042E0,9.220498204E-1,5.766933560E-1,3.886564970E-1
2.050226042E0,1.189003468E0,6.918205023E-1,7.794752717E-2
2.060276042E0,1.419051051E0,8.945504427E-1,-1.597569138E-1
2.070326042E0,1.440737963E0,1.043699145E0,-2.981794178E-1
2.080376042E0,1.204166412E0,9.276223779E-1,-4.252633154E-1
2.090426042E0,8.166764379E-1,5.927096605E-1,-5.221469998E-1
2.100476042E0,4.880124927E-1,2.723494768E-1,-5.828543305E-1
2.110526042E0,3.282017112E-1,7.243579626E-2,-5.868796706E-1
2.120577042E0,3.040609360E-1,-2.114049904E-2,-5.412302017E-1
2.130627042E0,3.708893359E-1,-4.328170046E-2,-4.758512974E-1
2.140677042E0,5.052402020E-1,-1.553395856E-2,-3.923255205E-1
2.150727042E0,6.607010365E-1,4.645754397E-2,-2.941018045E-1
2.160777042E0,7.907019258E-1,1.195037887E-1,-2.175702751E-1
2.170827042E0,8.636313081E-1,1.545467079E-1,-1.791995764E-1
2.180877042E0,8.739238977E-1,1.152733490E-1,-1.717030406E-1
2.190927042E0,8.302317858E-1,-1.424815506E-3,-1.906038672E-1
2.200977042E0,7.455525994E-1,-1.469655037E-1,-2.133494020E-1
2.211028042E0,6.295590401E-1,-2.761045992E-1,-2.205924988E-1
2.221078042E0,5.244536400E-1,-3.720044792E-1,-2.009905726E-1
2.231128042E0,4.542555213E-1,-3.983468711E-1,-1.711640507E-1
2.241178042E0,4.341158867E-1,-3.491007686E-1,-1.400844306E-1
2.251228042E0,4.408939779E-1,-2.516466677E-1,-9.362521023E-2
2.261278042E0,4.511719346E-1,-1.761191487E-1,-3.245693073E-2
2.271328042E0,4.548682272E-1,-1.373752058E-1,3.279984742E-2
2.281378042E0,4.512585700E-1,-1.114101782E-1,1.075955182E-1
2.291429042E0,4.493157268E-1,-9.688848257E-2,1.795627922E-1
2.301479042E0,4.560457766E-1,-1.024110764E-1,2.156409025E-1
2.311529042E0,4.917292893E-1,-1.589303166E-1,2.207072675E-1
2.321579042E0,5.448034406E-1,-2.114334702E-1,1.999860108E-1
2.331629042E0,6.041653156E-1,-2.226104736E-1,1.692424268E-1
2.341679042E0,6.330480576E-1,-2.040053606E-1,1.341565996E-1
2.351729042E0,5.938339829E-1,-1.685328782E-1,8.945004642E-2
2.361779042E0,5.047118068E-1,-1.401736587E-1,3.505551070E-2
2.371829042E0,4.016683102E-1,-1.293614656E-1,-1.972314343E-2
2.381880042E0,3.148756027E-1,-1.237528548E-1,-7.179992646E-2
2.391930042E0,2.669637501E-1,-1.299253106E-1,-1.180018559E-1
2.401980042E0,2.336627692E-1,-1.654372215E-1,-1.713228673E-1
2.412030042E0,1.933314949E-1,-2.069737166E-1,-2.085348815E-1
2.422080042E0,1.427138597E-1,-2.338673919E-1,-2.329568565E-1
2.432130042E0,8.674230427E-2,-2.477325797E-1,-2.406747639E-1
2.442180042E0,3.598458692E-2,-2.527760565E-1,-2.463856339E-1
2.452230042E0,2.823258983E-3,-2.616917789E-1,-2.404589802E-1
2.462280042E0,-2.313057706E-2,-2.858493328E-1,-2.288372070E-1
2.472331042E0,-5.816606432E-2,-3.256007731E-1,-2.001015991E-1
2.482381042E0,-9.346786141E-2,-3.696015179E-1,-1.603991985E-1
2.492431042E0,-1.397446394E-1,-4.154427648E-1,-1.219008639E-1
2.502481042E0,-1.718623638E-1,-4.632044435E-1,-8.504803479E-2
2.512531042E0,-1.944985241E-1,-4.975906312E-1,-6.917459518E-2
2.522581042E0,-2.110045254E-1,-5.099168420E-1,-6.227381527E-2
2.532631042E0,-2.274786681E-1,-5.159840584E-1,-6.151857227E-2
2.542681042E0,-2.464592904E-1,-5.235535502E-1,-5.959150940E-2
2.552732042E0,-2.524957955E-1,-5.240753293E-1,-5.922248214E-2
2.562782042E0,-2.602690160E-1,-5.061708689E-1,-5.660645664E-2
2.572832042E0,-2.615970075E-1,-5.125586390E-1,-5.277616531E-2
2.582882042E0,-2.780164778E-1,-5.230246186E-1,-4.552810639E-2
2.592932042E0,-2.935128212E-1,-5.012189150E-1,-2.576369047E-2
2.602982042E0,-3.032176495E-1,-4.528258145E-1,-1.904932968E-2
2.613032042E0,-3.057056367E-1,-4.339786768E-1,-3.160091862E-2
2.623082042E0,-3.174927831E-1,-4.375502467E-1,-6.012709811E-2
2.633133042E0,-3.396864235E-1,-4.279545844E-1,-8.626449108E-2
2.643183042E0,-3.486215770E-1,-4.261689186E-1,-1.090193391E-1
2.653233042E0,-3.253372908E-1,-4.257172644E-1,-1.428188384E-1
2.663283042E0,-2.914525568E-1,-4.064588547E-1,-1.749565452E-1
2.673333042E0,-2.588208616E-1,-3.649726808E-1,-1.962431818E-1
2.683383042E0,-2.522359192E-1,-3.435171843E-1,-2.105654031E-1
2.693433042E0,-2.744920552E-1,-3.548544943E-1,-2.170750946E-1
2.703483042E0,-2.970998883E-1,-3.827865422E-1,-2.166777551E-1
2.713533042E0,-2.957789600E-1,-3.826635182E-1,-2.073707581E-1
2.723584042E0,-2.712171674E-1,-3.465153873E-1,-1.889158487E-1
2.733634042E0,-2.467769980E-1,-3.127664626E-1,-1.830469370E-1
2.743684042E0,-2.425409704E-1,-2.947855890E-1,-1.800721884E-1
2.753734042E0,-2.686558366E-1,-2.943981290E-1,-1.779851764E-1
2.763784042E0,-2.999895215E-1,-3.197788596E-1,-1.735132039E-1
2.773834042E0,-3.149442375E-1,-3.465457261E-1,-1.690500379E-1
2.783884042E0,-3.164393306E-1,-3.587637842E-1,-1.580357403E-1
2.793934042E0,-2.950776815E-1,-3.650906980E-1,-1.498829871E-1
2.803984042E0,-2.655711770E-1,-3.774054050E-1,-1.420120001E-1
2.814035042E0,-2.509670258E-1,-4.012132287E-1,-1.371604651E-1
2.824085042E0,-2.488247901E-1,-4.466699362E-1,-1.337923557E-1
2.834135042E0,-2.505733371E-1,-4.892698526E-1,-1.268736869E-1
