"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-4.352498932E0,5.466183014E0,6.794371033E0
1.005099999E-2,-4.088448029E0,5.156477051E0,7.020850067E0
2.010099999E-2,-3.853436737E0,4.813839569E0,7.608078918E0
3.015100000E-2,-3.412453766E0,4.921914825E0,8.364905090E0
4.020100000E-2,-3.231180725E0,4.890480194E0,8.907975769E0
5.025099999E-2,-3.748355255E0,4.888833618E0,8.927285614E0
6.030099999E-2,-3.991000671E0,4.769681396E0,8.640781403E0
7.035099999E-2,-5.621110840E0,3.812871094E0,7.443870392E0
8.040100000E-2,-5.133874054E0,4.450395355E0,7.642207947E0
9.045100000E-2,-4.299509125E0,5.036726074E0,7.185657349E0
1.005020000E-1,-4.110003204E0,4.780009918E0,6.390510864E0
1.105520000E-1,-4.933141479E0,4.283941498E0,6.017336884E0
1.206020000E-1,-5.289400635E0,3.180436249E0,5.839207306E0
1.306520000E-1,-4.966372375E0,2.402054901E0,5.854026489E0
1.407020000E-1,-4.487518158E0,2.178120575E0,5.475164337E0
1.507520000E-1,-3.748355255E0,2.161205750E0,4.844376068E0
1.608020000E-1,-2.620600433E0,2.186952209E0,4.174519043E0
1.708520000E-1,-1.814975739E0,2.540666656E0,3.877386932E0
1.809020000E-1,-1.838476868E0,3.032394104E0,3.731290741E0
1.909520000E-1,-2.812800751E0,3.038980408E0,3.724554749E0
2.010030000E-1,-3.731141052E0,1.949396210E0,3.663332062E0
2.110530000E-1,-3.984264679E0,8.963360596E-1,3.698059845E0
2.211030000E-1,-4.074227600E0,4.260140991E-1,3.797303467E0
2.311530000E-1,-4.209995270E0,3.637435913E-2,3.522025909E0
2.412030000E-1,-3.368894348E0,3.168910217E-1,2.774181061E0
2.512530000E-1,-3.040327606E0,1.006956024E0,2.189197540E0
2.613030000E-1,-3.098107452E0,1.070873108E0,1.730251923E0
2.713530000E-1,-3.429667969E0,3.447331238E-1,7.442523193E-1
2.814030000E-1,-3.550317078E0,-4.665797424E-1,-6.780899048E-1
2.914540000E-1,-3.462000732E0,-9.042695618E-1,-1.708996124E0
3.015040000E-1,-3.988755341E0,-1.431323547E0,-1.587748260E0
3.115540000E-1,-5.295388184E0,-1.906136169E0,-5.628295898E-1
3.216040000E-1,-6.377188568E0,-2.186802521E0,8.213420105E-1
3.316540000E-1,-6.880591736E0,-2.423011322E0,2.074386292E0
3.417040000E-1,-7.582781525E0,-2.743045807E0,3.354075165E0
3.517540000E-1,-8.305328979E0,-2.802472229E0,4.297413483E0
3.618040000E-1,-8.920549622E0,-2.776276703E0,4.826712799E0
3.718540000E-1,-9.195527802E0,-2.787802734E0,4.987328796E0
3.819040000E-1,-9.282796326E0,-3.024011536E0,4.728067932E0
3.919550000E-1,-9.813742218E0,-3.598816223E0,4.437372437E0
4.020050000E-1,-1.046668442E1,-4.057612152E0,3.882925415E0
4.120550000E-1,-1.175715088E1,-4.713697815E0,4.206103363E0
4.221050000E-1,-1.220726486E1,-5.296585693E0,3.048111420E0
4.321550000E-1,-1.243449234E1,-5.226830750E0,2.204316101E0
4.422050000E-1,-1.298549652E1,-4.764591980E0,1.235231323E0
4.522550000E-1,-1.401475616E1,-4.812791748E0,7.852670288E-1
4.623050000E-1,-1.493174927E1,-4.689448242E0,7.773335266E-1
4.723550000E-1,-1.544593002E1,-4.365372162E0,4.234693909E-1
4.824060000E-1,-1.541105255E1,-4.286186829E0,-2.091151428E-1
4.924560000E-1,-1.534084854E1,-4.394262085E0,-6.283932495E-1
5.025060000E-1,-1.542123138E1,-4.708608398E0,-1.250948639E0
5.125560000E-1,-1.555325684E1,-5.422473907E0,-2.148482208E0
5.226060000E-1,-1.565729050E1,-5.708529053E0,-3.259022827E0
5.326560000E-1,-1.562465836E1,-5.441783752E0,-4.633314972E0
5.427060000E-1,-1.591535385E1,-5.261708221E0,-5.536087646E0
5.527560000E-1,-1.577359863E1,-5.022505646E0,-5.814957733E0
5.628060000E-1,-1.528770905E1,-4.967120819E0,-5.788313141E0
5.728560000E-1,-1.468027222E1,-5.159171448E0,-5.530399475E0
5.829070000E-1,-1.409124710E1,-5.263055420E0,-5.289700012E0
5.929570000E-1,-1.342692856E1,-5.267097015E0,-5.451513519E0
6.030070000E-1,-1.260364059E1,-5.145100708E0,-5.713319092E0
6.130570000E-1,-1.171389084E1,-5.149291992E0,-5.900429993E0
6.231070000E-1,-1.178244827E1,-5.547913055E0,-5.198988647E0
6.331570000E-1,-1.244826370E1,-4.855602722E0,-6.286626892E0
6.432070000E-1,-1.200937637E1,-3.219355316E0,-8.187074890E0
6.532570000E-1,-1.038675064E1,-3.439098358E0,-5.600753174E0
6.633070000E-1,-8.637338562E0,-4.244273987E0,-4.570296021E0
6.733580000E-1,-7.151528320E0,-4.610861664E0,-5.107528839E0
6.834080000E-1,-6.721772003E0,-5.529950409E0,-3.834126892E0
6.934580000E-1,-6.904092865E0,-6.180946655E0,-2.364632721E0
7.035080000E-1,-5.719606018E0,-6.559509430E0,-8.707392883E-1
7.135580000E-1,-5.190755768E0,-6.886728973E0,7.604187012E-1
7.236080000E-1,-5.526657257E0,-7.125183105E0,1.769769745E0
7.336580000E-1,-5.861510925E0,-7.013964386E0,1.962269440E0
7.437080000E-1,-5.875431976E0,-6.731501770E0,1.190773773E0
7.537580000E-1,-5.786666565E0,-6.838978271E0,-1.844165039E-1
7.638080000E-1,-5.085823975E0,-6.845115509E0,-3.047961731E0
7.738590000E-1,-3.741319885E0,-7.395970001E0,-6.957382050E0
7.839090000E-1,-3.528612213E0,-7.686815186E0,-5.194497986E0
7.939590000E-1,-4.885839844E0,-7.023095398E0,-2.228116608E0
8.040090000E-1,-6.552324371E0,-6.987020416E0,2.719844055E-1
8.140590000E-1,-7.874225464E0,-7.335346069E0,1.651066589E0
8.241090000E-1,-7.882009277E0,-7.326364746E0,1.579066315E0
8.341590000E-1,-7.301366730E0,-7.039411469E0,4.742138672E-1
8.442090000E-1,-6.684649200E0,-6.685846710E0,-9.355545044E-1
8.542590000E-1,-6.221661987E0,-6.476881256E0,-2.414778442E0
8.643100000E-1,-5.931864624E0,-6.556964722E0,-3.675157471E0
8.743600000E-1,-5.749244385E0,-6.807393951E0,-4.309238892E0
8.844100000E-1,-5.607938232E0,-7.081324310E0,-4.223018188E0
8.944600000E-1,-5.361550598E0,-7.248227234E0,-3.792513428E0
9.045100000E-1,-5.198838959E0,-7.306306458E0,-3.169508972E0
9.145600000E-1,-5.198689270E0,-7.591313782E0,-2.236948242E0
