"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.147000005E-2,-1.144313455E0,1.624476314E0,-7.428039312E-1
5.151899997E-2,-1.250108957E0,1.271975517E0,-7.864457369E-1
6.156799989E-2,-1.320061684E0,1.002005339E0,-8.881561160E-1
7.161600003E-2,-1.321326137E0,8.211716413E-1,-9.641311765E-1
8.166499995E-2,-1.343922257E0,6.375163198E-1,-1.007036805E0
9.171399986E-2,-1.317972779E0,4.788097739E-1,-1.049258351E0
1.017629998E-1,-1.175794125E0,3.408521712E-1,-1.085416079E0
1.118119997E-1,-1.065181017E0,1.433931738E-1,-1.091720819E0
1.218610001E-1,-1.064184427E0,-1.846909523E-1,-1.113917947E0
1.319100000E-1,-1.173279524E0,-6.007235050E-1,-1.119279742E0
1.419579997E-1,-1.243319511E0,-8.730115294E-1,-1.076188684E0
1.520070001E-1,-1.177407861E0,-9.314427376E-1,-1.059287310E0
1.620560000E-1,-1.071593523E0,-9.787303209E-1,-1.033346534E0
1.721049999E-1,-9.892432094E-1,-1.052003503E0,-9.408017397E-1
1.821539998E-1,-8.439592123E-1,-1.024175286E0,-8.195430040E-1
1.922029997E-1,-6.569144726E-1,-9.480449557E-1,-6.970788836E-1
2.022520001E-1,-5.248797536E-1,-8.492755294E-1,-5.508719087E-1
2.122999998E-1,-3.955371678E-1,-7.268921137E-1,-4.318554997E-1
2.223489997E-1,-2.425636202E-1,-6.037939787E-1,-3.345007002E-1
2.323980001E-1,-7.960750908E-2,-5.109179616E-1,-2.295552343E-1
2.424470000E-1,5.886435136E-2,-4.765325785E-1,-1.252573282E-1
2.524959999E-1,1.576393247E-1,-5.019725561E-1,-4.192572832E-2
2.625449998E-1,2.382446826E-1,-5.339179635E-1,3.926819190E-2
2.725939997E-1,3.038125038E-1,-5.257617235E-1,1.271292567E-1
2.826419999E-1,3.459940553E-1,-5.310736299E-1,2.145959884E-1
2.926909998E-1,3.823312223E-1,-5.480145812E-1,3.035545647E-1
3.027399997E-1,4.185304940E-1,-5.576104522E-1,3.993015885E-1
3.127890001E-1,4.449386597E-1,-5.842338204E-1,5.026516914E-1
