"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-1.476978607E0,1.678160248E0,1.003049149E1
1.005000000E-2,-1.436862030E0,1.690883789E0,9.918224945E0
2.010000001E-2,-1.301543427E0,1.675316162E0,9.721234589E0
3.015000001E-2,-1.196761322E0,1.707648926E0,9.562265167E0
4.020000000E-2,-1.144220581E0,1.778601379E0,9.474098511E0
5.025000000E-2,-1.135688324E0,1.825603638E0,9.455088043E0
6.030000000E-2,-1.141226807E0,1.808090057E0,9.453591156E0
7.035000001E-2,-1.107846222E0,1.787882080E0,9.449699249E0
8.040100000E-2,-1.112037506E0,1.788630524E0,9.422306213E0
9.045100000E-2,-1.107696533E0,1.797162781E0,9.464069366E0
1.005010000E-1,-1.124910736E0,1.792372742E0,9.486672363E0
1.105510000E-1,-1.131646729E0,1.755699005E0,9.527088318E0
1.206010000E-1,-1.096170502E0,1.716630249E0,9.545350342E0
1.306510000E-1,-1.021326141E0,1.637893982E0,9.460327148E0
1.407010000E-1,-9.605525208E-1,1.609602814E0,9.370513916E0
1.507510000E-1,-1.039737854E0,1.588047638E0,9.350006561E0
1.608010000E-1,-1.094374237E0,1.504820709E0,9.312434692E0
1.708510000E-1,-1.271006927E0,1.484762421E0,9.256151733E0
1.809010000E-1,-1.287921753E0,1.609752502E0,9.156009979E0
1.909510000E-1,-1.293160858E0,1.760938110E0,8.991801453E0
2.010010000E-1,-1.508712616E0,1.803749084E0,8.999585266E0
2.110510000E-1,-1.595831451E0,1.483864288E0,8.622369690E0
2.211010000E-1,-2.741698608E0,5.447172546E-1,7.722890167E0
2.311510000E-1,-3.895948334E0,-1.541793823E-1,7.209906921E0
2.412010000E-1,-4.365970917E0,3.847000122E-2,7.979756012E0
2.512510000E-1,-3.364403687E0,-3.305126953E-1,7.560777283E0
2.613010000E-1,-3.193758545E0,-5.722599792E-1,7.309749298E0
2.713510000E-1,-2.826871490E0,-1.884580994E-1,7.054979095E0
2.814010000E-1,-2.175426178E0,4.788542175E-1,6.616989899E0
2.914510000E-1,-1.400038605E0,1.328188019E0,6.164331207E0
3.015010000E-1,-7.807763672E-1,2.083217926E0,5.834716644E0
3.115510000E-1,-6.089337158E-1,2.226619720E0,5.657784576E0
3.216010000E-1,-8.069718933E-1,1.735940094E0,5.559888153E0
3.316520000E-1,-1.151106262E0,9.400451660E-1,5.468428345E0
3.417020000E-1,-1.451232147E0,1.838177490E-1,5.351970520E0
3.517520000E-1,-1.593137054E0,-4.224215698E-1,5.122348022E0
3.618020000E-1,-1.643731842E0,-8.358618164E-1,5.150040436E0
3.718520000E-1,-1.782493286E0,-9.842033386E-1,5.569917297E0
3.819020000E-1,-1.782044220E0,-7.821235657E-1,6.111191711E0
3.919520000E-1,-1.640139313E0,-4.007167053E-1,6.679410095E0
4.020020000E-1,-1.650767212E0,3.442840576E-2,6.685547333E0
4.120520000E-1,-1.957928467E0,2.384541321E-1,6.367009735E0
4.221020000E-1,-2.495161285E0,-4.264631653E-1,5.154980164E0
4.321520000E-1,-2.714604950E0,-1.389261017E0,3.140020294E0
4.422020000E-1,-2.711910553E0,-1.829794922E0,1.902992706E0
4.522520000E-1,-3.068918152E0,-1.881886597E0,2.054477692E0
4.623020000E-1,-3.634891205E0,-2.177072754E0,2.939287720E0
4.723520000E-1,-4.015549622E0,-2.835403748E0,3.610342255E0
4.824020000E-1,-4.576133881E0,-4.019890594E0,5.891748047E0
4.924520000E-1,-5.246739349E0,-5.178481293E0,7.229516144E0
5.025020000E-1,-5.819897461E0,-5.864804077E0,6.989415436E0
