"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.005000000E-2,-6.560517475E-3,-1.299203336E-1,4.407313094E-2
2.010000001E-2,-4.678010941E-2,-1.097855121E-1,5.303946510E-2
3.015000001E-2,-7.687423378E-2,-8.416487277E-2,6.901255995E-2
4.020000000E-2,-9.214852750E-2,-5.882489681E-2,8.641339093E-2
5.025000000E-2,-9.504392743E-2,-4.439114779E-2,9.716225415E-2
6.030000000E-2,-8.724778891E-2,-4.446332157E-2,1.073272750E-1
7.035000001E-2,-8.598619699E-2,-4.373656213E-2,1.122330800E-1
8.040100000E-2,-9.433174133E-2,-4.260259122E-2,1.084260866E-1
9.045100000E-2,-1.044682041E-1,-5.337563157E-2,1.023277119E-1
1.005010000E-1,-1.168878525E-1,-6.494653225E-2,9.904962778E-2
1.105510000E-1,-1.252158731E-1,-8.283251524E-2,9.946261346E-2
1.206010000E-1,-1.398350298E-1,-4.687158391E-2,1.130391434E-1
1.306510000E-1,-1.398323774E-1,2.165604942E-2,1.367323846E-1
1.407010000E-1,-1.344951391E-1,5.228133500E-2,1.623096466E-1
1.507510000E-1,-1.377989501E-1,9.077425301E-2,1.626016945E-1
1.608010000E-1,-1.601673663E-1,1.682266891E-1,1.525570601E-1
1.708510000E-1,-2.253820896E-1,2.057058215E-1,1.028901935E-1
1.809010000E-1,-3.417159021E-1,3.146021962E-1,1.018608361E-2
1.909510000E-1,-5.649171472E-1,6.666294336E-1,-1.683423966E-1
2.010010000E-1,-8.624535203E-1,9.451111555E-1,-4.179442227E-1
2.110510000E-1,-1.070241690E0,9.707971811E-1,-7.142456174E-1
2.211010000E-1,-9.776677489E-1,8.053586483E-1,-1.131169319E0
2.311510000E-1,-9.150337577E-1,4.352171421E-1,-1.493632913E0
2.412010000E-1,-9.128936529E-1,1.902101934E-2,-1.800669551E0
2.512510000E-1,-9.531024098E-1,-4.283808172E-1,-1.936329246E0
2.613010000E-1,-1.031996846E0,-8.317788839E-1,-1.905563831E0
2.713510000E-1,-1.070913196E0,-1.035381556E0,-1.698707581E0
2.814010000E-1,-9.690961242E-1,-9.905248284E-1,-1.324654102E0
2.914510000E-1,-7.045503259E-1,-8.000720143E-1,-8.302822113E-1
3.015010000E-1,-3.393489122E-1,-4.632007778E-1,-3.160745203E-1
3.115510000E-1,1.784084598E-3,-2.004823089E-2,1.227342859E-1
3.216010000E-1,2.372384071E-1,4.680479467E-1,4.361350834E-1
3.316520000E-1,3.413078487E-1,9.104559422E-1,5.856334567E-1
3.417020000E-1,3.243544102E-1,1.293450713E0,5.769744515E-1
3.517520000E-1,1.952510923E-1,1.741920471E0,4.845448732E-1
3.618020000E-1,-1.413382124E-2,2.125876188E0,3.531969786E-1
3.718520000E-1,-2.991197407E-1,2.425488710E0,2.287602425E-1
3.819020000E-1,-6.186661124E-1,2.655271530E0,2.048027217E-1
3.919520000E-1,-8.809134364E-1,2.852133512E0,2.985925972E-1
4.020020000E-1,-1.007957339E0,3.084871292E0,4.739881158E-1
4.120520000E-1,-9.817098975E-1,3.296973944E0,6.367872953E-1
4.221020000E-1,-8.099495769E-1,3.626456738E0,7.385621071E-1
4.321520000E-1,-6.431483030E-1,4.170317173E0,8.088005781E-1
4.422020000E-1,-6.403352022E-1,4.938817978E0,8.646827936E-1
4.522520000E-1,-8.442282081E-1,5.695307255E0,8.603753448E-1
4.623020000E-1,-1.090242743E0,6.234890938E0,7.257298827E-1
4.723520000E-1,-1.311526775E0,6.310856819E0,4.313761890E-1
4.824020000E-1,-1.621715307E0,5.924624920E0,-2.528912388E-3
4.924520000E-1,-1.786479354E0,5.568555355E0,-4.579755664E-1
5.025020000E-1,-1.770893455E0,5.262981892E0,-8.718345165E-1
5.125520000E-1,-1.633586049E0,5.015913963E0,-1.192237973E0
5.226020000E-1,-1.422952056E0,4.934602261E0,-1.401654601E0
5.326520000E-1,-1.200156808E0,4.963424206E0,-1.528670192E0
5.427020000E-1,-9.559342265E-1,5.130511761E0,-1.604899764E0
5.527520000E-1,-6.960957646E-1,5.432097912E0,-1.683066726E0
5.628020000E-1,-4.334146082E-1,5.766674042E0,-1.848551869E0
5.728520000E-1,-2.017470002E-1,5.993508339E0,-2.129436970E0
5.829030000E-1,-1.346897148E-2,6.022135735E0,-2.477715492E0
5.929530000E-1,1.190868169E-1,5.839750290E0,-2.836050987E0
6.030030000E-1,2.137842923E-1,5.511503696E0,-3.115892410E0
6.130530000E-1,2.948520482E-1,5.128630638E0,-3.338218451E0
6.231030000E-1,4.103703797E-1,4.800391674E0,-3.490296364E0
6.331530000E-1,5.586497188E-1,4.557058811E0,-3.510691166E0
6.432030000E-1,7.386056185E-1,4.405175209E0,-3.503148794E0
6.532530000E-1,9.733486772E-1,4.299866676E0,-3.424769640E0
6.633030000E-1,1.240642667E0,4.174988747E0,-3.168708086E0
6.733530000E-1,1.511907816E0,4.069344997E0,-2.808653831E0
6.834030000E-1,1.767502308E0,3.905196905E0,-2.433468580E0
6.934530000E-1,1.954806328E0,3.712721348E0,-2.124327183E0
7.035030000E-1,2.070158720E0,3.530601740E0,-1.947337031E0
7.135530000E-1,2.126455545E0,3.276213169E0,-1.814183474E0
7.236030000E-1,2.099189281E0,3.020028591E0,-1.706365943E0
7.336530000E-1,2.017039537E0,2.778501987E0,-1.665751457E0
7.437030000E-1,1.883259654E0,2.621351242E0,-1.622186661E0
7.537530000E-1,1.738286495E0,2.546765566E0,-1.522106409E0
7.638030000E-1,1.599046588E0,2.453658104E0,-1.406979799E0
7.738530000E-1,1.455587745E0,2.277081490E0,-1.325374722E0
7.839030000E-1,1.367110610E0,2.021583796E0,-1.256224155E0
7.939530000E-1,1.367388844E0,1.748576760E0,-1.195702553E0
8.040030000E-1,1.447478533E0,1.505778193E0,-1.085108995E0
8.140530000E-1,1.595140338E0,1.226844788E0,-9.611186385E-1
8.241030000E-1,1.821180940E0,8.886262774E-1,-8.044658899E-1
8.341540000E-1,2.084812403E0,7.015705705E-1,-5.795122981E-1
