"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,3.020938635E-1,9.610772133E0,2.267199457E-1
8.974062000E-3,2.350948304E-1,9.050253868E0,4.181457460E-1
1.148099000E-2,1.824527234E-1,9.112466812E0,5.473581553E-1
1.398791700E-2,7.178468257E-2,9.055039406E0,7.010970116E-1
1.782666700E-2,-1.100698411E-1,8.973683357E0,9.643075466E-1
2.033359400E-2,-1.962114573E-1,8.954540253E0,1.098305583E0
2.284052100E-2,-2.679961324E-1,8.935398102E0,1.184447169E0
2.534744800E-2,-4.025924206E-1,8.949754715E0,1.314257860E0
2.785437500E-2,-4.935196638E-1,8.916254997E0,1.352542996E0
3.036130200E-2,-6.370890141E-1,8.887541771E0,1.424327731E0
3.286822900E-2,-9.583254457E-1,8.983254433E0,1.357328653E0
3.537515600E-2,-1.030110121E0,8.839685440E0,1.357328653E0
3.788203100E-2,-9.439685345E-1,8.685946465E0,1.371685624E0
4.038895800E-2,-8.811569214E-1,8.685946465E0,1.362114310E0
4.289588500E-2,-8.955138922E-1,8.720044136E0,1.357328653E0
4.540281200E-2,-9.002995491E-1,8.763114929E0,1.357328653E0
4.767718700E-2,-9.583254457E-1,8.839685440E0,1.419542074E0
5.018411500E-2,-1.001396298E0,8.863613129E0,1.386042476E0
5.269099000E-2,-1.293320656E0,9.174679756E0,1.304686546E0
5.519791700E-2,-1.504487276E0,8.959325790E0,1.275972724E0
5.770484400E-2,-1.374676585E0,8.685946465E0,1.160519004E0
6.021177100E-2,-1.231107235E0,8.671588898E0,1.079162955E0
6.271869800E-2,-1.068395257E0,8.590232849E0,9.930213690E-1
6.522557300E-2,-9.678967595E-1,8.556734085E0,8.303094506E-1
6.773250000E-2,-8.955138922E-1,8.614161491E0,7.489534616E-1
7.023942700E-2,-8.572286963E-1,8.671588898E0,6.382854581E-1
7.274635400E-2,-8.524430394E-1,8.782257080E0,6.143572330E-1
7.525328100E-2,-8.715856671E-1,8.877969742E0,6.143572330E-1
7.752421900E-2,-8.476574421E-1,8.978468895E0,5.712863803E-1
