"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.367700001E-2,-5.695576668E-1,-5.823235512E-1,3.064102530E-1
2.362399996E-2,-5.335011482E-1,-5.161120296E-1,3.538600504E-1
3.357099998E-2,-4.876861572E-1,-4.261752665E-1,3.999803662E-1
4.351699998E-2,-4.360695481E-1,-3.339153826E-1,4.312059581E-1
5.346400000E-2,-3.897404671E-1,-2.269069552E-1,4.412839711E-1
6.341100001E-2,-3.846748769E-1,-9.177550673E-2,4.739092886E-1
7.335700002E-2,-4.068920314E-1,2.647177689E-2,5.007062554E-1
8.330399997E-2,-4.324431717E-1,8.786882460E-2,5.406206846E-1
9.325187502E-2,-4.608345628E-1,1.087765694E-1,6.056278348E-1
1.031978750E-1,-4.630891979E-1,2.153733224E-1,6.749333739E-1
1.131448750E-1,-3.927737772E-1,3.462344706E-1,7.362256646E-1
1.230918750E-1,-2.628163099E-1,5.428963900E-1,8.144826293E-1
1.330378750E-1,-8.010806888E-2,8.360173702E-1,9.063270688E-1
1.429848750E-1,1.061699316E-1,1.103610754E0,9.857435822E-1
1.529318750E-1,2.647519708E-1,1.293935180E0,1.004744530E0
1.628778750E-1,3.875907958E-1,1.387692571E0,9.676468372E-1
1.728248750E-1,5.308442116E-1,1.483742356E0,9.385527372E-1
1.827718750E-1,7.382717133E-1,1.690247297E0,9.799984097E-1
1.927188750E-1,9.827350378E-1,2.030669689E0,1.080880165E0
2.026648750E-1,1.199285746E0,2.352101088E0,1.134933710E0
2.126118750E-1,1.337804079E0,2.575127125E0,1.093278408E0
2.225578750E-1,1.343950629E0,2.738024235E0,1.001412511E0
2.325048750E-1,1.241551518E0,2.862467766E0,8.894314766E-1
2.424518750E-1,1.046853423E0,2.896099806E0,7.629686594E-1
2.523988750E-1,7.654856443E-1,2.845178366E0,6.410872936E-1
2.623448750E-1,4.568332136E-1,2.807739973E0,4.557304680E-1
2.722918750E-1,1.263113916E-1,2.742023706E0,1.838884652E-1
2.822378750E-1,-2.300826758E-1,2.570037365E0,-1.361103058E-1
2.921848750E-1,-6.017045379E-1,2.373157978E0,-5.503439307E-1
3.021318750E-1,-9.989922643E-1,2.382370234E0,-9.101244807E-1
3.120788750E-1,-1.344222426E0,2.280735970E0,-1.064942956E0
3.220248750E-1,-1.572964311E0,2.219052315E0,-1.081048608E0
3.319718750E-1,-1.695727706E0,1.918068528E0,-1.021824121E0
3.419178750E-1,-1.534343004E0,1.203830838E0,-6.428293586E-1
3.518648750E-1,-1.125821352E0,8.874573112E-1,-6.471836567E-2
3.618118750E-1,-8.651303649E-1,9.660490751E-1,5.888554454E-1
3.717588750E-1,-7.723792791E-1,1.047654033E0,1.327990651E0
3.817048750E-1,-8.012143970E-1,8.908768892E-1,2.072048187E0
3.916518750E-1,-8.838074803E-1,5.651348829E-1,2.791628122E0
4.015988750E-1,-9.723831415E-1,4.924843609E-1,3.324568510E0
4.115448750E-1,-9.945009351E-1,6.278598309E-1,3.582161427E0
4.214918750E-1,-9.381258488E-1,6.799043417E-1,3.622190714E0
4.314388750E-1,-8.805506825E-1,5.118097663E-1,3.466938734E0
4.413848750E-1,-9.009334445E-1,2.704263926E-1,3.068914175E0
4.513318750E-1,-1.042469621E0,7.434542477E-2,2.533109665E0
4.612788750E-1,-1.340796947E0,-6.243132800E-2,1.988052726E0
4.712248750E-1,-1.732115865E0,-1.067017391E-1,1.467165112E0
4.811718750E-1,-2.130480051E0,-1.262080669E-1,1.151578069E0
4.911188750E-1,-2.510063410E0,-7.956761122E-2,1.168204069E0
5.010648750E-1,-2.788551331E0,3.184146434E-2,1.412439346E0
5.110118750E-1,-2.892158747E0,-2.446159273E-1,1.716809273E0
5.209588750E-1,-2.891218185E0,-6.692247391E-1,2.028248787E0
5.309048750E-1,-2.900614023E0,-9.892759919E-1,2.324143887E0
5.408518750E-1,-2.883750916E0,-1.202738523E0,2.572151899E0
5.507988750E-1,-2.853592873E0,-1.314133048E0,2.732664347E0
5.607448750E-1,-2.815411091E0,-1.362242818E0,2.803279161E0
5.706918750E-1,-2.739764452E0,-1.370011806E0,2.827693462E0
5.806388750E-1,-2.623528481E0,-1.283497930E0,2.897435904E0
5.905848750E-1,-2.447187185E0,-1.033627629E0,3.040867329E0
6.005318750E-1,-2.169414043E0,-9.958117604E-1,3.151050091E0
6.104788750E-1,-1.855364799E0,-1.114197493E0,3.083456278E0
6.204248750E-1,-1.638312101E0,-1.242872596E0,2.868862391E0
6.303718750E-1,-1.570251465E0,-1.231876254E0,2.696991205E0
6.403188750E-1,-1.543251753E0,-9.891080260E-1,2.626155138E0
6.502648750E-1,-1.429895639E0,-6.603850126E-1,2.615796804E0
6.602118750E-1,-1.280802369E0,-4.206919968E-1,2.682896614E0
6.701588750E-1,-1.164215803E0,-2.422532737E-1,2.728409767E0
6.801048750E-1,-1.129910588E0,-9.500975162E-2,2.606613398E0
6.900518750E-1,-1.274072886E0,7.791319489E-2,2.405220032E0
6.999988750E-1,-1.520331383E0,1.176784560E-1,2.219534397E0
7.099448750E-1,-1.713746548E0,8.594840020E-2,2.065789700E0
7.198918750E-1,-1.780848861E0,-1.188870370E-1,1.940270543E0
7.298388750E-1,-1.690289259E0,-3.375029862E-1,1.923380971E0
7.397848750E-1,-1.457864285E0,-3.719145060E-1,1.986653686E0
7.497318750E-1,-1.230924368E0,-2.537178993E-1,2.073909283E0
7.596788750E-1,-1.188526273E0,1.388789117E-1,2.187259912E0
7.696258750E-1,-1.309753299E0,2.800334394E-1,2.108281136E0
7.795718750E-1,-1.416594982E0,3.584856391E-1,1.941377759E0
7.895188750E-1,-1.427830815E0,5.069054365E-1,1.756702781E0
7.994658750E-1,-1.325756192E0,5.848849416E-1,1.586594701E0
8.094118750E-1,-1.143082976E0,6.662077308E-1,1.358969092E0
