"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,1.055875182E0,9.239506721E0,-2.825244367E-1
2.000000000E-3,1.055875182E0,9.239506721E0,-2.825244367E-1
4.000000000E-3,1.055875182E0,9.239506721E0,-2.825244367E-1
6.000000000E-3,1.055875182E0,9.239506721E0,-2.825244367E-1
8.000000000E-3,-9.385557175E-1,1.017327404E1,1.204320192E0
1.000000000E-2,-1.053480864E0,1.020439911E1,1.304879785E0
1.200000000E-2,-1.132491946E0,1.021158218E1,1.364736676E0
1.399600000E-2,-1.156434774E0,1.022355366E1,1.352765322E0
1.599575000E-2,-1.166011810E0,1.024749660E1,1.333611012E0
1.799552700E-2,-1.161223292E0,1.027143860E1,1.300091267E0
1.999532700E-2,-1.113337755E0,1.030495834E1,1.194743156E0
2.199514500E-2,-9.385557175E-1,1.035523891E1,1.034326673E0
2.399497800E-2,-8.188419938E-1,1.036721039E1,9.409499764E-1
2.599482400E-2,-5.602602959E-1,1.036721039E1,7.110996246E-1
2.799468100E-2,-2.753416002E-1,1.039833546E1,4.285751879E-1
2.999441400E-2,-1.245022863E-1,1.041509533E1,2.825244367E-1
3.199416400E-2,3.280156553E-1,1.051086617E1,-2.226675600E-1
3.399234000E-2,4.620950520E-1,1.053241444E1,-3.950553536E-1
3.599211700E-2,5.842030644E-1,1.055156898E1,-5.530774593E-1
3.799190600E-2,8.427847624E-1,1.060424328E1,-8.523618579E-1
3.999170600E-2,9.553156495E-1,1.062339687E1,-9.912297726E-1
4.199151500E-2,1.106154919E0,1.067367744E1,-1.259388566E0
4.399133300E-2,1.192348838E0,1.065691757E1,-1.479661822E0
4.599107200E-2,1.245022893E0,1.064255142E1,-1.558672905E0
4.799082200E-2,1.331216812E0,1.057072353E1,-1.664021015E0
4.999058200E-2,1.357553840E0,1.044143200E1,-1.690358043E0
5.199035100E-2,1.312062621E0,1.023552513E1,-1.563461423E0
5.398916500E-2,1.312062621E0,1.023552513E1,-1.563461423E0
5.598895000E-2,1.304879785E0,1.018524456E1,-1.491633177E0
5.798874300E-2,1.261782765E0,1.008468533E1,-1.343188167E0
5.998847600E-2,1.175588965E0,9.960183144E0,-1.146857619E0
6.198820900E-2,1.149251938E0,9.917086601E0,-1.048692346E0
6.398794200E-2,1.053480864E0,9.845257759E0,-8.451790214E-1
6.598767500E-2,9.122186899E-1,9.799766541E0,-6.153286099E-1
6.798740800E-2,8.379961848E-1,9.799766541E0,-5.027977228E-1
6.998714100E-2,6.919454336E-1,9.780612946E0,-2.992843390E-1
7.198687400E-2,3.639297783E-1,9.744698524E0,7.901106775E-2
7.398664000E-2,3.639297783E-1,9.744698524E0,7.901106775E-2
7.598637300E-2,1.412622184E-1,9.778218269E0,3.112557232E-1
7.798610600E-2,1.675992459E-2,9.794978142E0,3.878725171E-1
7.998583900E-2,-2.322446555E-1,9.883566856E0,5.530774593E-1
8.198557200E-2,-5.554717779E-1,9.976943016E0,7.589851022E-1
8.398530500E-2,-7.015225291E-1,1.003440571E1,8.810931444E-1
8.598503800E-2,-9.840469360E-1,1.019482231E1,1.063058019E0
8.798477100E-2,-1.302485466E0,1.026186180E1,1.221080184E0
8.998457100E-2,-1.438959122E0,1.037678719E1,1.309668303E0
9.198433700E-2,-1.728666425E0,1.050607777E1,1.525153041E0
9.398413700E-2,-1.798100352E0,1.053002071E1,1.585009933E0
9.598390300E-2,-1.860351562E0,1.054438591E1,1.625712633E0
9.798366900E-2,-1.941756845E0,1.054917526E1,1.666415215E0
9.998343500E-2,-1.934574008E0,1.054678059E1,1.652049661E0
1.019832010E-1,-1.807677507E0,1.055396366E1,1.513181686E0
1.039829670E-1,-1.558672905E0,1.051326084E1,1.249811411E0
1.059828000E-1,-1.379102230E0,1.050368404E1,1.075029373E0
1.079826330E-1,-8.810931444E-1,1.052044392E1,6.680026650E-1
1.099824660E-1,-5.674431324E-1,1.056593513E1,4.333637357E-1
1.119822990E-1,7.015225291E-1,1.101605797E1,-5.746259689E-1
1.139820990E-1,7.015225291E-1,1.101605797E1,-5.746259689E-1
1.159819320E-1,9.984126091E-1,1.119562912E1,-8.068706393E-1
1.179817650E-1,1.412622094E0,1.165054131E1,-1.283331275E0
1.199816650E-1,1.496421814E0,1.215333939E1,-1.738243461E0
1.219815650E-1,1.474873304E0,1.242149734E1,-1.946545362E0
1.239814650E-1,1.264177084E0,1.301288319E1,-2.267378330E0
1.259813650E-1,1.060663700E0,1.328822517E1,-2.415823221E0
1.279812650E-1,5.674431324E-1,1.374074268E1,-2.681587696E0
1.299811650E-1,1.245022863E-1,1.405918121E1,-2.880312681E0
1.319810650E-1,-5.147690773E-1,1.421480942E1,-2.980872154E0
1.339809980E-1,-5.147690773E-1,1.421480942E1,-2.980872154E0
1.359809640E-1,-8.427847624E-1,1.420283794E1,-2.942563772E0
1.379808640E-1,-9.936240315E-1,1.415974140E1,-2.901860952E0
1.399807640E-1,-1.252205729E0,1.403284454E1,-2.818061352E0
1.419806640E-1,-1.415016413E0,1.398495960E1,-2.734261751E0
1.439805640E-1,-1.410227895E0,1.388200569E1,-2.705530643E0
1.459804640E-1,-1.256994247E0,1.386763954E1,-2.695953369E0
1.479803640E-1,-1.204320192E0,1.386285114E1,-2.724684715E0
1.499802640E-1,-1.288119793E0,1.382214832E1,-2.796513081E0
1.519801970E-1,-9.361614585E-1,1.384369659E1,-2.923409462E0
1.539800300E-1,-6.416656375E-1,1.388679409E1,-2.992843628E0
1.559798960E-1,-3.304099143E-1,1.393228531E1,-3.059883118E0
1.579797620E-1,3.232271075E-1,1.402805614E1,-3.189173937E0
1.599796280E-1,6.512427330E-1,1.407833576E1,-3.210722446E0
1.619794940E-1,1.132491946E0,1.412382698E1,-3.177202702E0
1.639793600E-1,1.206714511E0,1.408791256E1,-3.136499882E0
1.659792260E-1,1.259388566E0,1.398017025E1,-2.940169573E0
1.679790920E-1,1.132491946E0,1.379820538E1,-2.588211060E0
1.699788920E-1,1.019961119E0,1.369285774E1,-2.406246185E0
1.719786920E-1,4.094209969E-1,1.324991703E1,-1.865140080E0
1.739785250E-1,4.094209969E-1,1.324991703E1,-1.865140080E0
1.759783250E-1,2.298503816E-1,1.311104870E1,-1.769369125E0
1.779781250E-1,-9.098244458E-2,1.285007286E1,-1.541913033E0
1.799779250E-1,-2.442160249E-1,1.273035908E1,-1.405439258E0
1.819777250E-1,-4.884320498E-1,1.242868042E1,-1.103760719E0
