"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.321500001E-2,-9.295099378E-1,1.633273363E0,-1.931196004E-1
2.322400000E-2,-7.543258667E-1,1.678297043E0,-3.249575198E-1
3.323400000E-2,-4.701817036E-1,1.686537862E0,-5.486205220E-1
4.321300000E-2,-2.391849607E-1,1.987208724E0,-7.761489749E-1
5.322300000E-2,-2.731693983E-1,2.412993908E0,-1.071666241E0
6.320199999E-2,-6.742227674E-1,2.475450039E0,-1.507778287E0
7.321199999E-2,-1.108685970E0,2.637160063E0,-1.995879769E0
8.322199999E-2,-1.368875742E0,3.123043776E0,-2.426554441E0
9.320100001E-2,-1.124383092E0,3.169071913E0,-2.278437376E0
1.032110000E-1,-6.455641389E-1,2.310363770E0,-1.732201934E0
1.132210000E-1,-7.321174741E-1,1.055180430E0,-1.052272081E0
1.232000000E-1,-1.396630287E0,3.515731078E-3,-6.190140843E-1
1.332100000E-1,-2.296751499E0,-3.521062136E-1,-5.297341943E-1
1.432190000E-1,-3.119734049E0,-5.318511724E-1,-4.708628953E-1
1.531990000E-1,-3.685666084E0,-6.479011774E-1,-3.329669237E-1
1.632080000E-1,-3.905793190E0,-9.623816013E-1,-1.108502448E-1
1.732180000E-1,-3.682162046E0,-1.161365390E0,1.002661809E-1
1.831970000E-1,-3.069821358E0,-9.075020552E-1,4.453540742E-1
1.932070000E-1,-2.108797312E0,1.502541006E-1,1.105326176E0
2.032170000E-1,-1.193703294E0,1.162409186E0,1.762651324E0
2.131960000E-1,-5.433129668E-1,1.330111980E0,2.172330618E0
2.232060000E-1,-1.155091971E-1,6.379593015E-1,2.367258072E0
2.332160000E-1,2.343308330E-1,-5.504081249E-1,2.374817133E0
2.431950000E-1,6.318520904E-1,-1.832836270E0,1.915872812E0
2.532050000E-1,1.050383091E0,-2.354042292E0,8.408098817E-1
2.632150000E-1,9.642718434E-1,-9.400107861E-1,-2.254494876E-1
2.731940000E-1,5.707528591E-1,3.062216043E-1,-8.236330748E-1
2.832040000E-1,1.062807888E-1,1.099288821E0,-1.051928639E0
2.932130000E-1,-5.059956312E-1,1.260841727E0,-1.130728602E0
3.031930000E-1,-8.955812454E-1,1.224311471E0,-1.040217042E0
3.132020000E-1,-9.638656378E-1,1.148286581E0,-8.144665956E-1
3.232120000E-1,-7.087060809E-1,9.305065274E-1,-6.118940711E-1
3.331910000E-1,-3.163468242E-1,6.260183454E-1,-3.850181699E-1
