"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-6.870285869E-1,-1.158979225E1,-2.200604439E0
1.431563000E-3,-1.227035999E0,-1.214865589E1,-2.075459957E0
3.931563000E-3,-1.526603341E0,-1.247641945E1,-1.885423541E0
6.431563000E-3,-1.641369820E0,-1.261385822E1,-1.747308850E0
8.931563000E-3,-1.569389105E0,-1.278042984E1,-1.588210344E0
1.143156300E-2,-1.564652205E0,-1.279155445E1,-1.330839634E0
1.393156300E-2,-1.580058217E0,-1.272534657E1,-1.049047232E0
1.643156300E-2,-1.430341363E0,-1.263834858E1,-7.709850669E-1
1.893156300E-2,-1.224644184E0,-1.259826469E1,-5.497807860E-1
2.143156300E-2,-7.213497162E-1,-1.249394608E1,-2.038700134E-1
2.393156300E-2,-3.698401749E-1,-1.243451691E1,6.341901608E-3
2.643156300E-2,-3.844661266E-2,-1.240526199E1,2.229694277E-1
2.893156300E-2,2.894020677E-1,-1.239871025E1,3.862798512E-1
3.143156300E-2,6.585643888E-1,-1.234176922E1,5.211932659E-1
3.393156300E-2,1.042351604E0,-1.228640652E1,6.712669730E-1
3.643156300E-2,1.435090423E0,-1.227074909E1,7.766087651E-1
3.893156300E-2,1.800694823E0,-1.223280716E1,8.849830627E-1
4.143156300E-2,2.121175289E0,-1.217090702E1,1.145590544E0
4.393156300E-2,2.632528543E0,-1.213204384E1,1.242878079E0
4.643156300E-2,2.867654562E0,-1.236271286E1,1.255265951E0
4.893156300E-2,3.073035240E0,-1.252980423E1,1.323128343E0
5.143156300E-2,3.266989470E0,-1.272904682E1,1.453459263E0
5.393156300E-2,3.436023235E0,-1.280505943E1,1.773527741E0
5.643156300E-2,3.676853895E0,-1.311400127E1,1.750666738E0
5.893156300E-2,3.662781000E0,-1.346791935E1,1.812756419E0
6.143156300E-2,3.588888407E0,-1.377827930E1,1.861961007E0
6.393156300E-2,3.490317822E0,-1.405273247E1,1.872446418E0
6.643156300E-2,3.320480824E0,-1.425826454E1,2.038613081E0
6.893156300E-2,3.149282217E0,-1.441852474E1,2.144786596E0
7.143156300E-2,2.811750412E0,-1.474108124E1,1.959579587E0
7.393156300E-2,2.384030581E0,-1.501084518E1,1.779347062E0
7.643156300E-2,1.942878127E0,-1.518670177E1,1.608896017E0
7.893156300E-2,1.560767412E0,-1.532229137E1,1.440433264E0
8.143156300E-2,1.185465455E0,-1.536802292E1,1.213413358E0
8.393156300E-2,9.893701077E-1,-1.518648720E1,1.242149591E0
8.643156300E-2,5.827354193E-1,-1.540409374E1,7.115303874E-1
8.893156300E-2,2.524451911E-1,-1.550309753E1,2.577209175E-1
9.143156300E-2,4.872700945E-2,-1.551330757E1,-1.997840852E-1
9.393156300E-2,-5.575724319E-2,-1.549490643E1,-5.886483788E-1
9.643156300E-2,5.856872350E-2,-1.538558292E1,-8.958798647E-1
9.893156300E-2,3.520184457E-1,-1.514280224E1,-9.863646626E-1
1.014315630E-1,6.486626267E-1,-1.505230141E1,-1.206958055E0
1.039315630E-1,9.087200165E-1,-1.495448971E1,-1.585477948E0
1.064315630E-1,1.325791359E0,-1.470216370E1,-1.853743434E0
1.089315630E-1,1.839994311E0,-1.436660385E1,-2.134005547E0
1.114315630E-1,2.334873676E0,-1.378140450E1,-2.292365074E0
1.139315630E-1,2.832559586E0,-1.298750973E1,-2.380069494E0
1.164315630E-1,3.229830027E0,-1.195403385E1,-2.260277987E0
1.189315630E-1,3.915686131E0,-1.112875462E1,-2.716009140E0
1.214315630E-1,4.170406818E0,-1.002221775E1,-2.933612108E0
1.239315630E-1,4.415971756E0,-9.142312050E0,-3.176882029E0
1.264315630E-1,4.542821407E0,-8.460683823E0,-3.400905132E0
1.289315630E-1,4.697302341E0,-7.891615868E0,-3.694919348E0
1.314315630E-1,4.708397388E0,-7.537702084E0,-3.848317385E0
1.339315630E-1,5.056348801E0,-7.284555435E0,-4.192864895E0
1.364315630E-1,5.252498627E0,-7.007963657E0,-4.461825371E0
1.389315630E-1,5.536703110E0,-6.944114685E0,-4.669031143E0
1.414315630E-1,5.801595211E0,-7.039380074E0,-4.854557037E0
1.439315630E-1,6.029885769E0,-7.179830551E0,-4.996267319E0
1.464315630E-1,6.123965740E0,-7.418961525E0,-5.116968632E0
1.489315630E-1,6.192568302E0,-7.633196354E0,-5.250236511E0
1.514315630E-1,6.113983631E0,-7.890667439E0,-5.320515156E0
1.539315630E-1,6.021237850E0,-8.165303230E0,-5.375241280E0
1.564315630E-1,5.929375172E0,-8.501349449E0,-5.414932728E0
1.589315630E-1,5.821024418E0,-8.883559227E0,-5.390740395E0
1.614315630E-1,5.751863956E0,-9.277873993E0,-5.278181553E0
1.639315630E-1,5.690982819E0,-9.681470871E0,-5.090943336E0
1.664315630E-1,5.632903099E0,-1.012530422E1,-4.671094418E0
1.689315630E-1,5.628870964E0,-1.056746387E1,-4.181332588E0
1.714315630E-1,5.671634674E0,-1.098348331E1,-3.520204306E0
1.739315630E-1,5.715075016E0,-1.132689476E1,-2.762257099E0
1.764315630E-1,5.742612839E0,-1.169447899E1,-1.922701716E0
1.789315630E-1,5.728261471E0,-1.199406910E1,-1.115533471E0
1.814315630E-1,5.747424603E0,-1.231990433E1,-2.927256227E-1
1.839315630E-1,5.725395679E0,-1.261128616E1,4.668338597E-1
1.864315630E-1,5.659382820E0,-1.296368217E1,1.256154060E0
1.889315630E-1,5.590780258E0,-1.329173183E1,1.957336783E0
1.914315630E-1,5.499451637E0,-1.362691498E1,2.489797354E0
1.939315630E-1,5.361648560E0,-1.395146370E1,2.960976839E0
1.964315630E-1,5.213452339E0,-1.425203991E1,3.279861212E0
1.989315630E-1,5.028435230E0,-1.452093029E1,3.491489410E0
2.014315630E-1,4.782333851E0,-1.476908875E1,3.568515539E0
2.039315630E-1,4.478096008E0,-1.496625328E1,3.534125090E0
2.064315630E-1,4.175727844E0,-1.509467888E1,3.468860626E0
