,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
1,0.004944,-1.644816518,5.255272865,7.809885979
2,0.009949,-1.644816518,5.255272865,7.809885979
3,0.014771,-1.644816518,5.255272865,7.809885979
4,0.019959,-2.6647465230000003,3.0214824680000003,7.659051418
5,0.024964,-2.1140801909999998,3.643975019,6.782773495
6,0.029968,-1.623268723,4.319139957,6.169857979
7,0.034973,-1.1420341729999999,4.903325081,5.865794182
8,0.039978,-0.6607996821000001,5.240907668999999,5.83466959
9,0.044983,-0.09097966552000002,5.291185856,6.045359135
10,0.049988,0.2035071403,5.051765442,6.339846134
11,0.054993,0.3064578176,4.659116745,6.629544735
12,0.059876,0.23942017559999998,3.9384617810000004,6.861782074
13,0.065003,0.1436520964,3.514688015,6.904877663
14,0.069946,0.06943184882,2.964021683,6.940790653
15,0.074951,0.2274491638,2.659958124,7.383718013999999
16,0.079956,2.0326771740000003,2.844311714,11.61427212
17,0.0849,4.783615112,3.703830004,15.59343529
18,0.089966,5.628767967000001,4.570530891000001,16.48168373
19,0.094971,3.3327288630000003,4.639962673,14.40830612
20,0.099976,0.3663128614,4.316745758,12.71081638
21,0.105957,-2.30561614,4.010287762,12.05480576
22,0.110962,-3.5170822139999998,3.744531393,11.73398209
23,0.115967,-3.904942989,3.4141316410000004,10.994174
24,0.120972,-3.428496838,3.107673883,9.212887764
25,0.125977,-2.7533319,3.107673883,7.496245384
26,0.130981,-2.262520552,3.186682463,6.720524311
27,0.135986,-1.8483237030000002,3.375824451,6.004657745
28,0.141968,-1.668758631,3.4668040280000003,5.341464043
29,0.146973,-1.505952835,3.433285236,5.23611927
30,0.151977,-0.9648633003,3.426102638,6.282385349
31,0.157959,-0.026336219159999997,3.79241538,9.718064307999999
32,0.162964,-0.052672438319999994,4.280832767,12.89277649
33,0.167969,-0.1651999205,4.587290287,13.92228317
34,0.172912,0.3280056417,4.692635536,12.39957047
35,0.177978,0.7182605267000001,4.738125323999999,10.9295311
36,0.182983,0.7278373241,4.7596731189999995,10.27351952
37,0.187988,0.5626373887,4.769249916000001,9.955090522999999
38,0.192993,0.39504328369999997,4.797980309,9.715670586
39,0.197876,0.2035071403,4.75488472,9.294290542999999
40,0.202942,-0.007182605098999999,4.659116745,9.17697525
41,0.207947,-0.38546648619999996,4.534617901,8.963891029
42,0.212951,-0.8978256582999999,4.34787035,8.757989882999999
43,0.217956,-1.515529633,4.12999773,8.662221909
44,0.222961,-2.15478158,3.8929719919999997,8.494627953
45,0.227966,-2.930502892,3.6391866210000003,8.092401505
46,0.232971,-3.7325603960000002,3.2441432480000003,7.220912457000001
47,0.237976,-3.912125587,2.892195702,6.406883717
48,0.243957,-3.909731388,2.597708941,5.5904607770000005
49,0.248962,-3.9145197869999997,2.56897831,4.833893299
50,0.253967,-3.512293816,2.8371291160000003,4.654327868999999
51,0.258972,-2.705447912,3.56736064,5.114014626
52,0.263918,-1.59932673,4.484339714,5.963956356000001
53,0.268984,-1.249773264,4.288015366000001,6.895300865
54,0.274966,-1.271321058,3.766079187,8.166622162000001
55,0.27997,-1.201889277,3.447650433,9.282320022999999
56,0.284975,-1.1420341729999999,3.3111810680000002,9.797073364
57,0.289919,-1.130063176,3.2704794410000004,9.828198432999999
58,0.294985,-1.3431471590000001,3.3590650560000004,9.332598686
59,0.29999,-2.015917778,3.56496644,8.530540466
60,0.304995,-2.8275523189999996,3.7995979789999996,7.275979042
61,0.31,-2.6072857380000003,3.787626982,5.942408562000001
62,0.314943,-1.7621324059999999,3.5553896430000003,5.5090579989999995
63,0.319887,-1.422155857,3.325546265,6.454767704
64,0.32477,-1.419761658,3.112462282,7.730877399
65,0.329958,-1.539471745,2.8538885119999997,8.623914719
66,0.334963,-1.7621324059999999,2.547430515,8.963891029
67,0.339968,-2.015917778,2.217030764,9.131484985
68,0.344973,-2.588132143,2.003946781,9.481039047000001
69,0.349978,-2.863465309,2.130839586,9.591172217999999
70,0.354982,-3.098097086,2.432508945,9.679757118
71,0.359987,-3.1364042760000004,2.67671752,9.564835548
72,0.364992,-2.8036100860000004,2.932897091,9.282320022999999
73,0.369936,-2.173935175,3.521870613,9.014169693
74,0.375002,-1.505952835,4.177882195,9.440337181
75,0.379946,-1.175553083,4.683058739,10.40759468
76,0.384951,-1.055842996,4.958391666,11.12106705
77,0.389955,-1.26413846,5.0709190369999995,11.0085392
78,0.39496,-1.7501614090000002,4.953603268,10.16578007
79,0.399965,-2.657563925,4.608838081,9.203310966
80,0.40497,-3.983951569,4.027047157,8.485051155
81,0.409975,-5.202600479,3.430891037,7.943961142999999
82,0.41498,-6.24168396,2.767697096,7.797914982000001
83,0.419924,-6.126761912999999,2.470816135,8.616731644
84,0.424867,-4.977545261,2.53067112,9.545681952999999
85,0.429994,-4.355052948,2.60010314,9.244012833
86,0.434999,-3.6918590069999997,2.746149302,8.085219383
87,0.439943,-2.865859509,2.9712042810000003,7.115567684
88,0.444948,-1.8531121019999999,3.224989653,6.967126846
89,0.449953,-0.9911994934,3.5506010060000004,7.524975777000001
90,0.454958,-0.6823474765,3.766079187,7.680599213
91,0.459963,-0.5458779931000001,3.986345768,7.584830761
92,0.464967,-0.4046200812,4.237737179,7.592013359
93,0.469972,-0.23942017559999998,4.558559895,7.711723804
94,0.474977,-0.1364694983,4.745307922,7.682993412
95,0.479982,-0.4070142806,4.8267107010000005,7.5153989789999995
96,0.484987,-1.00556469,4.659116745,7.711723804
97,0.489992,-1.905784607,4.450820923,8.341399192999999
98,0.494997,-2.8945899010000002,4.23294878,9.076418877
99,0.500002,-3.8594532010000004,3.785232782,9.246406555
100,0.504945,-4.8554410930000005,3.16034627,9.270348549
101,0.50995,-5.544970988999999,2.430114746,8.992621422000001
102,0.514955,-4.915296078,2.559401512,8.676587105
103,0.51996,-4.350264548999999,2.291250944,7.445967197000001
104,0.524965,-4.42448473,1.4173674580000002,7.316680431
105,0.52997,-4.220977783,0.940921247,7.635109425
106,0.534975,-3.988739967,0.9361328483,7.606379032
107,0.53998,-3.823540211,1.22583127,7.7284832
108,0.544984,-3.572149038,1.845929503,8.140285492
109,0.549989,-3.08373189,3.1172506810000002,9.208099365
110,0.554933,-2.844311714,3.459621429,9.514557838
111,0.559938,-2.8299465180000003,3.323152065,9.490615845
112,0.564943,-3.289633036,3.205836058,9.48343277
113,0.569948,-4.096478939,3.095702887,9.655815125
114,0.574953,-4.989516258,2.987963676,9.844957352
115,0.579957,-6.10042572,3.090914488,10.57518864
116,0.584962,-8.755595207,4.771644115,11.40597725
117,0.589967,-8.420407295,4.86741209,10.45069027
118,0.594972,-7.606379032,4.50109911,9.059659004
119,0.599977,-6.8665704729999995,4.046200752,7.972691536
120,0.604982,-6.24168396,3.7517139910000004,7.13232708
121,0.609987,-5.650316237999999,3.787626982,6.682217121
122,0.614992,-5.080495834,4.1994299889999995,6.682217121
123,0.619996,-5.015852451000001,4.692635536,6.91684866
124,0.625001,-5.480327606,5.341464043,7.632715225
125,0.629945,-5.87297678,5.5904607770000005,7.4651207920000004
126,0.63495,-5.983109951,5.305551052,7.338228226
127,0.639955,-5.628767967000001,4.893748283,6.957550049
128,0.64496,-4.951209068,4.570530891000001,6.91684866
129,0.649965,-4.187458992,4.074931145,7.10359621
130,0.654969,-3.7995979789999996,3.574543238,7.228095055
131,0.659974,-3.543418407,2.964021683,7.1969704629999995
132,0.664979,-3.60566783,2.257732153,7.0700774189999995
133,0.669984,-4.084507942,1.5538369419999998,6.943184852999999
134,0.674989,-4.838681698,0.9792284966,6.928819656
135,0.679994,-5.662287235,0.5482721925,6.892906666
