"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-3.396287384E0,5.621559906E0,6.174210663E0
1.016300000E-2,-3.201542358E0,5.588628387E0,6.563551025E0
2.029500002E-2,-3.240162048E0,5.452860718E0,6.981032867E0
3.027400002E-2,-3.319497070E0,5.423222351E0,7.466772766E0
4.028400002E-2,-3.419638824E0,5.393434296E0,8.339458008E0
5.026300001E-2,-3.473526764E0,4.801116028E0,8.603658600E0
6.024200001E-2,-3.612138519E0,4.404889984E0,8.631500702E0
7.025200000E-2,-3.872596893E0,4.328848114E0,8.333171082E0
8.023100000E-2,-4.296814728E0,4.700375519E0,8.080047455E0
9.021000002E-2,-4.494703217E0,5.284460907E0,8.023016052E0
1.002200000E-1,-3.808829498E0,5.231920166E0,7.943082275E0
1.101990000E-1,-2.628683624E0,4.692292328E0,7.622299347E0
1.201790000E-1,-1.447639618E0,4.348008270E0,7.829468536E0
1.301880000E-1,-8.044271851E-1,4.342320099E0,8.051905975E0
1.401680000E-1,-7.649093628E-1,4.176165619E0,8.327333221E0
1.501470000E-1,-8.726852417E-1,3.897295532E0,8.772956543E0
1.601260000E-1,-1.229842529E0,3.575614471E0,9.293573914E0
1.701360000E-1,-1.438059540E0,3.415746918E0,9.408684540E0
1.801150000E-1,-1.132844238E0,3.599414978E0,9.061556396E0
1.900940000E-1,-7.345225525E-1,3.644920349E0,8.868308258E0
2.001040000E-1,-6.080355835E-1,3.608246613E0,9.040599976E0
2.100840000E-1,-3.270698547E-1,3.620970154E0,9.051676941E0
2.200630000E-1,-4.984634399E-2,3.625011749E0,8.992549896E0
2.300730000E-1,1.092727661E-1,3.684438171E0,9.179810486E0
2.400520000E-1,2.739303589E-1,3.862268372E0,8.701854401E0
2.500310000E-1,5.396278381E-1,4.148922272E0,8.729247437E0
2.600410000E-1,1.087189178E0,3.835174713E0,8.264463959E0
2.700200000E-1,1.554816742E0,3.389102325E0,8.242759094E0
2.799990000E-1,1.310674438E0,3.551813965E0,8.290659485E0
2.900090000E-1,1.427880707E0,3.745660858E0,8.506959686E0
2.999880000E-1,1.697170715E0,3.504063263E0,9.090296631E0
3.099680000E-1,1.785636749E0,3.620820465E0,9.139544220E0
3.199470000E-1,2.194586334E0,3.994144135E0,8.571026459E0
3.299570000E-1,1.857637024E0,3.787124634E0,7.923473053E0
3.399360000E-1,1.642085266E0,4.172423401E0,8.194858704E0
