"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,1.830509305E0,8.446663857E0,-1.071984529E0
1.026598900E-2,1.456630826E0,7.962715626E0,-1.196411371E0
1.277338500E-2,1.437488198E0,7.957930088E0,-1.258624673E0
1.528078100E-2,1.394417405E0,7.833503246E0,-1.258624673E0
1.778453100E-2,1.380060434E0,7.685148239E0,-1.311266780E0
2.029192700E-2,1.380060434E0,7.540980339E0,-1.253839016E0
2.279932300E-2,1.389631748E0,7.454838753E0,-1.239482164E0
2.530671900E-2,1.442273855E0,7.383054256E0,-1.234696507E0
2.781411400E-2,1.475773335E0,7.234699249E0,-1.263410330E0
3.032151000E-2,1.470987678E0,7.105486870E0,-1.311266780E0
3.282890600E-2,1.432702541E0,7.013961315E0,-1.440479279E0
3.533630200E-2,1.413560033E0,6.951747894E0,-1.469791293E0
3.784369800E-2,1.380060434E0,6.884748936E0,-1.488933921E0
4.035109400E-2,1.346560955E0,6.803392887E0,-1.498505235E0
4.285848900E-2,1.346560955E0,6.745965004E0,-1.508076429E0
4.536588500E-2,1.289133191E0,6.731608391E0,-1.570289850E0
4.767098900E-2,1.269990563E0,6.712465763E0,-1.584646821E0
5.017838500E-2,1.207777262E0,6.631109715E0,-1.646860242E0
5.268578100E-2,1.168893814E0,6.626324177E0,-1.728216171E0
5.519317700E-2,1.101894855E0,6.664609432E0,-1.862214208E0
5.770057300E-2,1.082752228E0,6.607181549E0,-1.924427629E0
6.020796900E-2,1.015753269E0,6.611967087E0,-1.986641049E0
6.271536400E-2,1.030110121E0,6.635895252E0,-1.967498422E0
6.522276000E-2,8.913264275E-1,6.635895252E0,-2.049452543E0
6.773015600E-2,7.668996453E-1,6.664609432E0,-2.231307030E0
7.023755200E-2,7.621139884E-1,6.736393929E0,-2.370090723E0
7.274494800E-2,7.190431952E-1,6.836892605E0,-2.523231506E0
7.525234400E-2,6.903293133E-1,6.851249218E0,-2.508874655E0
7.751677100E-2,5.557330847E-1,6.966104984E0,-2.562114954E0
8.002416600E-2,4.073780477E-1,7.085746288E0,-2.672184706E0
8.253156200E-2,3.451646566E-1,7.085746288E0,-2.710469961E0
8.503895800E-2,3.451646566E-1,7.172485828E0,-2.787040234E0
8.754635400E-2,2.638086975E-1,7.196413994E0,-2.863610506E0
9.005375000E-2,1.633101404E-1,7.244270325E0,-2.973680258E0
9.256114600E-2,9.571290761E-2,7.373483181E0,-3.103491068E0
9.506854100E-2,7.657032460E-2,7.478767395E0,-3.146561861E0
9.757593700E-2,3.349951655E-2,7.483552933E0,-3.064607620E0
1.000833330E-1,-1.052841991E-1,7.536194801E0,-3.361915827E0
1.025907290E-1,-1.770688742E-1,7.675576687E0,-3.567698479E0
1.050981250E-1,-2.297109663E-1,7.780860901E0,-3.649652719E0
1.073599480E-1,-2.488535494E-1,7.895716667E0,-3.630510092E0
1.098673440E-1,-2.967100143E-1,7.938787460E0,-3.620938778E0
1.123747390E-1,-3.493520916E-1,7.986643791E0,-3.721437454E0
1.148821350E-1,-4.360919297E-1,8.010572433E0,-3.745365620E0
1.173895310E-1,-4.791627228E-1,8.053643227E0,-3.841078520E0
1.198969270E-1,-5.078766346E-1,8.058428764E0,-3.898506403E0
1.224043230E-1,-5.700899959E-1,8.053643227E0,-3.917648792E0
1.249117190E-1,-6.610172391E-1,8.091927528E0,-4.003790379E0
1.274191140E-1,-7.184450030E-1,8.072785378E0,-4.094717979E0
1.299265100E-1,-7.902296782E-1,8.072785378E0,-4.152743816E0
1.324339060E-1,-8.811569214E-1,8.048856735E0,-4.224528313E0
1.349413020E-1,-9.146564603E-1,8.034500122E0,-4.310669899E0
1.372030730E-1,-9.583254457E-1,8.058428764E0,-4.358526230E0
