,Time (s),X (rad/s),Y (rad/s),Z (rad/s)
8296,83.00531833,0.7028064728,-1.8405874969999998,-0.5013132691
8297,83.01532433,0.9253564476999999,-1.824383259,-0.4404501915
8298,83.02532933,1.0560323,-1.5614082809999998,-0.3196228445
8299,83.03533533,0.9284858704000001,-1.252737761,-0.17301402989999998
8300,83.04534133,0.5606601834,-1.17279017,-0.06215569749
8301,83.05534733,0.1941079795,-1.458810568,-0.06227074936000001
8302,83.06535233,-0.05396014825,-1.745071054,-0.0456648767
8303,83.07535833,-0.06484419852000001,-1.878701806,0.03569789231
8304,83.08536433,0.1360295266,-1.976256847,0.13091149929999998
8305,83.09537033,0.365708828,-2.113723278,0.1962477118
8306,83.10537533,0.47090211509999996,-2.2580873969999997,0.22687432170000002
8307,83.11538133,0.4515240788,-2.2781484130000003,0.2230210155
8308,83.12538733,0.4072620571,-2.229451895,0.15857490900000001
8309,83.13539333,0.3980048895,-2.221674681,0.04865337163
8310,83.14539833,0.41351887579999996,-2.2836673259999998,-0.053844504060000006
8311,83.15540433,0.4810270369,-2.324024916,-0.09541369975
8312,83.16541033,0.5957522392,-2.236302614,-0.10194989289999999
8313,83.17541633,0.6902335881999999,-2.00973773,-0.11320228130000001
8314,83.18542133,0.6936605573000001,-1.785380244,-0.11676905300000001
8315,83.19542733,0.5889250636,-1.712660909,-0.1004752219
8316,83.20543333,0.4421177506,-1.8132804630000001,-0.06656785308999999
8317,83.21543833,0.3316642642,-1.989211082,-0.06543280928999999
8318,83.22544433,0.2568784356,-2.170962095,-0.07795152812999999
8319,83.23545033,0.20851016039999998,-2.2998270990000003,-0.046124532819999994
8320,83.24545633,0.18590311710000001,-2.324645281,-0.003921687603
8321,83.25546133,0.1842440069,-2.245557785,0.01589755714
8322,83.26546733,0.1794556379,-2.177446604,0.01685150154
8323,83.27547333,0.1845927387,-2.1361906530000003,0.0074189398439999995
8324,83.28547933,0.2306816727,-2.0811467169999998,-0.01031718031
8325,83.29548433,0.3032123446,-2.012432814,-0.03440707177
8326,83.30549033,0.3461587429,-1.977944851,-0.04623283818
8327,83.31549633,0.35768148299999997,-1.9643540380000002,-0.04630154744
8328,83.32550233,0.3397876918,-1.995952129,-0.026090284810000003
8329,83.33550775,0.3388035595,-2.062697649,-0.007921843789999999
8330,83.34551375,0.37146830560000005,-2.121542454,-0.013166939840000001
8331,83.35551975,0.4404903054,-2.174099684,0.007736566477
8332,83.36552575,0.4914802611,-2.233693838,0.02521808818
8333,83.37553075,0.5126609206,-2.304677486,0.027400638910000004
8334,83.38553675,0.5124114156,-2.305416346,0.01959731057
8335,83.39554275,0.48773282770000004,-2.257120371,0.01727325656
8336,83.40554775,0.438895762,-2.227874994,0.024038219819999998
8337,83.41555375,0.3718972504,-2.20506072,0.02910106443
8338,83.42555975,0.3198542893,-2.179293871,0.03219965473
8339,83.43556575,0.3231376708,-2.152701616,0.02511688881
8340,83.44557075,0.3811988235,-2.153167486,0.03728194162
8341,83.45557675,0.4419147968,-2.18012476,0.06427565217
8342,83.46558275,0.4741742015,-2.1864948269999998,0.08423019201
8343,83.47558875,0.4854348898,-2.160556316,0.1073374599
8344,83.48559375,0.47647282479999997,-2.130726814,0.1289061308
8345,83.49559975,0.47620058060000003,-2.100708246,0.1441613436
8346,83.50560575,0.4764128327,-2.082896233,0.163808018
8347,83.51561175,0.4803977311,-2.089041233,0.19568099079999998
8348,83.52561675,0.45604524020000003,-2.093643427,0.2267840505
8349,83.53562275,0.3811359107,-2.110571861,0.2239836454
8350,83.54562875,0.2979456782,-2.109067678,0.19456796350000002
8351,83.55563475,0.20673967899999998,-2.100870132,0.1629532278
8352,83.56563975,0.1324393451,-2.084134817,0.1238742769
8353,83.57564575,0.06834048033,-2.09762454,0.08288013934999999
8354,83.58565175,-0.017745668069999998,-2.164253712,0.03654672951
8355,83.59565775,-0.18630401789999998,-2.269472361,-0.030100828039999996
8356,83.60566275,-0.39466309549999995,-2.378305197,-0.1276391
8357,83.61566875,-0.5514073372,-2.4390387540000003,-0.24107325079999997
8358,83.62567475,-0.6172391175999999,-2.393065929,-0.3380847573
8359,83.63568075,-0.625336349,-2.2482059,-0.39819797869999995
8360,83.64568575,-0.6413164139,-2.0648169519999997,-0.4217911959
8361,83.65569175,-0.6770185828,-1.90702188,-0.4436780214
8362,83.66569775,-0.7136999369,-1.76214695,-0.4846427739
8363,83.67570275,-0.7491300106000001,-1.6229763030000002,-0.5145030022
8364,83.68570875,-0.7922721505,-1.57286644,-0.5094379187
8365,83.69571475,-0.8106440902,-1.632857561,-0.47523069380000005
8366,83.70572075,-0.7336313128,-1.728192329,-0.4318632483
8367,83.71572575,-0.5400483608,-1.816997051,-0.39522978659999997
8368,83.72573175,-0.3217565119,-1.9308573009999999,-0.3424307704
8369,83.73573775,-0.1631409973,-2.079585791,-0.30001086
8370,83.74574375,-0.0489419736,-2.216006041,-0.299821496
8371,83.75574875,0.09759119153,-2.171760559,-0.37080276009999996
8372,83.76575475,0.2262812555,-2.0415415759999997,-0.4221900403
8373,83.77576075,0.3152068257,-1.945696712,-0.41920703649999996
8374,83.78576675,0.35715746880000004,-1.876175165,-0.3868882656
8375,83.79577175,0.3644386232,-1.8547648190000001,-0.3737400472
8376,83.80577775,0.3292814493,-1.8941042419999998,-0.3501644135
8377,83.81578375,0.2725788355,-1.984276652,-0.3150061369
8378,83.82578975,0.2222610414,-2.119859934,-0.26787272100000004
8379,83.83579475,0.2011129707,-2.2813906669999997,-0.20702429120000002
8380,83.84580075,0.2296977341,-2.4316504,-0.1401856095
8381,83.85580675,0.3238113523,-2.538356543,-0.06484922022
8382,83.86581275,0.4612120986,-2.531411409,-0.0054484778079999996
8383,83.87581775,0.5677488446,-2.362713814,0.04512699321000001
8384,83.88582375,0.5652489065999999,-2.091738701,0.07802689075000001
8385,83.89582975,0.4968948364,-1.814055204,0.1004360542
8386,83.90583575,0.41908365490000005,-1.609808326,0.09338000417000002
8387,83.91584075,0.3917258978,-1.497568011,0.08273907751
8388,83.92584675,0.3987161517,-1.436586142,0.06489270926
8389,83.93585275,0.3968203366,-1.419960976,0.047329962249999996
8390,83.94585875,0.36682036520000005,-1.4460674519999999,0.02816292457
8391,83.95586375,0.3178134561,-1.4786283969999998,0.013771822680000002
8392,83.96586975,0.2894329727,-1.5026605130000001,0.001425141119
