"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-2.516117706E0,7.261549530E0,5.487738190E0
9.918000025E-3,-2.673590240E0,7.516020355E0,5.636379089E0
1.983700000E-2,-2.665806427E0,7.568112030E0,5.909561005E0
2.975500003E-2,-2.671793976E0,7.539970551E0,6.283333740E0
3.967300002E-2,-2.901715851E0,7.531288605E0,6.595734100E0
4.956100002E-2,-2.789598999E0,7.474257202E0,6.662944336E0
5.947900002E-2,-2.781066742E0,7.487729187E0,6.889573059E0
6.939700001E-2,-3.125051422E0,7.528743896E0,7.354206848E0
7.931500001E-2,-3.218606873E0,7.719447327E0,7.859555969E0
8.923400001E-2,-3.166066132E0,7.917036438E0,8.076155548E0
9.915200001E-2,-2.816393280E0,7.836952972E0,8.177195435E0
1.090700000E-1,-2.254461823E0,7.531887360E0,8.129444733E0
1.189880000E-1,-1.678309937E0,7.079078979E0,7.974367218E0
1.289060000E-1,-8.966354370E-1,6.959028625E0,6.942562866E0
1.387940000E-1,-4.932243347E-1,6.679709473E0,6.125112762E0
1.487120000E-1,-8.840615845E-1,6.042634277E0,5.905070343E0
1.586310000E-1,-1.273252258E0,5.558391266E0,6.097120972E0
1.685490000E-1,-1.488354950E0,5.251679077E0,6.437213745E0
1.784670000E-1,-1.673819275E0,5.034181366E0,6.885531464E0
1.883850000E-1,-1.748064880E0,5.170847168E0,7.289241943E0
1.983030000E-1,-1.803449707E0,5.577102356E0,7.409292297E0
2.081910000E-1,-1.709894257E0,6.206244049E0,7.613916779E0
2.181090000E-1,-1.782942352E0,6.669081573E0,8.187823334E0
2.280280000E-1,-1.930236053E0,7.012467499E0,8.514893188E0
2.379460000E-1,-2.162552948E0,7.019502869E0,8.100255432E0
2.478640000E-1,-2.232008514E0,6.297554169E0,7.125482483E0
2.577820000E-1,-1.976789246E0,5.408852234E0,6.196963348E0
2.677000000E-1,-1.337768097E0,5.070555725E0,6.054908752E0
2.776190000E-1,-9.633966064E-1,5.263055420E0,6.862629089E0
2.875370000E-1,-6.512956238E-1,5.158273315E0,7.555987244E0
2.974550000E-1,1.573228455E-1,4.801864471E0,8.170758820E0
3.073430000E-1,3.462300110E-1,3.917054443E0,8.882229309E0
3.172610000E-1,-3.330574036E-1,3.540287933E0,9.403445435E0
3.271790000E-1,-8.104147339E-1,3.868405609E0,7.948471069E0
3.370970000E-1,-1.157093811E0,3.817661133E0,6.363566895E0
3.470160000E-1,-1.155447235E0,3.450923767E0,6.057603149E0
3.569340000E-1,-1.636097717E-1,2.877017212E0,6.349645844E0
3.668520000E-1,1.043031006E0,2.176473999E0,6.109694824E0
3.767700000E-1,3.239263916E-1,2.318827972E0,5.850883026E0
3.866880000E-1,-5.731132050E0,7.612719269E0,4.762945404E0
3.965760000E-1,-5.463787994E0,9.128616943E0,7.588320007E0
4.064940000E-1,-1.431772614E0,2.238594818E0,8.034242706E0
4.164130000E-1,-4.926255798E-1,2.945574646E0,9.550589447E0
4.263310000E-1,7.878117371E-1,3.209924927E0,1.087772964E1
4.362111250E-1,1.470691681E0,2.523153076E0,1.064900528E1
4.461291250E-1,1.494192810E0,1.741179199E0,1.063942520E1
4.560471250E-1,9.506730652E-1,1.122366028E0,1.023182281E1
4.659661250E-1,4.296066284E-2,1.201701050E0,1.030696655E1
4.758841250E-1,-1.348395996E0,2.175875244E0,1.077713882E1
4.858021250E-1,-2.109413452E0,2.923720093E0,1.089015381E1
4.956901250E-1,-2.171534271E0,2.379302216E0,1.015024246E1
5.056081250E-1,-1.594783630E0,4.575984192E-1,9.673783264E0
5.155261250E-1,-8.391549683E-1,-4.427792358E-1,1.001941452E1
5.254441250E-1,-1.836680603E-1,-1.321751404E-1,1.114657059E1
5.353631250E-1,7.089257812E-1,7.264393616E-1,1.155447235E1
5.452811250E-1,2.032922516E0,1.185085602E0,1.238015533E1
5.551991250E-1,3.981570282E0,9.849517822E-1,1.514445694E1
5.651171250E-1,1.141975250E0,1.114432526E0,1.133203491E1
5.750351250E-1,2.179617462E0,6.689588928E-1,7.627837830E0
5.849541250E-1,3.222199402E0,3.444337463E-1,8.877139893E0
5.948411250E-1,4.149221649E0,2.724334717E-1,9.905501404E0
6.047601250E-1,5.170547791E0,1.001417542E-1,8.568182373E0
6.146781250E-1,1.817071381E0,-4.418811035E-1,8.384364624E0
6.245961250E-1,-2.427352295E0,-2.264341278E0,8.200247498E0
6.345141250E-1,-4.691992950E0,-4.002077637E0,7.091503143E0
6.444321250E-1,-3.392245789E0,-3.109184418E0,6.140081635E0
6.543511250E-1,9.497749329E-1,-8.472381592E-1,6.615193634E0
6.642691250E-1,3.972588959E0,-4.164340210E-1,6.425538025E0
6.741871250E-1,3.725602570E0,-8.243357849E-1,5.301076355E0
6.840751250E-1,2.672542419E0,-1.120719452E0,4.101171570E0
6.939931250E-1,3.429667969E0,-1.187630310E0,4.305197296E0
7.039111250E-1,3.273392944E0,-1.381776581E0,4.600682831E0
7.138291250E-1,1.851050720E0,-1.995949402E0,3.148552551E0
7.237481250E-1,1.846859436E0,-2.610720978E0,2.243684235E0
7.336661250E-1,2.218835907E0,-3.493435364E0,1.781595154E0
7.435841250E-1,2.379601593E0,-4.038751373E0,6.704557800E-1
7.535021250E-1,2.037263489E0,-4.247866516E0,2.983296204E-1
7.634201250E-1,1.786385193E0,-4.612208862E0,1.067280579E-1
7.733391250E-1,2.585273895E0,-4.988975372E0,-1.686991882E-1
7.832571250E-1,3.580254822E0,-5.132227478E0,1.044827271E-1
7.931751250E-1,5.363795929E0,-6.668782196E0,3.348536682E-1
8.030631250E-1,6.185287628E0,-7.478298798E0,1.371897125E0
8.129811250E-1,7.464228058E0,-8.142018585E0,2.765050049E0
8.228991250E-1,9.405092010E0,-6.550079041E0,3.999083862E0
8.328171250E-1,1.169667664E1,-6.980883179E0,3.370091858E0
8.427361250E-1,1.387000717E1,-5.452860718E0,3.626957703E0
8.526541250E-1,1.685494995E1,-5.161416779E0,1.594035187E0
8.625721250E-1,1.966370911E1,-5.805078278E0,1.931433563E0
8.724901250E-1,2.280372940E1,-6.307433624E0,1.815424805E0
8.824081250E-1,2.614148849E1,-8.403225403E0,2.564766541E0
8.923271250E-1,2.833832016E1,-5.286257172E0,2.812651062E0
9.022451250E-1,2.851869507E1,-1.807341614E0,3.585493927E0
9.121631250E-1,3.016766602E1,-5.885760498E-1,4.135749664E0
9.220511250E-1,3.427243011E1,2.498753815E0,7.478448486E-1
9.319691250E-1,3.452794876E1,3.245251465E-1,-1.326242065E-1
9.418871250E-1,3.453348724E1,-2.077679443E-1,2.744243317E0
9.518051250E-1,3.151426575E1,-4.311035156E-1,3.041974182E0
9.617241250E-1,2.607921799E1,-6.453080750E-1,-9.454339600E-1
9.716421250E-1,1.983674927E1,-2.010918274E0,-6.336323547E-1
9.815601250E-1,1.622835297E1,-5.580694885E0,2.341580658E0
9.914781250E-1,1.378139145E1,-1.911225586E0,1.271455994E0
1.001396125E0,1.263417709E1,-3.218157806E0,3.692820740E0
1.011315125E0,1.328936462E1,-4.309687958E0,5.633385315E0
1.021233125E0,1.176643158E1,-5.497467957E0,6.398594055E0
1.031151125E0,9.162745972E0,-5.789959717E-1,7.104226685E-1
1.041069125E0,1.378438522E1,2.809657288E-1,4.327949982E0
1.050988125E0,1.277428574E1,-5.291945343E0,-6.682104492E-1
1.060875125E0,8.640182648E0,3.607498169E-1,1.915267181E0
1.070793125E0,1.077130096E1,-4.508624268E-1,2.418221283E0
1.080712125E0,8.933123474E0,-3.414100342E0,3.697311401E-2
1.090630125E0,3.348087616E0,1.637444916E0,-6.840924225E0
1.100548125E0,1.784139862E0,-1.225950623E0,-1.432221680E0
1.110466125E0,2.318678284E-1,-2.982398071E0,5.182073822E0
1.120385125E0,-1.855990448E0,-8.608598328E-1,1.084943848E0
1.130303125E0,4.084107056E0,-2.559377747E0,-1.196312256E0
1.140221125E0,1.182121765E1,4.121379547E0,1.230321533E1
1.150139125E0,8.292455750E0,-4.246219940E0,-5.329217834E0
1.160057125E0,4.177662506E0,3.087030487E0,-3.628454590E0
1.169976125E0,5.258864136E0,-2.320175171E0,3.071762238E0
1.179894125E0,2.454595642E0,1.010398865E-1,-1.858535156E0
1.189782125E0,5.201383667E0,-2.702480164E0,-3.891607361E0
1.199700125E0,7.651488647E0,-2.540367279E0,4.554279327E0
1.209618125E0,4.707560577E0,3.888912964E-1,5.407954102E0
