,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
1004,10.00657138,-1.122665405,-12.44422211,-1.2859758
1005,10.01655038,-2.0303778080000003,-13.31825455,-0.5662724304
1006,10.02649938,-2.997516632,-13.7077446,0.4716691589
1007,10.03647837,-3.548520813,-13.14461563,1.381028137
1008,10.04642738,-3.466341705,-12.58313324,2.021995239
1009,10.05640637,-2.788551178,-11.98692307,1.8923648069999999
1010,10.06638638,-1.5353572080000002,-11.13758926,0.8312214661
1011,10.07633438,0.3067121887,-10.2586171,0.2348616028
1012,10.08631438,2.198927307,-9.975705414,0.3502716064
1013,10.09626238,3.1054422,-10.30831375,0.5215155029
1014,10.10624237,3.440445557,-10.48584457,0.8258326720999999
1015,10.11622137,3.757486267,-10.9552684,1.479074249
1016,10.12616937,4.093687134,-11.89875641,2.322420502
1017,10.13614938,4.354893951,-12.76216095,3.1274464419999997
1018,10.14609737,4.380939789,-13.4462384,3.4908906560000004
1019,10.15607738,4.16434021,-13.64098343,3.487447815
1020,10.16605637,3.710484009,-13.29999252,3.44703186
1021,10.17600538,3.112327881,-12.61980698,3.5829492189999996
1022,10.18598437,2.568059692,-11.84621567,3.576662292
1023,10.19593337,2.16464859,-11.22949814,2.8876451110000003
1024,10.20591238,1.922302551,-11.05421265,1.895059204
1025,10.21589138,1.662143555,-11.04328537,0.7093748473999999
1026,10.22584038,1.377435608,-11.20689514,-0.5851332092
1027,10.23581937,1.41934845,-11.24102417,-1.287322998
1028,10.24576838,1.300944672,-10.59377014,-1.414408722
1029,10.25574737,1.017284546,-9.821975098,-0.6941065979000001
1030,10.26572638,0.6746470642,-9.184301147000001,0.2174977112
1031,10.27567537,0.3219804382,-8.942703552000001,0.8771759033
1032,10.28565438,-0.02020797729,-8.84345993,0.9084608459
1033,10.29560338,-0.33230896,-8.981772308,0.636177063
1034,10.30558238,-0.4083508301,-9.147477722,0.3074606323
1035,10.31553138,-0.2487826538,-9.029672698999999,-0.0773890686
1036,10.32551037,-0.1603166199,-8.707542572000001,-0.4864883423
1037,10.33549038,0.1553768921,-8.480015717,-0.8545729065000001
1038,10.34543837,0.5932164001,-8.130193176,-1.1942166140000001
1039,10.35539333,0.9704319763,-7.666607207999999,-1.362317047
1040,10.36534133,1.2522958370000001,-7.113657074,-1.247805176
1041,10.37532133,1.625918884,-6.708300017999999,-1.091081085
1042,10.38530033,1.937570801,-6.445746002000001,-0.8336164856
1043,10.39524933,2.196831665,-5.913153534,-0.2356100464
1044,10.40522833,2.36942276,-5.4152888489999995,0.2312690735
1045,10.41517633,2.4236100769999998,-5.094056854,0.1432521057
1046,10.42515633,2.396217041,-4.724625092,-0.1432521057
1047,10.43513533,2.193837891,-4.383035431000001,-0.5909710693
1048,10.44508433,1.6268170169999998,-4.439019012,-1.445543976
1049,10.45506333,1.085542603,-4.750072174,-1.7515077209999999
1050,10.46501233,0.6613247681000001,-4.901557158999999,-2.057471466
1051,10.47499133,0.4372407532,-5.0868717960000005,-2.506238251
1052,10.48497033,0.3855981445,-5.318440247,-2.998115387
1053,10.49491933,0.3721261597,-5.6113810729999996,-3.559148712
1054,10.50489833,0.3237767029,-6.129603424,-3.971541138
1055,10.51484733,0.2215393066,-7.0663554379999995,-4.328698425
1056,10.52482633,0.20657043460000002,-8.34739151,-4.984185333
1057,10.53480533,0.2918930054,-9.772128754,-5.870791626
1058,10.54475433,0.4236190796,-10.98894836,-7.12697937
1059,10.55473333,0.5604345703,-11.803255,-8.572373657
1060,10.56468233,0.49681686399999997,-12.23660385,-9.823172607
1061,10.57466133,-0.0004490661621,-12.42581039,-10.28331573
1062,10.58464133,-0.6906637573000001,-12.50185226,-9.432185668999999
1063,10.59458933,-1.271455994,-12.43269608,-7.74249939
1064,10.60456933,-1.527573395,-12.01012482,-6.186934204
1065,10.61451733,-1.387165375,-11.38203094,-5.25482254
1066,10.62449733,-0.996328125,-10.79659836,-4.946912842
1067,10.63447633,-0.4831951904,-10.18931122,-5.206772461
1068,10.64442533,0.07723937988,-9.686057738999999,-5.758674774
1069,10.65440433,0.6762936401,-9.947713623,-6.411317596
1070,10.66435333,1.4139596559999998,-12.27672043,-7.0326754760000005
1071,10.67433233,2.409838715,-17.17139191,-6.96786026
1072,10.68431133,3.239712982,-22.79804123,-5.703589325
1073,10.69426033,3.220852203,-25.58285019,-2.479144592
1074,10.70423933,2.809507599,-20.4826561,4.030668182
1075,10.71418833,2.673141174,-10.05324417,7.302863617000001
1076,10.72416733,3.2488439939999996,-3.2067814639999996,5.529651031
1077,10.73414633,4.791685638,1.4178515619999998,3.604354706
1078,10.74409533,6.7800009160000005,4.469106445,0.44861709590000004
1079,10.75407433,7.666607207999999,4.96233078,-2.198029175
1080,10.76402333,6.965764618,2.949167175,-3.7351826480000003
1081,10.77400233,4.6912445069999995,-0.9466314697,-0.1320254517
1082,10.78398133,1.65211441,-5.74280777,5.767207031
1083,10.79393033,0.0004490661621,-9.49520462,8.772507477000001
1084,10.80390933,-0.1818717957,-11.77616135,8.907975769
1085,10.81385833,-0.46717849729999994,-13.6799025,6.544091492000001
1086,10.82383733,-1.243164825,-16.1708725,2.83166153
1087,10.83381733,-2.287243652,-18.80793869,-1.303788757
1088,10.84376533,-3.883973236,-19.31927536,-4.319118347
1089,10.85374533,-4.96697113,-16.83683762,-4.6396018980000004
1090,10.86369333,-4.739144897,-13.04582108,-2.517464905
1091,10.87367333,-3.962260437,-10.3713327,-0.4149371338
1092,10.88365233,-2.5369244380000002,-8.83537674,0.8306227112000001
1093,10.89360133,-1.0292596440000001,-8.15549057,0.9310638428
1094,10.90358033,-0.214354248,-7.9230239870000005,-0.08322692871000001
1095,10.91352933,0.2761756897,-7.820038147000001,-1.069825287
1096,10.92350833,0.5525010681,-7.8954812620000006,-1.305734711
1097,10.93345733,0.8235873413,-8.310867462000001,-0.8798703003
1098,10.94343633,1.00396225,-8.805888062000001,-0.2240840149
1099,10.95341533,0.9225315856999999,-9.195527802,0.23261627199999999
1100,10.96336433,0.7391629028,-9.499695282000001,0.25731491089999997
1101,10.97334333,0.7008425903,-9.663604431,0.1477427673
1102,10.98329233,0.6298901367,-9.52214859,0.136665802
1103,10.99327133,0.5191204834,-9.288484497,0.02993774414
1104,11.00325033,0.3477268982,-9.168733521,-0.2891986084
1105,11.01319933,-0.03697311401,-9.02368515,-0.5879772949000001
1106,11.02317833,-0.4153862,-9.013356628,-0.49157775880000004
1107,11.03312733,-0.6556365967,-9.129814453,-0.26644592289999997
1108,11.04310633,-0.7586224365,-9.304351501000001,-0.06062393187999999
1109,11.05308533,-0.7875123596,-9.400601349,0.19758911129999998
1110,11.06303433,-0.8252339172,-9.38638092,0.5393284607
1111,11.07301333,-0.7051835632,-9.446855164,0.8372090149
1112,11.08296233,-0.520916748,-9.447004852000001,0.8925938416
1113,11.09294133,-0.3052153015,-9.445507965,0.9720785522
1114,11.10292133,-0.004041595459000001,-9.311686249,1.220112762
1115,11.11286933,0.25671615600000003,-9.135502625,1.26247467
1116,11.12284933,0.5351371765,-9.027127991,0.9415420532
1117,11.13279733,0.8548722839,-8.95467865,0.6493496704
1118,11.14277733,1.09167984,-9.069489899,0.5077441406000001
1119,11.15275633,1.259480896,-9.322763214,0.5086422729
1120,11.16270533,1.397344208,-9.602381744,0.5616320801
1121,11.17268433,1.4774276730000002,-9.791588287,0.5891748046999999
1122,11.18263333,1.39824234,-9.799372101,0.5245092773
1123,11.19261233,1.18763031,-9.799970856,0.40131546020000003
1124,11.20259133,0.8955876159999999,-9.954150237999999,0.24698638920000002
1125,11.21254033,0.5357359314,-10.22823029,0.045804748539999995
1126,11.22251933,0.05688171387,-10.46668442,-0.11301498410000001
1127,11.23246833,-0.3881428528,-10.41339523,0.17004638670000002
1128,11.24244733,-0.7851173401,-10.10832962,0.8319699097
1129,11.25242633,-1.162781982,-9.807455292,1.4224919130000002
1130,11.26237533,-1.3913566590000002,-9.809401245,1.5985258480000002
1131,11.27235433,-1.479972382,-10.09051666,1.4627581790000002
1132,11.28230333,-1.456920319,-10.45979874,1.299298096
1133,11.29228233,-1.448837128,-10.74271042,1.156794434
1134,11.30226133,-1.468745728,-10.91185867,1.0837463379999999
1135,11.31221033,-1.4459930419999998,-10.91081085,1.026565247
1136,11.32218933,-1.310225372,-10.72669373,0.8253836059999999
1137,11.33213833,-1.0373428340000002,-10.56488022,0.5346881104
1138,11.34211733,-0.6541397095,-10.53239777,0.2119592285
1139,11.35205483,-0.3135978699,-10.63059357,-0.1317260742
1140,11.36200283,-0.1592687988,-10.89853638,-0.347277832
1141,11.37198283,-0.2537223816,-11.32455048,-0.4095483398
1142,11.38193083,-0.6008505249,-11.82735489,-0.3818559265
1143,11.39191083,-1.189576263,-12.47116608,-0.17154327390000002
1144,11.40188983,-1.946851501,-13.23936859,0.26689498899999997
1145,11.41183883,-2.706222382,-13.65265915,0.7348219299
1146,11.42181783,-3.281176758,-13.23637482,0.9639953613
1147,11.43176683,-3.4440380860000004,-12.65573227,1.0976673890000002
1148,11.44174583,-2.912792816,-12.73446854,0.8740324401999999
1149,11.45172483,-1.4983840940000002,-12.32701584,0.17019607539999998
1150,11.46167383,0.43858795170000003,-11.31137787,-0.06960525512999999
1151,11.47165283,1.6899856569999998,-10.41593994,0.08921447754
1152,11.48160183,2.530038757,-9.598489837999999,0.4891827393
1153,11.49158083,3.209326172,-9.007967834,0.6893165588
1154,11.50152983,3.57576416,-8.775351563,0.46927413939999996
1155,11.51150883,3.6172279360000004,-8.917855225,0.5752537537
1156,11.52148783,3.487148438,-9.520801392000001,1.13853241
1157,11.53143683,3.305725708,-10.46099625,1.810185699
1158,11.54141583,3.124302979,-11.29925308,2.329306183
1159,11.55136483,2.9216244510000005,-11.92091034,2.550246735
1160,11.56134383,2.581831055,-12.2943837,2.531086578
1161,11.57132283,1.7718653869999998,-12.39617203,2.44546463
1162,11.58127183,0.8961863708,-12.21714432,2.39052887
1163,11.59125083,0.5014572144,-11.76718002,2.203118591
1164,11.60119983,0.6489006042000001,-11.32963989,1.816622314
1165,11.61117883,0.7628137207,-11.28024261,1.1558963009999998
1166,11.62115883,0.8981323242,-11.31736542,0.2634521484
1167,11.63110683,1.010398865,-11.26482468,-0.9295669556
1168,11.64108683,1.136736145,-11.30329468,-1.577419739
1169,11.65103483,1.197509766,-10.85288132,-1.4214440919999998
1170,11.66101483,0.9138496398999999,-9.878557434,-0.7818241881999999
1171,11.67099383,0.7788304138,-9.129365387,0.1348695374
1172,11.68094283,0.7328759765999999,-8.798703003,0.8722361755
1173,11.69092183,0.6330335999,-8.625812531000001,1.264121246
1174,11.70087083,0.5864804077,-8.614585876,1.093027039
1175,11.71084983,0.6791377258,-8.775501251,0.6496490479
1176,11.72082883,0.8693920898,-9.1079599,0.14789245609999999
1177,11.73077783,1.1009605409999998,-9.434431,-0.5444178772
1178,11.74075683,1.232387238,-9.506131897000001,-1.0234217829999999
1179,11.75070583,1.385668488,-9.46601532,-1.445843353
1180,11.76068483,1.595831451,-9.215286713,-1.8634748840000002
1181,11.77066383,1.84521286,-8.683292998999999,-1.82889679
1182,11.78061283,1.963017883,-8.192164307,-1.611399078
1183,11.79059183,2.0026853940000002,-7.760761414,-1.296304321
1184,11.80054083,1.9362236019999999,-7.142696686,-0.6665638733
1185,11.81051983,1.970801697,-6.546785889,-0.14639556880000001
1186,11.82049883,1.9155665590000002,-6.2400737,-0.05358856201
1187,11.83044783,1.868115234,-5.976322174,-0.1987866211
1188,11.84042683,1.858385468,-5.635031891000001,-0.6333329772999999
1189,11.85037583,1.67561554,-5.430108032000001,-1.198557587
1190,11.86035483,1.48251709,-5.3441867069999995,-1.609902191
1191,11.87033483,1.391805725,-5.333558807,-1.86512146
1192,11.88028283,1.319206696,-5.388793945,-2.20790863
1193,11.89026283,1.164727936,-5.6736515810000006,-2.7349626160000002
1194,11.90021083,1.0686277770000001,-5.977819061,-2.968926086
1195,11.91019083,0.8202941895,-6.121520232999999,-3.500021667
1196,11.92016983,0.4746629333,-6.41446106,-4.06374939
1197,11.93011883,0.1372645569,-6.87430481,-4.600233765
1198,11.94009783,-0.11406280519999999,-7.381749573,-5.264851685
1199,11.95004683,-0.3378474426,-8.003107452,-5.731431427
1200,11.96002583,-0.537532196,-8.618926849,-6.26342514
1201,11.97000483,-0.6921606445,-9.214238892000001,-6.938072205
1202,11.97995383,-0.89394104,-9.884544983,-7.77408371
1203,11.98993283,-1.203946381,-10.67969147,-8.659642181
1204,11.99988183,-1.452279968,-11.48845963,-9.134305115
1205,12.00986083,-1.4081217959999999,-12.10487778,-8.683143311
1206,12.01983983,-0.9410929870999999,-12.3380928,-7.435338135
1207,12.02978883,-0.1079255676,-12.15592163,-6.232888641000001
1208,12.03976783,0.8116122437000001,-11.62497574,-5.575006714
1209,12.04971683,1.474733276,-10.80123871,-5.446424102999999
1210,12.05969583,1.7226177980000001,-9.786798248,-5.42097702
1211,12.06964483,1.679657135,-8.674910431,-5.126389618
1212,12.07962383,1.6765136719999998,-7.645501099,-4.603227539
1213,12.08960283,1.955084381,-7.005731506,-4.060605927
1214,12.09955183,2.632276154,-7.137906647,-3.551813965
1215,12.10953083,3.916904755,-8.606352997,-3.0639784239999996
1216,12.11947983,5.2787727360000005,-11.67018173,-2.159409485
1217,12.12945883,6.0123971560000005,-15.64965637,-0.622256012
1218,12.13943883,6.020779724,-19.04759033,1.152752838
1219,12.14938683,5.704936523,-20.11082932,2.234104156
1220,12.15936683,4.857548676,-16.93667999,1.607207794
1221,12.16931483,2.126477966,-11.77092224,-0.3541635132
1222,12.17929483,0.2463876343,-7.507937163999999,-0.6863227843999999
1223,12.18927383,-0.01586700439,-4.284390564,0.44143203740000003
1224,12.19922283,0.4670288086,-2.17991684,0.7909552002
1225,12.20920183,1.291963348,-1.488804016,0.23980133059999997
1226,12.21915083,1.45093277,-2.055375824,0.2806663513
1227,12.22912983,0.48873367310000004,-3.712879028,1.8507513430000002
1228,12.23910883,-0.528999939,-5.906716919,3.345842285
1229,12.24905783,-1.115180969,-8.126750336,3.541485443
1230,12.25903683,-1.3820759580000002,-10.04590942,3.1528935239999996
1231,12.26898583,-1.572779388,-11.50881729,2.52270401
1232,12.27896483,-1.6045133969999998,-13.09970901,1.8455122380000002
1233,12.28894383,-1.778900757,-14.4814856,1.003812561
