"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,2.467066050E0,-5.496325016E0,-1.365897059E0
2.508281000E-3,2.328126907E0,-5.208865166E0,-9.155430198E-1
8.791198000E-3,2.265844107E0,-5.084299088E0,-8.772150278E-1
1.507411400E-2,2.371246099E0,-5.036388874E0,-8.820059896E-1
1.758239600E-2,2.246680021E0,-4.705810070E0,-9.730349779E-1
2.009067700E-2,2.102950096E0,-4.662691116E0,-9.299160242E-1
2.259895800E-2,2.160442114E0,-5.026806831E0,-9.586619735E-1
2.510729200E-2,2.189188004E0,-5.275938988E0,-9.251250029E-1
2.761557300E-2,2.251471043E0,-6.023334980E0,-1.025735974E0
3.012385400E-2,2.577259064E0,-6.459315777E0,-1.217375994E0
3.263213500E-2,2.390409946E0,-6.478479862E0,-1.519209027E0
3.514041700E-2,2.361664057E0,-6.957580090E0,-1.658148050E0
3.764869800E-2,2.558094978E0,-7.566037178E0,-1.739595056E0
4.034817700E-2,2.831182003E0,-8.184076309E0,-2.228276968E0
4.285645800E-2,2.936583996E0,-8.418834686E0,-2.544482946E0
4.536473900E-2,2.970120907E0,-8.390089035E0,-2.477408886E0
4.787302100E-2,3.075522900E0,-8.591311455E0,-2.348052025E0
5.038130200E-2,3.228835106E0,-8.950635910E0,-2.410335064E0
5.288958300E-2,3.195297956E0,-9.156648636E0,-2.352843046E0
5.539791700E-2,3.372565031E0,-9.487228394E0,-2.089338064E0
5.790619800E-2,3.559413910E0,-1.004777527E1,-2.003099918E0
6.041447900E-2,3.856456041E0,-1.021545982E1,-1.993517995E0
6.292276000E-2,3.880410910E0,-1.080954361E1,-1.916862011E0
6.543104200E-2,3.923530102E0,-1.145632935E1,-1.816251040E0
6.793932300E-2,4.129542828E0,-1.164317799E1,-1.615028977E0
7.066270800E-2,4.302019119E0,-1.226121712E1,-1.710849047E0
7.317098900E-2,4.292437077E0,-1.274510765E1,-1.677312016E0
7.567932300E-2,4.527195930E0,-1.322899914E1,-1.600656033E0
7.818760400E-2,4.920057774E0,-1.346854877E1,-1.763550043E0
8.069588500E-2,4.910476208E0,-1.327211761E1,-1.816251040E0
8.320416700E-2,4.929639816E0,-1.321941662E1,-1.777922988E0
8.571244800E-2,5.188354015E0,-1.329607296E1,-1.638983965E0
8.822072900E-2,5.193144798E0,-1.279780865E1,-1.844997048E0
9.072901000E-2,5.111698151E0,-1.248160267E1,-1.878533959E0
9.323729200E-2,5.221890926E0,-1.229475403E1,-1.758759022E0
9.574557300E-2,5.197936058E0,-1.197375679E1,-1.897698045E0
9.825390600E-2,4.982340813E0,-1.150903034E1,-2.003099918E0
1.009317190E-1,4.771536827E0,-1.105867577E1,-1.792296052E0
1.034400000E-1,4.555942059E0,-1.053645706E1,-1.519209027E0
1.059482810E-1,4.364302158E0,-1.023941517E1,-1.437762022E0
1.084565620E-1,3.961858034E0,-9.846552849E0,-1.308405042E0
1.109648440E-1,3.770217896E0,-9.688449860E0,-1.083227992E0
1.134731250E-1,3.693562031E0,-9.468064308E0,-9.826170206E-1
1.159814580E-1,3.545041084E0,-9.424944878E0,-9.730349779E-1
1.184897390E-1,3.506712914E0,-9.487228394E0,-1.049690962E0
1.209980210E-1,3.425266027E0,-9.448900223E0,-1.174257040E0
1.235063020E-1,3.372565031E0,-9.477645874E0,-1.260494947E0
1.260145830E-1,3.334237099E0,-9.544719696E0,-1.270076990E0
1.285228640E-1,3.310281992E0,-9.698032379E0,-1.341941953E0
1.312223960E-1,3.286326885E0,-9.750733376E0,-1.509626985E0
1.337306770E-1,3.128223896E0,-9.726778030E0,-1.490463018E0
1.362389580E-1,3.037194967E0,-9.717196465E0,-1.452134967E0
1.387472390E-1,3.051568031E0,-9.745942116E0,-1.351523995E0
1.412555210E-1,3.051568031E0,-9.928000450E0,-1.317986965E0
1.437638020E-1,3.051568031E0,-9.779479027E0,-1.303614020E0
1.462721350E-1,3.056359053E0,-9.707613945E0,-1.327569008E0
1.487804170E-1,3.166552067E0,-9.937582016E0,-1.327569008E0
1.512886460E-1,3.348609924E0,-1.005735683E1,-1.409016013E0
1.537969790E-1,3.473176003E0,-1.005256557E1,-1.562327981E0
1.563052600E-1,3.521085978E0,-9.942373276E0,-1.547955036E0
1.588135420E-1,3.506712914E0,-9.880089760E0,-1.452134967E0
1.615143230E-1,3.458802938E0,-9.765106201E0,-1.480880976E0
1.640226040E-1,3.391729116E0,-9.808224678E0,-1.466508031E0
1.665308850E-1,3.295908928E0,-9.865716934E0,-1.509626985E0
1.690391670E-1,3.195297956E0,-9.884881020E0,-1.533581972E0
1.715474480E-1,2.955748081E0,-9.913626671E0,-1.466508031E0
1.740557290E-1,2.831182003E0,-9.884881020E0,-1.423388958E0
1.765640620E-1,2.629960060E0,-9.822598457E0,-1.447343946E0
1.790723440E-1,2.433528900E0,-9.717196465E0,-1.447343946E0
1.815806250E-1,2.347290993E0,-9.693241119E0,-1.361106038E0
1.840889060E-1,2.337708950E0,-9.860925674E0,-1.294031978E0
1.865971350E-1,2.323335886E0,-9.918417931E0,-1.404224992E0
1.891054690E-1,2.241889000E0,-9.961537361E0,-1.270076990E0
1.918161980E-1,2.332917929E0,-9.995074272E0,-1.193421006E0
1.943245310E-1,2.395200968E0,-1.009568501E1,-1.174257040E0
1.968328120E-1,2.505393982E0,-1.023462391E1,-1.126346946E0
1.993410940E-1,2.620378017E0,-1.030648899E1,-1.044899940E0
2.018493750E-1,2.797645092E0,-1.042147255E1,-1.054481983E0
2.043576560E-1,2.946166039E0,-1.053645706E1,-1.092810035E0
2.068659890E-1,3.161761045E0,-1.069456005E1,-1.169466019E0
2.093742710E-1,3.334237099E0,-1.076642513E1,-1.116765022E0
2.118825520E-1,3.463593960E0,-1.089099121E1,-1.088019013E0
2.143908330E-1,3.602533102E0,-1.093890095E1,-1.097601056E0
2.168990620E-1,3.698353052E0,-1.102513885E1,-1.040109038E0
2.194073960E-1,3.818128109E0,-1.108742237E1,-9.826170206E-1
2.220957810E-1,3.971440077E0,-1.103951168E1,-8.245139718E-1
2.246040620E-1,4.019350052E0,-1.102513885E1,-7.957680225E-1
2.271123440E-1,4.038514137E0,-1.093410969E1,-8.340960145E-1
2.296206250E-1,4.110379219E0,-1.088140869E1,-8.005589843E-1
2.321289060E-1,4.244526863E0,-1.078079796E1,-7.861859798E-1
2.346371870E-1,4.297227859E0,-1.069935131E1,-8.867970109E-1
2.371454690E-1,4.469704151E0,-1.054603863E1,-1.020944953E0
2.396538020E-1,4.646971226E0,-1.039272690E1,-1.064064026E0
2.421620830E-1,4.790700912E0,-1.019629574E1,-9.155430198E-1
2.446703640E-1,4.829029083E0,-1.014359474E1,-8.101410270E-1
2.471786460E-1,4.838611126E0,-1.002381992E1,-8.245139718E-1
2.496869270E-1,4.776328087E0,-9.755523682E0,-8.628420234E-1
2.523874480E-1,4.680508137E0,-9.458481789E0,-8.820059896E-1
2.548957290E-1,4.431375980E0,-9.199768066E0,-9.203339815E-1
2.574040100E-1,4.302019119E0,-8.840442657E0,-9.634529948E-1
2.599122920E-1,4.210989952E0,-8.557773590E0,-1.049690962E0
2.624205730E-1,4.081633091E0,-8.241567612E0,-1.193421006E0
2.649288540E-1,4.105587959E0,-7.963689804E0,-1.284450054E0
2.674371870E-1,4.076841831E0,-7.719348907E0,-1.337151051E0
2.699454170E-1,4.038514137E0,-7.455843925E0,-1.332360029E0
2.724537500E-1,4.033722878E0,-7.264204025E0,-1.432971001E0
2.749620310E-1,4.028932095E0,-7.058190823E0,-1.619819999E0
