"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.545000000E-3,-2.687195688E-2,-1.803555131E0,-4.055778682E-1
1.297000000E-2,7.147734612E-2,-2.037516594E0,-4.416189194E-1
2.354500000E-2,9.530109167E-2,-2.299577713E0,-4.013018310E-1
3.299400000E-2,1.258443594E-1,-2.532317400E0,-3.475456834E-1
4.332300000E-2,2.370218337E-1,-2.603177786E0,-3.286088705E-1
5.308500000E-2,4.007337093E-1,-2.418085575E0,-3.493782878E-1
6.342700000E-2,5.479522347E-1,-2.044847012E0,-4.281798899E-1
7.302100000E-2,6.505776048E-1,-1.634345531E0,-5.576833487E-1
8.344900000E-2,6.750122309E-1,-1.317306399E0,-6.755803227E-1
9.310600000E-2,6.041518450E-1,-1.131603360E0,-7.378885746E-1
1.032100000E-1,4.544898570E-1,-1.055245280E0,-7.971425056E-1
1.130070000E-1,2.394652963E-1,-1.018593311E0,-8.783875704E-1
1.235430000E-1,-4.269942641E-3,-9.959913492E-1,-9.651304483E-1
1.329890000E-1,-2.480051816E-1,-8.982529044E-1,-1.022551775E0
1.435040000E-1,-4.990707934E-1,-6.777305603E-1,-1.029882193E0
1.532490000E-1,-7.654080391E-1,-3.551937342E-1,-1.005447507E0
1.636240000E-1,-1.122153401E0,-4.548503086E-2,-8.887723088E-1
1.730350000E-1,-1.122153401E0,1.597656906E-1,-8.887723088E-1
1.833680000E-1,-1.029912710E0,2.959886193E-1,-9.339762926E-1
1.930080000E-1,-8.014490604E-1,2.342912406E-1,-9.913976192E-1
2.030400000E-1,-5.051794648E-1,5.652946979E-2,-1.051262498E0
2.130060000E-1,-1.838643253E-1,-1.872057617E-1,-1.115403295E0
2.230140000E-1,1.215682998E-1,-4.401040077E-1,-1.164272547E0
2.330120000E-1,3.793534338E-1,-6.135897040E-1,-1.178933263E0
2.430100000E-1,5.717760324E-1,-7.259889245E-1,-1.189928889E0
2.529990000E-1,6.805100441E-1,-8.170078397E-1,-1.215585232E0
2.630000000E-1,6.921164393E-1,-9.178006053E-1,-1.238798022E0
2.730260000E-1,6.151474118E-1,-1.004543424E0,-1.288889050E0
2.830020000E-1,4.722049534E-1,-1.010041237E0,-1.423890233E0
2.930270000E-1,2.926105559E-1,-8.848139048E-1,-1.626697540E0
3.029540000E-1,1.069075391E-1,-6.380243301E-1,-1.838667750E0
3.129820000E-1,-5.619348586E-2,-3.118222952E-1,-2.024370670E0
3.229560000E-1,-1.838643253E-1,4.736648500E-2,-2.172811031E0
3.330170000E-1,-2.693854570E-1,3.589077592E-1,-2.291929722E0
3.430160000E-1,-3.286393881E-1,5.250630975E-1,-2.390279055E0
3.530190000E-1,-3.713999689E-1,5.611041188E-1,-2.472135067E0
3.635720000E-1,-3.952237070E-1,4.865785837E-1,-2.538719416E0
3.731010000E-1,-3.830063939E-1,3.582968712E-1,-2.612633944E0
