"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-2.515069885E0,2.734513550E0,8.854985962E0
1.001800000E-2,-2.545307007E0,2.652783508E0,8.630003815E0
2.003699998E-2,-2.589165802E0,2.602039032E0,8.447832642E0
3.005499998E-2,-2.588716736E0,2.620899811E0,8.314759369E0
4.007399999E-2,-2.623145142E0,2.610122223E0,8.157436523E0
5.009199999E-2,-2.590513000E0,2.616708527E0,8.165220337E0
6.011100000E-2,-2.442770233E0,2.576891327E0,8.538394318E0
7.012900000E-2,-2.404300232E0,2.398911438E0,9.022787018E0
8.014799998E-2,-2.402354279E0,2.242935791E0,9.380842438E0
9.016599998E-2,-2.324067078E0,2.214494934E0,9.566456451E0
1.001850000E-1,-2.296075287E0,2.262545013E0,9.593999176E0
1.102030000E-1,-2.343376923E0,2.363285522E0,9.586963806E0
1.202220000E-1,-2.395618286E0,2.473157043E0,9.588760071E0
1.302400000E-1,-2.397863617E0,2.533481598E0,9.588011627E0
1.402590000E-1,-2.351310425E0,2.480042725E0,9.548793182E0
1.502770000E-1,-2.318079529E0,2.404300232E0,9.562414856E0
1.602960000E-1,-2.337988129E0,2.380499725E0,9.576934662E0
1.703140000E-1,-2.416125641E0,2.409389648E0,9.606573029E0
1.803330000E-1,-2.480042725E0,2.477797394E0,9.621841278E0
1.903510000E-1,-2.498903503E0,2.518512726E0,9.590256958E0
2.003700000E-1,-2.467768250E0,2.470762024E0,9.551487579E0
2.103880000E-1,-2.407144318E0,2.345472565E0,9.457033997E0
2.204070000E-1,-2.328408051E0,2.281705170E0,9.231004028E0
2.304250000E-1,-2.275268555E0,2.301164703E0,8.997789001E0
2.404440000E-1,-2.273621979E0,2.349963226E0,8.837023315E0
2.504620000E-1,-2.318827972E0,2.394271088E0,8.754844208E0
2.604810000E-1,-2.393672333E0,2.466421051E0,8.720565491E0
2.704990000E-1,-2.472558289E0,2.579436035E0,8.743916931E0
2.805180000E-1,-2.476899261E0,2.625689850E0,8.850794678E0
2.905360000E-1,-2.453847198E0,2.565664673E0,9.003926239E0
3.005548750E-1,-2.451751556E0,2.460134125E0,9.109456787E0
3.105728750E-1,-2.409689026E0,2.398911438E0,9.163344727E0
3.205918750E-1,-2.351759491E0,2.401905212E0,9.194929047E0
3.306098750E-1,-2.408940582E0,2.404000854E0,9.156908112E0
3.406288750E-1,-2.416874084E0,2.423759766E0,9.021290131E0
3.506468750E-1,-2.384391632E0,2.501897278E0,8.810678101E0
3.606658750E-1,-2.534978485E0,2.585273895E0,8.544082489E0
3.706838750E-1,-2.753374329E0,2.691702576E0,8.473279724E0
3.807028750E-1,-2.889890442E0,2.816692657E0,8.488697662E0
3.907208750E-1,-2.976410522E0,3.096610565E0,8.416098633E0
4.007398750E-1,-2.943928070E0,3.318748627E0,8.551417236E0
4.107578750E-1,-2.909948730E0,3.338657227E0,8.671766968E0
4.207768750E-1,-2.996169434E0,3.284469910E0,8.619226227E0
4.307948750E-1,-2.917283478E0,3.188070374E0,8.515491943E0
4.408138750E-1,-2.745141449E0,3.128045197E0,8.100704498E0
4.508318750E-1,-2.497705994E0,3.302432556E0,7.607180786E0
4.608508750E-1,-2.475102997E0,3.515289917E0,7.292535095E0
4.708688750E-1,-2.807112579E0,3.588787079E0,7.298672333E0
4.808878750E-1,-2.793939972E0,3.757486267E0,7.493417358E0
4.909058750E-1,-2.839445343E0,4.019441528E0,7.096891937E0
5.009248750E-1,-3.583997040E0,4.078269196E0,6.362219696E0
5.109428750E-1,-3.657793579E0,4.160597992E0,6.229146423E0
5.209618750E-1,-3.098257141E0,4.245770874E0,6.531517639E0
5.309798750E-1,-3.006048889E0,3.876638489E0,6.709647217E0
5.409988750E-1,-3.067421265E0,3.515289917E0,6.668931885E0
5.510168750E-1,-3.196452942E0,3.324436798E0,6.533014526E0
5.610358750E-1,-2.360291748E0,3.095413055E0,6.264173584E0
5.710538750E-1,-1.951940918E0,3.075205078E0,6.008056183E0
5.810728750E-1,-3.259322205E0,3.479214935E0,5.533842316E0
5.910908750E-1,-3.499572601E0,3.564986572E0,5.399272156E0
6.011098750E-1,-3.607947235E0,3.388802948E0,5.679489441E0
6.111278750E-1,-3.731889496E0,2.957100677E0,5.952970734E0
6.211468750E-1,-3.851191406E0,2.470462646E0,6.202352142E0
6.311648750E-1,-4.239933014E0,2.184108124E0,6.393504639E0
6.411838750E-1,-4.900808716E0,2.055525513E0,6.337371368E0
6.512018750E-1,-5.619763641E0,2.235451355E0,6.270759888E0
6.612208750E-1,-6.288123779E0,2.542462921E0,6.630312195E0
6.712388750E-1,-6.856192474E0,2.575993195E0,7.279362488E0
6.812578750E-1,-7.526947632E0,2.389481049E0,7.761659546E0
6.912758750E-1,-8.015830994E0,2.407593384E0,8.818461914E0
7.012948750E-1,-7.308252411E0,2.471510468E0,9.422306213E0
7.113128750E-1,-6.946903839E0,2.225122833E0,9.469907227E0
7.213318750E-1,-6.689588928E0,1.992207184E0,8.748257904E0
7.313498750E-1,-6.558910675E0,1.792223053E0,8.131240997E0
7.413688750E-1,-6.910978546E0,1.749711456E0,7.877817993E0
7.513868750E-1,-7.442822571E0,2.315085754E0,8.108787689E0
7.614058750E-1,-8.830586700E0,3.486549683E0,8.762178955E0
7.714238750E-1,-9.843081207E0,4.357738037E0,9.659862213E0
7.814428750E-1,-9.152267761E0,4.331243134E0,1.082893112E1
7.914608750E-1,-8.428373108E0,3.384911041E0,1.206835373E1
8.014798750E-1,-8.101602631E0,2.074086914E0,1.353126160E1
8.114978750E-1,-7.739954681E0,9.553134155E-1,1.448388062E1
8.215168750E-1,-6.985673218E0,5.300477600E-1,1.475945755E1
8.315348750E-1,-6.965764618E0,9.142987061E-1,1.367241806E1
8.415538750E-1,-7.412435760E0,1.702409821E0,1.161434784E1
8.515718750E-1,-7.194039917E0,2.354453888E0,9.400751038E0
8.615908750E-1,-6.903045044E0,2.776276703E0,7.207062836E0
8.716088750E-1,-7.032376099E0,2.931952972E0,4.652026062E0
8.816278750E-1,-6.102958832E0,3.237916718E0,2.674937439E0
8.916458750E-1,-6.121669922E0,3.277135162E0,2.084415436E0
9.016648750E-1,-6.653963013E0,2.628384247E0,2.643053741E0
9.116828750E-1,-7.187752991E0,2.209704895E0,3.121309204E0
9.217018750E-1,-7.429949341E0,1.988165588E0,3.062780914E0
9.317198750E-1,-7.570357361E0,1.779499512E0,2.709964600E0
9.417388750E-1,-7.893385620E0,1.908980255E0,2.201621704E0
9.517568750E-1,-7.958200836E0,2.197430420E0,2.944676514E0
9.617758750E-1,-8.330177307E0,2.852617950E0,2.729124756E0
9.717938750E-1,-8.937464447E0,3.247646484E0,2.066303101E0
9.818128750E-1,-9.272916870E0,3.086132355E0,1.616039429E0
9.918308750E-1,-9.214987335E0,2.733465729E0,1.419797516E0
1.001849875E0,-8.822353821E0,2.442321167E0,1.444346466E0
1.011867875E0,-8.031248932E0,2.219135284E0,1.576072540E0
1.021886875E0,-7.651937714E0,1.730102234E0,1.733096008E0
1.031904875E0,-7.728877716E0,1.332678680E0,2.237247620E0
1.041923875E0,-7.750133514E0,1.603615265E0,2.849025421E0
1.051942875E0,-8.334967346E0,2.209106140E0,3.085234222E0
1.061960875E0,-9.197174377E0,2.971021729E0,3.208428040E0
1.071979875E0,-9.681866455E0,3.147205353E0,2.776725769E0
1.081997875E0,-9.675130463E0,2.676584015E0,2.418071594E0
1.092016875E0,-8.528664551E0,1.931433563E0,2.305954742E0
1.102034875E0,-8.051007843E0,1.327289886E0,2.539469147E0
1.112053875E0,-8.115523682E0,1.183139648E0,2.874472504E0
1.122071875E0,-8.394693146E0,1.434017944E0,2.880909119E0
1.132090875E0,-8.682245178E0,1.635049896E0,2.324815521E0
1.142108875E0,-8.953032074E0,1.698368225E0,1.564995575E0
1.152127875E0,-9.189091187E0,1.620081024E0,1.393302612E0
1.162145875E0,-9.540560303E0,1.597328339E0,1.945354614E0
1.172164875E0,-1.013168106E1,1.937271423E0,2.720742188E0
1.182182875E0,-1.024110352E1,2.431094513E0,2.841690674E0
1.192201875E0,-1.027134064E1,2.672392731E0,2.447111206E0
1.202219875E0,-1.062295944E1,2.590063934E0,1.839674377E0
1.212238875E0,-1.060035645E1,2.268831940E0,1.347647552E0
1.222256875E0,-1.006267456E1,1.776356049E0,1.040336609E0
1.232275875E0,-9.757908325E0,1.388961639E0,3.870950317E-1
1.242293875E0,-9.254505157E0,1.384920044E0,5.942642212E-2
1.252312875E0,-9.775122528E0,1.335373077E0,-6.450086975E-1
1.262330875E0,-1.049901718E1,1.239721985E0,-7.544311523E-1
1.272349875E0,-1.150447632E1,1.570534058E0,7.634124756E-3
1.282367875E0,-1.203063217E1,1.548080750E0,1.243613892E0
1.292386125E0,-1.197434921E1,1.717977448E0,2.020348663E0
1.302404125E0,-1.163620239E1,1.962269440E0,1.909129944E0
1.312423125E0,-1.149250122E1,1.941462708E0,1.579814758E0
1.322441125E0,-1.083866089E1,1.998793488E0,1.254690857E0
1.332460125E0,-1.026699966E1,1.321152649E0,1.293310547E-1
1.342478125E0,-1.056562866E1,1.357676697E-1,-1.179846497E0
1.352497125E0,-1.071965836E1,-4.755610657E-1,-1.278940430E0
1.362515125E0,-8.883726196E0,-3.107537842E-1,-5.547463989E-1
1.372534125E0,-8.942703552E0,-4.224215698E-1,-9.565109253E-1
1.382552125E0,-9.887389069E0,5.683680725E-1,-1.553020477E0
1.392571125E0,-1.019440063E1,2.320624237E0,-1.491199036E0
1.402589125E0,-1.223420883E1,2.036215668E0,-2.587219849E0
1.412608125E0,-1.250903732E1,1.446292419E0,-2.942281494E0
1.422626125E0,-1.068822372E1,7.891589355E-1,-2.012714539E0
1.432645125E0,-1.010698242E1,-5.046006775E-1,8.038284302E-2
1.442663125E0,-9.516610107E0,-1.211730194E0,1.547332306E0
1.452682125E0,-9.730365601E0,-3.992198181E-1,2.254761200E0
1.462700125E0,-1.077878540E1,1.026864624E0,2.432890778E0
1.472719125E0,-1.191851532E1,2.348466339E0,1.642983398E0
1.482738125E0,-1.181088913E1,2.895428925E0,-1.692979431E-1
1.492756125E0,-1.120165604E1,2.485431519E0,-1.249002686E0
1.502775125E0,-1.081695602E1,1.731599121E0,-1.707798615E0
1.512793125E0,-1.087743027E1,1.069974976E0,-1.300944672E0
1.522812125E0,-1.060694275E1,9.315129089E-1,-1.245410156E-1
1.532830125E0,-1.013003448E1,8.279283142E-1,5.463638306E-1
1.542849125E0,-1.014096176E1,8.542735291E-1,1.648072815E-1
1.552867125E0,-1.038929535E1,9.692344666E-1,-4.677772522E-1
1.562886125E0,-1.035007690E1,1.073866882E0,-9.265731812E-1
1.572904125E0,-9.658964081E0,9.990225220E-1,-1.643881531E0
1.582923125E0,-9.482780457E0,9.048683167E-1,-2.421813812E0
1.592941125E0,-9.500443726E0,6.846762085E-1,-2.631527710E0
1.602960125E0,-9.476643219E0,3.432362366E-1,-2.432591400E0
1.612978125E0,-9.384734344E0,-1.576222229E-1,-1.994302826E0
1.622997125E0,-9.548044739E0,-6.902146912E-1,-1.484163666E0
1.633015125E0,-9.786498871E0,-8.349636841E-1,-1.202898560E0
1.643034125E0,-1.011102402E1,-7.214996338E-1,-8.544232178E-1
1.653052125E0,-1.017883301E1,-4.748126221E-1,-5.966592407E-1
1.663071125E0,-9.562564545E0,-1.348695374E-1,-1.600920868E0
1.673089125E0,-9.135203247E0,5.852828979E-2,-3.044518890E0
1.683108125E0,-9.328152008E0,-7.768844604E-2,-3.393443298E0
1.693126125E0,-9.862690430E0,-3.519181824E-1,-2.551294556E0
1.703145125E0,-1.012060410E1,-1.788780212E-1,-8.595126343E-1
1.713163125E0,-9.986333313E0,3.511697388E-1,6.411167908E-1
1.723182125E0,-1.055769516E1,2.574645996E-1,1.274449768E0
1.733200125E0,-1.062700104E1,-4.144880676E-1,8.816665649E-1
1.743219125E0,-1.000010468E1,-2.237846375E-1,1.948947144E-1
1.753237125E0,-1.028601013E1,4.724176025E-1,-7.640112305E-1
1.763256125E0,-9.981842651E0,9.550140381E-1,-2.289788361E0
1.773275125E0,-9.808353424E0,5.733078003E-1,-3.770808563E0
1.783293125E0,-9.634864197E0,2.209405518E-1,-4.469705200E0
1.793312125E0,-9.767189026E0,2.255809021E-1,-3.909719696E0
1.803330125E0,-1.026415558E1,1.236428833E-1,-2.306852875E0
1.813349125E0,-1.047192352E1,1.511856079E-1,-1.019829254E0
1.823367125E0,-1.033944901E1,5.246589661E-1,-1.787283325E0
1.833386125E0,-1.051248917E1,5.010081482E-1,-2.982697449E0
1.843404125E0,-1.038794815E1,2.260299683E-1,-3.167712708E0
1.853423125E0,-1.120240448E1,8.457412720E-2,-3.273991699E0
1.863441125E0,-1.044078827E1,-5.078938293E-1,-2.887794800E0
1.873460125E0,-9.794582062E0,-5.197192383E-1,-2.033221893E0
1.883478125E0,-9.536369019E0,-7.381150818E-1,-1.803749084E0
1.893497125E0,-9.492809601E0,-1.243913269E0,-1.301842804E0
1.903515125E0,-9.817185059E0,-1.569935303E0,-1.028361511E0
1.913534125E0,-9.828711090E0,-2.064357147E0,-1.470392303E0
1.923552125E0,-9.701625366E0,-2.331401825E0,-2.082469482E0
