"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.983999999E-3,6.129567325E-2,4.446499795E-2,-5.246697366E-2
1.495300001E-2,1.881639101E-2,5.259536579E-2,-4.937797040E-2
2.492100000E-2,-3.403513134E-2,1.122785266E-2,-4.030499980E-2
3.488962498E-2,-1.520720273E-1,-1.223352700E-1,-3.517788276E-2
4.485862498E-2,-4.013552070E-1,-3.070704341E-1,-1.930178329E-2
5.482662498E-2,-5.970754623E-1,-4.450320303E-1,2.094444074E-2
6.479462498E-2,-7.433068752E-1,-6.075726151E-1,5.357963592E-2
7.476362499E-2,-8.485741615E-1,-8.291696906E-1,7.085076720E-2
8.473162499E-2,-9.625989199E-1,-1.044329643E0,9.133358300E-2
9.470062499E-2,-1.090359807E0,-1.207517982E0,1.149496958E-1
1.046686250E-1,-1.196361780E0,-1.334122062E0,9.258256853E-2
1.146366250E-1,-1.210981488E0,-1.408108711E0,-6.532030646E-3
1.246056250E-1,-1.084948182E0,-1.346042633E0,-8.215132356E-2
1.345736250E-1,-9.841522574E-1,-1.282567263E0,-4.131095111E-2
1.445416250E-1,-8.839455247E-1,-1.335403204E0,1.468154602E-2
1.545106250E-1,-8.296567202E-1,-1.235085607E0,1.358231604E-1
1.644786250E-1,-8.112518787E-1,-1.134082913E0,2.653948069E-1
1.744476250E-1,-8.949694037E-1,-9.311704636E-1,4.669913054E-1
1.844156250E-1,-1.023273826E0,-9.480535984E-1,5.887581110E-1
1.943836250E-1,-1.143534780E0,-9.550350904E-1,5.271008611E-1
2.043526250E-1,-1.231971264E0,-9.318987131E-1,3.653211594E-1
2.143206250E-1,-1.286559105E0,-8.897216916E-1,2.069046199E-1
2.242886250E-1,-1.309747338E0,-8.530841470E-1,9.791751206E-2
2.342576250E-1,-1.305898190E0,-8.146070838E-1,5.805851892E-2
2.442256250E-1,-1.281547070E0,-7.382770181E-1,4.495273903E-2
2.541946250E-1,-1.242918134E0,-7.015421987E-1,5.493826047E-2
2.641626250E-1,-1.205806971E0,-7.423254848E-1,5.675842613E-2
2.741306250E-1,-1.153315425E0,-7.772567868E-1,3.146159276E-2
2.840996250E-1,-1.080190301E0,-8.402613401E-1,-1.191075984E-2
2.940676250E-1,-9.903054237E-1,-9.488703609E-1,-5.026906729E-2
3.040356250E-1,-8.950092196E-1,-1.118082047E0,-1.196659803E-1
3.140046250E-1,-8.017341495E-1,-1.293517590E0,-2.084997147E-1
3.239726250E-1,-7.038390040E-1,-1.448365211E0,-2.937499881E-1
3.339406250E-1,-6.235979795E-1,-1.632203698E0,-4.362051487E-1
3.439096250E-1,-5.885676146E-1,-1.872343659E0,-6.407662630E-1
3.538776250E-1,-5.910204053E-1,-2.161359549E0,-8.547643423E-1
3.638456250E-1,-6.060233712E-1,-2.480822563E0,-9.786091447E-1
3.738146250E-1,-6.258080006E-1,-2.809917927E0,-9.771516323E-1
3.837826250E-1,-6.393619776E-1,-3.058616638E0,-8.587680459E-1
3.937516250E-1,-6.081262827E-1,-3.148156643E0,-6.847350001E-1
4.037196250E-1,-5.375860929E-1,-3.017928600E0,-5.264573693E-1
4.136876250E-1,-4.411892891E-1,-2.752491236E0,-4.664534628E-1
4.236566250E-1,-1.753654629E-1,-2.092878819E0,-4.887988567E-1
4.336246250E-1,3.110025823E-1,-1.408873677E0,-5.686414838E-1
4.435926250E-1,4.908245504E-1,-1.498897433E0,-8.515471816E-1
4.535616250E-1,5.557479262E-1,-1.563971996E0,-1.186368585E0
4.635296250E-1,6.710624099E-1,-1.798471451E0,-1.348633409E0
4.734976250E-1,9.093759060E-1,-2.451061249E0,-1.091690660E0
4.834666250E-1,1.144624591E0,-3.339594364E0,-4.951061904E-1
4.934346250E-1,1.175282359E0,-3.129572392E0,-2.084459923E-2
5.034036250E-1,1.152104259E0,-3.333765984E0,2.381152362E-1
5.133716250E-1,1.033259630E0,-3.790881634E0,1.830077767E-1
5.233396250E-1,7.909945250E-1,-3.901279211E0,-7.049795985E-2
5.333086250E-1,5.028106570E-1,-3.653090239E0,-3.514129817E-1
5.432766250E-1,2.300741822E-1,-3.247200251E0,-5.885339379E-1
