,Time (s),X (rad/s),Y (rad/s),Z (rad/s)
4501,45.00662242,-0.26442876460000003,-2.8976895810000003,-0.8108205795000001
4502,45.01660142,-0.20496286449999998,-2.909405231,-0.7722837329000001
4503,45.02655042,-0.09959170222000001,-3.039994001,-0.7299213409
4504,45.03652942,0.008681143634,-3.198604822,-0.6861393452
4505,45.04647842,0.1165887043,-3.22766161,-0.6268374324
4506,45.05645742,0.2168883979,-3.186149597,-0.5726649761
4507,45.06640642,0.3141835332,-3.058939695,-0.5453130007
4508,45.07638542,0.4130697846,-2.8633275030000003,-0.5405372977
4509,45.08636442,0.5180808902,-2.677943707,-0.5348474383
4510,45.09631342,0.6129998565,-2.541905165,-0.5189183354
4511,45.10629242,0.6949040294,-2.47928071,-0.46620559689999996
4512,45.11624142,0.7616042495,-2.496774673,-0.370264262
4513,45.12622042,0.8002120852,-2.596634865,-0.2455478907
4514,45.13616942,0.8286406994,-2.7354757789999997,-0.13244606550000002
4515,45.14614842,0.8450164795,-2.8802874089999997,-0.04208954051
4516,45.15612842,0.8395284414,-2.955227137,0.031195517630000003
4517,45.16607642,0.8167176843,-2.932284117,0.08509816229
4518,45.17605642,0.7982156277,-2.819096088,0.1209666878
4519,45.18600442,0.7870067358,-2.6488683219999998,0.1384394169
4520,45.19598442,0.7899549603,-2.495158434,0.1527418494
4521,45.20593242,0.7957521081000001,-2.381660461,0.15501858289999998
4522,45.21591242,0.7873696684999999,-2.3099155430000002,0.14671207960000002
4523,45.22589142,0.7653040886,-2.284370184,0.1435788721
4524,45.23584042,0.7406109570999999,-2.2908351419999997,0.1541645229
4525,45.24581942,0.7278122901999999,-2.334241867,0.1728809625
4526,45.25576742,0.7423894405,-2.416733265,0.19657441969999997
4527,45.26574742,0.7871441245,-2.537921429,0.2337428331
4528,45.27569542,0.8367135525,-2.643708944,0.2955182791
4529,45.28567542,0.8593981265999999,-2.6123843190000002,0.3795205057
4530,45.29565442,0.8681738377,-2.395093203,0.4582367539
4531,45.30560342,0.8730932473999999,-2.015898228,0.5070394874
4532,45.31558242,0.8278946877,-1.5557203290000001,0.5087444782
4533,45.32553142,0.7304909229000001,-1.139660001,0.47192519899999996
4534,45.33551042,0.5693634747999999,-0.9979437590000001,0.3977627754
4535,45.34545942,0.3209554851,-1.248803735,0.3048813045
4536,45.35543842,0.05992241949,-1.783983707,0.2915848494
4537,45.36541742,-0.1375973076,-2.446143627,0.3184952736
4538,45.37536642,-0.2945539951,-2.840567827,0.3103873134
4539,45.38534542,-0.4182290733,-2.600520134,0.2768677175
4540,45.39529442,-0.484433502,-1.8632268909999998,0.29548749329999996
4541,45.40527342,-0.5346567035,-1.273962498,0.2374904901
4542,45.41522242,-0.5268870592,-0.9775223731999999,0.07332967967000001
4543,45.42520142,-0.44605267049999997,-0.7279506326,-0.05660435557
4544,45.43518042,-0.3295622468,-0.5575054884,-0.16947852079999998
4545,45.44512942,-0.2194863409,-0.6621762514,-0.24246084690000003
4546,45.45510842,-0.1569997966,-0.9951968193,-0.2468819767
4547,45.46505742,-0.1537890881,-1.3282693620000001,-0.1561086476
4548,45.47503642,-0.1711918563,-1.456497312,0.002789644059
4549,45.48498542,-0.1304540038,-1.420133471,0.2238184214
4550,45.49496442,-0.030874900519999998,-1.4383860830000001,0.41560122369999997
4551,45.50494442,0.06787031888999999,-1.467314601,0.5211782454999999
4552,45.51489242,0.1017182842,-1.4145634169999999,0.5615634321999999
4553,45.52487142,0.02428261749,-1.2289963959999999,0.5201888084
