,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
4516,45.00564542,1.079854431,-9.194629669,1.182091827
4517,45.01562542,0.4481680298,-9.486522675,1.1891271970000001
4518,45.02557342,-0.1766326904,-9.391170959,1.384321289
4519,45.03555342,-0.6981481934,-9.492061157,1.531914368
4520,45.04550142,-1.083596649,-9.657317505,1.310375061
4521,45.05548142,-1.477727051,-9.725874939,0.8375083923000001
4522,45.06542942,-1.798959045,-9.757459258999999,0.3849993896
4523,45.07540942,-2.0784278869999997,-9.808054047,-0.11900253300000001
4524,45.08538842,-2.2234762569999997,-9.862840118,-0.5560935974
4525,45.09533742,-2.174228668,-9.872120819,-0.8867559814
4526,45.10531642,-2.0020866390000003,-9.842183075,-1.06473587
4527,45.11526542,-1.754501495,-9.741292877000001,-1.124611359
4528,45.12524442,-1.466500397,-9.585017853,-1.046922913
4529,45.13519342,-1.100361786,-9.469009094,-0.8572673034999999
4530,45.14517242,-0.7773335266,-9.42739563,-0.7110214233
4531,45.15515142,-0.5243595886,-9.417815552,-0.5544470215
4532,45.16510042,-0.26120681760000003,-9.501940613,-0.5355862427
4533,45.17507942,-0.07828720093,-9.568552094,-0.6167175293
4534,45.18502842,0.07529342651000001,-9.647288361000001,-0.763711853
4535,45.19500742,0.260458374,-9.620793457000001,-0.9249266051999999
4536,45.20495642,0.39966888429999997,-9.365125122,-0.9746232604999999
4537,45.21493542,0.43918670649999997,-9.161398773,-0.9756710815
4538,45.22491442,0.445922699,-8.944050751,-0.9407936095999999
4539,45.23486342,0.49112869259999997,-8.793763275,-0.8659492493000001
4540,45.24484242,0.5195695496,-8.794511718999999,-0.7349716187
4541,45.25479142,0.4833448792,-8.928632812,-0.5284011840999999
4542,45.26477042,0.3270698547,-9.230704651,-0.2077679443
4543,45.27471942,0.18202148440000002,-9.667795715,0.1182540894
4544,45.28469842,0.2347119141,-10.18901184,0.14130615230000002
4545,45.29467742,0.425565033,-10.77773758,-0.4001179504
4546,45.30462642,0.7388635254000001,-11.60132492,-1.408720551
4547,45.31460542,1.032403107,-12.69465134,-2.418370972
4548,45.32455442,1.107546844,-13.80010254,-3.208128662
4549,45.33453342,0.7147636414,-14.4455603,-3.825894012
