"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.863520900E-2,-4.393645003E-2,2.658788860E-1,7.317471504E-1
1.010551040E-1,-3.294088319E-2,2.817613780E-1,7.439644337E-1
1.034742710E-1,-2.316704579E-2,2.939786613E-1,7.610686421E-1
1.058926040E-1,-1.705839671E-2,3.074176908E-1,7.879467010E-1
1.083117190E-1,-1.461493783E-2,3.233001828E-1,8.026074767E-1
1.107316670E-1,-1.461493783E-2,3.416261077E-1,8.233768940E-1
1.131507810E-1,-1.339321025E-2,3.599520624E-1,8.526983857E-1
1.155691670E-1,-1.950185560E-2,3.807214499E-1,8.710243106E-1
1.179882810E-1,-2.561050095E-2,3.978256583E-1,8.991240859E-1
1.204082290E-1,-3.538433835E-2,4.173733592E-1,9.321107864E-1
1.228273440E-1,-4.882336035E-2,4.405862093E-1,9.577671289E-1
1.252457290E-1,-6.226239353E-2,4.625773430E-1,9.907538295E-1
1.276648440E-1,-8.058833331E-2,4.845684767E-1,1.032292724E0
1.300847920E-1,-1.001360044E-1,5.016726851E-1,1.064057589E0
1.325039060E-1,-1.209054068E-1,5.090030432E-1,1.098266006E0
1.349222920E-1,-1.428965330E-1,5.199986100E-1,1.141026616E0
1.373414060E-1,-1.709963083E-1,5.334376693E-1,1.176456690E0
1.397613540E-1,-2.003178149E-1,5.261072516E-1,1.207000017E0
1.421804690E-1,-2.320827693E-1,4.906771183E-1,1.235099792E0
1.445988020E-1,-2.614043057E-1,4.833467603E-1,1.257090926E0
1.470179690E-1,-2.931692600E-1,4.980074763E-1,1.271751642E0
1.494378650E-1,-3.224907815E-1,5.224421024E-1,1.290077567E0
1.518570310E-1,-3.493688107E-1,5.554287434E-1,1.293742776E0
1.542753650E-1,-3.738034070E-1,5.969675779E-1,1.292521000E0
1.566945310E-1,-3.933510780E-1,6.470584869E-1,1.292521000E0
1.591144270E-1,-4.116770327E-1,7.044797540E-1,1.285190701E0
1.615335940E-1,-4.202291369E-1,7.655662298E-1,1.275416851E0
1.639519270E-1,-4.238943160E-1,8.217657804E-1,1.269308209E0
1.663710420E-1,-4.202291369E-1,8.669697642E-1,1.260756016E0
1.687909900E-1,-4.128987491E-1,9.085085988E-1,1.250982285E0
1.712101040E-1,-4.019031823E-1,9.341648817E-1,1.247317076E0
1.736284900E-1,-3.872424364E-1,9.476039410E-1,1.241208434E0
1.760476040E-1,-3.725816905E-1,9.500473738E-1,1.238765001E0
1.784675520E-1,-3.566991985E-1,9.427170157E-1,1.242430091E0
1.808866670E-1,-3.408167064E-1,9.207258821E-1,1.243651867E0
1.833050520E-1,-3.273776770E-1,8.962912560E-1,1.242430091E0
1.857241670E-1,-3.176038563E-1,8.681914806E-1,1.241208434E0
1.881441150E-1,-3.114952147E-1,8.413134813E-1,1.243651867E0
1.905632290E-1,-3.066082895E-1,8.193223476E-1,1.238765001E0
1.929816150E-1,-3.066082895E-1,8.046615720E-1,1.239986658E0
1.954007290E-1,-3.102734685E-1,7.961094975E-1,1.237543225E0
1.978206250E-1,-3.176038563E-1,7.973312140E-1,1.233878016E0
2.002397920E-1,-3.249342442E-1,8.034398556E-1,1.231434584E0
2.026581250E-1,-3.359297812E-1,8.156571388E-1,1.231434584E0
2.050772920E-1,-3.469253480E-1,8.327613473E-1,1.227769375E0
2.074971880E-1,-3.603643775E-1,8.547524810E-1,1.227769375E0
2.099163540E-1,-3.750251234E-1,8.791870475E-1,1.231434584E0
2.123346880E-1,-3.909076154E-1,9.072868228E-1,1.235099792E0
2.147538540E-1,-4.080118239E-1,9.414952993E-1,1.239986658E0
2.171737500E-1,-4.226725698E-1,9.818123579E-1,1.246095300E0
2.195929170E-1,-4.385550618E-1,1.025794506E0,1.258312583E0
2.220112500E-1,-4.519940913E-1,1.072220206E0,1.272973418E0
2.244304170E-1,-4.629896581E-1,1.122311115E0,1.285190701E0
2.268503130E-1,-4.703200459E-1,1.161406398E0,1.304738283E0
2.292694790E-1,-4.788721204E-1,1.191949725E0,1.324285984E0
2.316878130E-1,-4.837590456E-1,1.211497307E0,1.345055461E0
2.341069270E-1,-4.874242544E-1,1.231045008E0,1.359716177E0
2.365268750E-1,-4.874242544E-1,1.246927500E0,1.373155236E0
2.389459900E-1,-4.874242544E-1,1.262809992E0,1.382928967E0
2.413643750E-1,-4.849807620E-1,1.277470708E0,1.389037609E0
2.437834900E-1,-4.813156128E-1,1.290909767E0,1.392702818E0
2.462034380E-1,-4.739851952E-1,1.305570483E0,1.387815952E0
2.486225520E-1,-4.678765535E-1,1.315344334E0,1.387815952E0
2.510409380E-1,-4.581027329E-1,1.322674751E0,1.389037609E0
2.534600520E-1,-4.495506287E-1,1.323896527E0,1.387815952E0
2.558800000E-1,-4.409985244E-1,1.330005169E0,1.391481161E0
2.582991150E-1,-4.348898828E-1,1.333670259E0,1.400033236E0
2.607175000E-1,-4.287812412E-1,1.338557243E0,1.408585310E0
2.631366150E-1,-4.251160324E-1,1.344665885E0,1.417137384E0
2.655565630E-1,-4.251160324E-1,1.355661392E0,1.429354787E0
2.679756770E-1,-4.251160324E-1,1.370322227E0,1.440350294E0
2.703940110E-1,-4.251160324E-1,1.392313361E0,1.455011010E0
2.728131770E-1,-4.263377786E-1,1.422856569E0,1.473337054E0
2.752331250E-1,-4.287812412E-1,1.464395404E0,1.492884636E0
2.776522400E-1,-4.324464202E-1,1.519373178E0,1.506323695E0
2.800705730E-1,-4.348898828E-1,1.579237938E0,1.527093053E0
2.824897400E-1,-4.397768080E-1,1.647654772E0,1.535645247E0
2.849096360E-1,-4.483289123E-1,1.709962964E0,1.541753888E0
2.873288020E-1,-4.568810165E-1,1.768605947E0,1.550305963E0
2.897471360E-1,-4.715417624E-1,1.821140409E0,1.553971171E0
2.921663020E-1,-4.788721204E-1,1.876118183E0,1.544197321E0
2.945861980E-1,-4.874242544E-1,1.928652525E0,1.542975545E0
