"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-2.656898737E0,4.129796028E0,7.518931389E0
2.399427000E-3,-2.642534256E0,4.103460789E0,7.619483948E0
1.679333300E-2,-1.878816485E0,4.225559711E0,8.337713242E0
1.919281200E-2,-1.744747043E0,4.170495510E0,8.579517365E0
2.159223900E-2,-1.835722804E0,4.299777031E0,8.885961533E0
2.399088500E-2,-1.859663844E0,4.402723312E0,9.154101372E0
2.638953100E-2,-1.852481484E0,4.512851715E0,9.374358177E0
2.878901000E-2,-1.830934644E0,4.575098515E0,9.501244545E0
3.118843700E-2,-1.742352962E0,4.541580677E0,9.606585503E0
3.358708300E-2,-1.725594401E0,4.491304874E0,9.745444298E0
3.598572900E-2,-1.735170722E0,4.486516953E0,9.802902222E0
3.838520800E-2,-1.766294003E0,4.462575912E0,9.862753868E0
4.078463500E-2,-1.799811363E0,4.452999115E0,9.908242226E0
4.318328100E-2,-1.864452004E0,4.455393314E0,9.944153786E0
4.558192700E-2,-1.931486726E0,4.424269676E0,9.992035866E0
4.798140600E-2,-2.005703926E0,4.409905434E0,1.001358318E1
5.038083300E-2,-2.087103367E0,4.424269676E0,1.000879383E1
5.277947900E-2,-2.154138088E0,4.429058075E0,9.994429588E0
5.517812500E-2,-2.223566771E0,4.438634872E0,9.982459068E0
5.757760400E-2,-2.252296209E0,4.479334354E0,9.968094826E0
5.997703100E-2,-2.316936731E0,4.529610157E0,9.994429588E0
6.237567700E-2,-2.338483572E0,4.558339119E0,1.007582855E1
6.477432300E-2,-2.391153812E0,4.555945396E0,1.016680527E1
6.717380200E-2,-2.453400373E0,4.567915916E0,1.021708107E1
6.957322900E-2,-2.508464575E0,4.491304874E0,1.027932835E1
7.197187500E-2,-2.515647173E0,4.376387596E0,1.027214527E1
7.437052000E-2,-2.443824053E0,4.405117512E0,1.024820423E1
7.677000000E-2,-2.309754610E0,4.385964394E0,1.017877483E1
7.916942700E-2,-2.209202290E0,4.306959152E0,1.015483379E1
8.156807300E-2,-2.118226528E0,4.283018112E0,1.009019375E1
8.396671800E-2,-2.044009686E0,4.220771790E0,1.000879383E1
8.636619800E-2,-2.008098125E0,4.247107029E0,9.905847549E0
8.876562500E-2,-1.996127486E0,4.318929672E0,9.869936943E0
9.116427000E-2,-1.917122245E0,4.297382832E0,9.781354904E0
9.356291600E-2,-1.878816485E0,4.271047592E0,9.659255981E0
9.596239500E-2,-1.811781883E0,4.204012871E0,9.580250740E0
9.836182300E-2,-1.785446763E0,4.148948669E0,9.522791862E0
1.007604680E-1,-1.751929402E0,4.065155506E0,9.443786621E0
1.031591140E-1,-1.716017842E0,3.976573706E0,9.376751900E0
1.055585930E-1,-1.696865082E0,3.859262943E0,9.276200294E0
1.079580200E-1,-1.680106521E0,3.756316900E0,9.192406654E0
1.103566660E-1,-1.672924042E0,3.639005899E0,9.132554054E0
1.127553120E-1,-1.670529962E0,3.483389616E0,9.036789894E0
1.151547910E-1,-1.498154998E0,2.765159845E0,8.560364723E0
1.175542180E-1,-1.380844116E0,2.540114641E0,8.366442680E0
1.199528640E-1,-1.452666998E0,2.573631763E0,8.526846886E0
1.223515100E-1,-1.608283520E0,2.571237803E0,8.644158363E0
1.247509890E-1,-1.835722804E0,2.566449642E0,8.732740402E0
1.271504160E-1,-2.063162327E0,2.532932281E0,8.768651009E0
1.295490620E-1,-2.149349928E0,2.544902802E0,8.830898285E0
1.319477080E-1,-2.237931490E0,2.576025963E0,8.883567810E0
1.343471870E-1,-2.228355169E0,2.525749922E0,8.852444649E0
1.367466140E-1,-2.173290730E0,2.355768681E0,8.634581566E0
1.391452600E-1,-1.816570044E0,1.999048114E0,7.978598595E0
1.415439060E-1,-1.998521447E0,2.063688993E0,8.158156395E0
1.439433850E-1,-2.197231770E0,2.118752956E0,8.534029961E0
1.463428120E-1,-2.391153812E0,2.145088196E0,9.003273010E0
1.487414580E-1,-2.616199017E0,2.149876595E0,9.403086662E0
1.511401040E-1,-2.841244459E0,2.157058716E0,9.640103340E0
1.535395830E-1,-2.910673380E0,2.264793158E0,9.738261223E0
1.559390100E-1,-2.963343382E0,2.274369478E0,9.807689667E0
1.583376560E-1,-3.018407822E0,2.255216837E0,9.771779060E0
1.607363020E-1,-3.133324623E0,2.209728718E0,9.740654945E0
1.631357810E-1,-3.236270905E0,2.171423197E0,9.711925507E0
1.655352080E-1,-3.341611147E0,2.099600315E0,9.680803299E0
1.679338540E-1,-3.423010349E0,2.061294794E0,9.642497063E0
1.703325000E-1,-3.482862949E0,2.080447435E0,9.606585503E0
1.727319790E-1,-3.528350830E0,2.068477154E0,9.647284508E0
1.751314060E-1,-3.585808992E0,2.051718473E0,9.659255981E0
1.775300520E-1,-3.643267632E0,2.034959555E0,9.637708664E0
1.799286980E-1,-3.609750032E0,2.099600315E0,9.699955940E0
1.823281770E-1,-3.592991352E0,2.125935555E0,9.747838020E0
1.847276040E-1,-3.537927151E0,2.140300035E0,9.757413864E0
1.871262500E-1,-3.468498230E0,2.188182116E0,9.733472824E0
1.895248950E-1,-3.367946148E0,2.252822638E0,9.776566505E0
1.919243750E-1,-3.293729067E0,2.248034477E0,9.781354904E0
1.943238020E-1,-3.154871225E0,2.262398958E0,9.687985420E0
1.967224480E-1,-2.965737581E0,2.281551838E0,9.671225548E0
1.991210930E-1,-2.755056858E0,2.288733959E0,9.568280220E0
2.015205730E-1,-2.518041134E0,2.291128397E0,9.453363419E0
2.039200000E-1,-2.331301451E0,2.307887077E0,9.369569778E0
2.063186450E-1,-2.099073887E0,2.298310518E0,9.288170815E0
2.087172910E-1,-1.857269645E0,2.312674999E0,9.213953972E0
2.111167700E-1,-1.651377201E0,2.291128397E0,9.113401413E0
2.135161980E-1,-1.474213958E0,2.322251558E0,9.015242577E0
2.159148430E-1,-1.332962155E0,2.346192598E0,8.950602531E0
2.183134890E-1,-1.186922073E0,2.327039719E0,8.890749931E0
2.207129680E-1,-1.076793432E0,2.334222078E0,8.828503609E0
2.231123950E-1,-9.810296297E-1,2.353374720E0,8.725557327E0
2.255110410E-1,-9.139947891E-1,2.322251558E0,8.625004768E0
2.279096870E-1,-8.517482281E-1,2.305492878E0,8.529240608E0
2.303091660E-1,-8.230190277E-1,2.255216837E0,8.411930084E0
2.327085930E-1,-7.895016670E-1,2.260004997E0,8.256314278E0
2.351072390E-1,-7.871075869E-1,2.209728718E0,8.122244835E0
2.375058850E-1,-8.613246679E-1,2.140300035E0,7.995357513E0
2.399053640E-1,-9.092066288E-1,2.090023994E0,7.945081234E0
2.423047910E-1,-1.004970551E0,2.032565594E0,7.918745995E0
2.447034370E-1,-1.119887352E0,2.003836393E0,7.942687035E0
2.471020830E-1,-1.203680754E0,1.939195752E0,7.942687035E0
2.495015620E-1,-1.244380474E0,1.864978671E0,7.988174915E0
2.519009890E-1,-1.268321514E0,1.831461310E0,8.064785957E0
2.542996350E-1,-1.273109555E0,1.740485549E0,8.143791199E0
2.566982810E-1,-1.234804153E0,1.649509788E0,8.265890121E0
