"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.496400001E-2,-7.702109963E-2,-2.223642170E-1,4.829019308E-2
3.494300001E-2,-1.478617042E-1,-2.394270897E-1,2.067561075E-2
4.492200000E-2,-1.954887956E-1,-3.007142246E-1,-6.563987583E-3
5.493200000E-2,-2.069531679E-1,-3.814053535E-1,-4.159041494E-2
6.491099999E-2,-2.149146795E-1,-4.673998952E-1,-4.416466132E-2
7.489000002E-2,-2.545678318E-1,-5.155224204E-1,-2.423782833E-2
8.490000002E-2,-2.779219151E-1,-4.976045489E-1,1.719309203E-2
9.487900001E-2,-2.644172907E-1,-4.083782732E-1,7.124087960E-2
1.048590000E-1,-2.163544595E-1,-3.456540406E-1,9.345465899E-2
1.148680000E-1,-1.512345821E-1,-3.243873715E-1,5.626254901E-2
1.248480000E-1,-1.021708399E-1,-3.087095618E-1,4.262028262E-3
1.348270000E-1,-8.943986893E-2,-3.002441823E-1,-3.220383823E-2
1.448370000E-1,-1.268987954E-1,-2.926632464E-1,-3.991052881E-2
1.548160000E-1,-1.830321103E-1,-2.845850885E-1,-2.520508692E-2
1.647950000E-1,-2.248167992E-1,-2.980941832E-1,-9.708853438E-3
1.748050000E-1,-2.579608858E-1,-3.517683446E-1,5.450923927E-3
1.847840000E-1,-3.069351614E-1,-4.347523451E-1,1.666894555E-2
1.947630000E-1,-3.674741387E-1,-5.448815227E-1,2.122960798E-2
2.047730000E-1,-4.161863327E-1,-6.664515138E-1,-2.672474645E-2
2.147520000E-1,-4.388754070E-1,-7.726200223E-1,-1.668187380E-1
2.247320000E-1,-4.450038373E-1,-8.582639098E-1,-3.602991104E-1
2.347410000E-1,-4.641556740E-1,-9.342870712E-1,-5.201110840E-1
2.447210000E-1,-5.181282163E-1,-1.002151728E0,-5.553179383E-1
2.547000000E-1,-6.127130389E-1,-1.077862740E0,-4.836080372E-1
2.647100000E-1,-7.376134992E-1,-1.185448050E0,-3.829143941E-1
2.746890000E-1,-9.171683788E-1,-1.162007689E0,-2.736123800E-1
2.846680000E-1,-1.197853923E0,-8.366153836E-1,-2.007971257E-1
2.946780000E-1,-1.161705494E0,-7.442519069E-1,-1.747949794E-2
3.046570000E-1,-1.086775064E0,-6.474808455E-1,2.850506306E-1
3.146360000E-1,-9.465849400E-1,-5.130229592E-1,5.810809135E-1
3.246460000E-1,-8.238483071E-1,-4.156560004E-1,7.870185971E-1
3.346250000E-1,-7.490116358E-1,-3.461501598E-1,9.034022093E-1
