"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.837510400E-2,-2.760497928E-1,3.515869975E-1,1.127999872E-1
7.077500000E-2,-2.687194049E-1,3.308175802E-1,1.103565246E-1
7.317416700E-2,-2.650542259E-1,3.076047301E-1,1.066913456E-1
7.557250000E-2,-2.613890469E-1,2.905005217E-1,1.005826890E-1
7.797161400E-2,-2.577238381E-1,2.697311342E-1,9.325231612E-2
8.037151000E-2,-2.577238381E-1,2.501834631E-1,8.592194319E-2
8.277062500E-2,-2.565021217E-1,2.306358069E-1,7.981328666E-2
8.516901000E-2,-2.601673007E-1,2.123098522E-1,7.248291373E-2
8.756812500E-2,-2.626107633E-1,1.976491064E-1,6.759600341E-2
8.996802100E-2,-2.687194049E-1,1.842100769E-1,6.393080950E-2
9.236713500E-2,-2.736063302E-1,1.744362414E-1,5.904389173E-2
9.476552100E-2,-2.797149718E-1,1.671058685E-1,5.415697396E-2
9.716463500E-2,-2.882670760E-1,1.683275849E-1,5.415697396E-2
9.956453100E-2,-2.968191803E-1,1.707710475E-1,5.293524638E-2
1.019636460E-1,-3.090364933E-1,1.781014353E-1,5.537870154E-2
1.043619790E-1,-3.188103139E-1,1.890969872E-1,5.904389173E-2
1.067611460E-1,-3.298058808E-1,2.013142854E-1,6.393080950E-2
1.091610420E-1,-3.456883729E-1,2.208619565E-1,7.370464504E-2
1.115601560E-1,-3.579056561E-1,2.428530902E-1,8.714367449E-2
1.139585420E-1,-3.713446856E-1,2.672876716E-1,1.018044204E-1
1.163576560E-1,-3.860054314E-1,2.929439843E-1,1.213520914E-1
1.187575520E-1,-3.994444609E-1,3.173785806E-1,1.445649415E-1
1.211566670E-1,-4.128834903E-1,3.418131471E-1,1.689995378E-1
1.235550000E-1,-4.251007736E-1,3.650260270E-1,1.983210444E-1
1.259541670E-1,-4.373180866E-1,3.845736980E-1,2.276425511E-1
1.283540620E-1,-4.495353699E-1,4.016779065E-1,2.569640577E-1
1.307531770E-1,-4.617526531E-1,4.090082645E-1,2.875072956E-1
1.331515100E-1,-4.715265036E-1,4.016779065E-1,3.082767129E-1
1.355506770E-1,-4.825220704E-1,3.393697143E-1,2.997246087E-1
1.379505730E-1,-4.849655330E-1,2.306358069E-1,2.789551914E-1
1.403496870E-1,-4.971828163E-1,1.475581974E-1,2.594075203E-1
1.427480210E-1,-5.228391290E-1,1.047976613E-1,2.374163866E-1
1.451471350E-1,-5.558258295E-1,8.769345284E-2,2.142035216E-1
1.475470830E-1,-5.998080969E-1,8.769345284E-2,1.909906715E-1
1.499461980E-1,-6.486772895E-1,9.380209446E-2,1.665560752E-1
1.523445310E-1,-7.036550641E-1,1.011324748E-1,1.457866728E-1
1.547436460E-1,-7.647415400E-1,1.060193926E-1,1.323476583E-1
1.571435940E-1,-8.294932246E-1,1.109063029E-1,1.213520914E-1
1.595427080E-1,-8.991317749E-1,1.047976613E-1,1.164651811E-1
1.619410420E-1,-9.675486684E-1,1.035759300E-1,1.115782559E-1
1.643401560E-1,-1.038408875E0,9.746728837E-2,1.042478830E-1
1.667400520E-1,-1.105603933E0,9.624555707E-2,9.325231612E-2
1.691392190E-1,-1.167912126E0,9.258036315E-2,7.370464504E-2
1.715375000E-1,-1.228998661E0,9.258036315E-2,5.415697396E-2
1.739366670E-1,-1.282754779E0,9.013690799E-2,3.460930288E-2
1.763365620E-1,-1.332845688E0,8.524999022E-2,1.506163366E-2
1.787357290E-1,-1.375606179E0,7.669788599E-2,1.622609561E-3
1.811340100E-1,-1.414701462E0,5.837194622E-2,-5.707766861E-3
1.835331770E-1,-1.451353431E0,3.271562606E-2,-3.264308209E-3
1.859330730E-1,-1.480674863E0,9.506582282E-4,7.731257007E-3
1.883322390E-1,-1.507552981E0,-4.791852087E-2,2.972238697E-2
1.907305210E-1,-1.530765772E0,-1.041180715E-1,6.148734689E-2
1.931296870E-1,-1.551535249E0,-1.615393609E-1,9.936095774E-2
1.955295830E-1,-1.567417741E0,-2.201823741E-1,1.445649415E-1
1.979286980E-1,-1.580856681E0,-2.727167606E-1,1.909906715E-1
2.003270310E-1,-1.589408875E0,-3.240293860E-1,2.410815805E-1
2.027261980E-1,-1.591852307E0,-3.667899072E-1,2.923942208E-1
2.051260940E-1,-1.591852307E0,-4.071069956E-1,3.449285924E-1
2.075252080E-1,-1.585743666E0,-4.425371289E-1,3.950195014E-1
2.099235420E-1,-1.572304606E0,-4.718586504E-1,4.438886642E-1
