"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.547084583E-1,-3.065224588E-1,-4.798030853E-2,-4.901314527E-2
1.646874583E-1,-2.904172540E-1,-1.180259604E-2,-5.218337104E-2
1.746664583E-1,-2.465541959E-1,4.829495773E-2,-4.646471143E-2
1.846454583E-1,-2.002205104E-1,9.266188741E-2,-3.614203259E-2
1.946254583E-1,-1.748032272E-1,9.956023097E-2,-2.268302068E-2
2.046044583E-1,-1.696819663E-1,5.880375206E-2,1.330968458E-3
2.145834583E-1,-1.869015843E-1,-1.383345691E-3,2.741597593E-2
2.245624583E-1,-2.146059275E-1,-5.060548708E-2,5.134287849E-2
2.345724583E-1,-2.480567396E-1,-9.001059085E-2,6.218198314E-2
2.445514583E-1,-2.671974301E-1,-1.051101834E-1,4.827095941E-2
2.545314583E-1,-2.876192331E-1,-1.026033983E-1,2.737189084E-2
2.645104583E-1,-3.099919260E-1,-8.319774270E-2,1.048407983E-3
2.744894583E-1,-3.381563723E-1,-5.120163038E-2,2.103605308E-2
2.844684583E-1,-3.523392975E-1,-5.597657990E-3,8.952642977E-2
2.944484583E-1,-3.436858058E-1,1.421300881E-2,1.878197342E-1
3.044274583E-1,-3.228819668E-1,7.465356961E-3,2.972916663E-1
3.144374583E-1,-3.153601289E-1,-2.375820838E-2,3.843020201E-1
3.244164583E-1,-3.526249230E-1,-4.048365727E-2,3.835869431E-1
3.343954583E-1,-4.374326766E-1,-3.915177658E-3,3.158446252E-1
3.443744583E-1,-5.258038044E-1,1.003686190E-1,2.245354950E-1
3.543544583E-1,-5.653298497E-1,2.875699997E-1,1.561088115E-1
3.643334583E-1,-5.185634494E-1,5.260539651E-1,1.097679436E-1
3.743124583E-1,-4.040609896E-1,7.291508317E-1,7.631585747E-2
3.842914583E-1,-2.932766676E-1,8.349108100E-1,6.386903673E-2
3.942714583E-1,-2.244343013E-1,8.189959526E-1,8.864859492E-2
4.042804583E-1,-2.024440467E-1,6.995462179E-1,1.545495987E-1
4.142604583E-1,-2.176038176E-1,5.200362802E-1,2.365117222E-1
4.242394583E-1,-2.610674202E-1,3.796077967E-1,2.693074644E-1
4.342184583E-1,-2.951287329E-1,3.457206786E-1,2.324546576E-1
4.441974583E-1,-2.871171236E-1,3.895840049E-1,1.676477045E-1
4.541774583E-1,-2.379976958E-1,4.739144444E-1,9.871922433E-2
4.641564583E-1,-1.590618640E-1,5.519626141E-1,4.195234552E-2
4.741354583E-1,-6.673520803E-2,5.988141894E-1,1.102901436E-2
4.841454583E-1,-2.480160445E-2,6.404790878E-1,9.020781144E-4
4.941244583E-1,-3.039744683E-2,7.073453069E-1,2.000615746E-2
5.041034583E-1,-5.631772429E-2,7.391181588E-1,6.471716613E-2
5.140834583E-1,-9.517928958E-2,7.619107962E-1,1.124616638E-1
5.240624583E-1,-1.182467788E-1,8.081930280E-1,1.281218380E-1
5.340414583E-1,-1.009222865E-1,7.516099811E-1,1.547573805E-1
5.440204583E-1,-1.597110331E-1,5.534625649E-1,2.222626507E-1
5.540004583E-1,-3.755918443E-1,3.097384274E-1,2.978428900E-1
5.640094583E-1,-6.521996856E-1,1.193900555E-1,3.169547915E-1
5.739894583E-1,-8.206560612E-1,1.549077965E-2,2.795332670E-1
5.839684583E-1,-7.801525593E-1,3.643574193E-2,2.149657160E-1
5.939474583E-1,-5.639569759E-1,2.016650885E-1,1.438377649E-1
6.039264583E-1,-2.636530399E-1,4.173648953E-1,9.451016784E-2
6.139064583E-1,-7.445774041E-3,5.689130425E-1,9.255018085E-2
6.238854583E-1,6.215807050E-2,5.992959738E-1,1.511567831E-1
