,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
9653,49.008972,-1.031900883,4.948814869,8.020575523
9654,49.013977,-1.084573388,4.924872875,8.087613106000001
9655,49.018982,-1.130063176,4.903325081,8.164227486
9656,49.023987,-1.206677675,4.862623692,8.236053467
9657,49.028992,-1.206677675,4.8291049,8.348581314
9658,49.033997,-1.156399369,4.762067318,8.508993149
9659,49.039002,-1.060631394,4.771644115,8.635885239
9660,49.043884,-1.019929886,4.788403511,8.779537201
9661,49.049988,-1.029506683,4.776432514,8.971074104
9662,49.054993,-1.0534487959999999,4.707000732,9.109937667999999
9663,49.059998,-1.007958889,4.7022123339999995,9.203310966
9664,49.065003,-0.9385270476,4.673481941,9.255983353
9665,49.069946,-0.8403648137999999,4.690241337,9.155426979
9666,49.074951,-0.7230489254000001,4.742913723,8.983044624
9667,49.080994,-0.6416460276,4.805162907,8.6957407
9668,49.085999,-0.6320692300999999,4.802768707,8.42759037
9669,49.090942,-0.6727706790000001,4.807557106,8.224082947000001
9670,49.095947,-0.7110779285,4.802768707,8.068459511
9671,49.100952,-0.7230489254000001,4.805162907,7.946355343
9672,49.106995,-0.7445967197,4.807557106,7.87931776
9673,49.112,-0.8092401624,4.795586108999999,7.831433773
9674,49.116943,-0.8786720037000001,4.771644115,7.886500358999999
9675,49.121948,-0.9433154464,4.757278919,7.99663353
9676,49.126953,-0.9504981041,4.783615112,8.097189903
9677,49.131958,-0.9720458984,4.838681698,8.171410561
9678,49.136963,-1.00556469,4.862623692,8.204929352
9679,49.141968,-1.067813993,4.896142483,8.243236542
9680,49.146973,-1.094150186,4.862623692,8.262390137
9681,49.151977,-1.000776291,4.843470097,8.329427719
9682,49.156982,-0.8858546019,4.841075897,8.372523308
9683,49.162964,-0.8020575643000001,4.8554410930000005,8.396465302000001
9684,49.167969,-0.825999558,4.8841714860000005,8.391676902999999
9685,49.172973,-0.825999558,4.874594688,8.386888504
9686,49.177978,-0.806845963,4.898536682,8.374917984
9687,49.182983,-0.787692368,4.903325081,8.410830498
9688,49.188965,-0.8307880163,4.939238071,8.429984093
9689,49.19397,-0.9026140571,4.94402647,8.377311707
9690,49.198974,-0.9313444495000001,4.9344496730000005,8.24802494
9691,49.203979,-0.9385270476,4.932055473,8.082824707
9692,49.208984,-0.8451532125,4.920084476,7.951143742
9693,49.213989,-0.7996633648999999,4.910507679,7.869740963
9694,49.218994,-0.7422025204000001,4.932055473,7.841010571
9695,49.223999,-0.7948749661,4.896142483,7.831433773
9696,49.228943,-0.9002198576999999,4.860229492,7.867346764
9697,49.233947,-0.9672574997,4.862623692,7.972691536
9698,49.238952,-1.074996591,4.891354084,8.133103371
9699,49.243957,-1.113303781,4.939238071,8.24802494
9700,49.248779,-1.067813993,4.967968464,8.293514252000001
9701,49.253784,-1.00556469,4.932055473,8.264783859
9702,49.258789,-0.9983820915,4.90811348,8.243236542
9703,49.263918,-0.9816226959000001,4.912901878,8.157045364
9704,49.268923,-0.9672574997,4.888959885,8.080430984
9705,49.273989,-0.8954314590000001,4.862623692,8.001421928
9706,49.278994,-0.7733271718000001,4.862623692,7.908048152999999
9707,49.283999,-0.5841852427,4.86980629,7.908048152999999
9708,49.288943,-0.39504328369999997,4.90811348,7.888894558
9709,49.293947,-0.2035071403,4.924872875,7.891288757000001
9710,49.298952,-0.1508347094,4.915296078,7.9607205389999995
9711,49.303957,-0.1532289088,4.857835293,8.032546997
9712,49.308962,-0.17956513170000002,4.841075897,8.121131897
9713,49.313967,-0.27054479719999996,4.79079771,8.200140953
9714,49.318911,-0.3327940404,4.781220913,8.259995461
9715,49.323977,-0.4046200812,4.766855716999999,8.331821442
9716,49.329958,-0.46686932439999995,4.771644115,8.394071579
9717,49.334963,-0.5434837937,4.766855716999999,8.391676902999999
