"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-6.634333134E0,3.087323189E0,7.398083210E0
1.006000000E-2,-6.455965042E0,3.039438963E0,7.423222542E0
2.015400000E-2,-6.342240334E0,3.259705544E0,7.954735279E0
3.003100000E-2,-5.736507416E0,3.180696964E0,8.467094421E0
4.010200000E-2,-5.513846397E0,2.928108692E0,8.956708908E0
5.002500000E-2,-5.363011837E0,2.647987127E0,9.017760277E0
6.021100000E-2,-5.953182697E0,1.765723705E0,5.503072739E0
7.077100000E-2,-5.122394562E0,1.642422318E0,6.028599739E0
8.007600000E-2,-4.430470467E0,2.141613483E0,7.360973358E0
9.128300000E-2,-4.386177540E0,2.164358377E0,7.425616741E0
1.000450000E-1,-4.945223808E0,2.244564056E0,7.578845501E0
1.100470000E-1,-5.598840714E0,3.082534790E0,6.914454460E0
1.205980000E-1,-5.443217754E0,2.661155224E0,6.487089634E0
1.300560000E-1,-5.527014732E0,2.223016262E0,6.750451565E0
1.427370000E-1,-5.646724701E0,1.953668594E0,6.119579315E0
1.554220000E-1,-6.156689644E0,2.252943754E0,4.467580318E0
1.700670000E-1,-6.679822922E0,2.086546898E0,4.515464306E0
1.803060000E-1,-7.364564419E0,1.665167332E0,5.102043629E0
1.902700000E-1,-7.380126953E0,1.630451322E0,5.266046524E0
2.001260000E-1,-6.930016994E0,1.674744129E0,4.620809078E0
2.105320000E-1,-6.920440197E0,1.442506552E0,4.891354084E0
2.201410000E-1,-6.642712593E0,1.583764434E0,5.580883980E0
2.303350000E-1,-6.235698223E0,2.252943754E0,5.912481308E0
2.400540000E-1,-6.443994045E0,2.930502892E0,4.900930882E0
2.500140000E-1,-7.061697960E0,2.904166698E0,3.315969467E0
2.603280000E-1,-7.126341343E0,2.592920542E0,2.132036686E0
2.701750000E-1,-6.556521416E0,2.685097218E0,3.114856482E0
2.800280000E-1,-7.475894928E0,2.986766577E0,2.729389906E0
2.900560000E-1,-7.966706276E0,2.935291290E0,1.532289028E0
3.000560000E-1,-7.878120899E0,2.378639460E0,1.719036818E0
3.100650000E-1,-7.483077526E0,1.644816518E0,2.622848034E0
3.202170000E-1,-7.088034153E0,1.942894697E0,3.444059134E0
3.300090000E-1,-6.946776390E0,2.330755472E0,3.011905670E0
3.407510000E-1,-6.882133007E0,2.627636433E0,4.373009205E0
3.500100000E-1,-6.874950409E0,3.014299870E0,4.067748547E0
3.602270000E-1,-6.903680801E0,3.104082584E0,4.454412460E0
3.700710000E-1,-8.258798599E0,3.659537315E0,3.497928619E0
3.803790000E-1,-8.319850922E0,3.448847532E0,2.280477047E0
3.901000000E-1,-9.679757118E0,3.131615877E0,1.539471745E0
4.023050000E-1,-1.002093124E1,2.510320425E0,1.715445518E0
4.121720000E-1,-1.023401546E1,2.495955229E0,2.102109194E0
4.301720000E-1,-9.799467087E0,2.466027737E0,2.416946650E0
