"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,1.306546211E0,-9.203030586E0,-4.102443159E-1
2.500000000E-3,1.361881256E0,-9.197365761E0,-3.005307019E-1
5.000000000E-3,1.437508702E0,-9.278826714E0,-2.153361589E-1
7.500000000E-3,1.468805552E0,-9.310936928E0,-1.792925596E-1
1.000000000E-2,1.568964958E0,-9.391603470E0,-1.132298484E-1
1.250000000E-2,1.637454748E0,-9.476994514E0,-4.928774387E-2
1.500000000E-2,1.663418293E0,-9.531724930E0,-1.394126215E-3
1.750000000E-2,1.713316202E0,-9.619386673E0,3.331471235E-2
2.000000000E-2,1.743977547E0,-9.680923462E0,8.433070034E-2
2.250000000E-2,1.830092311E0,-9.771819115E0,1.437799782E-1
2.500000000E-2,1.924738407E0,-9.858166695E0,1.959642321E-1
2.750000000E-2,1.928861260E0,-9.915141106E0,2.095263302E-1
3.000000000E-2,1.979668498E0,-9.906150818E0,2.032905966E-1
3.250000000E-2,2.020793676E0,-9.909868240E0,2.403902113E-1
3.500000000E-2,2.084410191E0,-9.915472984E0,2.355093211E-1
3.750000000E-2,2.175769567E0,-9.919913292E0,2.036079317E-1
4.000000000E-2,2.200790167E0,-9.905766487E0,2.627165914E-1
4.250000000E-2,2.264803171E0,-9.898773193E0,3.119274080E-1
4.500000000E-2,2.293548107E0,-9.873711586E0,3.785208166E-1
4.750000000E-2,2.319473267E0,-9.852099419E0,4.504426718E-1
5.000000000E-2,2.347212791E0,-9.813632011E0,5.199270844E-1
5.250000000E-2,2.395304918E0,-9.881879807E0,6.181421876E-1
5.500000000E-2,2.420353651E0,-9.812000275E0,7.522628903E-1
5.750000000E-2,2.431771994E0,-9.803305626E0,8.305941820E-1
6.000000000E-2,2.435950279E0,-9.780322075E0,9.205689430E-1
6.250000000E-2,2.443422079E0,-9.771502495E0,1.020630956E0
6.500000000E-2,2.465316057E0,-9.748932838E0,1.046704650E0
6.750000000E-2,2.498765945E0,-9.723707199E0,1.095087051E0
7.000000000E-2,2.485338449E0,-9.657017708E0,1.127052903E0
7.250000000E-2,2.468621254E0,-9.557197571E0,1.116472483E0
7.500000000E-2,2.473537683E0,-9.622522354E0,1.058644891E0
7.750000000E-2,2.446281195E0,-9.635059357E0,1.052013159E0
8.000000000E-2,2.444135904E0,-9.595843315E0,9.844939113E-1
8.250000000E-2,2.388290167E0,-9.571641922E0,9.300219417E-1
8.500000000E-2,2.325579643E0,-9.576728821E0,8.447347879E-1
