"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.993833300E-2,-1.999043465E0,6.024993062E-1,2.786359787E-1
3.000000000E-2,-1.999043465E0,6.024993062E-1,2.786359787E-1
3.250000000E-2,-1.992101789E0,5.997985601E-1,2.770374417E-1
1.175000000E-1,6.010723710E-1,-4.361596107E-1,-3.120976686E-1
1.200000000E-1,6.026178002E-1,-4.699203968E-1,-3.063250482E-1
1.225000000E-1,6.049755216E-1,-5.109246969E-1,-2.999538779E-1
1.250000000E-1,6.100808978E-1,-5.549271703E-1,-2.934187949E-1
1.275000000E-1,6.088372469E-1,-5.971782207E-1,-2.861477435E-1
1.300000000E-1,6.100277305E-1,-6.412301064E-1,-2.789402008E-1
1.325000000E-1,6.143742204E-1,-6.849963069E-1,-2.704715133E-1
1.350000000E-1,6.173862219E-1,-7.276234627E-1,-2.627406716E-1
1.375000000E-1,6.203643680E-1,-7.690352798E-1,-2.561459243E-1
1.400000000E-1,6.219734550E-1,-8.073834181E-1,-2.481982112E-1
1.425000000E-1,6.239868999E-1,-8.416104317E-1,-2.410840243E-1
1.450000000E-1,6.258965135E-1,-8.695129156E-1,-2.331702858E-1
1.475000000E-1,6.206477284E-1,-8.880110383E-1,-2.262924016E-1
1.500000000E-1,6.217663884E-1,-8.998550177E-1,-2.241816521E-1
1.525000000E-1,6.202911139E-1,-9.072192907E-1,-2.228465974E-1
1.550000000E-1,6.189073324E-1,-9.080362916E-1,-2.199327052E-1
1.575000000E-1,6.127004027E-1,-9.016174674E-1,-2.192682177E-1
1.600000000E-1,6.072270274E-1,-8.919972181E-1,-2.202651948E-1
1.625000000E-1,6.018272638E-1,-8.776522875E-1,-2.227621824E-1
1.650000000E-1,5.966746211E-1,-8.580849171E-1,-2.263410985E-1
1.675000000E-1,5.891197920E-1,-8.330155015E-1,-2.333111167E-1
1.700000000E-1,5.835671425E-1,-8.119118810E-1,-2.413579077E-1
1.725000000E-1,5.724860430E-1,-7.913491726E-1,-2.489630729E-1
1.750000000E-1,5.605068803E-1,-7.691741586E-1,-2.578452528E-1
1.775000000E-1,5.504661798E-1,-7.444380522E-1,-2.649094164E-1
1.800000000E-1,5.377940536E-1,-7.192646861E-1,-2.745395899E-1
1.825000000E-1,5.220497251E-1,-6.946733594E-1,-2.850687802E-1
1.850000000E-1,5.056667328E-1,-6.727172732E-1,-2.960896790E-1
1.875000000E-1,4.908239841E-1,-6.570169330E-1,-3.066526055E-1
1.900000000E-1,4.746453166E-1,-6.436977983E-1,-3.175378442E-1
1.925000000E-1,4.548032284E-1,-6.330580711E-1,-3.291808665E-1
1.950000000E-1,4.367364943E-1,-6.310144067E-1,-3.382300138E-1
1.975000000E-1,4.201320708E-1,-6.291998029E-1,-3.455954492E-1
2.000000000E-1,3.990659416E-1,-6.328588724E-1,-3.510282934E-1
2.025000000E-1,3.818190396E-1,-6.418156624E-1,-3.556661308E-1
2.050000000E-1,3.629056215E-1,-6.513793468E-1,-3.582848608E-1
2.075000000E-1,3.480308652E-1,-6.619933844E-1,-3.582707942E-1
2.100000000E-1,3.310083449E-1,-6.685152054E-1,-3.558736145E-1
2.125000000E-1,3.145971298E-1,-6.818722486E-1,-3.498722017E-1
2.150000000E-1,2.945547402E-1,-6.899192333E-1,-3.397504091E-1
2.175000000E-1,2.778947949E-1,-6.897204518E-1,-3.278096616E-1
2.200000000E-1,2.577163875E-1,-6.792424321E-1,-3.144736290E-1
2.225000000E-1,2.388912886E-1,-6.650522351E-1,-2.980373502E-1
2.250000000E-1,2.202631980E-1,-6.434499621E-1,-2.827571034E-1
2.275000000E-1,2.069052607E-1,-6.187705994E-1,-2.653608322E-1
2.300000000E-1,1.921929270E-1,-5.895619988E-1,-2.461833954E-1
2.325000000E-1,1.793107539E-1,-5.584329963E-1,-2.265146375E-1
2.350000000E-1,1.689903289E-1,-5.240353346E-1,-2.082120627E-1
2.375000000E-1,1.570608467E-1,-4.855276346E-1,-1.902817637E-1
2.400000000E-1,1.449141800E-1,-4.468768239E-1,-1.728332639E-1
2.425000000E-1,1.343531311E-1,-4.111321270E-1,-1.555597484E-1
2.450000000E-1,1.258707345E-1,-3.765352964E-1,-1.425079256E-1
2.475000000E-1,1.190757006E-1,-3.459829390E-1,-1.287409961E-1
2.500000000E-1,1.105611026E-1,-3.263500035E-1,-1.150186658E-1
2.525000000E-1,9.731670469E-2,-3.035005033E-1,-1.041273847E-1
2.550000000E-1,8.073107153E-2,-2.724418342E-1,-9.329053760E-2
2.575000000E-1,6.391462684E-2,-2.415933162E-1,-8.235175908E-2
2.600000000E-1,4.645346478E-2,-2.181724608E-1,-7.480747253E-2
2.625000000E-1,3.450440243E-2,-2.076429427E-1,-6.914518028E-2
2.650000000E-1,2.218001895E-2,-2.069796622E-1,-6.320342422E-2
2.675000000E-1,1.282254234E-2,-2.175336480E-1,-5.207666382E-2
2.700000000E-1,2.251572907E-3,-2.328674644E-1,-4.036318511E-2
2.725000000E-1,-7.788642310E-3,-2.469967306E-1,-2.796808071E-2
2.750000000E-1,-2.386870608E-2,-2.551378012E-1,-1.324716024E-2
2.775000000E-1,-4.518818855E-2,-2.599553764E-1,-8.241306059E-4
2.800000000E-1,-7.101083547E-2,-2.620306909E-1,7.602765691E-3
2.825000000E-1,-9.842919558E-2,-2.625883520E-1,1.376800798E-2
2.850000000E-1,-1.292612404E-1,-2.647502720E-1,1.986883581E-2
2.875000000E-1,-1.631414145E-1,-2.675057948E-1,2.192004211E-2
2.900000000E-1,-1.947264224E-1,-2.741499841E-1,2.325988747E-2
2.925000000E-1,-2.300559729E-1,-2.819859684E-1,2.343583480E-2
2.950000000E-1,-2.677890062E-1,-2.899768651E-1,2.423870750E-2
2.975000000E-1,-3.011259735E-1,-2.998647094E-1,2.348509990E-2
