"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.663820000E-1,-5.306265831E0,6.503881812E-1,1.386155486E-1
1.763920000E-1,-4.339495659E0,2.502999783E0,4.935488999E-1
1.864010000E-1,-2.992146015E0,1.962812066E0,4.521097243E-1
1.963810000E-1,-1.738443494E0,5.221908092E-1,2.145023271E-2
2.063900000E-1,-1.341998219E0,-8.002663851E-1,-4.000291526E-1
2.164000000E-1,-1.503693104E0,-1.803355813E0,-7.167884707E-1
2.263790000E-1,-1.639015436E0,-2.092053413E0,-7.785120606E-1
2.363890000E-1,-1.549980283E0,-1.959404945E0,-6.078391671E-1
2.463990000E-1,-1.383014083E0,-1.912125707E0,-1.787625700E-1
2.563780000E-1,-1.024927258E0,-1.958783507E0,3.514973223E-1
2.663880000E-1,-4.724679291E-1,-1.709188581E0,4.689810872E-1
2.763980000E-1,-8.233562112E-2,-1.777624846E0,4.842700362E-1
2.863770000E-1,9.072516114E-2,-2.390263081E0,6.631249785E-1
2.963870000E-1,1.157495603E-1,-3.516692638E0,1.154680252E0
3.063960000E-1,1.429393701E-2,-1.942237616E0,1.570423365E0
3.163760000E-1,-3.914218843E-1,-3.658975959E-1,1.405537009E0
3.263850000E-1,-1.018442988E0,2.126497775E-1,8.609763980E-1
3.363950000E-1,-1.850985765E0,7.285967469E-1,1.020545840E0
3.463740000E-1,-2.262628555E0,1.249851823E0,1.147806406E0
3.563840000E-1,-1.903267264E0,1.375110388E0,1.091206074E0
3.663940000E-1,-1.242411137E0,1.485060811E0,8.259106874E-1
3.763730000E-1,-6.871138215E-1,1.740391612E0,5.006896853E-1
3.863830000E-1,-4.136798382E-1,1.906361222E0,2.652005851E-1
3.963930000E-1,-4.641483128E-1,1.860617280E0,1.217496768E-1
4.063720000E-1,-8.290603161E-1,1.729307175E0,-4.154074192E-2
4.163820000E-1,-1.551182032E0,1.366974711E0,-2.008851320E-1
4.263920000E-1,-1.970322013E0,1.147381186E0,-6.406766176E-1
4.363710000E-1,-1.239087462E0,1.406203866E0,-1.068036437E0
4.463810000E-1,-4.010096788E-1,1.486613035E0,-1.202719808E0
4.563600000E-1,-5.484906584E-2,1.649951577E0,-1.080329776E0
4.663700000E-1,-7.278677821E-2,2.222692728E0,-8.474727273E-1
4.763790000E-1,-9.054664522E-3,2.642453194E0,-6.784157753E-1
4.863590000E-1,1.340747923E-1,3.021165848E0,-7.043415904E-1
4.963680000E-1,3.115566373E-1,3.382032871E0,-9.304881692E-1
5.063780000E-1,6.019929647E-1,3.749441147E0,-1.252481818E0
5.163570000E-1,9.286357760E-1,4.292344570E0,-1.774245381E0
5.263670000E-1,1.433612943E0,5.088709354E0,-2.068602324E0
5.363770000E-1,1.741709232E0,6.168541431E0,-2.156636000E0
5.463560000E-1,1.667978048E0,7.335364342E0,-2.008482933E0
5.563660000E-1,1.404210806E0,8.383865356E0,-1.716592669E0
5.663760000E-1,1.148184657E0,9.170210838E0,-1.894241095E0
5.763550000E-1,8.189804554E-1,9.169487953E0,-2.405254841E0
5.863650000E-1,6.490331888E-1,9.163317680E0,-2.937187672E0
5.963740000E-1,9.527272582E-1,9.305844307E0,-3.434110641E0
6.063540000E-1,1.757925749E0,9.418779373E0,-4.022736549E0
6.163630000E-1,2.704712152E0,9.233663559E0,-4.619781017E0
6.263730000E-1,3.323790073E0,8.758476257E0,-4.970042229E0
6.363520000E-1,3.653330803E0,7.998603821E0,-5.224514961E0
