,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
18136,92.013,-4.879383087,-6.038176537000001,3.4165258410000003
18137,92.018982,-4.367023945,-6.349422932,5.214571476000001
18138,92.023986,-4.254496574,-6.536170482999999,6.375759125
18139,92.028991,-5.532999992000001,-8.698134422,25.63711166
18140,92.033996,-9.066842079,-25.5820446,32.25468445
18141,92.039001,-1.2210428709999999,-8.418013573,7.709329605
18142,92.044006,-0.06224924326,-0.3543418646,3.818751812
18143,92.049011,-1.9033904080000001,-0.11971008779999999,7.304709435
18144,92.054016,-2.588132143,0.787692368,8.255207062
18145,92.05896,-1.893813491,4.357447147,4.594472885
18146,92.063964,-4.27125597,3.256114244,-1.922544003
18147,92.068969,-8.860940933,-4.6806645389999995,-4.156333923
18148,92.073974,-11.46104336,-9.246406555,-4.6255974769999995
18149,92.078979,-12.97417927,-11.55202293,-4.704606533
18150,92.083984,-13.51047993,-11.93030739,-3.6966474060000003
18151,92.088989,-13.95101357,-12.09790134,-4.0653543469999995
18152,92.093994,-13.58230591,-12.08353615,-3.303998232
18153,92.098999,-10.65898609,-10.89361763,1.6615760330000002
18154,92.104003,-8.997409821,-10.85052204,5.444414616
18155,92.109008,-6.993463039,-9.945513725,5.461174011000001
18156,92.114013,-5.446808815,-8.327033043,2.511517525
18157,92.119018,-5.178658485,-7.156269073,1.256955862
18158,92.123962,-5.767632008,-6.713341712999999,1.67115283
18159,92.128967,-6.071695328,-6.301538944,1.78128612
18160,92.133972,-5.908889771,-5.899312973,2.485181332
18161,92.138976,-5.712565422000001,-5.664681435,2.944868088
18162,92.143981,-5.374982834,-5.595249176,3.23456645
18163,92.148986,-5.039794445,-5.741295815,3.315969467
18164,92.154968,-4.525041103,-5.973533154,2.980781078
18165,92.159972,-4.57531929,-6.16506958,2.8826189039999996
18166,92.164977,-5.762843609,-6.449979305,3.0885202880000002
18167,92.169982,-6.126761912999999,-6.10042572,3.758896589
18168,92.174987,-4.532223701,-4.960785866,3.258508444
18169,92.179992,-3.282450438,-4.137180328,3.574543238
18170,92.184997,-3.378218651,-4.108449936,4.299986362
18171,92.190002,-3.483563423,-3.763684988,5.650316237999999
18172,92.195007,-3.983951569,-3.1818940639999997,6.136339187999999
18173,92.200011,-5.884947777000001,-3.299209833,8.097189903
18174,92.205016,-10.61828423,-5.650316237999999,10.08916569
18175,92.20996,-12.41872406,-8.46589756,9.612719536
18176,92.214965,-12.16493893,-10.04846478,8.147468567
18177,92.221007,-11.04924107,-8.801085472,6.402095318
18178,92.226989,-9.165003777,-7.3118920329999995,4.862623692
18179,92.231994,-7.5944075579999994,-6.258443356,4.029441357
18180,92.236999,-6.87854147,-5.83466959,3.545812607
18181,92.241942,-6.775590897000001,-6.033388137999999,3.2752678389999996
18182,92.246947,-6.883329868,-6.071695328,3.2752678389999996
18183,92.25299,-7.000645638,-5.094861031000001,2.868253708
18184,92.257995,-8.202534676,-5.032611847,1.493981838
18185,92.263,-8.911218643,-5.3294930460000005,0.2082955539
18186,92.268004,-8.860940933,-5.367800236,-1.086967587
18187,92.273009,-10.15859795,-5.851428986,-4.295197964
18188,92.278014,-12.5599823,-6.749254704,-8.257601738
18189,92.282958,-11.39161205,-6.7875618929999995,-8.480262756
18190,92.287963,-9.63666153,-6.35421133,-6.31829834
18191,92.292968,-9.028534889,-5.781997204,-4.929661274
18192,92.29779,-8.415618896,-4.371812343999999,-4.546588898
18193,92.302977,-6.91684866,-3.069366693,-3.8929719919999997
18194,92.308959,-6.20337677,-2.523488522,-2.310404539
18195,92.313964,-6.945579052,-3.4141316410000004,-1.675941229
18196,92.318969,-7.663839817,-4.771644115,-1.091755986
18197,92.323974,-7.69017601,-5.475539207000001,-0.9624691009999999
18198,92.328978,-6.179434776,-5.604825974,-0.7230489254000001
18199,92.333983,-4.546588898,-6.212953568,0.1364694983
18200,92.338988,-3.3063924310000004,-6.998251438,1.632845521
18201,92.34497,-2.45166254,-7.730877399,3.869029999
18202,92.349974,-3.16034627,-8.152256966,5.23611927
18203,92.354979,-5.078101635,-8.748413086000001,6.045359135
18204,92.359984,-5.475539207000001,-6.79953289,6.136339187999999
18205,92.364806,-5.94959116,-5.319916248,5.997475147
18206,92.369994,-6.054935932,-4.690241337,5.9184665679999995
18207,92.374999,-6.382941722999999,-4.141968727,4.786009312
18208,92.380004,-6.629544735,-4.364629745,3.933673382
18209,92.385009,-6.703764915,-4.508281708,3.3016040330000003
18210,92.390013,-6.607996464,-3.837905407,2.406172752
18211,92.395018,-6.172252178,-3.5027170180000002,1.884236693
18212,92.399962,-5.935225964,-4.161122322,1.398213744
18213,92.404845,-5.884947777000001,-5.310339451,1.017535686
18214,92.409972,-6.0788779260000005,-6.157886982000001,0.7398083209999999
18215,92.414977,-6.375759125,-6.746860504,0.7493851184999999
18216,92.420958,-7.10599041,-7.309497832999999,1.211466074
18217,92.425963,-7.264008045,-7.1754226679999995,1.8579005
18218,92.430968,-6.449979305,-7.292738438,2.363077164
18219,92.435973,-4.089296341,-8.418013573,1.991975784
18220,92.440978,-2.511517525,-9.239224434,1.249773264
18221,92.445982,-1.436521053,-9.895236015,1.30005157
18222,92.450987,-1.683123827,-9.789890289,2.346317768
18223,92.455992,-3.428496838,-7.433996201,1.5442601440000001
18224,92.460997,-3.708618402,-6.5026516910000005,-1.8171991109999999
18225,92.466002,-4.204218388,-7.089231014,-1.9177556040000001
18226,92.470948,-4.620809078,-8.147468567,-1.276109457
18227,92.476014,-4.742913723,-9.277531624,0.1651999205
18228,92.480958,-5.123591423,-10.16817474,2.5426421169999998
18229,92.485963,-5.420472622,-10.0604353,4.007893562
18230,92.490785,-6.902483462999999,-10.38844109,4.699818134
18231,92.49579,-7.158663272999999,-10.32858658,4.824316502
18232,92.500978,-7.929595947,-9.536105156,4.8841714860000005
18233,92.505982,-8.858546257,-8.329427719,4.254496574
18234,92.510987,-8.834604263,-8.157045364,2.851494312
18235,92.515992,-8.908824921,-9.064447402999999,0.9768342972
18236,92.520997,-8.192957878,-9.603142737999999,-0.8619126081
18237,92.526002,-7.65426302,-10.12029076,-2.262520552
18238,92.531983,-6.861782074,-11.06121159,-2.015917778
18239,92.536988,-6.710947514,-11.92312431,-2.013523579
18240,92.54181,-8.461109161,-13.26866627,-1.908178806
18241,92.546998,-9.0740242,-13.46738434,-2.487575531
18242,92.552003,-9.617507935,-13.50329781,-3.1172506810000002
18243,92.557008,-9.045293808,-12.89756489,-2.901772499
18244,92.562013,-7.378929615,-11.54005241,-2.667140722
18245,92.567017,-6.040570736,-10.47942066,-1.771709204
18246,92.5719,-5.176264286,-9.902418137,-0.7086837292
18247,92.576966,-4.75488472,-9.619902611,0.4022258818
18248,92.581971,-4.845864296,-9.670180321,1.41257906
18249,92.586915,-4.987122059,-9.555258751,1.604115129
18250,92.59192,-5.4300494189999995,-9.526528358,1.651999116
18251,92.596986,-6.071695328,-9.655815125,1.194706678
18252,92.601991,-6.873753071,-9.943120002999999,0.7278373241
18253,92.606995,-7.618350029,-10.06282997,0.5961562395000001
18254,92.612,-8.068459511,-9.897629738,0.605733037
18255,92.617005,-7.9894509320000004,-9.54807663,0.7206547259999999
18256,92.62201,-7.127538681,-9.105149269,0.9457096456999999
18257,92.627015,-6.16506958,-8.846575737,1.434126854
18258,92.631959,-5.269638062,-8.537723541,1.6974890230000002
18259,92.636964,-4.783615112,-8.384494781,1.936909199
18260,92.641968,-4.472368717,-8.403648376,1.9249382019999999
18261,92.646973,-4.197035789,-8.406042099,2.080561161
