,Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
18032,92.01284458,-1.802663326,1.5088371040000002,0.1185078546
18033,92.01882658,-1.82770884,1.5454890730000002,-0.01221730467
18034,92.02383058,-1.794111252,1.577864885,-0.130114302
18035,92.02883558,-1.711644411,1.5723671909999999,-0.23945917190000002
18036,92.03384058,0.232128799,2.109928608,0.19975294170000002
18037,92.03884558,0.7434229851,1.703092337,0.08918632567
18038,92.04385058,0.3683517575,1.466687441,-0.3481931984
18039,92.04885558,0.3744603992,1.5106697080000002,-0.6823364496
18040,92.05386058,0.574824214,1.5803084369999998,-0.8900306820999999
18041,92.05880458,0.6438519954999999,1.523497939,-1.1887437109999999
18042,92.06380858,0.389732033,1.4343116280000001,-1.519221902
18043,92.06881358,0.0,1.415985584,-1.498452425
18044,92.07381858,-0.4862487316,1.301142931,-1.194852471
18045,92.07882358,-0.7825183868000001,1.1032226090000001,-0.8405506015
18046,92.08382858,-1.0201449390000001,0.8998045325,-0.46975538130000005
18047,92.08883358,-1.21195662,0.720210135,-0.1380555481
18048,92.09383858,-1.455691934,0.5082398653,0.2779437006
18049,92.09884358,-1.5112806559999998,0.4318817258,0.5149593949
18050,92.10384758,-1.3371840720000001,0.4300491214,0.6640105247
18051,92.10885258,-1.144150615,0.4141666293,0.6914994717
18052,92.11385758,-1.128878951,0.2229658216,0.6084218025
18053,92.11886258,-1.208902359,-0.02443460934,0.4868595898
18054,92.12380658,-1.276708364,-0.2296853364,0.41538837549999996
18055,92.12881158,-1.37078166,-0.3964515328,0.3781255782
18056,92.13381658,-1.4477506880000002,-0.4978551865,0.3109304011
18057,92.13882058,-1.5754214530000001,-0.5913175344,0.1673770845
18058,92.14382558,-1.665829539,-0.6536257863,0.009162978269
18059,92.14883058,-1.7256942990000002,-0.7373143434999999,-0.1716531366
18060,92.15481258,-1.7592918869999998,-0.9120218158,-0.43371433020000005
18061,92.15981658,-1.748907208,-1.048855662,-0.6462954283
18062,92.16482158,-1.701870561,-1.09283793,-0.7678576112000001
18063,92.16982658,-1.643838406,-0.9871582389,-0.8283332586
18064,92.17483158,-1.5748106240000002,-0.7935139537,-0.8924741149
18065,92.17983658,-1.459967971,-0.36651915310000005,-1.067181587
18066,92.18484158,-1.332297087,-0.010384709570000001,-1.204626322
18067,92.18984658,-1.051299095,0.2590068579,-1.30480814
18068,92.19485158,-0.7367035151000001,0.4703662395,-1.427592039
18069,92.19985558,-0.36529740689999995,0.7232644558,-1.5063936709999999
18070,92.20486058,0.05864306539,1.074512005,-1.379944563
18071,92.20980458,0.44287729259999997,1.4117095469999998,-0.9633345007999999
18072,92.21480958,0.7489207983,1.744631171,-0.6469063163000001
18073,92.22085158,0.8063421248999999,1.955379605,-0.4025602043
18074,92.22683358,0.7092145681,1.99019897,-0.3481931984
18075,92.23183858,0.5791002512,1.914451718,-0.4269948006
18076,92.23684358,0.48258355259999997,1.648725271,-0.5638286471
18077,92.24178658,0.4477642179,1.248608589,-0.6664539575999999
18078,92.24679158,0.4764748812,0.7226535678,-0.77152282
18079,92.25283458,0.5210680366,0.149661988,-0.9034696817
18080,92.25783958,0.45937067270000004,-0.1319468915,-0.9553932548
18081,92.26284458,0.3164281845,-0.2755002379,-0.9560040832
18082,92.26784858,0.04581489414,-0.30360001329999997,-0.9016370773000001
18083,92.27285358,-0.299323976,-0.1985312104,-0.8185594082
18084,92.27785858,-0.8668177723999999,0.025656340640000004,-0.5137376785
18085,92.28280258,-1.326799273,-0.025045474989999997,-0.2370157093
18086,92.28780758,-1.4508049490000001,-0.38667771219999997,-0.1466076523
18087,92.29281258,-1.5454890730000002,-0.6603453159,-0.0262672063
18088,92.29763458,-1.679268599,-0.8881980776999999,0.021991148590000002
18089,92.30282158,-1.7495180369999999,-0.967610538,-0.021380282940000002
18090,92.30880358,-1.7544050219999998,-1.138041973,-0.14110986890000002
18091,92.31380858,-1.736689925,-1.224784851,-0.1490511149
18092,92.31881358,-1.7232508659999999,-1.285871387,-0.08613199741000001
18093,92.32381858,-1.766622305,-1.243110776,0.010384709570000001
18094,92.32882258,-1.851532578,-1.148426652,0.04825835302
18095,92.33382758,-1.934610248,-1.089783549,0.01649336144
18096,92.33883258,-1.95721221,-1.137431145,-0.06414084882
18097,92.34481458,-1.874745488,-1.211345792,-0.19120082260000001
18098,92.34981858,-1.7916678190000002,-1.20523715,-0.2767219543
18099,92.35482358,-1.703092337,-1.0574077370000001,-0.2852740586
18100,92.35982858,-1.6285667419999998,-0.7757988572,-0.23579397800000002
18101,92.36465058,-1.5473216769999998,-0.44165557619999996,-0.18875736
