"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.244999992E-3,5.160865784E-1,2.343971878E-1,-2.696208656E-2
1.121099998E-2,2.889785767E-1,4.023957551E-1,-2.099879552E-3
2.117700002E-2,1.100220606E-1,3.651907742E-1,4.327344149E-2
3.114400001E-2,-6.375651807E-3,1.848330051E-1,7.969855517E-2
4.110999999E-2,-7.581876963E-2,-1.083361264E-2,1.075109765E-1
5.107599997E-2,-1.333497167E-1,-1.512445211E-1,9.176263958E-2
6.104200002E-2,-1.860636622E-1,-2.020288557E-1,3.496392071E-2
7.100900001E-2,-2.290425599E-1,-1.892065257E-1,-7.975021377E-3
8.097499999E-2,-2.183919996E-1,-1.329717487E-1,-1.049979497E-2
9.094099997E-2,-1.642960012E-1,-5.720216036E-2,2.599137090E-2
1.009070000E-1,-1.070941687E-1,3.311477602E-2,7.967139781E-2
1.108740000E-1,-8.283010870E-2,1.062537059E-1,1.295851618E-1
1.208400000E-1,-8.307642490E-2,1.399019361E-1,1.574687660E-1
1.308060000E-1,-9.949215502E-2,1.285699159E-1,1.517847776E-1
1.407720000E-1,-1.326308995E-1,9.170742333E-2,1.318473369E-1
1.507390000E-1,-1.755639911E-1,4.923134297E-2,1.026148945E-1
1.607050000E-1,-2.057906538E-1,3.769736737E-2,8.515997976E-2
1.706710000E-1,-2.035328299E-1,3.884332627E-2,6.815090030E-2
1.806370000E-1,-1.523944288E-1,3.853802383E-2,6.533505023E-2
1.906040000E-1,-8.863117546E-2,4.960931838E-2,6.564157456E-2
2.005700000E-1,-2.413813770E-2,8.273486793E-2,6.392199546E-2
2.105360000E-1,2.149965428E-2,9.044898301E-2,6.158453971E-2
2.205030000E-1,5.241151154E-2,9.061043710E-2,4.315610602E-2
2.304690000E-1,6.523996592E-2,1.037869602E-1,1.366559416E-2
2.404350000E-1,6.491121650E-2,1.057058871E-1,1.476935577E-3
2.504010000E-1,6.965138018E-2,1.293507665E-1,-7.227872498E-3
2.603680000E-1,8.322139084E-2,1.700386256E-1,-3.382039722E-3
2.703340000E-1,7.846578211E-2,2.810186744E-1,2.960919961E-2
2.803000000E-1,6.341154873E-2,4.176065028E-1,9.603070468E-2
2.902660000E-1,4.170438647E-2,5.447804332E-1,1.691805422E-1
3.002330000E-1,1.323539857E-2,6.415404677E-1,1.995083392E-1
3.101990000E-1,-1.363350078E-2,7.228624821E-1,2.020884156E-1
3.201650000E-1,-2.861385420E-2,8.430237770E-1,2.016836554E-1
3.301310000E-1,-2.660956047E-2,9.609423876E-1,2.422380149E-1
3.400980000E-1,-3.861280158E-3,1.142001748E0,2.714647055E-1
3.500640000E-1,4.511478171E-2,1.397501111E0,2.766517401E-1
3.600300000E-1,1.121251658E-1,1.675172806E0,2.650596499E-1
3.699960000E-1,1.935196221E-1,1.949353456E0,2.480329722E-1
3.799630000E-1,2.723699808E-1,2.259912252E0,2.453108132E-1
3.899290000E-1,3.485766053E-1,2.655528069E0,2.448892295E-1
3.998950000E-1,4.584911764E-1,2.999914169E0,9.423770010E-2
4.098610000E-1,5.214642286E-1,3.030671120E0,1.301296651E-1
4.198280000E-1,5.739886761E-1,3.116652489E0,2.176839262E-1
4.297940000E-1,5.904771090E-1,3.257924795E0,3.163963854E-1
4.397600000E-1,5.325672626E-1,3.335335255E0,3.971825838E-1
4.497270000E-1,4.243579805E-1,3.391865969E0,3.667700887E-1
4.596930000E-1,2.703617513E-1,3.494835138E0,1.982091069E-1
4.696590000E-1,9.204074740E-2,3.599062681E0,-7.564454526E-2
4.796250000E-1,-7.869146019E-2,3.870618343E0,-4.286237955E-1
4.895920000E-1,-2.005286813E-1,4.214219570E0,-8.560755849E-1
4.995580000E-1,-3.287417293E-1,4.274480820E0,-1.226925373E0
5.095240000E-1,-5.032192469E-1,4.233390808E0,-1.518404841E0
5.194900000E-1,-9.001392126E-1,3.814658165E0,-1.784023762E0
5.294570000E-1,-1.412914038E0,3.611915350E0,-2.102326870E0
5.394230000E-1,-1.789938807E0,3.654817104E0,-2.459178448E0
5.493890000E-1,-2.045235157E0,3.586956978E0,-2.768253803E0
5.593550000E-1,-2.176670790E0,3.621062517E0,-2.994926691E0
5.693220000E-1,-2.183096170E0,3.714389086E0,-3.162257671E0
5.792880000E-1,-2.043195724E0,3.742328405E0,-3.281307459E0
5.892540000E-1,-1.814801455E0,3.647295237E0,-3.398281813E0
5.992200000E-1,-1.572476625E0,3.479126692E0,-3.534588099E0
6.091870000E-1,-1.305762887E0,3.305379152E0,-3.660732269E0
6.191530000E-1,-9.966512918E-1,3.283931255E0,-3.769062281E0
6.291190000E-1,-6.317937374E-1,3.417845488E0,-3.827066660E0
6.390860000E-1,-1.862208545E-1,3.601446390E0,-3.767474413E0
6.490520000E-1,3.270640373E-1,3.719254255E0,-3.574064970E0
6.590180000E-1,7.942370176E-1,3.730069876E0,-3.268814087E0
6.689840000E-1,1.170986652E0,3.623434067E0,-2.938160419E0
6.789500000E-1,1.432835579E0,3.380390882E0,-2.621638298E0
6.889170000E-1,1.572265625E0,3.003363132E0,-2.346556664E0
6.988830000E-1,1.603108048E0,2.554991245E0,-2.144794226E0
7.088490000E-1,1.541026831E0,2.077381372E0,-2.001199007E0
7.188160000E-1,1.390952468E0,1.590861797E0,-1.863350034E0
7.287820000E-1,1.162951827E0,1.126980186E0,-1.695201278E0
7.387480000E-1,8.604306579E-1,7.023678422E-1,-1.501835465E0
7.487140000E-1,5.318977833E-1,3.166244328E-1,-1.269491434E0
7.586810000E-1,2.219788432E-1,-1.424361952E-2,-1.018230677E0
7.686470000E-1,-4.136518016E-2,-3.298138082E-1,-7.705348730E-1
7.786130000E-1,-2.505457401E-1,-5.895463228E-1,-5.785003901E-1
7.885790000E-1,-4.053406417E-1,-7.396045327E-1,-4.498100877E-1
7.985459583E-1,-5.169503093E-1,-7.839759588E-1,-3.643102944E-1
8.085119583E-1,-5.882876515E-1,-7.264090776E-1,-2.984969318E-1
8.184779583E-1,-6.161416769E-1,-6.277181506E-1,-2.329458445E-1
8.284439583E-1,-6.057378054E-1,-5.685914755E-1,-1.426716000E-1
8.384109583E-1,-5.395697951E-1,-5.219939947E-1,-1.134607382E-2
8.483769583E-1,-4.445638955E-1,-4.768539369E-1,1.395358592E-1
8.583429583E-1,-3.355684578E-1,-4.493654370E-1,2.779502273E-1
