"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,2.983175278E0,7.026981831E0,4.204218388E0
2.044678000E-3,2.995146275E0,7.003039837E0,4.173093796E0
3.997803000E-3,3.014299870E0,6.981492043E0,4.165910721E0
5.981446000E-3,3.023876667E0,6.979097843E0,4.165910721E0
7.965088000E-3,3.031059265E0,6.964732647E0,4.168305397E0
9.979249000E-3,3.050212860E0,6.938396454E0,4.216189384E0
1.193237400E-2,3.045424461E0,6.916848660E0,4.240131378E0
1.394653400E-2,3.023876667E0,6.895300865E0,4.280832767E0
1.589965900E-2,3.023876667E0,6.890512466E0,4.319139957E0
1.788330100E-2,3.023876667E0,6.883329868E0,4.355052948E0
1.983642600E-2,2.999934673E0,6.856993675E0,4.414907932E0
2.185058600E-2,2.997540474E0,6.847416878E0,4.441244125E0
2.383422900E-2,2.980781078E0,6.816292286E0,4.493916512E0
2.584838900E-2,2.966415882E0,6.811503887E0,4.577713490E0
2.780151400E-2,2.959233284E0,6.804321289E0,4.623203278E0
2.978515700E-2,2.952050686E0,6.777985096E0,4.742913723E0
3.173828200E-2,2.918531895E0,6.746860504E0,4.862623692E0
3.375244200E-2,2.896984100E0,6.732495308E0,4.924872875E0
3.570556700E-2,2.875436306E0,6.710947514E0,5.056553841E0
3.771972700E-2,2.851494312E0,6.703764915E0,5.231330872E0
3.967285200E-2,2.829946518E0,6.682217121E0,5.319916248E0
4.168701200E-2,2.796427488E0,6.663063526E0,5.504269600E0
4.367065500E-2,2.782062292E0,6.658275127E0,5.621585369E0
4.565429700E-2,2.772485495E0,6.651092529E0,5.851428986E0
4.763794000E-2,2.765302896E0,6.639121532E0,6.083666325E0
4.962158300E-2,2.760514498E0,6.629544735E0,6.179434776E0
5.157470800E-2,2.750937700E0,6.622362137E0,6.380547523E0
5.355835000E-2,2.767697096E0,6.619967937E0,6.591237068E0
5.554199300E-2,2.779668093E0,6.612784863E0,6.684611320E0
5.755615300E-2,2.801215887E0,6.612784863E0,6.861782074E0
5.950927800E-2,2.808398485E0,6.610390663E0,7.029376030E0
6.149292000E-2,2.808398485E0,6.598419666E0,7.122750282E0
6.344604500E-2,2.839523315E0,6.603208065E0,7.273584843E0
6.542968800E-2,2.856282711E0,6.605602264E0,7.345410824E0
6.741333100E-2,2.894589901E0,6.600813866E0,7.491456985E0
6.939697300E-2,2.942473888E0,6.581660271E0,7.623138428E0
7.135009800E-2,2.952050686E0,6.576871872E0,7.678205013E0
7.336425800E-2,2.978386879E0,6.588842869E0,7.800309181E0
7.534790100E-2,2.997540474E0,6.593631268E0,7.912836552E0
7.733154300E-2,3.007117271E0,6.593631268E0,7.958326340E0
7.928466800E-2,3.009511471E0,6.581660271E0,8.044517517E0
8.126831100E-2,3.011905670E0,6.586448669E0,8.092401505E0
8.325195400E-2,3.004723072E0,6.593631268E0,8.169015884E0
8.526611400E-2,3.016694069E0,6.581660271E0,8.216899872E0
8.721923900E-2,3.026270866E0,6.581660271E0,8.226476669E0
8.920288100E-2,3.028665066E0,6.555324078E0,8.276755333E0
9.115600600E-2,3.023876667E0,6.552929878E0,8.293514252E0
9.313964900E-2,3.019088268E0,6.560112476E0,8.298302650E0
9.512329100E-2,2.990357876E0,6.548141479E0,8.271966934E0
9.713745200E-2,2.942473888E0,6.540958881E0,8.248024940E0
9.909057700E-2,2.918531895E0,6.531382084E0,8.224082947E0
1.010742190E-1,2.873042107E0,6.517016888E0,8.188169479E0
1.030273440E-1,2.841917515E0,6.514622688E0,8.159439087E0
1.050109870E-1,2.782062292E0,6.500257492E0,8.123526573E0
1.069641120E-1,2.703053713E0,6.481103897E0,8.073247910E0
1.089782720E-1,2.659958124E0,6.478709698E0,8.051700592E0
1.109313970E-1,2.566584110E0,6.452373505E0,8.030152321E0
1.129455570E-1,2.456450939E0,6.447585106E0,8.018181801E0
1.148986820E-1,2.394201756E0,6.430825710E0,8.015787125E0
1.169128420E-1,2.305616140E0,6.414066315E0,8.008605003E0
1.188659670E-1,2.260126352E0,6.404489517E0,7.999027729E0
1.208496100E-1,2.159569979E0,6.382941723E0,7.987056732E0
1.228332520E-1,2.102109194E0,6.385335922E0,7.994239330E0
1.248168950E-1,2.066195965E0,6.373364925E0,7.987056732E0
1.268005380E-1,2.006340981E0,6.332663536E0,7.975085735E0
1.287841800E-1,1.953668594E0,6.291962147E0,7.955932140E0
1.307678230E-1,1.917755604E0,6.263231754E0,7.951143742E0
1.327514650E-1,1.869871497E0,6.212953568E0,7.936778545E0
1.347351080E-1,1.833958507E0,6.138733387E0,7.922413349E0
1.367187500E-1,1.821987510E0,6.102819920E0,7.908048153E0
1.386718750E-1,1.771709204E0,6.059724331E0,7.888894558E0
1.406555180E-1,1.752555609E0,6.035782337E0,7.886500359E0
1.426086430E-1,1.714248419E0,5.985504150E0,7.867346764E0
1.445922860E-1,1.637633920E0,5.906495571E0,7.864952564E0
1.465759280E-1,1.599326730E0,5.884947777E0,7.862558365E0
1.485900880E-1,1.525106430E0,5.832275391E0,7.860164165E0
1.505432130E-1,1.470039845E0,5.793968201E0,7.850587368E0
1.525268560E-1,1.434126854E0,5.781997204E0,7.857769966E0
1.545104990E-1,1.359906554E0,5.765237808E0,7.876923561E0
1.565246590E-1,1.278503656E0,5.767632008E0,7.884106159E0
1.584777840E-1,1.242590666E0,5.758055210E0,7.874529362E0
1.604614260E-1,1.197100878E0,5.753266811E0,7.884106159E0
1.624450690E-1,1.175553083E0,5.753266811E0,7.884106159E0
1.644287110E-1,1.110909581E0,5.781997204E0,7.879317760E0
1.664123540E-1,1.089361787E0,5.791574001E0,7.850587368E0
1.683654790E-1,1.077390790E0,5.796362400E0,7.836222172E0
1.703491220E-1,1.070208192E0,5.805939198E0,7.805097580E0
1.723327640E-1,1.063025594E0,5.805939198E0,7.793126583E0
1.742858890E-1,1.058237195E0,5.829881191E0,7.759607792E0
1.762695320E-1,1.070208192E0,5.846640587E0,7.726089001E0
1.782531740E-1,1.055842996E0,5.849034786E0,7.718906403E0
1.802368170E-1,1.058237195E0,5.853823185E0,7.687781811E0
1.822204590E-1,1.053448796E0,5.870582581E0,7.663839817E0
1.842346200E-1,1.043871999E0,5.899312973E0,7.644686222E0
1.861877450E-1,1.058237195E0,5.966350555E0,7.644686222E0
1.882019050E-1,1.048660398E0,6.016628742E0,7.661445618E0
1.901550300E-1,1.031900883E0,6.042964935E0,7.687781811E0
1.921691900E-1,9.864110947E-1,6.078877926E0,7.745242596E0
1.941223150E-1,9.385270476E-1,6.129156113E0,7.829039574E0
1.961364750E-1,9.169792533E-1,6.153098583E0,7.864952564E0
1.980896000E-1,9.121908545E-1,6.208165169E0,7.948749542E0
2.000732430E-1,8.906430602E-1,6.229712963E0,8.001421928E0
2.020263680E-1,8.882488012E-1,6.258443356E0,8.094796181E0
2.040100100E-1,8.858546019E-1,6.287173748E0,8.188169479E0
2.059631350E-1,8.810662031E-1,6.299144745E0,8.236053467E0
2.079467780E-1,8.762778044E-1,6.308721542E0,8.334216118E0
2.098999030E-1,8.667010069E-1,6.330269337E0,8.461109161E0
