"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-3.196902008E0,9.143136749E0,3.786675568E0
9.917999996E-3,-2.970273285E0,8.652008057E0,3.454965363E0
1.980600000E-2,-2.384840698E0,8.530610504E0,3.790417786E0
2.972399999E-2,-2.229014740E0,8.293353882E0,4.130959625E0
3.964300000E-2,-2.336191864E0,8.384813690E0,4.428840179E0
4.956099999E-2,-2.342179413E0,8.604257355E0,4.437372437E0
5.947900002E-2,-1.947300568E0,8.591982880E0,4.498295746E0
6.939700001E-2,-1.777703247E0,8.423134003E0,4.353696442E0
7.931500001E-2,-1.875150604E0,8.303532715E0,4.418361969E0
8.923400001E-2,-2.279609528E0,8.230634308E0,4.672683105E0
9.915200001E-2,-2.770588531E0,8.161627808E0,4.892126770E0
1.090315417E-1,-2.470163269E0,7.657775574E0,4.647685089E0
1.189195417E-1,-2.398612061E0,6.879693604E0,4.440964966E0
1.288375417E-1,-1.826950836E0,6.370602264E0,4.760999451E0
1.387555417E-1,-2.096240845E0,6.215225372E0,7.329059143E0
1.486735417E-1,-2.853216705E0,6.108946381E0,1.108444977E1
1.585925417E-1,-2.020049286E0,4.991969147E0,1.189351730E1
1.685105417E-1,-1.236578522E0,4.728367310E0,8.026758270E0
1.784285417E-1,-1.934127960E0,5.090164948E0,6.881040802E0
1.883465417E-1,-1.686842194E0,5.046904907E0,6.209088135E0
1.982645417E-1,-5.300477600E-1,4.771926727E0,6.071673889E0
2.081835417E-1,-1.136287079E0,5.109774170E0,6.740932159E0
2.181015417E-1,-2.365231476E0,5.560636597E0,7.635172577E0
2.279895417E-1,-3.257376251E0,4.930896149E0,8.810378723E0
2.379075417E-1,-3.388204193E0,4.702920227E0,9.342522125E0
2.478255417E-1,-3.130290527E0,4.374503174E0,8.649463348E0
2.577435417E-1,-2.349663849E0,3.769311676E0,7.680079193E0
2.676615417E-1,-7.334747314E-1,3.312910767E0,6.242618408E0
2.775805417E-1,6.038442993E-1,3.279230804E0,5.640270996E0
2.874985417E-1,8.625064087E-1,3.458258514E0,6.252198486E0
2.974165417E-1,8.518785095E-1,3.534899139E0,7.334148560E0
3.073345417E-1,6.280938721E-1,3.794609070E0,7.740852814E0
3.172535417E-1,9.205856323E-2,3.926185455E0,8.538993073E0
3.271405417E-1,-1.389560394E0,4.244423676E0,9.362879791E0
3.370585417E-1,-1.424737244E0,3.918551331E0,3.870351563E0
3.469775417E-1,-1.643582153E0,3.984264679E0,4.893024902E0
3.568955417E-1,-2.277663574E0,3.839216309E0,6.242618408E0
3.668135417E-1,-2.848726044E0,3.724405060E0,8.092471619E0
3.767315417E-1,-3.102747803E0,3.758384399E0,8.774752808E0
3.866495417E-1,-3.103346558E0,4.107757874E0,8.567433929E0
3.965685417E-1,-2.268532562E0,4.606520691E0,1.308563828E1
4.064865417E-1,1.061293030E-1,5.188660126E0,1.660257477E1
4.164045417E-1,1.923649750E0,5.910159760E0,1.038690033E1
4.262925417E-1,2.311942291E0,5.348827057E0,1.033271301E1
4.362105417E-1,7.147636414E-1,2.694247284E0,1.011850845E1
4.461285417E-1,2.859054565E-2,1.109941864E0,9.818382568E0
4.560465417E-1,-8.045768738E-1,5.159770203E-1,9.756561127E0
4.659655417E-1,-2.219434662E0,5.716612244E-1,1.024768982E1
4.758835417E-1,-2.947670288E0,1.346599731E0,1.027628036E1
4.858015417E-1,-2.369722137E0,1.094523926E0,1.065589096E1
4.957195417E-1,-1.014739838E0,1.147513733E0,1.107801315E1
5.056075417E-1,4.665797424E-1,2.227368164E0,9.697134705E0
5.155255417E-1,1.319057007E0,2.379152527E0,7.937543793E0
5.254435417E-1,4.023632813E-1,2.641107788E0,5.850433960E0
5.353625417E-1,-5.851332092E-1,2.184257813E0,4.348756714E0
5.452805417E-1,-4.858895874E-1,2.149979095E0,4.550986176E0
5.551985417E-1,4.400848389E-2,2.899021454E0,6.229745178E0
5.651165417E-1,4.589456177E-1,4.043092346E0,7.317383423E0
5.750045417E-1,9.671388245E-1,3.403771820E0,6.844666443E0
5.849225417E-1,6.162684631E-1,1.275796967E0,4.644841003E0
5.948405417E-1,-1.257684631E0,8.592132568E-2,3.512595520E0
6.047595417E-1,-1.969454498E0,-9.003776550E-1,3.184477844E0
6.146775417E-1,-8.655001831E-1,-2.184108124E0,3.397784271E0
6.245955417E-1,-7.062313843E-1,-3.145409088E0,3.955973511E0
6.345135417E-1,-1.779649200E0,-6.856042786E0,7.403903503E0
6.444315417E-1,-2.304158478E0,-7.284601593E0,5.353617096E0
