"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-8.241860962E-1,4.470603333E0,9.259145508E0
9.984000004E-3,-8.726852417E-1,4.581971741E0,9.229806519E0
1.996799999E-2,-1.396895142E0,4.883893890E0,8.610394592E0
2.995200000E-2,-1.572330322E0,5.202431488E0,8.146658936E0
3.993499999E-2,-1.471140747E0,5.205574951E0,8.638087006E0
4.991900000E-2,-1.372196503E0,4.926854553E0,8.515941010E0
5.990300000E-2,-1.263971558E0,4.652475128E0,8.347840576E0
6.988699999E-2,-9.446855164E-1,4.649181976E0,8.414152679E0
7.987099999E-2,-7.696994019E-1,4.556524658E0,8.362061005E0
8.985500000E-2,-7.388635254E-1,4.365970917E0,8.349187775E0
9.983900000E-2,-6.328839111E-1,4.309538269E0,8.264314270E0
1.098235000E-1,-4.328997803E-1,4.405788116E0,8.275391235E0
1.198065000E-1,-2.158511353E-1,4.381388855E0,8.306227112E0
1.297905000E-1,-2.299218750E-1,4.328997803E0,8.371341705E0
1.397745000E-1,-3.439846802E-1,4.386029205E0,8.356223145E0
1.497585000E-1,-5.635780334E-1,4.520299988E0,8.484057312E0
1.597425000E-1,-7.152127075E-1,4.552183685E0,8.502319336E0
1.697265000E-1,-9.032217407E-1,4.459825745E0,8.751401367E0
1.797105000E-1,-1.016386414E0,4.438420258E0,8.842412109E0
1.896945000E-1,-1.056053925E0,4.354145508E0,8.786877594E0
1.996775000E-1,-1.072519684E0,4.288731537E0,8.912466431E0
2.096615000E-1,-9.792636108E-1,4.245621185E0,8.738228760E0
2.196455000E-1,-7.526348877E-1,4.248465271E0,8.932225342E0
2.296295000E-1,-5.780978394E-1,4.226461029E0,8.811276855E0
2.396135000E-1,-8.674461365E-1,4.726870422E0,7.602690125E0
2.495975000E-1,-1.513802032E0,5.298831024E0,7.686216431E0
2.595815000E-1,-1.857637024E0,4.452191620E0,9.544601898E0
2.695655000E-1,-1.774260406E0,4.186045074E0,9.162147217E0
2.795485000E-1,-1.784439240E0,4.116290131E0,8.741222534E0
2.895325000E-1,-1.659000092E0,4.168681183E0,8.715625763E0
2.995165000E-1,-1.570983124E0,4.211941223E0,8.928183746E0
3.095005000E-1,-1.425335999E0,4.263134766E0,9.050030365E0
3.194845000E-1,-1.296004944E0,4.195625153E0,8.971593475E0
3.294685000E-1,-1.277293854E0,4.050127716E0,8.674012299E0
3.394525000E-1,-1.347198486E0,3.921096039E0,8.385113068E0
3.494355000E-1,-1.303190002E0,3.787723389E0,8.389154663E0
3.594195000E-1,-1.416354675E0,3.629652100E0,8.559051361E0
3.694035000E-1,-1.540596313E0,3.692671051E0,9.056466980E0
3.793875000E-1,-1.527124329E0,3.993844757E0,9.586814117E0
3.893715000E-1,-2.004182281E0,4.140539703E0,9.575138397E0
3.993555000E-1,-2.591860199E0,3.936963043E0,9.970615997E0
4.093395000E-1,-2.941682739E0,3.648662567E0,1.051174072E1
4.193235000E-1,-9.452842712E-1,4.538861389E0,7.901319122E0
4.293065000E-1,3.752696228E-1,4.578379211E0,7.898175659E0
4.392905000E-1,-7.857160950E-1,3.435206451E0,1.154309601E1
4.492745000E-1,-3.315605164E-1,2.766846313E0,1.000938538E1
4.592585000E-1,-2.633024597E-1,2.364333344E0,9.388775940E0
4.692425000E-1,-2.263293457E-1,2.493065643E0,9.267677765E0
4.792265000E-1,-4.140390015E-1,3.715872803E0,7.901768188E0
4.892105000E-1,-8.785231018E-1,4.650529175E0,8.292306061E0
4.991935000E-1,-1.434167633E0,5.045707397E0,9.274264069E0
5.091775000E-1,-1.682351532E0,4.510270844E0,9.199270020E0
5.191615000E-1,-1.337618408E0,3.581602020E0,8.155490570E0
5.291455000E-1,-8.713380432E-1,2.993624725E0,8.321345673E0
5.391295000E-1,-6.265969849E-1,3.119363251E0,8.982520752E0
5.491135000E-1,-2.231858826E-1,3.414100342E0,9.765392761E0
5.590975000E-1,3.312611389E-1,3.312611389E0,9.757309570E0
5.690805000E-1,1.159339142E0,3.100801849E0,9.870623932E0
5.790645000E-1,2.475102997E0,3.381168823E0,1.026220963E1
5.890485000E-1,2.627635803E0,3.841012573E0,1.053419403E1
5.990325000E-1,1.382075958E0,4.306993561E0,9.689350891E0
6.090165000E-1,1.517394562E0,4.768783264E0,9.636660461E0
6.190005000E-1,1.419647827E0,4.262835388E0,9.799821167E0
6.289845000E-1,1.718875580E0,3.390898590E0,1.036459671E1
6.389685000E-1,2.947819977E0,2.944526825E0,1.130164810E1
6.489515000E-1,4.685256958E0,2.977009277E0,1.206221649E1
6.589355000E-1,6.437213745E0,3.872147827E0,1.158156601E1
6.689195000E-1,6.853947144E0,4.584965515E0,1.034783157E1
6.789035000E-1,6.552174683E0,4.838238831E0,9.438023529E0
6.888875000E-1,5.476810913E0,4.769382019E0,8.655151520E0
6.988715000E-1,2.838996277E0,4.088448029E0,8.130941620E0
7.088555000E-1,-2.325563965E0,1.603465576E0,5.632786560E0
7.188395000E-1,-8.293653259E0,-2.768941956E0,7.984396362E-1
7.288225000E-1,-5.394931183E0,-5.300776978E0,2.752027130E0
7.388065000E-1,3.310066681E0,2.152523804E-1,8.603957977E0
7.487905000E-1,3.704047394E0,2.514770508E-1,4.749623108E0
7.587745000E-1,3.909420319E0,-7.783813477E-1,5.809718628E0
7.687585000E-1,3.819158020E0,-4.150868225E-1,6.331533508E0
7.787425000E-1,3.918401642E0,-6.966513062E-1,5.761069794E0
7.887265000E-1,4.216880951E0,-8.181985474E-1,5.360353088E0
7.987095000E-1,3.991300049E0,-7.140151978E-1,4.104464722E0
8.086935000E-1,3.664828949E0,-9.087602234E-1,2.736160126E0
8.186775000E-1,2.900069275E0,-8.783734131E-1,1.899699554E0
8.286615000E-1,2.181114349E0,-7.291337585E-1,1.642534332E0
8.386455000E-1,2.100581818E0,-5.043013000E-1,2.385439453E0
8.486295000E-1,2.273472290E0,-1.538051605E0,1.400337982E0
8.586135000E-1,3.335214386E0,-2.288441162E0,2.784210205E-2
8.685965000E-1,4.227508850E0,-3.189567261E0,-5.056484985E-1
8.785805000E-1,3.728895721E0,-3.672912140E0,9.404942322E-1
8.885645000E-1,2.474803619E0,-4.004322968E0,9.765692139E-1
8.985485000E-1,3.084485779E0,-4.144132233E0,1.215322723E0
9.085325000E-1,2.613714752E0,-5.061873779E0,2.839445343E0
9.185165000E-1,1.959425354E0,-5.725443878E0,4.097129974E0
9.285005000E-1,2.465073853E0,-5.178181915E0,3.707340546E0
9.384845000E-1,2.125729523E0,-5.662275238E0,2.863844604E0
9.484675000E-1,3.259920959E0,-6.410419464E0,1.915566559E0
9.584515000E-1,5.939798126E0,-6.449937286E0,1.933828583E0
9.684355000E-1,7.042554932E0,-7.238946533E0,2.534978485E0
9.784195000E-1,8.774752808E0,-8.919801178E0,3.147654419E0
9.884035000E-1,1.078851517E1,-1.095347214E1,3.684737549E0
9.983875000E-1,1.196446976E1,-1.210442871E1,4.830005951E0
1.008371500E0,1.347557739E1,-1.242401413E1,4.340374146E0
1.018354500E0,1.478700027E1,-1.282383270E1,3.656147003E0
1.028338500E0,1.576551544E1,-1.281784515E1,3.344944153E0
1.038322500E0,1.587793167E1,-1.244586868E1,2.839445343E0
1.048306500E0,1.608180771E1,-1.192360474E1,2.223176880E0
1.058290500E0,1.588870926E1,-1.115989288E1,1.407523041E0
1.068274500E0,1.519430328E1,-1.039453445E1,7.774832153E-1
1.078258500E0,1.441756851E1,-1.067130890E1,4.590953064E-1
1.088242500E0,1.338157288E1,-1.086575455E1,8.310717773E-1
1.098225500E0,1.267219803E1,-1.026086243E1,1.025816803E0
1.108209500E0,1.252969437E1,-9.649683380E0,1.131497040E0
1.118193500E0,1.291888504E1,-9.288484497E0,1.604962463E0
1.128177500E0,1.385084702E1,-8.924740906E0,2.149829407E0
