,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
8849,45.008972,-0.383072257,4.970362663,10.20169353
8850,45.013977,-0.3088520169,4.821922302,10.26394272
8851,45.018982,-0.2178723514,4.632780075,10.11550236
8852,45.023987,-0.07661445438999999,4.443638325,9.725247383
8853,45.028992,-0.0143652102,4.362235546,9.375694275
8854,45.033997,0.04548983276000001,4.311957359,9.0740242
8855,45.039978,0.052672438319999994,4.261679173,8.73404789
8856,45.044983,0.117315881,4.276044369,8.441955566
8857,45.049988,0.2130839527,4.285621166,8.085219383
8858,45.054993,0.2944868207,4.316745758,7.644686222000001
8859,45.059998,0.31842881440000004,4.393360138,7.216124057999999
8860,45.065002,0.2130839527,4.508281708,6.773196697
8861,45.070007,0.059855043889999994,4.592078686,6.660669327000001
8862,45.074951,-0.047884032130000004,4.704606533,6.732495308
8863,45.080017,-0.047884032130000004,4.747702122,6.87614727
8864,45.084839,0.0287304204,4.730942726,7.003039837
8865,45.089905,0.1388636976,4.623203278,7.16824007
8866,45.094971,0.3064578176,4.469974518,7.400477409
8867,45.099975,0.44292730090000004,4.350264548999999,7.709329605
8868,45.10498,0.5267243981,4.285621166,8.070854187
8869,45.109985,0.5746083856,4.283226967,8.54251194
8870,45.11499,0.55784899,4.307168961,8.983044624
8871,45.120972,0.5219359994,4.230554581,9.48343277
8872,45.125976,0.47644615170000004,4.103661537,9.753977776000001
8873,45.130981,0.4620809257,3.936067581,9.806650162
8874,45.135986,0.4860229492,3.7995979789999996,9.662998199
8875,45.141968,0.5530605912,3.7541081910000003,9.442731857
8876,45.146972,0.6488286853,3.7995979789999996,9.246406555
8877,45.151977,0.8140285611,3.881000996,8.990227699
8878,45.156982,1.012747288,3.9552211760000002,8.791508675
8879,45.161987,1.170764685,4.0509891510000005,8.588001251
8880,45.166931,1.278503656,4.141968727,8.4012537
8881,45.171997,1.379060149,4.230554581,8.219294547999999
8882,45.177002,1.482010841,4.367023945,7.999027729
8883,45.182007,1.5825673340000002,4.493916512,7.912836552000001
8884,45.187011,1.659181833,4.6184148789999995,7.95832634
8885,45.192016,1.716642618,4.733336926000001,8.159439087
8886,45.19696,1.764526606,4.805162907,8.425195694
8887,45.201965,1.786074519,4.805162907,8.664615631
8888,45.20697,1.8052281140000002,4.730942726,8.839392662
8889,45.211975,1.7764976019999998,4.656722069,8.987833023
8890,45.21698,1.812410712,4.635174274,8.983044624
8891,45.221984,1.8650830980000002,4.671087742,8.84896946
8892,45.226989,1.9033904080000001,4.71657753,8.671798706
8893,45.232971,1.905784607,4.742913723,8.487444878
8894,45.237976,1.9728221890000002,4.774038315,8.413225173999999
8895,45.244018,2.068590164,4.809951305,8.353369713
8896,45.248962,2.1643583769999997,4.809951305,8.293514252000001
8897,45.253967,2.214636564,4.769249916000001,8.173804282999999
8898,45.258789,2.250549555,4.57771349,7.967903137
8899,45.263977,2.245761156,4.5106759069999995,7.893682957
8900,45.268981,2.221819162,4.400542736,7.781155586000001
8901,45.273803,2.23139596,4.357447147,7.7141180039999995
8902,45.278991,2.19308877,4.355052948,7.675810814
8903,45.283996,2.15478158,4.352658749,7.675810814
8904,45.289001,2.011129379,4.343081951,7.635109425
8905,45.294006,1.996764183,4.371812343999999,7.627926826
8906,45.299011,2.080561161,4.5106759069999995,7.625532627
8907,45.304015,2.22900176,4.666299343,7.704541206
8908,45.308959,2.358288765,4.824316502,7.855375767000001
8909,45.313964,2.406172752,4.920084476,8.068459511
8910,45.318969,2.370259762,4.893748283,8.231265067999999
8911,45.323974,2.303221941,4.747702122,8.192957878
8912,45.330016,2.173935175,4.513070107,7.951143742
8913,45.33496,2.037465572,4.299986362,7.738059998
8914,45.339965,1.893813491,4.127603531,7.5441293720000004
8915,45.34497,1.78368032,4.041412353999999,7.402871609
8916,45.349975,1.726219416,4.005499363,7.290344237999999
8917,45.35498,1.7764976019999998,4.007893562,7.216124057999999
8918,45.359985,1.881842494,4.072536945,7.220912457000001
8919,45.364989,2.11647439,4.228160381,7.295132637000001
8920,45.369994,2.420537949,4.434061527,7.455543995
8921,45.374999,2.758120298,4.745307922,7.7141180039999995
8922,45.380004,3.069366693,5.044582844,8.03494072
8923,45.384948,3.3279404639999997,5.27442646,8.360552788
8924,45.390014,3.483563423,5.379771233,8.662221909
8925,45.395019,3.5027170180000002,5.3582234380000004,8.923190117
8926,45.401,3.402160645,5.19781208,8.904036522
8927,45.406005,3.282450438,4.929661274,8.712499618999999
8928,45.410888,3.062183857,4.632780075,8.386888504
8929,45.416015,2.920926094,4.42209053,8.188169478999999
8930,45.42102,2.767697096,4.254496574,7.939172745
8931,45.425963,2.60010314,4.153939724,7.69257021
8932,45.430968,2.4779987340000003,4.084507942,7.422025204
8933,45.437011,2.379836559,4.060565948,7.1466922760000005
8934,45.442016,2.288856745,4.027047157,7.022193432000001
8935,45.446959,2.2553379540000003,4.036623955,7.0413470270000005
8936,45.451964,2.3199813369999998,4.0581717489999996,7.173028469
8937,45.456969,2.358288765,4.09169054,7.335834026000001
8938,45.461974,2.3870191569999997,4.127603531,7.568071365
8939,45.466979,2.41574955,4.1850647930000004,7.84340477
8940,45.471984,2.523488522,4.304774761,8.140285492
8941,45.476989,2.8036100860000004,4.474762917,8.50420475
8942,45.481994,3.004723072,4.532223701,8.717288017000001
8943,45.486998,3.1172506810000002,4.505887508,8.757989882999999
8944,45.492003,3.145981073,4.3813891410000005,8.609549522
8945,45.496886,3.15795207,4.197035789,8.082824707
8946,45.501952,3.090914488,4.09408474,7.673416615
8947,45.507994,2.906560898,3.912125587,6.988674641
8948,45.512999,2.67432332,3.785232782,6.476315498
8949,45.518004,2.3942017559999997,3.651157618,5.963956356000001
8950,45.523009,2.202665567,3.5314474110000003,5.652710438
8951,45.528014,2.039859772,3.450044632,5.379771233
8952,45.533019,1.912967205,3.38300705,5.204994678
8953,45.537963,1.81959331,3.361459255,5.178658485
8954,45.542968,1.742978811,3.38300705,5.370194435
8955,45.547972,1.675941229,3.454833031,5.755661011
8956,45.552977,1.63763392,3.5769374369999998,6.296750546
8957,45.557982,1.675941229,3.6176388260000003,6.734889507
8958,45.562987,1.690306425,3.56736064,7.036558628
8959,45.567992,1.7118542190000001,3.5242648119999997,7.173028469
8960,45.572997,1.7118542190000001,3.5027170180000002,7.094019413
8961,45.578978,1.798045516,3.598485231,6.924031257999999
8962,45.583983,1.8602947,3.687070608,6.706159115
8963,45.588988,1.905784607,3.6918590069999997,6.409277916000001
8964,45.593993,1.843535304,3.6128504280000002,6.246472359
8965,45.598998,1.78128612,3.5242648119999997,6.181828976
8966,45.604003,1.757344007,3.406949043,6.191405773
8967,45.609007,1.824381709,3.397372246,6.268020152999999
8968,45.614012,1.910573006,3.4428620339999996,6.440402507999999
8969,45.618959,1.9584569930000002,3.541024208,6.646304131
8970,45.623964,2.001552582,3.6966474060000003,6.830657482
8971,45.628968,1.9776105880000001,3.924096584,7.012616634
8972,45.633973,1.9584569930000002,4.046200752,7.218518257
8973,45.638978,1.927332401,4.12999773,7.4292078020000005
8974,45.643983,1.850717902,4.113238335,7.556100367999999
8975,45.648988,1.7190368180000002,4.003105164,7.541735172
8976,45.653993,1.5442601440000001,3.904942989,7.448361397
8977,45.658998,1.422155857,3.787626982,7.242460251000001
8978,45.664002,1.37427175,3.7397429939999998,7.127538681
8979,45.669007,1.314416766,3.713406801,7.082048416
8980,45.674012,1.209071875,3.660734415,7.187393665
8981,45.679017,1.058237195,3.596091032,7.5153989789999995
8982,45.683961,0.9552865028,3.552995205,8.037335396
8983,45.688966,0.9911994934,3.624821424,8.729259491
8984,45.693971,1.383848548,3.9480385780000002,9.232041359
8985,45.698976,1.965639591,4.38378334,9.557653427
8986,45.70398,2.7198131080000003,4.850652695,9.583989143
8987,45.708985,3.572149038,5.214571476000001,9.193734168999999
8988,45.713929,4.426878929,5.4515972139999995,8.422801971
8989,45.718995,5.257667065,5.523423195,7.388506412999999
