"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.753799999E-2,-8.405034989E-2,-5.813200399E-2,-1.921154261E-1
2.755800000E-2,-6.057751179E-2,-8.376678824E-2,-2.068331242E-1
3.757699998E-2,-5.052622035E-2,-2.048308700E-1,-1.967135072E-1
4.759599999E-2,-7.811310887E-2,-2.005716860E-1,-1.957832724E-1
5.761600001E-2,-1.305586472E-2,-1.757279932E-1,-2.094838321E-1
6.763499998E-2,4.024357721E-2,-1.473940909E-1,-1.984069496E-1
7.765500000E-2,1.736735180E-2,-1.597526371E-1,-1.604136825E-1
8.767400001E-2,-4.052897170E-2,-1.710769385E-1,-1.259952635E-1
9.769299999E-2,-7.762029767E-2,-1.706031710E-1,-1.000123844E-1
1.077130000E-1,-7.322555035E-2,-1.928128749E-1,-5.993021280E-2
1.177320000E-1,-3.095645271E-2,-2.243036628E-1,-2.149534971E-2
1.277510000E-1,3.065524623E-2,-2.546099126E-1,4.373291880E-2
1.377710000E-1,9.610194713E-2,-3.089729548E-1,1.214216948E-1
1.477900000E-1,1.576750278E-1,-4.068404138E-1,1.870510429E-1
1.578090000E-1,2.062407732E-1,-5.097943544E-1,2.367824614E-1
1.678290000E-1,2.375616729E-1,-5.702702403E-1,2.744392753E-1
1.778480000E-1,2.635369003E-1,-5.362797976E-1,2.848144472E-1
1.878658333E-1,2.973976731E-1,-4.324522018E-1,2.733324766E-1
1.978858333E-1,3.177411854E-1,-3.367767334E-1,2.488180548E-1
2.079048333E-1,2.702802122E-1,-2.778708041E-1,2.140725851E-1
2.179248333E-1,2.093574554E-1,-2.409523278E-1,1.927726865E-1
2.279438333E-1,1.518603414E-1,-2.476501763E-1,1.843778789E-1
2.379628333E-1,1.017107666E-1,-3.023221195E-1,1.809035987E-1
2.479828333E-1,7.251026481E-2,-3.942387104E-1,1.956649721E-1
2.580018333E-1,9.831725806E-2,-4.983965755E-1,2.265426069E-1
2.680208333E-1,1.431659609E-1,-5.503670573E-1,2.686162889E-1
2.780408333E-1,1.771201193E-1,-5.123594403E-1,2.829461694E-1
2.880598333E-1,2.075611055E-1,-4.492749870E-1,2.641016543E-1
2.980788333E-1,2.158057094E-1,-4.218043089E-1,2.294547558E-1
3.080988333E-1,1.903717220E-1,-4.185192883E-1,1.988081634E-1
3.181178333E-1,1.423498541E-1,-4.215206206E-1,1.806230098E-1
3.281368333E-1,1.147909313E-1,-4.499109685E-1,1.645084918E-1
3.381568333E-1,1.077891514E-1,-5.251099467E-1,1.527060866E-1
3.481758333E-1,9.613063186E-2,-6.480121613E-1,1.533423066E-1
3.581948333E-1,6.587542593E-2,-7.970740795E-1,1.754115075E-1
3.682148333E-1,1.726874523E-2,-8.831141591E-1,1.880777776E-1
3.782338333E-1,-2.170425467E-2,-7.604924440E-1,2.005432993E-1
3.882538333E-1,-2.360175736E-2,-5.589252710E-1,1.896541566E-1
3.982728333E-1,-1.282387786E-2,-4.673900604E-1,1.504833251E-1
