"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.748999909E-3,1.165075600E-1,-3.184643388E-2,-8.066711016E-3
1.374600001E-2,1.394736022E-1,-4.218668863E-2,-2.247387916E-2
2.374400001E-2,1.245723665E-1,-5.970994383E-2,-3.752586991E-2
3.374200000E-2,8.379270881E-2,-4.414509982E-2,-2.780746110E-2
4.373999999E-2,4.309792817E-2,-1.326691639E-2,-1.356581226E-2
5.373799999E-2,-2.078106627E-5,9.164623916E-3,4.873647820E-3
6.373499997E-2,-3.078257106E-2,5.108315498E-3,1.006224286E-2
7.373299997E-2,-5.469722673E-2,-4.044969566E-3,1.225429121E-2
8.373099996E-2,-7.188417017E-2,-3.853782546E-3,2.084906399E-2
9.372899996E-2,-7.859373838E-2,-8.193936199E-3,3.156056255E-2
1.037270000E-1,-7.662083954E-2,-1.293812133E-2,3.938647732E-2
1.137249999E-1,-7.210171968E-2,-1.458448730E-2,3.927036375E-2
1.237215833E-1,-6.250987202E-2,-3.965607379E-3,3.433056176E-2
1.337195833E-1,-4.161524400E-2,1.985226292E-3,2.473945543E-2
1.437175833E-1,-2.156409249E-2,5.288210697E-3,1.140721887E-2
1.537155833E-1,-2.960579935E-3,3.490310861E-3,-2.241747919E-3
1.637135833E-1,9.656092152E-3,6.467856467E-3,-1.503522694E-2
1.737105832E-1,2.045387775E-2,7.561616600E-3,-1.902570762E-2
1.837085832E-1,2.359545976E-2,4.668166861E-3,-1.997423731E-2
1.937065833E-1,1.921962015E-2,-4.905630369E-3,-1.700241491E-2
2.037045833E-1,1.103429869E-2,-1.825851016E-2,-1.456268225E-2
2.137025833E-1,-4.251713399E-3,-1.169807930E-2,-7.595054805E-3
2.237005833E-1,-1.629685052E-2,-1.254507806E-2,-5.633615889E-3
2.336975833E-1,-2.298378199E-2,-1.773770899E-2,-3.729988355E-3
2.436955833E-1,-2.178465575E-2,-2.045084164E-2,-5.403638817E-3
2.536935833E-1,-1.546896715E-2,-2.404637635E-2,-1.170278760E-3
2.636915833E-1,-1.619215496E-2,-2.736118808E-2,5.229771137E-3
2.736895833E-1,-1.760016754E-2,-3.243743628E-2,9.364329278E-3
2.836865833E-1,-1.924664155E-2,-3.967032582E-2,7.632900029E-3
2.936845833E-1,-1.460235566E-2,-5.777076632E-2,1.322806696E-3
3.036825833E-1,-9.889688343E-3,-1.004742235E-1,-6.828765385E-3
3.136805833E-1,-1.503651310E-2,-1.235686317E-1,-1.109754667E-2
3.236785833E-1,-3.145983070E-2,-1.609689742E-1,-1.208483987E-2
3.336765833E-1,-4.667234421E-2,-1.986588240E-1,-3.410391044E-3
3.436735832E-1,-6.697829813E-2,-2.380407751E-1,1.193110459E-2
3.536715833E-1,-6.871388108E-2,-2.626446784E-1,-1.251857821E-2
3.636695833E-1,-4.007922858E-2,-3.010554016E-1,-4.031995684E-2
3.736675833E-1,-7.523295935E-4,-4.182009399E-1,-6.016717106E-2
3.836655833E-1,4.604543559E-3,-5.595383644E-1,-5.641732737E-2
