,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
803,8.0025765,-0.7453001404,-9.639803925,1.294508057
804,8.0125255,-0.7671546936,-9.615554352,1.291214905
805,8.0225045,-0.7623646545,-9.620344391,1.306632843
806,8.0324535,-0.7397616576999999,-9.658365326,1.32100296
807,8.0424325,-0.6839277649,-9.724078674,1.349593506
808,8.0523815,-0.6608757019,-9.751621399,1.3657598880000001
809,8.0623605,-0.6598278809,-9.743687897000001,1.37249588
810,8.0723405,-0.6813830566,-9.697883147999999,1.39000946
811,8.0822885,-0.734223175,-9.627080383,1.364113312
812,8.0922685,-0.7920030212000001,-9.570947112999999,1.338366852
813,8.1022165,-0.8178991699,-9.54205719,1.336420898
814,8.1121965,-0.7945477295000001,-9.548942871,1.335672455
815,8.1221445,-0.7623646545,-9.565258942,1.355880432
816,8.1321245,-0.7530839539,-9.590855713,1.382674713
817,8.1421035,-0.7587721251999999,-9.623038787999999,1.38776413
818,8.1520525,-0.7658074951,-9.616751862000001,1.394350433
819,8.1620315,-0.772842865,-9.576635284,1.3709989930000002
820,8.1719805,-0.7816744995,-9.552086334,1.3651611330000002
821,8.1819595,-0.7876620483,-9.557924194,1.368304596
822,8.1919085,-0.7601193237,-9.576335907,1.3635145569999998
823,8.2018875,-0.7176077271,-9.598789215,1.368903351
824,8.2118665,-0.6753955078,-9.595645752000001,1.3729449459999998
825,8.2218155,-0.6593788147,-9.588011627,1.384021912
826,8.2317945,-0.6767427063,-9.59699295,1.3729449459999998
827,8.2417435,-0.6611750793,-9.632768555,1.346150665
828,8.2517225,-0.6514453125,-9.649084625,1.302591248
829,8.2616715,-0.6523434448,-9.680668945,1.301842804
830,8.2716505,-0.6502478027,-9.678273926000001,1.322350159
831,8.2816295,-0.6393205261,-9.65911377,1.3477972409999999
832,8.2915785,-0.6411167908,-9.657616882000001,1.35378479
833,8.3015575,-0.6848258972,-9.643246765,1.3449531559999999
834,8.3115065,-0.7207511902,-9.644444275,1.305285645
835,8.3214855,-0.7614665222,-9.661508788999999,1.260977783
836,8.3314345,-0.7705975342,-9.673633575,1.241667938
837,8.3414135,-0.7679031372,-9.667795715,1.241817627
838,8.3513925,-0.7629634094,-9.676327972000001,1.255588989
839,8.3613415,-0.7402107239,-9.713001709,1.2793894959999998
840,8.3713205,-0.6947053528,-9.728569336,1.272803192
841,8.3812695,-0.6517446899,-9.714498596,1.260828094
842,8.3912485,-0.6521937561,-9.669442291000001,1.228944397
843,8.4011975,-0.6644682312,-9.656119995,1.210682373
844,8.4111765,-0.6406677246,-9.676926727,1.186133423
845,8.4211565,-0.6105802917,-9.767338715,1.194366302
846,8.4311045,-0.5438191223,-9.855505371,1.181044006
847,8.4410845,-0.4430786133,-9.908195801,1.163380737
848,8.4510325,-0.33171020510000004,-9.919422455,1.181642761
849,8.4610125,-0.2242337036,-9.880952453999999,1.146316223
850,8.4709605,-0.09325607300000001,-9.84861969,1.1169772340000002
851,8.4809405,0.0007484436035,-9.812245331,1.105451202
852,8.4909195,-0.03367996216,-9.827663269,1.1551478579999999
853,8.5008675,-0.08607101439999999,-9.849068756,1.168320465
854,8.5108475,-0.11376342769999999,-9.853858795,1.098864899
855,8.5207955,-0.1324745178,-9.869276733,1.043779449
856,8.5307755,-0.15432907099999998,-9.864486694,0.9960287476
857,8.5407235,-0.2239343262,-9.862840118,0.9295669556
858,8.5507035,-0.2975811768,-9.845775604,0.8303233337
859,8.5606825,-0.3406915283,-9.760602722,0.6659651184000001
860,8.5706315,-0.40071670530000003,-9.575886841,0.44487487789999997
861,8.5806105,-0.5510041809,-9.305099945,0.309256897
862,8.5905595,-0.7701484679999999,-9.022188263,0.3477268982
863,8.6005385,-1.0106982420000001,-8.825048218,0.4411326599
864,8.6104875,-1.2322375490000002,-8.855285339,0.6884184265000001
865,8.6204665,-1.291663971,-8.972341919,0.9238787842
866,8.6304455,-1.165626068,-9.168733521,1.002615051
867,8.640369292,-0.9776170349,-9.383686523,1.010847931
868,8.650348292,-0.7930508423,-9.530830536,0.9657916259999999
869,8.660297292000001,-0.637224884,-9.634564819,0.8866062926999999
870,8.670276292,-0.5203179932,-9.687255249,0.8258326720999999
871,8.680225292000001,-0.4477189636,-9.701775055,0.7274871826
872,8.690204292,-0.3903881836,-9.720785522,0.6147715759000001
873,8.700183292,-0.3857478333,-9.734556885,0.48588958740000004
874,8.710132292,-0.4065545654,-9.714199219,0.4108955383
875,8.720111292,-0.40760238649999997,-9.694440307999999,0.3314108276
876,8.730060292000001,-0.4110452271,-9.664652252,0.2130070496
877,8.740039292,-0.4321513367,-9.599687347,0.04805007935
878,8.749988292000001,-0.5224136353,-9.547146606,0.05673202515
879,8.759967292,-0.7086264038,-9.561217346,0.2028282166
880,8.769946292,-0.9508227539,-9.656569061,0.3186872864
881,8.779895292,-1.163829803,-9.768236847,0.3484753418
882,8.789874292,-1.315614166,-9.877659302,0.3535647583
883,8.799823292000001,-1.422192535,-9.959988098,0.3682342529
884,8.809802292,-1.506766663,-9.966574402,0.370329895
885,8.819751292000001,-1.5798147580000002,-9.83454895,0.3764671326
886,8.829730292,-1.6757652280000002,-9.615554352,0.4111949158
887,8.839710292000001,-1.686243439,-9.438472595,0.4513114929
888,8.849658292,-1.5344590759999999,-9.351802826,0.47810577390000003
889,8.859638292,-1.287772064,-9.286239166,0.4680766296
890,8.869586292000001,-1.107846222,-9.220376129,0.5034031677
891,8.879566292,-1.054557037,-9.242380371,0.6524931335
892,8.889514292000001,-1.093476105,-9.373358002,0.8804690552
893,8.899494292,-1.1907737729999999,-9.606573029,1.065334625
894,8.909473292000001,-1.316661987,-9.841734009,1.200802917
895,8.919422292,-1.4230906680000002,-9.991273041,1.369801483
896,8.929401292,-1.451531525,-10.03318588,1.575024719
897,8.939350292,-1.393003235,-9.953102417,1.529968414
898,8.949329292,-1.243464203,-9.815089417000001,1.298100586
899,8.959278292,-0.9657916259999999,-9.782606964,0.9720785522
900,8.969257292,-0.593815155,-9.807455292,0.7427554321
901,8.979236292000001,-0.28440856929999997,-9.776619415,0.6968009948999999
902,8.989185292,-0.01721420288,-9.757010193,0.6882687378
903,8.999164292,0.07993377686000001,-9.805060272,0.6616241454999999
904,9.009113292,-0.022752685550000002,-9.82871109,0.6631210327
905,9.019092292,-0.3007246399,-9.820328522,0.8514294434
906,9.029041292,-0.6614744567999999,-9.684111786,1.119971008
907,9.039020292,-1.049766998,-9.424401855,1.382525024
908,9.048999292000001,-1.391057281,-9.180858307000001,1.531465302
909,9.058948292,-1.667831726,-8.99210083,1.547631683
910,9.068927292,-1.925895081,-8.89151001,1.513652344
911,9.078876292,-2.15297287,-8.918603668,1.413660278
912,9.088855292,-2.3305036930000003,-9.053622894,1.199904785
913,9.098804292,-2.408940582,-9.325008545,1.0050100709999998
914,9.108783292,-2.406994629,-9.580078125,0.9153465271
915,9.118762292000001,-2.330653381,-9.703421631,0.9136999512
916,9.128711292,-2.166893921,-9.683363342,0.9764195251000001
917,9.138690292,-1.951042786,-9.553583221,0.9991722107
918,9.148639292,-1.6705261230000001,-9.372908936,0.9675878906000001
919,9.158618292,-1.3798306269999998,-9.283694458,0.9246272278000001
920,9.168567292,-1.1337423709999999,-9.249715118,0.8915460205
921,9.178546292,-0.9542655945,-9.276060333,0.9307644653
922,9.188495292,-0.8161029053,-9.336684265,1.069825287
923,9.198474292,-0.7006929016,-9.391769714,1.259331207
924,9.208454292,-0.599203949,-9.356742554,1.423390045
925,9.218402292,-0.5243595886,-9.254954224,1.465901642
926,9.228382292000001,-0.510737915,-9.156459045,1.441203003
927,9.238330292,-0.5312452698,-9.132658539,1.4410533140000001
928,9.248310292000001,-0.5885760498,-9.177116089,1.477727051
929,9.258258292,-0.6927593994,-9.244326324,1.478924561
930,9.268238292000001,-0.7899073792,-9.344468079,1.432521057
931,9.278217292,-0.9169931029999999,-9.459878082000001,1.3232482909999999
932,9.288165292,-1.035995636,-9.55957077,1.163829803
933,9.298145292000001,-1.122964783,-9.668095093,1.082848206
934,9.308093292,-1.225351868,-9.779014435,1.132844238
935,9.318073292000001,-1.307081909,-9.889335022000001,1.244212646
936,9.328021292,-1.355581055,-9.971963196,1.3822256469999998
937,9.338001292000001,-1.343007202,-10.07479935,1.48595993
938,9.347980292,-1.265169067,-10.22733215,1.516496429
939,9.357929292,-1.184337158,-10.39603134,1.497036896
940,9.367908292000001,-1.142574005,-10.47102539,1.4400054930000001
941,9.377857292,-1.15604599,-10.43989014,1.3434562680000002
942,9.387836292000001,-1.21801712,-10.28765671,1.211131439
943,9.397785292,-1.3036390690000002,-10.16940262,1.114881592
944,9.407764292000001,-1.3956976319999999,-10.14829651,0.9752220154000001
945,9.417743292,-1.475032654,-10.21625519,0.8183482361
946,9.427692292,-1.551673279,-10.35950729,0.6863227843999999
947,9.437671292000001,-1.604812775,-10.54227722,0.6080355835
948,9.447620292,-1.6416362,-10.6181694,0.49067962649999997
949,9.457599292000001,-1.680854645,-10.49317932,0.3185375977
950,9.467548292,-1.8009049990000001,-10.23960663,0.02380050659
951,9.477527292000001,-1.9940034480000002,-10.0502504,-0.276026001
952,9.487506292,-2.2047651669999997,-10.02016296,-0.3827540588
953,9.497455292,-2.33319809,-10.10892838,-0.398770752
954,9.507434292000001,-2.435136108,-10.22209305,-0.5848338318
955,9.517383292,-2.407443695,-10.33870056,-0.8746311951000001
956,9.527362292000001,-2.441572723,-10.48329987,-1.290017395
957,9.537311292,-2.7463389589999996,-10.73268127,-1.6453784180000002
958,9.547290292000001,-3.273093567,-11.36751114,-1.516346741
959,9.557269292,-3.860172729,-12.29662903,-0.8214916992
960,9.567218292,-4.2986109919999995,-12.95181656,0.08352630615000001
961,9.577197292000001,-4.480033722,-13.02037399,0.8762777709999999
962,9.587146292,-4.34920578,-12.60873001,1.427731018
963,9.597125292000001,-4.042493591,-12.11146408,1.577868805
964,9.607074292,-3.6673736569999997,-11.70475983,1.4429992680000001
965,9.617053292000001,-3.103645935,-11.18174744,1.216071167
966,9.627033292,-2.02543808,-10.72055649,1.159937897
967,9.636961,-0.763711853,-10.55964111,1.326092377
968,9.646941,0.28336074829999996,-10.47836014,1.538051605
969,9.656889,1.136885834,-10.60814026,1.673370209
970,9.666869,1.8860778809999998,-11.05526047,1.7488133240000001
971,9.676817,2.603535919,-11.5418985,1.936073914
972,9.686797,3.142415314,-12.01147202,2.142045593
973,9.696776,3.38042038,-12.41473343,2.227218475
974,9.706725,3.297043762,-12.54032227,2.338886261
975,9.716704,2.852019196,-12.14723969,2.459235992
976,9.726653,2.015259247,-11.53201904,2.576591949
977,9.736632,0.8961863708,-10.82668579,2.552042999
978,9.746581,-0.1281335449,-10.07494904,2.303110657
979,9.75656,-0.8113128662000001,-9.539213104,1.817819824
980,9.766539,-1.2867242429999999,-9.485025787,1.289119263
981,9.776488,-1.8044975280000002,-9.920769652999999,0.3652404785
982,9.786467,-1.894909515,-10.4894371,-0.5025050354
983,9.796416,-1.408570862,-10.76516373,-1.51874176
984,9.806395,-1.40527771,-10.10847931,-1.813478851
985,9.816344,-1.502126312,-9.520202637,-1.252146149
986,9.826323,-1.4371614069999998,-9.082512817000001,-0.6051914978
987,9.836302,-1.494941254,-8.726253662000001,-0.2552192688
988,9.846251,-1.5108082580000002,-8.803792419,-0.2975811768
989,9.85623,-1.5151492309999999,-9.149723052999999,-0.4846920776
990,9.866179,-1.386865997,-9.445957031,-0.6057902527000001
991,9.876158,-1.142574005,-9.524693297999999,-0.8424481201
992,9.886107,-0.9086105347,-9.45194458,-1.195114746
993,9.896086,-0.6982978821,-9.337732086,-1.610950012
994,9.906065,-0.5035528564,-9.301806792999999,-1.985171814
995,9.916014,-0.2688409424,-9.151070251,-1.529369659
996,9.925993,-0.1799258423,-8.716972961,-1.61588974
997,9.935942,-0.21121078489999998,-8.586294707999999,-1.8619779969999999
998,9.945921,-0.08981323242,-8.329578552000001,-0.9675878906000001
999,9.95587,-0.06406677246,-7.885302428999999,-0.36404296880000003
1000,9.965849,-0.100740509,-7.4176748660000005,-0.3552113342
1001,9.975829,-0.03203338623,-6.986721039,-0.6285429382
1002,9.985777,0.14085708619999998,-6.593039703,-1.142274628
1003,9.995757,0.2531236267,-6.310577087,-1.487307129
1004,10.005705,0.2686912537,-6.001020812999999,-1.740131378
1005,10.015685,0.229921875,-5.635031891000001,-2.138153687
1006,10.025633,0.159717865,-5.274880829,-2.451751556
1007,10.035613,0.07978408812999999,-5.03133728,-2.7418482969999998
1008,10.045592,-0.045954437259999995,-4.880600739,-3.093616791
1009,10.055541,-0.20342697140000002,-4.868026886,-3.3756303410000004
1010,10.06552,-0.4095483398,-5.037923584,-3.546425171
1011,10.075468,-0.6673123168999999,-5.302722931,-3.960164795
1012,10.085448,-0.9274713134999999,-5.60584259,-4.366569672
1013,10.095396,-1.07296875,-6.06568634,-4.738695831
1014,10.105376,-1.1645782470000001,-6.639143829,-5.264402618
1015,10.115355,-1.314117279,-7.436835022,-6.042933655
1016,10.125304,-1.5563136290000001,-8.488248596,-6.836433563
1017,10.135283,-1.930086365,-9.760303345,-7.57275238
1018,10.145232,-2.462529144,-11.1464209,-8.245154114
1019,10.155211,-3.09256897,-12.36847961,-8.310867462000001
1020,10.16516,-3.5633399960000003,-13.19580917,-7.758366393999999
1021,10.175139,-3.595223694,-13.4436937,-7.065606995
1022,10.185118,-3.0948143010000004,-12.91349625,-6.5984284970000004
1023,10.195067,-2.275268555,-11.90384583,-6.380781097000001
1024,10.205046,-1.494941254,-10.78552139,-6.535259857000001
1025,10.214995,-0.9252259827,-9.623338165,-6.97250061
1026,10.224974,-0.7008425903,-8.394393767999999,-7.1099148560000005
1027,10.234923,-0.8102650452,-7.2742730710000005,-7.041207732999999
1028,10.244902,-0.9375004578,-6.378386077999999,-6.966513062000001
1029,10.254881,-0.6218069458,-5.931864624,-5.179080048
1030,10.26483,0.035925292969999995,-6.407874756,-1.4699432369999998
1031,10.274809,1.301393738,-8.389903107,0.1531315613
1032,10.284758,2.539319458,-11.7183815,0.047151947019999994
1033,10.294737,3.130889282,-15.90517502,0.3989204407
1034,10.304686,3.13702652,-19.66266129,1.115779724
1035,10.314665,3.02116745,-21.80755096,0.9113049315999999
1036,10.324645,3.4633479310000004,-19.06854675,1.250499573
1037,10.334593,3.957171021,-13.22978851,2.155517578
1038,10.344572,3.1395712280000003,-8.716972961,0.5430706786999999
1039,10.354521,1.804347839,-5.331014099,-0.12214599609999999
1040,10.3645,0.5920188904,-3.11128006,1.5783178709999999
1041,10.374449,-0.62599823,-2.858605499,3.670367432
1042,10.384428,-1.288370819,-3.783981171,4.416865082
1043,10.394408,-1.6133450319999998,-5.1136660769999995,4.337829437
1044,10.404356,-2.030677185,-6.697223052999999,3.932322693
1045,10.414336,-2.576142883,-8.42463089,3.527564392
1046,10.424284,-3.2757879639999996,-10.063423,3.691922607
1047,10.434264,-4.275259552,-11.94575867,3.6970120239999997
1048,10.444212,-5.163063354,-14.17761749,2.859353943
1049,10.454192,-5.491330719,-15.08293488,0.2375559998
1050,10.464171,-5.316194916000001,-14.02239029,-4.822671204
1051,10.47412,-3.64716568,-11.39819733,-7.065606995
1052,10.484099,-1.424886932,-9.767039337,-4.281247101
1053,10.494048,-0.6767427063,-9.202263794,-0.7466473389
1054,10.504027,-0.46403503420000003,-8.678353271,1.471739502
1055,10.513976,-0.0008981323242,-8.232280884,2.0984861759999998
1056,10.523955,0.5510041809,-7.855813751,1.76797348
1057,10.533934,0.8485853577,-7.770042114,1.281485138
1058,10.543883,0.9509724426,-7.908953247,0.9538165283
1059,10.553862,0.7035369873,-8.19411026,0.6357279968
1060,10.563811,0.3351530457,-8.658145294,0.4833448792
1061,10.57379,-0.03233276367,-9.071136475,0.3926335144
