"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.625360000E-1,-8.116258979E-1,-1.522056460E-1,-1.636828661E0
1.725150000E-1,-1.745787740E0,-1.496346295E-1,-1.801413655E0
1.825250000E-1,-2.291053772E0,-4.078028500E-1,-1.667635083E0
1.925350000E-1,-2.532781363E0,-3.880336583E-1,-1.442572117E0
2.025140000E-1,-2.252138615E0,-2.155549526E-1,-1.215956926E0
2.125149167E-1,-1.609221578E0,1.057945788E-1,-1.022824526E0
2.225249167E-1,-9.202865958E-1,2.936925888E-1,-8.873398304E-1
2.325039167E-1,-3.446768224E-1,2.214785665E-1,-7.449136972E-1
2.425139167E-1,-5.533352494E-3,-3.806979209E-2,-4.678163528E-1
2.525239167E-1,1.221913248E-1,-3.786588013E-1,-1.857300401E-1
2.625029167E-1,7.853741199E-2,-5.949912071E-1,-3.650582582E-2
2.725129167E-1,-2.153669000E-1,-7.657421827E-1,1.989102457E-3
2.825219167E-1,-8.378431201E-1,-1.129240870E0,9.935396910E-2
2.925019166E-1,-1.462864161E0,-1.348011255E0,2.030974030E-1
3.025109167E-1,-1.805114508E0,-1.053074718E0,1.719714403E-1
3.125209167E-1,-1.698886514E0,-7.193110585E-1,1.021673307E-1
3.224999167E-1,-1.335543990E0,-4.440233111E-1,1.175088957E-1
3.325099167E-1,-9.872155786E-1,-3.062353432E-1,1.055449098E-1
3.425199167E-1,-7.563354969E-1,-3.089775145E-1,7.166588306E-2
3.524989166E-1,-5.672667623E-1,-4.683338702E-1,8.891624212E-2
3.625089166E-1,-3.772303462E-1,-6.775359511E-1,1.677671671E-1
3.725189166E-1,-1.990648806E-1,-7.821633220E-1,2.616590261E-1
3.824979167E-1,4.057108611E-2,-8.933415413E-1,2.045279145E-1
3.925079167E-1,2.840026617E-1,-8.961657882E-1,2.795499749E-2
4.025169167E-1,3.163503408E-1,-8.248427510E-1,-1.289145499E-1
4.124969167E-1,5.877339840E-2,-6.724337935E-1,-1.075642556E-1
4.225059166E-1,-3.132621348E-1,-4.932483435E-1,7.632919587E-3
4.325159166E-1,-7.309829593E-1,-7.587879896E-2,1.089733839E-1
4.424949166E-1,-7.876074910E-1,1.447226554E-1,2.308263630E-1
4.525049167E-1,-6.957079768E-1,-5.540324375E-2,3.355447948E-1
4.625149167E-1,-4.374050200E-1,-4.270208776E-1,4.632337689E-1
4.724939167E-1,-7.291923463E-2,-7.091745138E-1,5.502125621E-1
4.825039167E-1,4.914854169E-1,-9.577109218E-1,5.946518183E-1
4.925139167E-1,1.166123509E0,-7.861633897E-1,5.259982347E-1
5.024929167E-1,1.326600552E0,-5.743315816E-1,3.854557276E-1
5.125029167E-1,7.870544195E-1,-3.868996352E-2,3.881934583E-1
5.225129167E-1,3.931105137E-3,3.851728141E-1,4.417628348E-1
5.324919166E-1,-7.053858638E-1,5.612610579E-1,5.823271275E-1
5.425019166E-1,-1.186915874E0,5.102953911E-1,7.184347510E-1
5.525109167E-1,-1.339923501E0,3.609256148E-1,7.795966268E-1
5.624909167E-1,-1.083276510E0,2.623276114E-1,7.495978475E-1
