"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-2.565514984E0,7.470065918E0,5.807922363E0
9.917999996E-3,-2.653082886E0,7.264543304E0,6.048023071E0
1.983599999E-2,-2.556533661E0,7.256460114E0,6.198011169E0
2.975399999E-2,-2.054627380E0,7.594457245E0,6.580615540E0
3.967199998E-2,-1.980980530E0,7.846233673E0,7.002887421E0
4.959099999E-2,-2.229763184E0,8.003706207E0,7.524851990E0
5.950899998E-2,-2.745889893E0,8.086484070E0,8.346643066E0
6.939699998E-2,-2.442770233E0,8.141719208E0,8.967851257E0
7.931499998E-2,-1.564995575E0,7.480095062E0,8.382718048E0
8.923299998E-2,-3.439846802E-1,6.179749146E0,7.975714417E0
9.915100000E-2,5.595364380E-1,5.231471100E0,6.487359467E0
1.090690000E-1,1.360371094E0,4.510420532E0,5.397326202E0
1.189880000E-1,1.864373016E0,3.786974945E0,5.966442719E0
1.289060000E-1,1.053359528E0,3.122806091E0,6.013145599E0
1.388240000E-1,3.158432007E-2,3.737128601E0,5.968688049E0
1.487420000E-1,-8.421487427E-1,5.043462067E0,6.122418365E0
1.586600000E-1,-1.215173035E0,5.696853333E0,7.033872986E0
1.685790000E-1,-6.715036011E-1,5.791007538E0,8.738528137E0
1.784970000E-1,6.300398254E-1,5.821843414E0,8.835676117E0
1.883850000E-1,1.445993042E0,5.891748047E0,7.871980133E0
1.983030000E-1,1.794019318E0,5.872438202E0,7.501650238E0
2.082119166E-1,1.675016785E0,5.435347137E0,7.218289490E0
2.181299167E-1,8.866062927E-1,4.925207977E0,7.208559723E0
2.280479167E-1,-1.389111328E-1,4.393064575E0,7.184010773E0
2.379669167E-1,-7.453001404E-1,4.293671265E0,7.579338684E0
2.478849167E-1,-1.083896027E0,5.276677094E0,8.477021942E0
2.578029167E-1,-2.346520386E0,5.888005829E0,9.269773407E0
2.677209167E-1,-2.106120300E0,5.714217224E0,9.273216248E0
2.776389167E-1,-8.346643066E-1,4.749174042E0,8.829239502E0
2.875579167E-1,-2.526745605E-1,4.169130249E0,8.770112457E0
2.974759167E-1,-4.658312988E-1,4.532424774E0,8.061036987E0
3.073939166E-1,-5.212161255E-1,4.817731476E0,8.092770996E0
3.173119166E-1,-1.875599670E-1,4.783602448E0,8.743617554E0
3.272309166E-1,-2.336640930E-1,4.499044189E0,9.184001770E0
3.371179166E-1,-3.058140564E-1,3.953279114E0,9.055568848E0
3.470359167E-1,-4.327500916E-1,3.668122101E0,8.853040009E0
3.569549166E-1,-8.354127502E-1,4.042343903E0,8.856183472E0
3.668729167E-1,-1.346899109E0,4.909490662E0,8.955277405E0
3.767909167E-1,-1.695374451E0,5.076543274E0,1.003123993E1
3.867089167E-1,-1.451531525E0,4.283791809E0,1.015338593E1
3.966279167E-1,-8.710386658E-1,3.864064636E0,1.008677444E1
4.065459167E-1,-2.541714478E-1,4.276756439E0,9.433383179E0
4.164639167E-1,5.891748047E-1,4.561165009E0,9.072932739E0
4.263819167E-1,9.141490173E-1,4.159699860E0,9.077872467E0
4.362999166E-1,7.912545776E-1,3.617078247E0,9.118438110E0
4.462189167E-1,2.017803955E-1,3.915707245E0,1.000369720E1
4.561369166E-1,-4.120930481E-1,4.055067444E0,1.102128113E1
4.660549166E-1,-4.337979126E-1,3.993246002E0,1.069196594E1
4.759429166E-1,-1.848655701E-1,4.058510284E0,1.065050217E1
4.858609167E-1,4.111949158E-1,4.118236084E0,1.114522339E1
4.957789167E-1,8.801696777E-1,3.564387817E0,1.024215134E1
5.056969167E-1,-8.666976929E-1,3.997437286E0,8.922046509E0
5.156159167E-1,-1.452279968E0,5.144651642E0,9.014105072E0
5.255339167E-1,1.178050232E-1,5.300926666E0,9.191186829E0
5.354519167E-1,9.672885132E-1,5.122198334E0,9.391919403E0
5.453699167E-1,1.187181244E0,4.705015869E0,1.013257919E1
5.552879166E-1,1.197210388E0,4.015998688E0,1.016581009E1
5.652069167E-1,9.126521301E-1,3.001258850E0,1.034902908E1
5.750939166E-1,8.478369141E-1,2.800975342E0,1.066666855E1
5.850129167E-1,9.392967224E-1,3.371888123E0,1.075064392E1
5.949309166E-1,1.248104553E0,3.218457184E0,1.072519684E1
6.048489166E-1,8.839118958E-1,3.249442749E0,1.014275803E1
6.147669167E-1,-1.463955688E-1,3.832480316E0,8.408614197E0
6.246849167E-1,-1.154998169E0,3.523971863E0,6.688840485E0
6.346039167E-1,-1.059646454E0,3.639082489E0,7.677085419E0
6.445219167E-1,-4.354444885E-1,3.752845917E0,9.333241425E0
6.544399167E-1,-2.909948730E-1,3.047213287E0,9.932744751E0
6.643579167E-1,-5.682183838E-1,2.781216431E0,9.774972839E0
6.742759167E-1,-5.489085388E-1,2.618504791E0,9.823771362E0
6.841639167E-1,-1.204994202E-1,2.615960083E0,1.005833359E1
6.940819166E-1,1.649569702E-1,3.044967957E0,9.549841003E0
7.040009167E-1,1.965412903E-1,3.333418121E0,9.120234375E0
7.139189166E-1,2.823129272E-1,3.658691711E0,9.335935822E0
7.238369166E-1,5.912704468E-2,3.886068878E0,9.219777374E0
7.337549167E-1,-7.800279236E-1,4.252506866E0,9.123377838E0
7.436729167E-1,-1.175655212E0,4.022584991E0,8.855435028E0
7.535919167E-1,-1.141376495E0,3.515589294E0,9.154962158E0
7.635099167E-1,-1.085093536E0,3.480562134E0,9.705068207E0
7.734279167E-1,-1.127904510E0,3.420387268E0,9.687854004E0
7.833459167E-1,-9.145980835E-1,3.196303253E0,9.471703491E0
7.932339167E-1,-5.754034424E-1,3.264261932E0,9.490564270E0
8.031519167E-1,-6.065386963E-1,3.323838043E0,9.475595398E0
8.130699167E-1,-7.414082336E-1,3.519780579E0,9.337432709E0
8.229889167E-1,-6.262976074E-1,3.717070312E0,8.970096588E0
8.329069167E-1,-5.162763977E-1,3.641776886E0,8.714128876E0
8.428249166E-1,-3.562591553E-1,3.761078796E0,8.577163696E0
8.527429166E-1,-1.166075134E-1,3.598816223E0,8.398734741E0
8.626609167E-1,5.492079163E-1,3.298540649E0,8.172405396E0
8.725799166E-1,1.043330383E0,2.530487823E0,7.535779266E0
8.824979167E-1,1.693278809E0,2.346819763E0,7.072193298E0
8.923859167E-1,2.432741089E0,1.887724457E0,6.852599945E0
9.023039167E-1,1.488504639E0,2.017354889E0,5.822891235E0
9.122219167E-1,9.967771912E-1,2.358345795E0,4.943619690E0
9.221399167E-1,1.272503815E0,2.353256378E0,4.409530334E0
9.320579167E-1,1.340013428E0,2.142794037E0,3.597019958E0
9.419769167E-1,1.748813324E0,1.636097717E0,3.743714905E0
9.518949167E-1,2.554737396E0,4.787045288E-1,4.175117798E0
9.618129166E-1,2.673290863E0,-1.553768921E-1,3.475323029E0
9.717309166E-1,2.912792816E0,-6.658154297E-1,2.865042114E0
9.816499166E-1,3.036286011E0,-9.973759460E-1,2.330952759E0
9.915679166E-1,2.578687592E0,-1.300794983E0,1.018631744E0
1.001485917E0,2.043849792E0,-1.634600830E0,-3.885919189E-1
1.011403917E0,9.621990967E-1,-1.297950897E0,-4.323010254E-1
1.021321917E0,1.096769257E0,-2.677781525E0,-1.941013641E0
1.031209917E0,1.148561554E0,-3.103645935E0,-2.387834473E0
1.041127917E0,1.043629761E0,-2.955154724E0,-2.776276703E0
1.051045917E0,1.620829468E0,-3.601061554E0,-2.599194946E0
1.060964917E0,2.127076721E0,-4.070934448E0,-1.050066376E0
1.070882917E0,2.113754425E0,-6.355034637E0,-8.607101440E-2
1.080800917E0,1.433718567E0,-6.634503479E0,4.588258667E0
1.090718917E0,6.098318481E-1,-6.151907043E0,5.618865509E0
1.100637917E0,2.223326569E0,-7.476502533E0,7.189399567E0
1.110524917E0,4.609664154E0,-8.652606812E0,8.378526764E0
1.120442917E0,6.466403046E0,-8.419242096E0,1.059826080E1
1.130361917E0,8.598269806E0,-8.411458282E0,9.852212219E0
1.140279917E0,1.183468964E1,-6.818021851E0,1.000773880E1
1.150197917E0,1.613734222E1,-6.668482819E0,9.734407196E0
1.160115917E0,1.951417007E1,-6.524781647E0,1.000773880E1
1.170034917E0,2.121298737E1,-5.283113708E0,8.475525055E0
1.179952917E0,2.176354248E1,-4.669090576E0,8.241860962E0
1.189870917E0,2.320205109E1,-4.425397339E0,7.578141174E0
1.199788917E0,2.315953949E1,-4.087250519E0,7.144792328E0
1.209618292E0,2.294593369E1,-3.322790222E0,6.751260681E0
1.219536292E0,2.309532303E1,-4.148323517E0,5.789061584E0
1.229454292E0,2.366548737E1,-4.254602509E0,4.677024078E0
1.239372292E0,2.591216537E1,-4.338428192E0,3.427871704E0
1.249291292E0,2.698947510E1,-4.259093170E0,2.887046356E0
1.259209292E0,2.975422577E1,-8.533753967E-1,-3.096909943E0
1.269127292E0,2.837813736E1,-2.384840698E0,-4.159400482E0
1.279045292E0,2.715892273E1,-3.279829559E0,-5.113666077E0
1.288964292E0,2.429552719E1,-5.282065887E0,-3.865112457E0
1.298882292E0,2.232607269E1,-5.143903198E0,-2.282603302E0
1.308800292E0,2.017654266E1,-5.251230011E0,5.848338318E-1
1.318718292E0,1.854553436E1,-6.173761597E0,3.688629456E0
1.328606292E0,1.761821274E1,-6.278394012E0,7.521109772E0
1.338524292E0,1.646785492E1,-7.418123932E0,9.232351227E0
1.348442292E0,1.475915817E1,-6.924600220E0,1.373573639E1
1.358361292E0,1.397763336E1,-7.685917053E0,1.258073822E1
1.368279292E0,1.074735077E1,-5.548811188E0,6.793173523E0
1.378197292E0,7.849077759E0,-1.140029297E0,1.152752838E0
1.388115292E0,1.206610840E1,-2.346520386E0,2.686762848E0
1.398033292E0,1.233120712E1,-5.101541290E0,-7.038064270E0
1.407952292E0,8.333769836E0,-3.119213562E0,1.809586945E0
1.417870292E0,1.235321136E1,-3.039279785E0,1.637250320E1
1.427757292E0,1.110271179E1,-9.899513855E0,3.507206726E0
1.437676292E0,4.303401031E0,1.475182343E0,1.580712891E-1
1.447594292E0,7.568710785E0,-5.169499969E0,5.884263611E-1
1.457512292E0,2.082768860E0,-5.404511261E0,1.232536926E0
1.467430292E0,-3.239413605E0,2.138003998E0,5.569767609E0
1.477349292E0,7.373666382E0,-3.216361542E0,1.154249725E1
1.487267292E0,2.632575531E0,-2.330952759E0,2.114951935E0
1.497185292E0,2.912942505E-1,1.715881805E0,2.428400116E0
1.507073292E0,1.482068024E0,-1.147214355E0,5.432802429E0
1.517021292E0,5.289999390E-1,8.822653198E-1,5.568420410E-2
1.526909292E0,3.965703278E0,-1.053658905E0,-4.342469788E-1
1.536827292E0,3.904929657E0,-1.281335449E-1,4.340972900E-1
1.546746292E0,3.215463409E0,-1.133892059E0,6.855743408E-1
1.556664292E0,1.619182892E0,-5.745053101E-1,9.394464111E-1
1.566582292E0,3.043022003E0,-1.426832886E0,5.146298218E-1
1.576500292E0,5.561684418E0,-1.405577087E0,2.198927307E0
1.586418292E0,8.115673370E0,-2.519111481E0,3.428171082E0
1.596337292E0,1.080782501E1,-3.392844543E0,3.963607635E0
1.606255292E0,1.341300751E1,-3.923041992E0,5.719156952E0
1.616173292E0,1.273611511E1,-3.733087006E0,6.451134796E0
1.626091292E0,9.598040771E0,-4.295467529E0,5.987399139E0
1.635979292E0,1.008722351E1,-6.098468170E0,5.697901154E0
1.645897292E0,8.550369415E0,-5.557044067E0,6.426735535E0
1.655815292E0,1.077998291E1,-6.385870514E0,8.695417786E0
1.665734292E0,-3.129392395E0,7.737409973E-1,7.503296814E0
1.675652292E0,-3.993545380E0,-6.616391144E0,-2.177372131E0
1.685570292E0,4.210743713E-1,-6.393205261E0,4.688101044E0
1.695488292E0,5.539231110E0,-5.351222076E0,8.247848511E-1
