,Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
2905,15.00017265,-1.345125318,0.2767219543,-0.8955284357
2906,15.00511665,-1.5363260509999999,0.1038470939,-0.9761626720000001
2907,15.01012165,-1.736689925,-0.11239920560000001,-1.076344609
2908,15.01512665,-1.94377315,-0.33841934799999995,-1.194852471
2909,15.02013165,-2.167349815,-0.46975538130000005,-1.315192819
2910,15.02513665,-2.486221552,-0.4392121136,-1.4178181890000001
2911,15.03014165,-2.729345798,-0.35796701909999995,-1.40743351
2912,15.03514565,-2.9639182089999996,-0.2736676335,-1.3249666690000002
2913,15.04015065,-3.1923818589999997,-0.2425135076,-1.208902359
2914,15.04515565,-3.378695726,-0.2638937831,-1.111774802
2915,15.05016065,-3.457497358,-0.2926044464,-1.052520871
2916,15.05516565,-3.3884694580000003,-0.3109304011,-1.0042624470000001
2917,15.06017065,-3.244305372,-0.33780848979999994,-0.9902125597
2918,15.06511465,-3.050661087,-0.39400807020000006,-0.9413433670999999
2919,15.07011865,-2.861903667,-0.4783074856,-0.85765481
2920,15.07512365,-2.7348437310000002,-0.4868595898,-0.7611380816
2921,15.08012865,-2.685974598,-0.3408628106,-0.6957755089000001
2922,15.08513365,-2.75194788,-0.06291911751,-0.6469063163000001
2923,15.09013865,-2.9700267310000004,0.37751472,-0.573602438
2924,15.09611965,-3.254689932,0.7452555895,-0.4624249935
2925,15.10112465,-3.492927551,1.166141748,-0.4080579877
2926,15.10612965,-3.6957347389999997,1.459967971,-0.2968805134
2927,15.11113465,-3.7739255430000003,1.740965962,-0.1319468915
2928,15.11613965,-3.696956396,1.954768777,0.015882495790000003
2929,15.12114465,-3.455664635,2.130087137,0.07452555746
2930,15.12712565,-3.010344028,2.356107235,0.052534412589999996
2931,15.13213065,-2.570520878,2.5338690280000002,-0.03848451003
2932,15.13713565,-2.016466141,2.731178522,-0.23945917190000002
2933,15.14214065,-1.567480206,2.795319319,-0.4111123085
2934,15.14714565,-1.097724795,2.576629639,-0.6713408828
2935,15.15208865,-0.7892379165000001,2.186286688,-0.9413433670999999
2936,15.15715465,-0.6597344875,1.623068929,-1.127657294
2937,15.16215965,-0.7684684992,1.001208186,-1.251052022
2938,15.16716465,-1.1105530259999998,0.5564982295,-1.318858027
2939,15.17216965,-1.640784025,-0.04642575978999999,-1.329853654
2940,15.17711365,-1.9908097980000001,-0.5149593949,-1.299310327
2941,15.18211865,-2.24187541,-0.8827002645,-1.230282545
2942,15.18712365,-2.4031438830000003,-1.2571606640000001,-1.147815824
2943,15.19212765,-2.544864655,-1.620014668,-1.02991879
2944,15.19713265,-2.725680828,-1.78494823,-0.8918632865
2945,15.20213765,-2.867401361,-2.150245667,-0.7544185519
2946,15.20714265,-2.9706377980000003,-2.747671843,-0.7422012687
2947,15.21214765,-3.067765236,-2.9022207260000004,-0.7531968354999999
2948,15.21715265,-3.057380438,-2.8863382339999997,-0.8411614299
2949,15.22215765,-2.944370508,-2.816088676,-0.9187413454000001
2950,15.22710065,-2.730567694,-2.7110199930000003,-0.9896016717
2951,15.23216665,-2.4898867609999997,-2.5259277819999997,-1.051299095
2952,15.23711065,-2.247373343,-2.299907684,-1.078788042
2953,15.24211565,-2.0763309,-2.068389654,-1.080009699
2954,15.24712065,-1.92056036,-1.939497113,-1.0574077370000001
2955,15.25212565,-1.76173532,-1.809993744,-1.012203693
2956,15.25713065,-1.6053538319999998,-1.683544636,-0.9395107627
2957,15.26317265,-1.4153747559999998,-1.6322319509999998,-0.873537302
2958,15.26811665,-1.291980028,-1.670105577,-0.8381071091
2959,15.27312165,-1.1881328820000001,-1.726916075,-0.8179485798
2960,15.27812665,-1.0806206459999999,-1.769065738,-0.7861835957
