"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.282000002E-3,-5.297610536E-2,-1.981647313E-1,8.285409212E-2
1.633200000E-2,-7.329123467E-2,-2.009535879E-1,6.347480416E-2
2.638200000E-2,-8.574257791E-2,-1.939702481E-1,5.127379671E-2
3.643200001E-2,-8.955820650E-2,-1.954225302E-1,5.690256134E-2
4.648200001E-2,-8.353413641E-2,-2.392941117E-1,6.811952591E-2
5.653200000E-2,-7.502950728E-2,-3.313643336E-1,8.164179325E-2
6.658300001E-2,-7.137405127E-2,-4.725259840E-1,1.094132364E-1
7.663300000E-2,-8.258077502E-2,-6.780128479E-1,1.371278167E-1
8.668300000E-2,-1.058059409E-1,-9.179261327E-1,1.518899947E-1
9.673300000E-2,-1.259000599E-1,-1.161246538E0,1.524859816E-1
1.067830000E-1,-1.220288873E-1,-1.317273974E0,1.507051289E-1
1.168330000E-1,-1.070838198E-1,-1.387501240E0,1.467619687E-1
1.268830000E-1,-1.054534316E-1,-1.387581468E0,1.623332053E-1
1.369340000E-1,-1.297364086E-1,-1.402111173E0,1.943949759E-1
1.469840000E-1,-1.722676307E-1,-1.458039045E0,2.296160907E-1
1.570300000E-1,-2.080972195E-1,-1.580779433E0,2.264440358E-1
1.670800000E-1,-2.281907648E-1,-1.740921140E0,2.076889873E-1
1.771300000E-1,-2.356180847E-1,-1.888987064E0,2.001908571E-1
1.871800000E-1,-2.465327829E-1,-2.058550596E0,1.974437982E-1
1.972310000E-1,-2.220882475E-1,-2.268847227E0,1.912244409E-1
2.072810000E-1,-1.580682546E-1,-2.473952532E0,1.984943449E-1
2.173310000E-1,-9.272119403E-2,-2.645154238E0,2.041610032E-1
2.273810000E-1,-5.335169286E-2,-2.642450809E0,1.634189039E-1
2.374310000E-1,-4.269095063E-1,-2.728358507E0,2.420248389E-1
2.474810000E-1,-8.092914820E-1,-2.821545124E0,2.574442923E-1
2.575310000E-1,-1.158930779E0,-2.992042780E0,1.561327130E-1
2.675820000E-1,-1.423413634E0,-3.212262869E0,-2.703924663E-2
2.776320000E-1,-1.606513262E0,-3.436000824E0,-2.376366109E-1
2.876820000E-1,-1.684148192E0,-3.438232183E0,-4.414001107E-1
2.977320000E-1,-1.728940010E0,-3.316733122E0,-5.417505503E-1
3.077820000E-1,-1.668300629E0,-3.180312157E0,-5.704506040E-1
3.178320000E-1,-1.573957443E0,-2.976164341E0,-5.517244935E-1
3.278820000E-1,-1.436372519E0,-2.703286171E0,-5.475547910E-1
3.379330000E-1,-1.244253993E0,-2.464146137E0,-6.095693111E-1
3.479830000E-1,-1.036126733E0,-2.227534771E0,-7.471264005E-1
3.580330000E-1,-8.316535950E-1,-2.015725374E0,-9.117820263E-1
3.680830000E-1,-7.777205706E-1,-1.819195151E0,-9.262043834E-1
3.781330000E-1,-8.176741600E-1,-1.470885396E0,-8.187805414E-1
3.881830000E-1,-8.690923452E-1,-1.106404424E0,-6.761394739E-1
3.982330000E-1,-9.444963336E-1,-1.016527176E0,-5.211609006E-1
4.082840000E-1,-1.051519990E0,-1.182281256E0,-3.568986952E-1
4.183340000E-1,-1.180558681E0,-1.374231339E0,-1.878095120E-1
4.283840000E-1,-1.289511800E0,-1.339466095E0,-3.548682481E-2
4.384340000E-1,-4.254834950E-1,3.528648019E-1,3.855344951E-1
