"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-1.826501770E0,3.119962006E0,9.284891968E0
1.005000000E-2,-1.896556091E0,3.166964264E0,9.250613251E0
2.010000001E-2,-1.932032318E0,3.236868896E0,9.164991302E0
3.015000001E-2,-1.867366791E0,3.273991699E0,9.074130249E0
4.020000000E-2,-1.833387451E0,3.316952362E0,9.035211182E0
5.025000000E-2,-1.850751343E0,3.355272675E0,9.065897369E0
6.030000000E-2,-1.911824341E0,3.374881897E0,9.185498657E0
7.035100000E-2,-1.921404419E0,3.371888123E0,9.336684265E0
8.040100000E-2,-1.833686829E0,3.384162598E0,9.541757812E0
9.045100000E-2,-1.843715973E0,3.355122986E0,9.724677429E0
1.005010000E-1,-1.879641266E0,3.290756836E0,9.768685913E0
1.105510000E-1,-1.883084106E0,3.257076874E0,9.619146881E0
1.206010000E-1,-1.813478851E0,3.291654968E0,9.375603333E0
1.306510000E-1,-1.608854370E0,3.383713531E0,9.183403015E0
1.407020000E-1,-1.230890350E0,3.497776337E0,9.255552979E0
1.507520000E-1,-9.862989807E-1,3.531306610E0,9.460476837E0
1.607980000E-1,-9.068142700E-1,3.388353882E0,9.823921051E0
1.708480000E-1,-7.595205688E-1,3.215313721E0,9.948761444E0
1.808980000E-1,-6.221063232E-1,3.100502472E0,1.013048355E1
1.909480000E-1,-3.281176758E-1,3.087479553E0,1.027493317E1
2.009990000E-1,1.107696533E-2,3.046015778E0,1.026909531E1
2.110490000E-1,2.676434326E-1,3.301684113E0,1.017134857E1
2.210990000E-1,6.140231323E-1,3.273842010E0,1.008662476E1
2.311490000E-1,8.267308044E-1,2.907853088E0,9.872420197E0
2.411990000E-1,1.568737793E0,2.927312622E0,1.141586060E1
2.512490000E-1,1.878443756E0,2.684517517E0,1.200308945E1
2.612990000E-1,1.708846436E0,1.964365082E0,1.147932861E1
2.713500000E-1,1.873803406E0,1.588796082E0,1.157677597E1
2.814000000E-1,2.063758392E0,1.431622925E0,1.127934448E1
2.914500000E-1,2.307900696E0,1.449585571E0,1.052057236E1
3.015000000E-1,2.942281494E0,1.540746002E0,9.959089966E0
3.115500000E-1,3.563639374E0,1.796114960E0,9.233848114E0
3.216000000E-1,3.645219727E0,1.892065430E0,8.692873077E0
3.316500000E-1,3.484154663E0,1.886077881E0,8.003406830E0
3.417010000E-1,3.044967957E0,1.842518463E0,7.231611786E0
3.517510000E-1,2.609972534E0,1.724264374E0,6.666985931E0
3.618010000E-1,2.642454987E0,1.673968964E0,6.354435883E0
3.718510000E-1,3.508104858E0,1.911075897E0,6.530170441E0
3.819010000E-1,4.313130798E0,2.261197815E0,6.358627167E0
3.919510000E-1,4.189637604E0,2.661615143E0,5.939798126E0
4.020010000E-1,3.510799255E0,3.022664337E0,6.786587219E0
4.120520000E-1,2.766247559E0,3.117866364E0,8.213569794E0
4.221020000E-1,2.249073029E0,3.007096710E0,9.117839355E0
4.321520000E-1,2.390379181E0,2.935545502E0,9.052275696E0
4.422020000E-1,3.182082825E0,4.046684875E0,6.527476044E0
4.522520000E-1,5.630541229E0,3.190166016E0,8.440946960E0
4.623020000E-1,5.704337769E0,1.679058380E0,9.020990753E0
4.723520000E-1,5.926924896E0,1.489402771E0,8.173752594E0
4.824030000E-1,6.272107086E0,8.900491333E-1,7.806416473E0
4.924530000E-1,5.704038391E0,8.963360596E-1,7.333100739E0
5.025030000E-1,5.048401794E0,1.301693115E0,7.549850006E0
5.125530000E-1,4.295168152E0,1.872156830E0,8.588989105E0
5.226030000E-1,4.416116638E0,1.920506287E0,8.698112183E0
5.326530000E-1,4.432133331E0,2.665207672E0,8.420738983E0
5.427040000E-1,4.463418274E0,1.737436981E0,7.908204803E0
5.527540000E-1,4.999902649E0,1.268312531E0,7.055877228E0
5.628040000E-1,6.248456268E0,3.199746094E0,5.538332977E0
5.728540000E-1,4.776417389E0,3.288212128E0,5.040468292E0
5.829040000E-1,4.522545319E0,2.226769409E0,8.271499329E0
5.929540000E-1,5.811814270E0,-3.517684937E-2,8.567583618E0
