"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.600950000E-1,-1.944227457E0,9.015454650E-1,-8.581852913E-2
1.701050000E-1,-2.057359457E0,1.065322757E0,-8.526591957E-2
1.801150000E-1,-2.138193369E0,1.243360519E0,-1.389071941E-1
1.901250000E-1,-2.205545664E0,1.399871826E0,-2.348997742E-1
2.001040000E-1,-2.231666088E0,1.511823177E0,-3.271588683E-1
2.101140000E-1,-2.184430361E0,1.553552747E0,-3.325932920E-1
2.201230000E-1,-2.084380627E0,1.381721497E0,-2.700410783E-1
2.301030000E-1,-1.964789391E0,9.657464027E-1,-2.063313574E-1
2.401120000E-1,-1.880532980E0,4.444105327E-1,-1.680837870E-1
2.501220000E-1,-1.826078296E0,6.397227291E-3,-1.321132779E-1
2.601320000E-1,-1.591537118E0,-1.367435604E-1,-5.813203007E-2
2.701110000E-1,-1.435494304E0,2.316461951E-1,7.424251735E-2
2.801210000E-1,-1.279485345E0,3.847774267E-1,1.201644316E-1
2.901310000E-1,-1.024746299E0,3.295607865E-1,2.096384019E-1
3.001100000E-1,-9.151892662E-1,4.855670929E-1,4.265618026E-1
3.101200000E-1,-9.308574200E-1,1.868858337E-1,4.695657194E-1
3.201290000E-1,-1.054841518E0,1.573096588E-2,1.985795796E-1
3.301390000E-1,-1.225245476E0,-9.514736012E-3,-8.903036267E-2
3.401180000E-1,-1.453972340E0,3.571738303E-2,-3.543151319E-1
3.501280000E-1,-1.701537371E0,1.695020646E-1,-5.255324244E-1
3.601380000E-1,-1.751506329E0,7.982900739E-2,-4.501273632E-1
3.701170000E-1,-1.375189185E0,4.373205602E-1,-1.899341047E-1
3.801270000E-1,-6.878950596E-1,5.951116085E-1,-1.302035525E-4
3.901370000E-1,-2.927498817E-1,5.627607554E-2,1.067616194E-1
4.001470000E-1,1.164732128E-2,-4.336411059E-1,3.113505244E-1
4.101260000E-1,1.909310669E-1,-5.990918279E-1,5.632643104E-1
4.201360000E-1,2.961732447E-1,-5.999796391E-1,7.756679654E-1
4.301450000E-1,3.487027586E-1,-5.612524748E-1,8.655706644E-1
4.401250000E-1,4.259666800E-1,-5.649549365E-1,4.231045842E-1
4.501340000E-1,5.516161919E-1,-3.422169387E-1,-2.450750917E-1
4.601440000E-1,4.715197086E-1,-2.122944295E-1,-4.847548902E-1
4.701540000E-1,2.654355168E-1,-3.493050039E-1,-3.453287110E-2
4.801330000E-1,-2.142191492E-2,-3.365535140E-1,5.936796069E-1
4.901430000E-1,-3.538768291E-1,-2.945637107E-1,1.024554610E0
5.001530000E-1,-5.972666740E-1,-3.068044484E-1,1.319920778E0
5.101320000E-1,-5.389207602E-1,-3.708052635E-1,1.454745173E0
5.201420000E-1,-4.359380156E-2,-2.159008682E-1,1.217658520E0
5.301510000E-1,7.545816302E-1,7.601684332E-1,7.547395825E-1
5.401610000E-1,1.412756920E0,1.778952360E0,5.511798263E-1
5.501400000E-1,1.731232643E0,1.911881208E0,5.782961249E-1
5.601500000E-1,1.831668615E0,1.340658784E0,7.346346974E-1
5.701600000E-1,1.627434969E0,1.120859861E0,8.522737622E-1
5.801390000E-1,1.112654090E0,1.278460741E0,9.510099292E-1
5.901490000E-1,3.566212058E-1,1.135544538E0,1.170273066E0
6.001590000E-1,-5.336009860E-1,7.288944125E-1,1.256207347E0
6.101690000E-1,-1.313289046E0,4.805490673E-1,1.212966919E0
6.201480000E-1,-1.787018418E0,4.429586828E-1,1.089938283E0
6.301580000E-1,-1.699426174E0,5.256615877E-1,9.126327634E-1
6.401670000E-1,-1.323163509E0,7.784555554E-1,6.544342637E-1
6.501470000E-1,-8.901301026E-1,1.314162493E0,4.343788326E-1
6.601560000E-1,-4.552938342E-1,1.980445504E0,1.875092685E-1
6.701660000E-1,-2.022642493E-1,2.673389435E0,-2.009663135E-1
6.801760000E-1,-1.721795797E-1,3.307085514E0,-7.264344692E-1
6.901433750E-1,-3.078441918E-1,3.838902712E0,-1.353015423E0
7.001533750E-1,-4.907173216E-1,4.249418259E0,-1.979276180E0
7.101633750E-1,-8.575509787E-1,4.361278534E0,-2.589628458E0
7.201423750E-1,-1.027544022E0,4.843337536E0,-2.985203505E0
7.301523750E-1,-1.194190025E0,5.416367531E0,-3.472942352E0
7.401613750E-1,-1.201305866E0,6.241321564E0,-3.924277306E0
