"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-4.954097900E0,4.039350128E0,4.698130188E0
1.004600001E-2,-4.443509674E0,3.930975494E0,4.186194763E0
2.009299991E-2,-3.643124084E0,4.031117249E0,4.059109039E0
3.013999993E-2,-1.976190491E0,4.085903320E0,5.155878296E0
4.018599994E-2,-6.354286194E-1,4.086651764E0,8.077502747E0
5.023299996E-2,-6.468049622E-1,4.039649506E0,9.148675232E0
6.027899997E-2,-1.400637360E0,3.815266113E0,1.030651749E1
7.032599999E-2,-2.383643188E0,3.799848175E0,1.321287369E1
8.037300000E-2,-3.067720642E0,3.235372009E0,1.287697220E1
9.041900001E-2,-3.627556458E0,3.006198578E0,1.098625397E1
1.004659999E-1,-3.724554749E0,3.352727966E0,9.353150024E0
1.105129999E-1,-3.243305511E0,3.428620148E0,8.682095490E0
1.205589999E-1,-2.389031982E0,3.334316254E0,8.448581085E0
1.306057499E-1,-1.963616638E0,3.412603455E0,8.397686920E0
1.406517499E-1,-2.074386292E0,3.566782837E0,8.430169373E0
1.506987499E-1,-2.338886261E0,3.748504944E0,8.539741516E0
1.607457499E-1,-2.279310150E0,3.933819580E0,8.688681793E0
1.707917500E-1,-2.047891388E0,3.934568024E0,8.772806854E0
1.808387500E-1,-1.859283600E0,3.764970703E0,8.802744598E0
1.908857500E-1,-1.755249939E0,3.643722839E0,8.941805420E0
2.009317500E-1,-2.059716797E0,3.274740143E0,8.914861450E0
2.109787499E-1,-2.080074463E0,3.264710999E0,9.329349518E0
2.210247499E-1,-2.135010223E0,3.341052246E0,9.222322083E0
2.310717499E-1,-1.917811890E0,3.272345123E0,8.960067444E0
2.411187500E-1,-1.521885223E0,3.341351624E0,8.778644714E0
2.511647500E-1,-1.219963074E0,3.555556183E0,8.550668793E0
2.612117500E-1,-1.177152100E0,3.630400543E0,8.440348206E0
2.712587500E-1,-1.639091492E0,3.699407043E0,8.612939301E0
2.813047500E-1,-2.106868744E0,3.744613037E0,8.878786469E0
2.913517499E-1,-2.233056335E0,3.807033234E0,9.029523010E0
3.013977499E-1,-2.268233185E0,3.850442963E0,9.090745697E0
3.114447499E-1,-2.233206024E0,3.606749725E0,9.021140442E0
3.214917500E-1,-2.022144928E0,2.949765930E0,8.748856659E0
3.315377500E-1,-2.033221893E0,2.813698883E0,8.757089539E0
3.415847500E-1,-2.137854309E0,3.228486328E0,8.768316193E0
3.516307500E-1,-2.241438904E0,3.595972137E0,8.604257355E0
3.616777500E-1,-2.418969727E0,3.594924316E0,8.418493652E0
3.717247499E-1,-2.369422760E0,3.067870331E0,8.306825867E0
3.817707499E-1,-1.754202118E0,3.118614807E0,8.380173340E0
