,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
9993,100.00215250000001,-5.774990845,-16.00381989,-0.029039611820000002
9994,100.0121595,-4.69199295,-17.3864946,-1.4072236630000001
9995,100.0221665,-2.1877006530000003,-15.6745047,-3.434458008
9996,100.0321745,-0.9675878906000001,-11.45253433,-1.4057267759999998
9997,100.0421815,-1.669328613,-7.96014679,1.714983673
9998,100.0521895,-2.610571289,-5.424719238,2.920426941
9999,100.0621965,-2.7837611389999997,-3.9254370119999997,3.217559052
10000,100.0722035,-2.287093964,-3.538192291,4.228556671000001
10001,100.0822115,-1.8348843380000002,-4.234095153999999,4.996908875
10002,100.0922185,-1.217268677,-6.408922577,5.375920715
10003,100.1022265,-0.4899311829,-9.302704926,6.146817627000001
10004,100.1122335,0.5754034424000001,-12.34437973,7.028334503
10005,100.1222405,1.978884888,-14.75451782,6.823859711
10006,100.1322485,3.0323941039999998,-15.30507294,5.137616272
10007,100.1422555,3.852388916,-14.53941513,0.7640112305
10008,100.1522635,5.001100159,-13.27798828,-5.463638306
10009,100.16227049999999,4.895270233,-11.51525391,-4.661755829
10010,100.1722775,4.134701843,-10.31175659,-0.4755610657
10011,100.18228549999999,2.8490254210000003,-10.04905289,1.155746613
10012,100.19229250000001,1.46141098,-10.27193939,0.9794132995999999
10013,100.2022995,0.3796105957,-9.764494629,0.6959028625
10014,100.2123075,-0.04819976807,-9.163195038,0.6969506836
10015,100.2223145,-0.09041198730000001,-8.72415802,0.5381309509000001
10016,100.2323225,-0.152233429,-8.492589569,0.42781036380000004
10017,100.24232950000001,-0.2047741699,-8.499026184,0.6761439514
10018,100.2523375,-0.307610321,-8.452173615,1.021625519
10019,100.2623445,-0.4513114929,-8.566086731,1.233884125
10020,100.2723515,-0.6005511475,-8.79555954,1.3236973570000001
10021,100.2823595,-0.34383499149999996,-8.914262695,1.7154327390000002
10022,100.2923665,-0.180075531,-9.204060059,1.7640815730000001
10023,100.3023735,-0.2571652222,-9.329499207000001,1.044378204
10024,100.3123815,0.007035369873,-9.282646637000001,0.7671546936
10025,100.3223885,0.4749623108,-9.351802826,0.9225315856999999
10026,100.3323965,0.8348139954000001,-9.338929596,1.091081085
10027,100.3424035,1.088386688,-9.261540527000001,1.2573852540000001
10028,100.3524105,1.203497314,-9.184600525,1.536854095
10029,100.3624185,1.215023346,-9.190887451,1.846260681
10030,100.3724255,1.162482605,-9.284891968,1.994302826
10031,100.38243349999999,0.9512718201,-9.418114929,1.977986755
10032,100.3924405,0.7253915405,-9.619146881,1.74581955
10033,100.4024475,0.42227188109999997,-9.756261749,1.291065216
10034,100.41245550000001,0.1013392639,-9.882000275,0.8075706481999999
10035,100.4224625,-0.1279838562,-9.999655609,0.4412823486
10036,100.4324705,-0.2056723022,-10.12255005,0.1692979431
10037,100.4424775,-0.3062631226,-10.16371445,0.00029937744139999997
10038,100.4524845,-0.3671864319,-10.21580612,-0.06406677246
10039,100.46249250000001,-0.35895355219999997,-10.11012589,0.06466552734
10040,100.4724995,-0.3411405945,-9.983638916,0.296383667
10041,100.4825075,-0.1847158813,-9.90475296,0.5703140259
