,Time (s),X (rad/s),Y (rad/s),Z (rad/s)
9992,100.0046535,0.4517389536,1.742874026,0.3455403745
9993,100.0146615,0.4922121465,1.8590754269999998,-0.07111019640999999
9994,100.0246685,0.2763283253,2.084633589,-0.06770427525
9995,100.0346765,0.1191735491,2.0375168319999997,0.1792969555
9996,100.04468349999999,0.3603054583,1.871261001,0.48101523520000006
9997,100.0546905,0.8844253420999999,1.739345312,0.7720761895
9998,100.06469849999999,1.344505668,1.5581908230000001,1.068675399
9999,100.07470550000001,1.584358335,1.398480058,1.403184772
10000,100.0847135,1.661284566,1.25913763,1.658640504
10001,100.0947205,1.730230689,0.9903352261,1.742781401
10002,100.1047275,1.8771584030000001,0.5161018968,1.5717740059999998
10003,100.1147355,2.0073652269999998,-0.07193380594,1.058100104
10004,100.12474250000001,1.951153636,-0.495079726,0.4520650506
10005,100.1347505,1.5927877430000001,-0.24462704359999998,0.08479981868999999
10006,100.1447575,0.8331642151,1.2753932479999999,-0.05894909427
10007,100.1547645,0.38837188479999996,2.564759254,0.1438583732
10008,100.1647725,0.5753607154,2.355022192,0.5243407488
10009,100.1747795,1.007003307,1.08656168,0.676617384
10010,100.1847875,1.192961812,-0.30776166920000003,0.5828258990999999
10011,100.1947945,1.090265632,-1.227218747,0.49198558929999997
10012,100.2048015,0.8977547884,-1.599928379,0.4390467405
10013,100.2148095,0.7602332829999999,-1.499064445,0.40774476530000003
10014,100.2248165,0.7395698428,-1.073049784,0.38559231159999996
10015,100.2348245,0.7936967015,-0.5703867674,0.37134635450000003
10016,100.24483149999999,0.8296235204000001,-0.1586434394,0.3876433074
10017,100.2548385,0.8320728540000001,0.1284495592,0.42764037850000003
10018,100.26484649999999,0.787310183,0.38249969479999996,0.4463906288
10019,100.2748535,0.767988503,0.3832775354,0.4543337226
10020,100.2848615,0.8372991681,0.2375381738,0.46081960200000005
10021,100.2948685,0.937014997,0.3075414598,0.5034694076
10022,100.3048755,1.009464979,0.47387981409999996,0.5982316136
10023,100.3148835,1.026806712,0.5192053318,0.6536527872
10024,100.32489050000001,0.9745060205,0.4221073389,0.6713683604999999
10025,100.3348985,0.9015253781999999,0.26474526519999997,0.6882425547
10026,100.34490550000001,0.8720369935,0.1329509914,0.6972978115
10027,100.3549125,0.856128931,0.02541280538,0.6770359278
10028,100.3649205,0.8576567769,-0.1322918683,0.6468763947
10029,100.3749275,0.8975722194,-0.2705691457,0.6053247452
10030,100.3849345,0.9529098272,-0.34911721939999996,0.5715731978
10031,100.3949425,0.9871141911,-0.3727587461,0.567474544
10032,100.4049495,1.005780339,-0.3008486032,0.5695001483
10033,100.4149575,1.0164065359999999,-0.173806563,0.5816766024000001
10034,100.4249645,1.0079163309999999,-0.02790181525,0.5859134197
10035,100.4349715,0.9802664518,0.1383910179,0.5966749190999999
10036,100.4449795,0.9299294949,0.3170630634,0.6087632775
10037,100.4549865,0.8673061728,0.43225392700000004,0.620810926
10038,100.46499449999999,0.7895778418000001,0.4758624136,0.6339448094
10039,100.4750015,0.7187182307,0.43908464909999995,0.6546559334000001
10040,100.48500849999999,0.6669916511,0.3096230626,0.6744850278
10041,100.4950165,0.601107955,0.1640758812,0.6918538809
10042,100.5050235,0.5383401513,0.09122031927000002,0.6857227683
10043,100.51503149999999,0.46907153729999995,0.0682528913,0.659638226
10044,100.5250397,0.4023833275,0.1031522825,0.6100472808
10045,100.53504670000001,0.35127988460000004,0.1906807125,0.5153417587
10046,100.54505470000001,0.3074013889,0.3251557052,0.40447753670000003
10047,100.55506170000001,0.2682909667,0.481054008,0.2832050323
10048,100.56506970000001,0.2025170177,0.626234889,0.1634458899
10049,100.5750767,0.1261524856,0.7964829803,0.05743329972
10050,100.58508370000001,0.045253109189999995,0.9675306678,-0.01339773089
10051,100.5950917,-0.017904663459999998,1.0883241890000002,-0.047992076720000006
10052,100.60509870000001,-0.054979596289999995,1.101675391,-0.04452091083
10053,100.6151067,-0.08536721766000001,1.003638864,-0.025585420430000002
10054,100.6251137,-0.16287958619999998,0.7759042381999999,0.01135395467
10055,100.6351207,-0.308582902,0.4928584695,0.008177626878
10056,100.6451287,-0.5182314514999999,0.229142651,-0.0658973977
10057,100.6551357,-0.772318244,0.002389336005,-0.1882710308
10058,100.6651437,-1.035099864,-0.1729220301,-0.3732003868
10059,100.6751507,-1.276343942,-0.3461476266,-0.5976686478000001
10060,100.6851577,-1.45783174,-0.5772032142,-0.8548330665
10061,100.6951657,-1.598081589,-0.8590371609,-1.130734324
10062,100.7051727,-1.7109558580000002,-1.169795871,-1.383126378
10063,100.7151807,-1.892912507,-1.3311403990000001,-1.5286842580000002
10064,100.72518769999999,-2.156472445,-1.295311809,-1.577792883
10065,100.73519470000001,-2.311172485,-1.24424088,-1.600256324
10066,100.74520270000001,-2.308113337,-1.141248703,-1.660067081
10067,100.75520970000001,-2.210282803,-0.8611972332,-1.64996922
10068,100.7652167,-2.054406643,-0.3967245817,-1.538585424
10069,100.7752247,-1.950137615,0.2816191912,-1.3561829330000001
10070,100.7852317,-1.979424953,1.101988316,-1.187560081
10071,100.7952397,-2.0378687380000002,1.7404515740000002,-1.08565259
10072,100.80524670000001,-2.028473139,1.887080193,-1.040705085
10073,100.8152537,-1.8893934490000002,1.55803287,-0.9783298373
10074,100.82526170000001,-1.6773827080000001,1.004115105,-0.8504264951
10075,100.8352687,-1.513388395,0.5490104556000001,-0.6692553163
10076,100.8452767,-1.459038615,0.3113446534,-0.5624127388
10077,100.8552837,-1.541965604,0.3037631512,-0.5861749053
10078,100.8652907,-1.64225328,0.4586914778,-0.6421114206
10079,100.8752987,-1.6927998069999999,0.8304871320999999,-0.6350980997
10080,100.8853057,-1.5583008530000002,0.7289397120000001,-0.6507340074
